Date,Close,High,Low,Open,Volume,"('Close', 'EAT')","('High', 'EAT')","('Low', 'EAT')","('Open', 'EAT')","('Volume', 'EAT')"
2024-06-03,71.61000061035156,73.0,70.66000366210938,71.98999786376953,1583800.0,,,,,
2024-06-04,71.66000366210938,72.56999969482422,70.80000305175781,71.3499984741211,1126100.0,,,,,
2024-06-05,72.88999938964844,73.30000305175781,71.37999725341797,71.70999908447266,827900.0,,,,,
2024-06-06,72.41000366210938,73.58000183105469,71.55999755859375,72.87999725341797,1345700.0,,,,,
2024-06-07,68.95999908447266,72.36000061035156,68.68000030517578,71.87999725341797,2024700.0,,,,,
2024-06-10,67.37999725341797,68.91999816894531,67.0,68.31999969482422,2501000.0,,,,,
2024-06-11,66.86000061035156,67.69999694824219,66.58000183105469,67.08999633789062,1973300.0,,,,,
2024-06-12,68.19000244140625,68.94000244140625,66.77999877929688,67.2300033569336,1617600.0,,,,,
2024-06-13,67.94999694824219,68.9000015258789,66.97000122070312,67.6500015258789,1195400.0,,,,,
2024-06-14,67.47000122070312,67.91999816894531,66.66999816894531,67.16000366210938,1088800.0,,,,,
2024-06-17,68.5199966430664,68.76000213623047,65.31999969482422,67.7300033569336,1658000.0,,,,,
2024-06-18,68.05999755859375,69.58000183105469,67.97000122070312,68.23999786376953,1070300.0,,,,,
2024-06-20,71.44999694824219,71.83000183105469,68.01000213623047,68.5199966430664,2113400.0,,,,,
2024-06-21,71.25,72.88999938964844,70.69999694824219,71.5,2183300.0,,,,,
2024-06-24,73.62000274658203,73.94000244140625,70.0999984741211,71.25,1639100.0,,,,,
2024-06-25,74.18000030517578,76.0199966430664,74.0999984741211,74.94999694824219,1579400.0,,,,,
2024-06-26,72.87000274658203,74.12000274658203,72.36000061035156,73.62000274658203,766100.0,,,,,
2024-06-27,74.44000244140625,74.55000305175781,72.52999877929688,73.36000061035156,858100.0,,,,,
2024-06-28,72.38999938964844,74.97000122070312,72.0999984741211,74.47000122070312,1523000.0,,,,,
2024-07-01,72.55000305175781,72.9800033569336,70.44000244140625,72.19999694824219,1777000.0,,,,,
2024-07-02,71.05999755859375,72.95999908447266,70.31999969482422,72.80999755859375,1690000.0,,,,,
2024-07-03,70.5999984741211,71.66000366210938,70.38999938964844,71.19999694824219,828700.0,,,,,
2024-07-05,70.7699966430664,71.41000366210938,69.77999877929688,70.56999969482422,1082000.0,,,,,
2024-07-08,70.12000274658203,71.86000061035156,68.06999969482422,70.55999755859375,1946800.0,,,,,
2024-07-09,66.22000122070312,70.44000244140625,65.58999633789062,70.37000274658203,2595700.0,,,,,
2024-07-10,65.54000091552734,66.73999786376953,63.33000183105469,66.30000305175781,2276000.0,,,,,
2024-07-11,65.20999908447266,66.7300033569336,64.97000122070312,65.80000305175781,1737900.0,,,,,
2024-07-12,63.7599983215332,65.87000274658203,63.150001525878906,65.77999877929688,2719700.0,,,,,
2024-07-15,63.68999862670898,65.41000366210938,63.63999938964844,64.08000183105469,2049100.0,,,,,
2024-07-16,65.22000122070312,65.30999755859375,62.18000030517578,64.25,1669100.0,,,,,
2024-07-17,66.5,67.87999725341797,64.41999816894531,64.52999877929688,2389100.0,,,,,
2024-07-18,64.58999633789062,66.79000091552734,64.38999938964844,65.5199966430664,1884300.0,,,,,
2024-07-19,66.69000244140625,67.19000244140625,64.06999969482422,64.7300033569336,1447000.0,,,,,
2024-07-22,66.3499984741211,66.91999816894531,65.79000091552734,66.69000244140625,1394200.0,,,,,
2024-07-23,66.5,67.97000122070312,66.01000213623047,66.43000030517578,1364300.0,,,,,
2024-07-24,62.68999862670898,66.08999633789062,62.61000061035156,66.08999633789062,1984100.0,,,,,
2024-07-25,62.90999984741211,64.19999694824219,61.810001373291016,62.5,1439200.0,,,,,
2024-07-26,64.11000061035156,65.05999755859375,63.77999877929688,64.11000061035156,1438000.0,,,,,
2024-07-29,65.62999725341797,65.62999725341797,63.95000076293945,64.41000366210938,1188900.0,,,,,
2024-07-30,67.73999786376953,68.05000305175781,66.48999786376953,66.48999786376953,1224400.0,,,,,
2024-07-31,66.80999755859375,69.18000030517578,66.7300033569336,68.2300033569336,1147500.0,,,,,
2024-08-01,63.68999862670898,67.48999786376953,62.65999984741211,67.25,1480300.0,,,,,
2024-08-02,59.33000183105469,61.9900016784668,59.150001525878906,61.95000076293945,2186500.0,,,,,
2024-08-05,59.09000015258789,61.06999969482422,56.27000045776367,56.9900016784668,2672200.0,,,,,
2024-08-06,62.630001068115234,63.75,58.90999984741211,59.630001068115234,1586300.0,,,,,
2024-08-07,61.75,64.75,61.59999847412109,63.2599983215332,1654000.0,,,,,
2024-08-08,65.83000183105469,66.13999938964844,62.0,62.4900016784668,1373100.0,,,,,
2024-08-09,66.63999938964844,67.54000091552734,64.87999725341797,65.97000122070312,1772900.0,,,,,
2024-08-12,68.44000244140625,69.54000091552734,66.8499984741211,66.8499984741211,2451700.0,,,,,
2024-08-13,70.4000015258789,70.66999816894531,68.62999725341797,68.87000274658203,3177200.0,,,,,
2024-08-14,62.86000061035156,63.58000183105469,58.84999847412109,60.59999847412109,8839800.0,,,,,
2024-08-15,67.05999755859375,67.83999633789062,65.69999694824219,65.75,3205800.0,,,,,
2024-08-16,65.56999969482422,67.68000030517578,65.26000213623047,66.94999694824219,2139600.0,,,,,
2024-08-19,68.11000061035156,68.5199966430664,65.37999725341797,65.63999938964844,1850300.0,,,,,
2024-08-20,66.6500015258789,68.95999908447266,65.81999969482422,68.0,1167400.0,,,,,
2024-08-21,69.38999938964844,69.72000122070312,66.72000122070312,66.97000122070312,1188200.0,,,,,
2024-08-22,68.58000183105469,70.76000213623047,68.3499984741211,69.4000015258789,907700.0,,,,,
2024-08-23,71.12999725341797,72.0,68.83999633789062,69.02999877929688,1500200.0,,,,,
2024-08-26,71.19000244140625,71.97000122070312,70.2699966430664,71.4000015258789,1228500.0,,,,,
2024-08-27,71.51000213623047,71.83000183105469,69.37000274658203,70.76000213623047,951300.0,,,,,
2024-08-28,69.73999786376953,71.80000305175781,69.19000244140625,70.94999694824219,1017100.0,,,,,
2024-08-29,70.19999694824219,71.0,69.52999877929688,70.0,1041300.0,,,,,
2024-08-30,71.5199966430664,71.54000091552734,69.33999633789062,70.48999786376953,1248700.0,,,,,
2024-09-03,71.20999908447266,73.68000030517578,70.44000244140625,70.66999816894531,2046000.0,,,,,
2024-09-04,71.97000122070312,72.33999633789062,69.52999877929688,70.83000183105469,1185300.0,,,,,
2024-09-05,71.76000213623047,72.33000183105469,70.36000061035156,72.33000183105469,997100.0,,,,,
2024-09-06,69.13999938964844,72.91999816894531,68.58000183105469,72.19000244140625,1519500.0,,,,,
2024-09-09,71.5999984741211,72.62999725341797,69.13999938964844,69.13999938964844,1845300.0,,,,,
2024-09-10,69.58000183105469,71.51000213623047,68.44999694824219,71.5,1393600.0,,,,,
2024-09-11,69.98999786376953,70.54000091552734,68.91000366210938,69.51000213623047,1219900.0,,,,,
2024-09-12,69.29000091552734,71.54000091552734,69.20999908447266,69.93000030517578,695500.0,,,,,
2024-09-13,70.38999938964844,70.87000274658203,68.94000244140625,70.19999694824219,1025700.0,,,,,
2024-09-16,72.26000213623047,73.31999969482422,70.43000030517578,70.7699966430664,1547100.0,,,,,
2024-09-17,75.19000244140625,75.27999877929688,72.7699966430664,73.0,1653600.0,,,,,
2024-09-18,74.08000183105469,76.9000015258789,73.55000305175781,75.30000305175781,1468400.0,,,,,
2024-09-19,77.69999694824219,77.80000305175781,75.16999816894531,76.4800033569336,1326900.0,,,,,
2024-09-20,76.6500015258789,78.08999633789062,76.37000274658203,77.8499984741211,1323700.0,,,,,
2024-09-23,77.8499984741211,79.8499984741211,77.41000366210938,79.4000015258789,1306600.0,,,,,
2024-09-24,77.16000366210938,78.44000244140625,76.7300033569336,77.27999877929688,964200.0,,,,,
2024-09-25,76.05999755859375,77.38999938964844,75.80999755859375,77.38999938964844,1119500.0,,,,,
