Date,Close,High,Low,Open,Volume,"('Close', 'RNA')","('High', 'RNA')","('Low', 'RNA')","('Open', 'RNA')","('Volume', 'RNA')"
2024-06-03,26.90999984741211,27.40999984741211,26.15999984741211,27.06999969482422,667500.0,,,,,
2024-06-04,27.700000762939453,27.88999938964844,26.399999618530277,26.75,980800.0,,,,,
2024-06-05,27.940000534057617,28.82999992370605,27.190000534057617,27.790000915527344,573000.0,,,,,
2024-06-06,26.040000915527344,27.96999931335449,26.01000022888184,27.84000015258789,738600.0,,,,,
2024-06-07,26.600000381469727,27.18000030517578,25.299999237060547,25.559999465942383,916800.0,,,,,
2024-06-10,27.11000061035156,27.34000015258789,25.850000381469727,26.149999618530277,1129900.0,,,,,
2024-06-11,28.920000076293945,29.549999237060547,26.440000534057617,26.700000762939453,2068800.0,,,,,
2024-06-12,38.36000061035156,39.25,34.5099983215332,35.654998779296875,10169700.0,,,,,
2024-06-13,39.959999084472656,40.400001525878906,37.04999923706055,38.2400016784668,2814800.0,,,,,
2024-06-14,39.63999938964844,42.0,38.7599983215332,39.95000076293945,4730500.0,,,,,
2024-06-17,39.59999847412109,41.47999954223633,38.86000061035156,39.34000015258789,1780000.0,,,,,
2024-06-18,38.33000183105469,39.88999938964844,38.040000915527344,39.130001068115234,1903200.0,,,,,
2024-06-20,37.61000061035156,38.290000915527344,36.90999984741211,38.060001373291016,2844900.0,,,,,
2024-06-21,39.0,40.5,38.0,38.33000183105469,4228500.0,,,,,
2024-06-24,39.65999984741211,40.0,38.38999938964844,38.7400016784668,1111400.0,,,,,
2024-06-25,38.95000076293945,40.84000015258789,38.90999984741211,39.720001220703125,1231900.0,,,,,
2024-06-26,39.90999984741211,40.02000045776367,38.16999816894531,38.7400016784668,906900.0,,,,,
2024-06-27,40.540000915527344,41.0,39.33000183105469,39.83000183105469,1452600.0,,,,,
2024-06-28,40.84999847412109,41.5,40.0099983215332,40.560001373291016,7725000.0,,,,,
2024-07-01,41.27999877929688,41.400001525878906,40.04999923706055,40.720001220703125,1188900.0,,,,,
2024-07-02,38.79999923706055,41.8650016784668,38.65999984741211,41.27999877929688,1383500.0,,,,,
2024-07-03,37.209999084472656,38.93999862670898,36.77000045776367,38.560001373291016,952900.0,,,,,
2024-07-05,39.0,39.185001373291016,36.630001068115234,36.95000076293945,1013500.0,,,,,
2024-07-08,38.619998931884766,39.38999938964844,38.05400085449219,39.33000183105469,723800.0,,,,,
2024-07-09,40.369998931884766,40.560001373291016,38.36000061035156,38.7599983215332,1016500.0,,,,,
2024-07-10,42.52999877929688,42.790000915527344,40.27000045776367,40.4900016784668,1555800.0,,,,,
2024-07-11,44.310001373291016,44.67499923706055,42.84000015258789,43.095001220703125,1812200.0,,,,,
2024-07-12,44.79999923706055,45.18999862670898,43.810001373291016,44.97999954223633,1282700.0,,,,,
2024-07-15,45.619998931884766,45.86000061035156,44.0099983215332,44.95000076293945,2385000.0,,,,,
2024-07-16,46.68000030517578,47.04999923706055,46.0,46.38999938964844,1231900.0,,,,,
2024-07-17,45.130001068115234,46.95500183105469,44.380001068115234,45.790000915527344,1599100.0,,,,,
2024-07-18,44.77000045776367,46.4900016784668,43.619998931884766,45.5099983215332,1310400.0,,,,,
