Date,Close,High,Low,Open,Volume,"('Close', 'PDI')","('High', 'PDI')","('Low', 'PDI')","('Open', 'PDI')","('Volume', 'PDI')"
2024-06-03,15.904170036315918,15.920625839850995,15.846576293254945,15.895942134548378,1664100.0,,,,,
2024-06-04,15.93708038330078,15.969990418457064,15.90416877883282,15.961762517340077,1069900.0,,,,,
2024-06-05,15.928852081298828,15.961762115626858,15.920624180388913,15.937079982208743,1234600.0,,,,,
2024-06-06,15.945306777954102,15.95353467910352,15.887713039219843,15.920624643817524,1435700.0,,,,,
2024-06-07,15.953535079956056,15.961762981312212,15.895941339774682,15.9453071785999,940800.0,,,,,
2024-06-10,15.969987869262695,15.978215769066315,15.89593834034155,15.961759969459075,1165000.0,,,,,
2024-06-11,15.945306777954102,15.96176258025294,15.912396742668104,15.96176258025294,898000.0,,,,,
2024-06-12,15.928852081298828,15.978217917446692,15.887712576749246,15.961762115626858,1651000.0,,,,,
2024-06-13,15.93800926208496,15.97962381658016,15.871427562325584,15.954655083883042,1610800.0,,,,,
2024-06-14,15.854776382446287,15.938003875877229,15.81316342944702,15.913036739050629,1333200.0,,,,,
2024-06-17,15.471935272216797,15.838135365105586,15.397030671684256,15.81316663578383,3697700.0,,,,,
2024-06-18,15.621740341186523,15.655030384043949,15.496899902464651,15.51354413017721,1923600.0,,,,,
2024-06-20,15.630066871643066,15.646711103213583,15.571806505131908,15.630066871643066,1338700.0,,,,,
2024-06-21,15.58012866973877,15.67167908244656,15.58012866973877,15.646710355135545,966700.0,,,,,
2024-06-24,15.605095863342283,15.605095863342283,15.488578322207712,15.588450046770935,1199400.0,,,,,
2024-06-25,15.621740341186523,15.646707476471516,15.530189945322077,15.646707476471516,923000.0,,,,,
2024-06-26,15.630066871643066,15.630066871643066,15.563485183062983,15.563485183062983,789100.0,,,,,
2024-06-27,15.63839054107666,15.696649322986175,15.613421811358544,15.646711863549948,943900.0,,,,,
2024-06-28,15.655038833618164,15.696653393941164,15.571811300405326,15.655038833618164,973100.0,,,,,
2024-07-01,15.804845809936523,15.87975042034551,15.621746533066185,15.671682410861196,2157600.0,,,,,
2024-07-02,15.863102912902832,15.896394552850378,15.804844130427387,15.854780002915945,1352000.0,,,,,
2024-07-03,15.863102912902832,15.896394552850378,15.854780002915945,15.879748732876603,803600.0,,,,,
2024-07-05,15.87142562866211,15.904717268202246,15.813166846899612,15.879748538547142,1620500.0,,,,,
2024-07-08,15.913039207458496,15.913039207458496,15.863101751194264,15.871424660571638,1474800.0,,,,,
2024-07-09,15.921359062194824,15.929681970805213,15.88806901518578,15.921359062194824,1445500.0,,,,,
2024-07-10,15.896395683288574,15.929685738170708,15.879749862131067,15.929685738170708,2053800.0,,,,,
2024-07-11,15.897236824035645,15.939338522630914,15.85513673145596,15.880397750613122,1749300.0,,,,,
2024-07-12,15.888815879821776,15.930915966544342,15.888815879821776,15.905654950901589,1360400.0,,,,,
2024-07-15,15.914074897766112,15.922495236106457,15.880395150420073,15.914074897766112,1678500.0,,,,,
2024-07-16,15.956178665161133,15.956178665161133,15.888817555690917,15.922497307418258,1436200.0,,,,,
2024-07-17,15.973016738891602,15.973016738891603,15.922496311452916,15.939336989270956,1040500.0,,,,,
2024-07-18,15.973016738891602,15.981437077800624,15.914075972543898,15.981437077800624,924300.0,,,,,
2024-07-19,15.947751998901367,15.9898520733624,15.930911326710994,15.9898520733624,2012200.0,,,,,
2024-07-22,15.964595794677734,15.973016133267492,15.939336384923829,15.973016133267492,1090600.0,,,,,
2024-07-23,15.981439590454102,15.998280270919883,15.947759835538214,15.989859930686992,850900.0,,,,,
2024-07-24,15.973016738891602,15.981437077800624,15.939336989270956,15.956177667088996,712600.0,,,,,
2024-07-25,15.956178665161133,15.981438077452758,15.947758325725417,15.981438077452758,1044000.0,,,,,
2024-07-26,15.973016738891602,15.99827775561866,15.939336989270956,15.99827775561866,841900.0,,,,,
2024-07-29,15.981439590454102,15.998280270919883,15.930919155072427,15.998280270919883,974400.0,,,,,
2024-07-30,15.956178665161133,15.989858416888476,15.947758325725417,15.989858416888476,982900.0,,,,,
2024-07-31,15.98985767364502,15.998278012689342,15.956177923483184,15.973016995556373,1299300.0,,,,,
2024-08-01,16.048797607421875,16.057217946028874,15.989856843188248,15.998277181795247,1750700.0,,,,,
2024-08-02,16.057218551635742,16.09089990733405,15.99827778517913,16.040377873786586,1669200.0,,,,,
