Date,Close,High,Low,Open,Volume,"('Close', 'DRCT')","('High', 'DRCT')","('Low', 'DRCT')","('Open', 'DRCT')","('Volume', 'DRCT')"
2024-06-03,2.5199999809265137,3.049999952316284,2.470000028610229,3.009999990463257,593600.0,,,,,
2024-06-04,2.2100000381469727,2.390000104904175,2.2100000381469727,2.309999942779541,221600.0,,,,,
2024-06-05,2.559999942779541,2.690000057220459,2.2300000190734863,2.2799999713897705,376600.0,,,,,
2024-06-06,2.7300000190734863,2.930000066757202,2.549000024795532,2.559999942779541,259200.0,,,,,
2024-06-07,2.470000028610229,2.809999942779541,2.430000066757202,2.700000047683716,148200.0,,,,,
2024-06-10,2.640000104904175,2.8499999046325684,2.470000028610229,2.470000028610229,148600.0,,,,,
2024-06-11,3.150000095367432,3.2100000381469727,2.650000095367432,2.700000047683716,213000.0,,,,,
2024-06-12,5.139999866485596,5.480000019073486,3.25,3.25,10708300.0,,,,,
2024-06-13,4.639999866485596,6.230000019073486,4.349999904632568,4.789999961853027,3746100.0,,,,,
2024-06-14,3.7899999618530273,5.369999885559082,3.5999999046325684,5.050000190734863,745100.0,,,,,
2024-06-17,4.059999942779541,4.519999980926514,3.910000085830689,4.010000228881836,402100.0,,,,,
2024-06-18,3.819999933242798,4.170000076293945,3.7200000286102295,3.990000009536743,192900.0,,,,,
2024-06-20,3.839999914169312,3.900000095367432,3.5199999809265137,3.75,303100.0,,,,,
2024-06-21,3.650000095367432,3.990000009536743,3.559999942779541,3.819999933242798,179400.0,,,,,
2024-06-24,3.809999942779541,3.880000114440918,3.559999942779541,3.5899999141693115,280300.0,,,,,
2024-06-25,3.7799999713897705,3.9079999923706055,3.5999999046325684,3.819999933242798,72300.0,,,,,
2024-06-26,3.7200000286102295,3.818000078201294,3.5899999141693115,3.7100000381469727,44400.0,,,,,
2024-06-27,4.300000190734863,4.5,3.680000066757202,3.819999933242798,438300.0,,,,,
2024-06-28,4.03000020980835,4.380000114440918,3.900000095367432,4.25,194100.0,,,,,
2024-07-01,4.679999828338623,4.739999771118164,4.001999855041504,4.03000020980835,331400.0,,,,,
2024-07-02,4.349999904632568,4.940000057220459,4.171999931335449,4.699999809265137,232700.0,,,,,
2024-07-03,4.260000228881836,4.710000038146973,4.050000190734863,4.380000114440918,141900.0,,,,,
2024-07-05,4.079999923706055,4.230000019073486,3.940999984741211,4.199999809265137,144400.0,,,,,
2024-07-08,4.010000228881836,4.341000080108643,3.9600000381469727,4.03000020980835,81300.0,,,,,
2024-07-09,3.849999904632568,4.179999828338623,3.680000066757202,4.0,135400.0,,,,,
2024-07-10,3.839999914169312,4.03000020980835,3.829999923706055,3.910000085830689,74900.0,,,,,
2024-07-11,3.869999885559082,4.011000156402588,3.7699999809265137,3.9600000381469727,96600.0,,,,,
2024-07-12,3.890000104904175,4.25,3.75,3.900000095367432,177600.0,,,,,
2024-07-15,4.239999771118164,4.309999942779541,3.839999914169312,3.890000104904175,145100.0,,,,,
2024-07-16,4.860000133514404,5.300000190734863,4.239999771118164,4.239999771118164,447200.0,,,,,
2024-07-17,4.25,4.789999961853027,4.199999809265137,4.519999980926514,202400.0,,,,,
2024-07-18,4.070000171661377,4.4720001220703125,4.039999961853027,4.230000019073486,86000.0,,,,,
2024-07-19,4.159999847412109,4.239999771118164,3.651999950408936,4.039999961853027,97000.0,,,,,
2024-07-22,4.239999771118164,4.300000190734863,3.809999942779541,4.199999809265137,61300.0,,,,,
2024-07-23,4.440000057220459,4.659999847412109,4.159999847412109,4.264999866485596,104000.0,,,,,
2024-07-24,3.9800000190734863,4.400000095367432,3.900000095367432,4.400000095367432,102700.0,,,,,
2024-07-25,4.239999771118164,4.389999866485596,3.829999923706055,3.950000047683716,95400.0,,,,,
2024-07-26,4.159999847412109,4.380000114440918,4.039999961853027,4.320000171661377,43200.0,,,,,
2024-07-29,4.139999866485596,4.28000020980835,4.079999923706055,4.150000095367432,31400.0,,,,,
2024-07-30,4.230000019073486,4.239999771118164,4.03000020980835,4.199999809265137,25500.0,,,,,
2024-07-31,4.340000152587891,4.449999809265137,4.107999801635742,4.170000076293945,42200.0,,,,,
2024-08-01,3.799999952316284,4.46999979019165,3.7200000286102295,4.349999904632568,189000.0,,,,,
2024-08-02,3.440000057220459,3.859999895095825,3.299999952316284,3.849999904632568,154900.0,,,,,
2024-08-05,3.380000114440918,3.4800000190734863,2.650000095367432,2.9200000762939453,122200.0,,,,,
2024-08-06,3.3299999237060547,3.740000009536743,3.190000057220459,3.450000047683716,92800.0,,,,,
2024-08-07,3.069999933242798,3.4800000190734863,2.990000009536743,3.3299999237060547,82100.0,,,,,
2024-08-08,3.4100000858306885,3.450000047683716,2.950000047683716,3.319999933242798,86400.0,,,,,
2024-08-09,3.2300000190734863,3.5,3.140000104904175,3.470000028610229,75000.0,,,,,
2024-08-12,3.3499999046325684,3.4800000190734863,3.140000104904175,3.4800000190734863,74300.0,,,,,
2024-08-13,3.180000066757202,3.390000104904175,3.0999999046325684,3.390000104904175,62300.0,,,,,
2024-08-14,3.119999885559082,3.2799999713897705,2.950000047683716,3.0,59700.0,,,,,
2024-08-15,3.3499999046325684,3.380000114440918,3.0999999046325684,3.0999999046325684,36100.0,,,,,
2024-08-16,3.309999942779541,3.359999895095825,3.2300000190734863,3.359999895095825,28500.0,,,,,
2024-08-19,3.289999961853028,3.309999942779541,3.150000095367432,3.25,41500.0,,,,,
2024-08-20,3.2799999713897705,3.3399999141693115,3.200000047683716,3.3299999237060547,17000.0,,,,,
2024-08-21,3.25,3.4200000762939453,3.150000095367432,3.299999952316284,34200.0,,,,,
2024-08-22,3.0999999046325684,3.3399999141693115,3.0,3.3399999141693115,117100.0,,,,,
2024-08-23,3.109999895095825,3.240000009536743,2.9800000190734863,3.0899999141693115,90200.0,,,,,
2024-08-26,3.190000057220459,3.25,3.121999979019165,3.130000114440918,28300.0,,,,,
2024-08-27,3.2799999713897705,3.2799999713897705,3.0899999141693115,3.130000114440918,31200.0,,,,,
2024-08-28,3.069999933242798,3.4600000381469727,3.039999961853028,3.4200000762939453,62100.0,,,,,
2024-08-29,2.930000066757202,3.1449999809265137,2.7699999809265137,3.049999952316284,71600.0,,,,,
2024-08-30,3.005000114440918,3.005000114440918,2.8499999046325684,2.9100000858306885,37100.0,,,,,
2024-09-03,2.7850000858306885,3.009999990463257,2.359999895095825,2.8499999046325684,98600.0,,,,,
2024-09-04,2.7699999809265137,2.869999885559082,2.700000047683716,2.75,34200.0,,,,,
2024-09-05,2.7699999809265137,2.8299999237060547,2.6700000762939453,2.680000066757202,52000.0,,,,,
2024-09-06,2.7799999713897705,2.8399999141693115,2.5799999237060547,2.8399999141693115,26000.0,,,,,
2024-09-09,2.740000009536743,2.9800000190734863,2.640000104904175,2.869999885559082,58800.0,,,,,
2024-09-10,2.509999990463257,2.7799999713897705,2.4579999446868896,2.7799999713897705,38500.0,,,,,
2024-09-11,2.4800000190734863,2.609999895095825,2.4600000381469727,2.609999895095825,41300.0,,,,,
2024-09-12,2.509999990463257,2.5899999141693115,2.4800000190734863,2.5,12000.0,,,,,
2024-09-13,2.5199999809265137,2.869999885559082,2.4200000762939453,2.869999885559082,51600.0,,,,,
2024-09-16,2.450000047683716,2.525000095367432,2.430000066757202,2.470000028610229,23800.0,,,,,
2024-09-17,2.4100000858306885,2.5,2.380000114440918,2.450000047683716,49700.0,,,,,
2024-09-18,2.380000114440918,2.5,2.359999895095825,2.5,24100.0,,,,,
2024-09-19,2.25,2.470000028610229,2.0820000171661377,2.4200000762939453,131200.0,,,,,
2024-09-20,2.130000114440918,2.369999885559082,2.009999990463257,2.130000114440918,99600.0,,,,,
2024-09-23,2.0899999141693115,2.200000047683716,1.909999966621399,2.130000114440918,98400.0,,,,,
2024-09-24,2.240000009536743,2.25,2.069999933242798,2.069999933242798,39900.0,,,,,
2024-09-25,2.190000057220459,2.3299999237060547,2.1600000858306885,2.289999961853028,20900.0,,,,,
2024-09-26,2.1549999713897705,2.259000062942505,2.130000114440918,2.150000095367432,25400.0,,,,,
2024-09-27,2.180000066757202,2.25,2.109999895095825,2.109999895095825,23100.0,,,,,
2024-09-30,2.109999895095825,2.2300000190734863,2.0899999141693115,2.2100000381469727,32800.0,,,,,
2024-10-01,1.9900000095367432,2.140000104904175,1.899999976158142,2.140000104904175,76800.0,,,,,
