Date,Close,High,Low,Open,Volume,"('Close', 'SLI')","('High', 'SLI')","('Low', 'SLI')","('Open', 'SLI')","('Volume', 'SLI')"
2024-06-03,1.6200000047683716,1.7000000476837158,1.6100000143051147,1.7000000476837158,392200.0,,,,,
2024-06-04,1.590000033378601,1.6299999952316284,1.5449999570846558,1.6100000143051147,793800.0,,,,,
2024-06-05,1.5299999713897705,1.5700000524520874,1.5,1.5399999618530271,1486700.0,,,,,
2024-06-06,1.5499999523162842,1.5800000429153442,1.5199999809265137,1.5299999713897705,400300.0,,,,,
2024-06-07,1.5199999809265137,1.5299999713897705,1.4500000476837158,1.5299999713897705,832900.0,,,,,
2024-06-10,1.4800000190734863,1.4900000095367432,1.4500000476837158,1.4800000190734863,507400.0,,,,,
2024-06-11,1.399999976158142,1.4900000095367432,1.399999976158142,1.4800000190734863,986900.0,,,,,
2024-06-12,1.440000057220459,1.4800000190734863,1.350000023841858,1.3899999856948853,1268500.0,,,,,
2024-06-13,1.399999976158142,1.4700000286102295,1.3899999856948853,1.4299999475479126,627600.0,,,,,
2024-06-14,1.350000023841858,1.399999976158142,1.2899999618530271,1.3899999856948853,1048500.0,,,,,
2024-06-17,1.350000023841858,1.3700000047683716,1.2699999809265137,1.340000033378601,806400.0,,,,,
2024-06-18,1.2599999904632568,1.3589999675750732,1.2599999904632568,1.3300000429153442,763800.0,,,,,
2024-06-20,1.2300000190734863,1.25,1.2000000476837158,1.2400000095367432,752300.0,,,,,
2024-06-21,1.2599999904632568,1.2899999618530271,1.1799999475479126,1.2400000095367432,1161300.0,,,,,
2024-06-24,1.2000000476837158,1.2799999713897705,1.2000000476837158,1.2599999904632568,465600.0,,,,,
2024-06-25,1.2100000381469729,1.2200000286102295,1.159999966621399,1.2100000381469729,457500.0,,,,,
2024-06-26,1.2100000381469729,1.2599999904632568,1.2000000476837158,1.2100000381469729,784600.0,,,,,
2024-06-27,1.2200000286102295,1.2599999904632568,1.2020000219345093,1.2200000286102295,846100.0,,,,,
2024-06-28,1.25,1.2699999809265137,1.2200000286102295,1.2400000095367432,571300.0,,,,,
2024-07-01,1.340000033378601,1.375,1.2799999713897705,1.2999999523162842,837000.0,,,,,
2024-07-02,1.3200000524520874,1.3899999856948853,1.2400000095367432,1.3899999856948853,1247700.0,,,,,
2024-07-03,1.309999942779541,1.350000023841858,1.2999999523162842,1.3300000429153442,551400.0,,,,,
2024-07-05,1.2899999618530271,1.3200000524520874,1.2400000095367432,1.3200000524520874,514700.0,,,,,
2024-07-08,1.309999942779541,1.3300000429153442,1.25,1.2599999904632568,422700.0,,,,,
2024-07-09,1.2100000381469729,1.2899999618530271,1.2000000476837158,1.2899999618530271,864600.0,,,,,
2024-07-10,1.190000057220459,1.2400000095367432,1.1799999475479126,1.2100000381469729,667100.0,,,,,
2024-07-11,1.2799999713897705,1.309999942779541,1.2100000381469729,1.2100000381469729,954100.0,,,,,
2024-07-12,1.3300000429153442,1.3350000381469729,1.2899999618530271,1.3300000429153442,676200.0,,,,,
2024-07-15,1.2899999618530271,1.3200000524520874,1.2450000047683716,1.2999999523162842,725300.0,,,,,
2024-07-16,1.3600000143051147,1.3799999952316284,1.25,1.2699999809265137,756500.0,,,,,
2024-07-17,1.409999966621399,1.4500000476837158,1.3300000429153442,1.340000033378601,1260600.0,,,,,
2024-07-18,1.3700000047683716,1.4600000381469729,1.350000023841858,1.4199999570846558,890200.0,,,,,
2024-07-19,1.3700000047683716,1.399999976158142,1.3350000381469729,1.3700000047683716,492100.0,,,,,
2024-07-22,1.4500000476837158,1.5199999809265137,1.399999976158142,1.399999976158142,1147100.0,,,,,
2024-07-23,1.4299999475479126,1.496999979019165,1.399999976158142,1.4500000476837158,901700.0,,,,,
2024-07-24,1.3700000047683716,1.440000057220459,1.309999942779541,1.399999976158142,1061400.0,,,,,
2024-07-25,1.3300000429153442,1.3700000047683716,1.2999999523162842,1.3200000524520874,830900.0,,,,,
2024-07-26,1.350000023841858,1.3700000047683716,1.3300000429153442,1.340000033378601,487200.0,,,,,
2024-07-29,1.3799999952316284,1.3799999952316284,1.2999999523162842,1.3200000524520874,919000.0,,,,,
2024-07-30,1.350000023841858,1.3650000095367432,1.3200000524520874,1.3600000143051147,642800.0,,,,,
