Date,Close,High,Low,Open,Volume,"('Close', 'DDOG')","('High', 'DDOG')","('Low', 'DDOG')","('Open', 'DDOG')","('Volume', 'DDOG')"
2024-06-03,109.33999633789062,111.43800354003906,108.29000091552734,111.0,5068300.0,,,,,
2024-06-04,108.83999633789062,110.20999908447266,107.3000030517578,108.44000244140624,4575200.0,,,,,
2024-06-05,110.4800033569336,110.63999938964844,108.06800079345705,110.0,4473300.0,,,,,
2024-06-06,109.62000274658205,112.8000030517578,109.5,110.4800033569336,2450100.0,,,,,
2024-06-07,109.47000122070312,110.79000091552734,107.83000183105467,109.44000244140624,4033800.0,,,,,
2024-06-10,112.98999786376952,113.94000244140624,108.98999786376952,109.0,3280100.0,,,,,
2024-06-11,114.9000015258789,114.9800033569336,112.5500030517578,113.38999938964844,4775500.0,,,,,
2024-06-12,119.11000061035156,120.31999969482422,116.6999969482422,117.26000213623048,5458900.0,,,,,
2024-06-13,119.54000091552734,121.2699966430664,118.81999969482422,120.41999816894533,5067400.0,,,,,
2024-06-14,117.83999633789062,118.8000030517578,115.73999786376952,118.5,3618900.0,,,,,
2024-06-17,117.16999816894533,118.16000366210938,114.69100189208984,117.05999755859376,3645600.0,,,,,
2024-06-18,116.5,118.0,116.0500030517578,117.0,2474600.0,,,,,
2024-06-20,116.08000183105467,116.3000030517578,114.68000030517578,116.18000030517578,3275500.0,,,,,
2024-06-21,117.56999969482422,117.9499969482422,115.93000030517578,117.23999786376952,4954800.0,,,,,
2024-06-24,118.48999786376952,120.2300033569336,116.5999984741211,116.6999969482422,2297200.0,,,,,
2024-06-25,119.12999725341795,120.13999938964844,118.18000030517578,119.04000091552734,3217900.0,,,,,
2024-06-26,123.19000244140624,124.16500091552734,118.3000030517578,118.80999755859376,3964900.0,,,,,
2024-06-27,128.4499969482422,128.8800048828125,122.6500015258789,123.19000244140624,4411400.0,,,,,
2024-06-28,129.69000244140625,131.12899780273438,128.3000030517578,129.88999938964844,7170800.0,,,,,
2024-07-01,130.5,131.99000549316406,127.95999908447266,129.0399932861328,3938200.0,,,,,
2024-07-02,131.75,132.36000061035156,129.8800048828125,130.08999633789062,2856000.0,,,,,
2024-07-03,131.5,133.14999389648438,130.8300018310547,130.8300018310547,1773600.0,,,,,
2024-07-05,134.55999755859375,134.8000030517578,130.75,131.0,2535000.0,,,,,
2024-07-08,132.39999389648438,132.80999755859375,129.07000732421875,131.5800018310547,3769900.0,,,,,
2024-07-09,126.62999725341795,131.6999969482422,125.3499984741211,131.6999969482422,4834400.0,,,,,
2024-07-10,126.29000091552734,128.13999938964844,123.91000366210938,127.5500030517578,2717600.0,,,,,
2024-07-11,127.19000244140624,129.7100067138672,125.8000030517578,126.41000366210938,4250200.0,,,,,
2024-07-12,127.8000030517578,128.85000610351562,125.08999633789062,126.98999786376952,2863600.0,,,,,
2024-07-15,129.4149932861328,130.59800720214844,126.16999816894533,129.375,2503300.0,,,,,
2024-07-16,130.77000427246094,131.64999389648438,129.30999755859375,131.5,3156900.0,,,,,
2024-07-17,121.16000366210938,125.06999969482422,120.25,123.5,6842700.0,,,,,
2024-07-18,118.81999969482422,123.20999908447266,117.86000061035156,121.6999969482422,3715600.0,,,,,
2024-07-19,119.02999877929688,120.5199966430664,118.20500183105467,118.58000183105467,2538600.0,,,,,
2024-07-22,121.22000122070312,122.56999969482422,119.48999786376952,119.56999969482422,3191100.0,,,,,
2024-07-23,123.20999908447266,125.3499984741211,121.77999877929688,121.81999969482422,2347100.0,,,,,
2024-07-24,117.31999969482422,123.01000213623048,117.23999786376952,121.87000274658205,3574600.0,,,,,
2024-07-25,120.30999755859376,121.98999786376952,116.51000213623048,118.2699966430664,3478600.0,,,,,
2024-07-26,118.30999755859376,121.45999908447266,117.5199966430664,121.43000030517578,3817500.0,,,,,
2024-07-29,117.91999816894533,119.9499969482422,117.41000366210938,119.0,2165100.0,,,,,
2024-07-30,114.68000030517578,117.94000244140624,113.58000183105467,117.87000274658205,4164300.0,,,,,
2024-07-31,116.44000244140624,117.88999938964844,114.83999633789062,115.5,3345800.0,,,,,
2024-08-01,113.0999984741211,116.69000244140624,111.30999755859376,115.01000213623048,4260400.0,,,,,
2024-08-02,107.25,109.91999816894533,106.1999969482422,109.88999938964844,5247300.0,,,,,
2024-08-05,104.97000122070312,106.2300033569336,98.8000030517578,99.93000030517578,5975800.0,,,,,
2024-08-06,105.47000122070312,107.22000122070312,103.51000213623048,105.63999938964844,4623000.0,,,,,
2024-08-07,108.04000091552734,111.25,107.2699966430664,108.6999969482422,7819200.0,,,,,
2024-08-08,114.05999755859376,118.06999969482422,111.0199966430664,115.08000183105467,9763000.0,,,,,
2024-08-09,112.27999877929688,115.4499969482422,110.62999725341795,113.73999786376952,4515400.0,,,,,
2024-08-12,112.16000366210938,113.1999969482422,110.0999984741211,113.0500030517578,3557600.0,,,,,
2024-08-13,114.37000274658205,115.01499938964844,112.20999908447266,112.20999908447266,2816200.0,,,,,
2024-08-14,114.1500015258789,115.3499984741211,113.2699966430664,114.80999755859376,2911800.0,,,,,
2024-08-15,116.33000183105467,118.4000015258789,115.13999938964844,115.43000030517578,3846600.0,,,,,
2024-08-16,114.9800033569336,116.41999816894533,114.7699966430664,116.23999786376952,2197900.0,,,,,
2024-08-19,117.20999908447266,117.25,114.12999725341795,115.33999633789062,1872500.0,,,,,
2024-08-20,116.0999984741211,117.51000213623048,115.73999786376952,116.6999969482422,1834400.0,,,,,
2024-08-21,117.73999786376952,117.79000091552734,115.97000122070312,116.51000213623048,2223500.0,,,,,
2024-08-22,115.62000274658205,118.72000122070312,115.52999877929688,117.5,2419000.0,,,,,
2024-08-23,117.2300033569336,117.66500091552734,115.4800033569336,117.0,1926200.0,,,,,
2024-08-26,116.73999786376952,117.58999633789062,116.20999908447266,116.41999816894533,1388700.0,,,,,
2024-08-27,116.0199966430664,116.95999908447266,115.52999877929688,116.25,1284900.0,,,,,
2024-08-28,113.41999816894533,116.48999786376952,112.26000213623048,115.5,1797600.0,,,,,
2024-08-29,115.18000030517578,116.88999938964844,114.4499969482422,115.27999877929688,2328800.0,,,,,
2024-08-30,116.26000213623048,117.97000122070312,114.66000366210938,117.22000122070312,2436600.0,,,,,
2024-09-03,111.4800033569336,115.5009994506836,111.0999984741211,114.87000274658205,3355800.0,,,,,
2024-09-04,108.6500015258789,111.4000015258789,108.54000091552734,110.7699966430664,3536800.0,,,,,
2024-09-05,110.08999633789062,110.5,108.0,108.01000213623048,2701600.0,,,,,
2024-09-06,107.1999969482422,110.96900177001952,105.44000244140624,109.87000274658205,3311300.0,,,,,
2024-09-09,107.6999969482422,109.0199966430664,106.73999786376952,108.2699966430664,2720500.0,,,,,
2024-09-10,108.12000274658205,110.1999969482422,107.0199966430664,108.45999908447266,2365200.0,,,,,
2024-09-11,109.5199966430664,109.66000366210938,107.1449966430664,108.41000366210938,4320100.0,,,,,
2024-09-12,109.62999725341795,110.91999816894533,109.1999969482422,110.0,2552800.0,,,,,
2024-09-13,109.26000213623048,110.9000015258789,108.79000091552734,109.55999755859376,3143000.0,,,,,
2024-09-16,111.4000015258789,111.58999633789062,108.3499984741211,109.16000366210938,3670700.0,,,,,
2024-09-17,111.93000030517578,113.6500015258789,111.4499969482422,112.3000030517578,2419900.0,,,,,
2024-09-18,113.18000030517578,114.93499755859376,111.5,111.72000122070312,2779300.0,,,,,
2024-09-19,115.5199966430664,116.63500213623048,114.91000366210938,115.86000061035156,3133100.0,,,,,
2024-09-20,114.76000213623048,115.62000274658205,113.91000366210938,115.18000030517578,2830000.0,,,,,
2024-09-23,116.22000122070312,116.66999816894533,114.9000015258789,115.01000213623048,1917900.0,,,,,
2024-09-24,117.30999755859376,118.37999725341795,115.66000366210938,116.58000183105467,2546000.0,,,,,
2024-09-25,116.01000213623048,117.5,115.55999755859376,116.62999725341795,2546100.0,,,,,
2024-09-26,114.20999908447266,118.2300033569336,113.0999984741211,118.1999969482422,2344300.0,,,,,
2024-09-27,114.1999969482422,115.18000030517578,113.45800018310548,115.12999725341795,2288500.0,,,,,
2024-09-30,115.05999755859376,115.31999969482422,113.86000061035156,114.1999969482422,1562900.0,,,,,
2024-10-01,113.9800033569336,117.75,113.08000183105467,117.4499969482422,2783500.0,,,,,
2024-10-02,116.22000122070312,116.69000244140624,113.52999877929688,114.19000244140624,3193900.0,,,,,
2024-10-03,117.52999877929688,118.58000183105467,115.16999816894533,115.26000213623048,3719500.0,,,,,
2024-10-04,122.69000244140624,122.81999969482422,118.37000274658205,119.5500030517578,5219300.0,,,,,
2024-10-07,122.37999725341795,123.77999877929688,121.16000366210938,122.1999969482422,3209100.0,,,,,
2024-10-08,123.72000122070312,126.16500091552734,123.2300033569336,123.73999786376952,3838500.0,,,,,
2024-10-09,125.16000366210938,126.55999755859376,123.6999969482422,123.8000030517578,3143300.0,,,,,
2024-10-10,130.08999633789062,130.24000549316406,125.03900146484376,125.23999786376952,4713100.0,,,,,
2024-10-11,129.80999755859375,131.24600219726562,128.75999450683594,129.88999938964844,2651500.0,,,,,
2024-10-14,129.1199951171875,131.27999877929688,128.5540008544922,131.27999877929688,2514100.0,,,,,
2024-10-15,126.87999725341795,128.66000366210938,125.7249984741211,128.47000122070312,2703900.0,,,,,
2024-10-16,126.0,126.8000030517578,123.29000091552734,126.43000030517578,2464100.0,,,,,
2024-10-17,126.22000122070312,127.91000366210938,124.76000213623048,127.33000183105467,2506100.0,,,,,
2024-10-18,128.1199951171875,130.1699981689453,127.19000244140624,129.0,3575100.0,,,,,
2024-10-21,125.80999755859376,128.8000030517578,124.93000030517578,126.12000274658205,3279000.0,,,,,
2024-10-22,124.62000274658205,126.0,123.12999725341795,125.0,1886400.0,,,,,
2024-10-23,121.5199966430664,125.51000213623048,121.06999969482422,124.62000274658205,2078400.0,,,,,
2024-10-24,123.88999938964844,124.0,122.3499984741211,122.75,2021300.0,,,,,
2024-10-25,126.5999984741211,127.72000122070312,124.7699966430664,124.9000015258789,3396300.0,,,,,
2024-10-28,126.37000274658205,127.9499969482422,125.75,127.29000091552734,2383200.0,,,,,
2024-10-29,128.75999450683594,129.30999755859375,125.8499984741211,127.1999969482422,3551900.0,,,,,
2024-10-30,128.16000366210938,131.83999633789062,127.91999816894533,129.82000732421875,2809300.0,,,,,
2024-10-31,125.44000244140624,126.43399810791016,124.0,126.25,3446300.0,,,,,
2024-11-01,123.26000213623048,124.56999969482422,120.77999877929688,124.43000030517578,4838700.0,,,,,
2024-11-04,125.55999755859376,127.0999984741211,121.6999969482422,122.51000213623048,3294000.0,,,,,
2024-11-05,125.0500030517578,126.98999786376952,124.80999755859376,126.73999786376952,2541000.0,,,,,
2024-11-06,128.35000610351562,129.14999389648438,127.05999755859376,129.0500030517578,5855200.0,,,,,
2024-11-07,129.7899932861328,133.66000366210938,126.16999816894533,126.87000274658205,8264800.0,,,,,
2024-11-08,124.4499969482422,129.5,122.97699737548828,129.49000549316406,5904900.0,,,,,
2024-11-11,122.36000061035156,125.5500030517578,121.5199966430664,125.5500030517578,5554000.0,,,,,
2024-11-12,123.41000366210938,124.4499969482422,121.26000213623048,122.08000183105467,7124600.0,,,,,
2024-11-13,128.4499969482422,131.3300018310547,122.66999816894533,123.06999969482422,7682500.0,,,,,
