Date,Close,High,Low,Open,Volume,"('Close', 'BIOX')","('High', 'BIOX')","('Low', 'BIOX')","('Open', 'BIOX')","('Volume', 'BIOX')"
2024-06-03,11.300000190734863,11.859999656677246,11.270000457763672,11.859999656677246,118500.0,,,,,
2024-06-04,10.760000228881836,11.274999618530272,10.699999809265137,11.09000015258789,63000.0,,,,,
2024-06-05,10.609999656677246,10.914999961853027,10.539999961853027,10.8100004196167,120200.0,,,,,
2024-06-06,10.81999969482422,10.829999923706056,10.635000228881836,10.720000267028809,28400.0,,,,,
2024-06-07,10.68000030517578,11.013999938964844,10.65999984741211,10.850000381469728,101800.0,,,,,
2024-06-10,10.670000076293944,10.800000190734863,10.649999618530272,10.649999618530272,26700.0,,,,,
2024-06-11,10.739999771118164,10.850000381469728,10.649999618530272,10.649999618530272,33200.0,,,,,
2024-06-12,10.81999969482422,11.0,10.755000114440918,10.850000381469728,55500.0,,,,,
2024-06-13,10.890000343322754,10.989999771118164,10.835000038146973,10.9350004196167,23100.0,,,,,
2024-06-14,10.78499984741211,10.989999771118164,10.65999984741211,10.81999969482422,61700.0,,,,,
2024-06-17,10.5600004196167,10.98799991607666,10.520000457763672,10.854000091552734,42900.0,,,,,
2024-06-18,10.619999885559082,10.6899995803833,10.5,10.510000228881836,35500.0,,,,,
2024-06-20,10.529999732971191,10.739999771118164,10.5,10.510000228881836,21500.0,,,,,
2024-06-21,10.600000381469728,10.656999588012695,10.520000457763672,10.529999732971191,37800.0,,,,,
2024-06-24,10.68000030517578,10.710000038146973,10.5,10.59000015258789,26700.0,,,,,
2024-06-25,10.75,10.760000228881836,10.5600004196167,10.739999771118164,26300.0,,,,,
2024-06-26,10.949999809265137,11.038000106811523,10.649999618530272,10.649999618530272,48400.0,,,,,
2024-06-27,11.149999618530272,11.170000076293944,10.970000267028809,10.979999542236328,47700.0,,,,,
2024-06-28,11.210000038146973,11.3100004196167,11.071999549865724,11.220000267028809,43600.0,,,,,
2024-07-01,11.130000114440918,11.359999656677246,10.9350004196167,10.9350004196167,70700.0,,,,,
2024-07-02,11.0,11.130000114440918,10.970000267028809,11.010000228881836,69900.0,,,,,
2024-07-03,11.079999923706056,11.119999885559082,10.984999656677246,11.109999656677246,10900.0,,,,,
2024-07-05,11.199999809265137,11.220000267028809,11.039999961853027,11.100000381469728,37700.0,,,,,
2024-07-08,11.050000190734863,11.1899995803833,10.920000076293944,11.170000076293944,80000.0,,,,,
2024-07-09,11.010000228881836,11.140000343322754,10.75,10.949999809265137,51900.0,,,,,
2024-07-10,11.020000457763672,11.15999984741211,11.0,11.09000015258789,24600.0,,,,,
2024-07-11,11.06999969482422,11.19200038909912,10.979999542236328,11.079999923706056,17100.0,,,,,
2024-07-12,11.220000267028809,11.25,11.050000190734863,11.079999923706056,83800.0,,,,,
2024-07-15,11.149999618530272,11.25,11.09000015258789,11.220000267028809,32700.0,,,,,
2024-07-16,11.529999732971191,11.739999771118164,11.210000038146973,11.210000038146973,63500.0,,,,,
2024-07-17,11.56999969482422,11.779999732971191,11.479999542236328,11.725000381469728,78400.0,,,,,
2024-07-18,11.170000076293944,11.609999656677246,11.149999618530272,11.600000381469728,28800.0,,,,,
2024-07-19,11.170000076293944,11.34000015258789,11.15999984741211,11.3100004196167,12300.0,,,,,
2024-07-22,11.170000076293944,11.25,11.109999656677246,11.140000343322754,32800.0,,,,,
2024-07-23,11.020000457763672,11.175000190734863,10.9399995803833,11.175000190734863,42200.0,,,,,
2024-07-24,11.010000228881836,11.300000190734863,11.0,11.029999732971191,47700.0,,,,,
2024-07-25,10.960000038146973,11.125,10.9399995803833,11.109999656677246,25700.0,,,,,
2024-07-26,11.050000190734863,11.260000228881836,10.989999771118164,11.0,69000.0,,,,,
2024-07-29,11.0,11.229999542236328,10.970000267028809,11.079999923706056,108200.0,,,,,
2024-07-30,10.93000030517578,11.029999732971191,10.81999969482422,11.0,20000.0,,,,,
2024-07-31,11.100000381469728,11.359999656677246,10.925000190734863,10.949999809265137,31600.0,,,,,
2024-08-01,10.8100004196167,11.31999969482422,10.729999542236328,11.31999969482422,21700.0,,,,,
2024-08-02,10.119999885559082,10.90999984741211,9.765000343322754,10.510000228881836,148000.0,,,,,
2024-08-05,9.949999809265137,10.092000007629396,9.710000038146973,9.710000038146973,110700.0,,,,,
2024-08-06,10.109999656677246,10.350000381469728,9.949999809265137,9.949999809265137,38600.0,,,,,
2024-08-07,10.0,10.25,10.0,10.25,14300.0,,,,,
2024-08-08,10.15999984741211,10.279999732971191,10.09000015258789,10.100000381469728,36100.0,,,,,
2024-08-09,10.0,10.40999984741211,9.970999717712402,10.18000030517578,55300.0,,,,,
2024-08-12,9.899999618530272,10.109999656677246,9.829999923706056,10.0,57900.0,,,,,
2024-08-13,10.119999885559082,10.149999618530272,9.920000076293944,9.949999809265137,43800.0,,,,,
2024-08-14,10.06999969482422,10.244999885559082,10.020000457763672,10.175999641418455,26900.0,,,,,
2024-08-15,10.15999984741211,10.244999885559082,10.09000015258789,10.109999656677246,35000.0,,,,,
2024-08-16,10.18000030517578,10.25,10.100000381469728,10.149999618530272,22700.0,,,,,
