Date,Close,High,Low,Open,Volume,"('Close', 'ZM')","('High', 'ZM')","('Low', 'ZM')","('Open', 'ZM')","('Volume', 'ZM')"
2024-06-03,61.72999954223633,62.48500061035156,61.470001220703125,61.79999923706055,2873300.0,,,,,
2024-06-04,61.52999877929688,62.09999847412109,61.31999969482422,61.59999847412109,2063800.0,,,,,
2024-06-05,62.09000015258789,62.45000076293945,61.625,61.77999877929688,2566400.0,,,,,
2024-06-06,63.11000061035156,63.77999877929688,61.89500045776367,62.0,3201400.0,,,,,
2024-06-07,62.84000015258789,63.435001373291016,62.58000183105469,62.77999877929688,2514300.0,,,,,
2024-06-10,62.959999084472656,63.31999969482422,62.41999816894531,62.43000030517578,3630800.0,,,,,
2024-06-11,62.84999847412109,63.22999954223633,61.709999084472656,62.9900016784668,1963900.0,,,,,
2024-06-12,60.52000045776367,63.50400161743164,60.34999847412109,63.4900016784668,3725000.0,,,,,
2024-06-13,57.93999862670898,60.5,57.93000030517578,60.2599983215332,4662600.0,,,,,
2024-06-14,57.7400016784668,58.15999984741211,57.33000183105469,57.93000030517578,3014700.0,,,,,
2024-06-17,56.95000076293945,57.56999969482422,56.40499877929688,57.400001525878906,4355900.0,,,,,
2024-06-18,56.209999084472656,57.310001373291016,56.09000015258789,57.130001068115234,3217800.0,,,,,
2024-06-20,58.310001373291016,58.369998931884766,55.630001068115234,56.119998931884766,4351000.0,,,,,
2024-06-21,58.880001068115234,59.20000076293945,57.76499938964844,58.0,9499000.0,,,,,
2024-06-24,57.810001373291016,58.900001525878906,57.43999862670898,58.61000061035156,3511100.0,,,,,
2024-06-25,57.790000915527344,58.29999923706055,57.369998931884766,57.709999084472656,2446600.0,,,,,
2024-06-26,57.540000915527344,57.95000076293945,57.27999877929688,57.790000915527344,2541000.0,,,,,
2024-06-27,58.470001220703125,58.505001068115234,56.95000076293945,57.40999984741211,4181500.0,,,,,
2024-06-28,59.18999862670898,59.68000030517578,58.54999923706055,58.66999816894531,3749400.0,,,,,
2024-07-01,59.209999084472656,59.40599822998047,58.83100128173828,59.09999847412109,1937900.0,,,,,
2024-07-02,58.34000015258789,59.86000061035156,58.290000915527344,59.369998931884766,1922400.0,,,,,
2024-07-03,58.630001068115234,58.77999877929688,58.16999816894531,58.27000045776367,1415900.0,,,,,
2024-07-05,58.2599983215332,58.90999984741211,58.220001220703125,58.68999862670898,1958100.0,,,,,
2024-07-08,57.400001525878906,58.31999969482422,57.22999954223633,58.185001373291016,2882500.0,,,,,
2024-07-09,56.880001068115234,57.68000030517578,56.7400016784668,57.150001525878906,3946200.0,,,,,
2024-07-10,56.0,57.04999923706055,55.77999877929688,56.70000076293945,4015100.0,,,,,
2024-07-11,56.59999847412109,57.38999938964844,56.060001373291016,56.060001373291016,3515300.0,,,,,
2024-07-12,57.58000183105469,57.72999954223633,56.47999954223633,56.61000061035156,3438000.0,,,,,
2024-07-15,58.32500076293945,59.02999877929688,57.470001220703125,57.63999938964844,3053100.0,,,,,
2024-07-16,59.15999984741211,59.18999862670898,58.1150016784668,58.25,2449600.0,,,,,
2024-07-17,59.09999847412109,59.380001068115234,58.630001068115234,58.88999938964844,2352300.0,,,,,
2024-07-18,59.150001525878906,59.7400016784668,58.790000915527344,59.0,2342500.0,,,,,
2024-07-19,58.869998931884766,59.09000015258789,58.27000045776367,58.83000183105469,1857400.0,,,,,
2024-07-22,58.63999938964844,59.25,58.130001068115234,59.130001068115234,1985500.0,,,,,
2024-07-23,59.41999816894531,59.91999816894531,58.470001220703125,58.470001220703125,2466300.0,,,,,
2024-07-24,58.15999984741211,59.650001525878906,58.0,59.22999954223633,2495100.0,,,,,
2024-07-25,59.61000061035156,60.47999954223633,57.97999954223633,58.290000915527344,3238900.0,,,,,
2024-07-26,60.09000015258789,60.64799880981445,59.59000015258789,59.91999816894531,1906300.0,,,,,
2024-07-29,60.31999969482422,60.619998931884766,59.959999084472656,60.40999984741211,1636500.0,,,,,
2024-07-30,61.04999923706055,61.2599983215332,59.91999816894531,60.209999084472656,1805300.0,,,,,
2024-07-31,60.400001525878906,62.220001220703125,60.290000915527344,61.45000076293945,3187500.0,,,,,
2024-08-01,58.970001220703125,60.790000915527344,58.84000015258789,60.43999862670898,2449900.0,,,,,
2024-08-02,58.4900016784668,58.869998931884766,57.31999969482422,58.09000015258789,2365100.0,,,,,
2024-08-05,55.630001068115234,56.869998931884766,55.59999847412109,56.630001068115234,3765300.0,,,,,
2024-08-06,55.83000183105469,56.68000030517578,55.61000061035156,55.880001068115234,3303500.0,,,,,
2024-08-07,55.720001220703125,57.43000030517578,55.619998931884766,56.4900016784668,2838300.0,,,,,
2024-08-08,56.209999084472656,56.56999969482422,56.0,56.36000061035156,2311500.0,,,,,
2024-08-09,56.380001068115234,56.52999877929688,55.54999923706055,56.16999816894531,1742400.0,,,,,
2024-08-12,55.31999969482422,56.5,55.060001373291016,56.34999847412109,2357200.0,,,,,
