Date,Close,High,Low,Open,Volume,"('Close', 'PL')","('High', 'PL')","('Low', 'PL')","('Open', 'PL')","('Volume', 'PL')"
2024-06-03,1.909999966621399,1.909999966621399,1.840000033378601,1.8799999952316284,1131900.0,,,,,
2024-06-04,1.7799999713897705,1.9299999475479128,1.7799999713897705,1.9299999475479128,1219300.0,,,,,
2024-06-05,1.840000033378601,1.850000023841858,1.7899999618530271,1.7999999523162842,1006300.0,,,,,
2024-06-06,1.8200000524520876,1.850000023841858,1.7799999713897705,1.809999942779541,1246500.0,,,,,
2024-06-07,2.0199999809265137,2.039999961853028,1.7799999713897705,1.809999942779541,3184200.0,,,,,
2024-06-10,2.069999933242798,2.190000057220459,2.0,2.0299999713897705,3496000.0,,,,,
2024-06-11,2.009999990463257,2.059999942779541,1.9600000381469729,2.0299999713897705,1333800.0,,,,,
2024-06-12,2.039999961853028,2.115000009536743,1.9900000095367432,2.069999933242798,1625000.0,,,,,
2024-06-13,1.899999976158142,2.049999952316284,1.899999976158142,2.039999961853028,1524200.0,,,,,
2024-06-14,1.850000023841858,1.899999976158142,1.8350000381469729,1.8899999856948853,902200.0,,,,,
2024-06-17,1.870000004768372,1.8899999856948853,1.8200000524520876,1.8600000143051147,685300.0,,,,,
2024-06-18,1.870000004768372,1.919999957084656,1.850000023841858,1.850000023841858,2066300.0,,,,,
2024-06-20,1.850000023841858,1.8849999904632568,1.830000042915344,1.8600000143051147,1793100.0,,,,,
2024-06-21,1.9800000190734863,2.0199999809265137,1.830000042915344,1.850000023841858,3406700.0,,,,,
2024-06-24,1.9800000190734863,2.0299999713897705,1.9700000286102293,1.9900000095367432,1944600.0,,,,,
2024-06-25,1.8600000143051147,2.0,1.850000023841858,1.9800000190734863,2160200.0,,,,,
2024-06-26,1.8600000143051147,1.8899999856948853,1.830000042915344,1.8799999952316284,1051400.0,,,,,
2024-06-27,1.840000033378601,1.8799999952316284,1.7899999618530271,1.8799999952316284,1326300.0,,,,,
2024-06-28,1.8600000143051147,1.8600000143051147,1.7999999523162842,1.8600000143051147,7305500.0,,,,,
2024-07-01,1.7699999809265137,1.8799999952316284,1.7599999904632568,1.8600000143051147,1480800.0,,,,,
2024-07-02,1.7799999713897705,1.8049999475479128,1.7300000190734863,1.7799999713897705,1116800.0,,,,,
2024-07-03,1.809999942779541,1.8200000524520876,1.75,1.7799999713897705,823600.0,,,,,
2024-07-05,1.840000033378601,1.840000033378601,1.7799999713897705,1.8200000524520876,995500.0,,,,,
2024-07-08,1.8200000524520876,1.870000004768372,1.7899999618530271,1.870000004768372,1233100.0,,,,,
2024-07-09,1.7699999809265137,1.840000033378601,1.7699999809265137,1.8200000524520876,943300.0,,,,,
2024-07-10,1.7699999809265137,1.7799999713897705,1.7300000190734863,1.75,908900.0,,,,,
2024-07-11,1.9600000381469729,1.9700000286102293,1.7899999618530271,1.7999999523162842,2177100.0,,,,,
2024-07-12,2.0199999809265137,2.059999942779541,1.9299999475479128,1.9700000286102293,2162400.0,,,,,
2024-07-15,2.119999885559082,2.1700000762939453,2.0299999713897705,2.0799999237060547,3143500.0,,,,,
2024-07-16,2.2300000190734863,2.2300000190734863,2.109999895095825,2.130000114440918,2716500.0,,,,,
2024-07-17,2.369999885559082,2.390000104904175,2.200000047683716,2.200000047683716,3342800.0,,,,,
2024-07-18,2.1600000858306885,2.390000104904175,2.1600000858306885,2.359999895095825,2662600.0,,,,,
2024-07-19,2.140000104904175,2.240000009536743,2.109999895095825,2.190000057220459,1332000.0,,,,,
2024-07-22,2.319999933242798,2.319999933242798,2.2100000381469727,2.2799999713897705,2096000.0,,,,,
2024-07-23,2.3499999046325684,2.4100000858306885,2.25,2.289999961853028,1652400.0,,,,,
2024-07-24,2.289999961853028,2.4100000858306885,2.2699999809265137,2.3299999237060547,1409200.0,,,,,
2024-07-25,2.390000104904175,2.4100000858306885,2.25,2.309999942779541,1375300.0,,,,,
2024-07-26,2.470000028610229,2.5199999809265137,2.4049999713897705,2.450000047683716,2050000.0,,,,,
2024-07-29,2.440000057220459,2.5,2.390000104904175,2.490000009536743,1498900.0,,,,,
2024-07-30,2.5,2.5199999809265137,2.4200000762939453,2.440000057220459,1471500.0,,,,,
2024-07-31,2.539999961853028,2.630000114440918,2.470000028610229,2.5199999809265137,2194500.0,,,,,
2024-08-01,2.299999952316284,2.5299999713897705,2.25,2.5199999809265137,1752400.0,,,,,
2024-08-02,2.0999999046325684,2.2090001106262207,2.0899999141693115,2.1700000762939453,1852500.0,,,,,
2024-08-05,2.009999990463257,2.059999942779541,1.8600000143051147,1.899999976158142,1546500.0,,,,,
2024-08-06,2.039999961853028,2.115000009536743,2.009999990463257,2.069999933242798,1349600.0,,,,,
2024-08-07,2.009999990463257,2.134999990463257,2.009999990463257,2.130000114440918,1159300.0,,,,,
2024-08-08,2.140000104904175,2.1600000858306885,2.039999961853028,2.059999942779541,889400.0,,,,,
2024-08-09,2.130000114440918,2.180000066757202,2.109999895095825,2.150000095367432,1050700.0,,,,,
2024-08-12,2.069999933242798,2.1600000858306885,2.039999961853028,2.119999885559082,1512700.0,,,,,
2024-08-13,2.130000114440918,2.150000095367432,2.049999952316284,2.0899999141693115,1786800.0,,,,,
2024-08-14,2.0799999237060547,2.150000095367432,2.065000057220459,2.150000095367432,709000.0,,,,,
2024-08-15,2.1700000762939453,2.190000057220459,2.119999885559082,2.140000104904175,2495500.0,,,,,
2024-08-16,2.5199999809265137,2.5799999237060547,2.211999893188477,2.3399999141693115,9340700.0,,,,,
2024-08-19,2.8399999141693115,2.8399999141693115,2.4600000381469727,2.539999961853028,7345700.0,,,,,
2024-08-20,2.740000009536743,2.890000104904175,2.680000066757202,2.8299999237060547,5500400.0,,,,,
2024-08-21,2.759999990463257,2.799999952316284,2.6600000858306885,2.7799999713897705,3985100.0,,,,,
2024-08-22,2.559999942779541,2.7699999809265137,2.539999961853028,2.759999990463257,2300900.0,,,,,
2024-08-23,2.740000009536743,2.759999990463257,2.549999952316284,2.5899999141693115,2190200.0,,,,,
2024-08-26,2.75,2.799999952316284,2.700000047683716,2.7799999713897705,1770000.0,,,,,
2024-08-27,2.5799999237060547,2.740000009536743,2.569999933242798,2.690000057220459,1790600.0,,,,,
2024-08-28,2.509999990463257,2.640000104904175,2.494999885559082,2.619999885559082,1557500.0,,,,,
2024-08-29,2.75,2.805000066757202,2.549999952316284,2.559999942779541,2860000.0,,,,,
2024-08-30,2.690000057220459,2.809999942779541,2.609999895095825,2.759999990463257,1872900.0,,,,,
2024-09-03,2.450000047683716,2.664999961853028,2.450000047683716,2.650000095367432,2088200.0,,,,,
2024-09-04,2.4800000190734863,2.559999942779541,2.390000104904175,2.450000047683716,2310400.0,,,,,
2024-09-05,2.4800000190734863,2.526000022888184,2.430000066757202,2.4800000190734863,1920900.0,,,,,
2024-09-06,1.7799999713897705,2.319999933242798,1.7599999904632568,2.2300000190734863,11855100.0,,,,,
2024-09-09,1.919999957084656,2.009999990463257,1.7899999618530271,1.870000004768372,5691200.0,,,,,
2024-09-10,1.899999976158142,1.9299999475479128,1.7899999618530271,1.9299999475479128,2556500.0,,,,,
2024-09-11,1.940000057220459,2.015000104904175,1.840000033378601,1.8799999952316284,3465100.0,,,,,
2024-09-12,2.049999952316284,2.0899999141693115,1.924999952316284,1.950000047683716,2130900.0,,,,,
2024-09-13,2.150000095367432,2.1600000858306885,2.049999952316284,2.0899999141693115,1911600.0,,,,,
2024-09-16,2.119999885559082,2.178999900817871,2.0799999237060547,2.150000095367432,2082800.0,,,,,
2024-09-17,2.119999885559082,2.190000057220459,2.0899999141693115,2.150000095367432,1721400.0,,,,,
2024-09-18,2.049999952316284,2.190000057220459,2.049999952316284,2.119999885559082,2617000.0,,,,,
2024-09-19,2.119999885559082,2.180000066757202,2.109999895095825,2.140000104904175,1786400.0,,,,,
2024-09-20,2.059999942779541,2.109999895095825,2.0299999713897705,2.0999999046325684,7762700.0,,,,,
2024-09-23,2.049999952316284,2.109999895095825,2.0199999809265137,2.059999942779541,1741000.0,,,,,
2024-09-24,2.0999999046325684,2.1050000190734863,2.049999952316284,2.0799999237060547,1351300.0,,,,,
2024-09-25,2.180000066757202,2.220000028610229,2.069999933242798,2.0799999237060547,2572500.0,,,,,
2024-09-26,2.2100000381469727,2.255000114440918,2.180000066757202,2.25,1873300.0,,,,,
2024-09-27,2.240000009536743,2.3399999141693115,2.220000028610229,2.2699999809265137,2412100.0,,,,,
2024-09-30,2.2300000190734863,2.2799999713897705,2.200000047683716,2.25,1917900.0,,,,,
2024-10-01,2.200000047683716,2.2699999809265137,2.194999933242798,2.2300000190734863,1953100.0,,,,,
2024-10-02,2.240000009536743,2.2699999809265137,2.1600000858306885,2.1700000762939453,1838100.0,,,,,
2024-10-03,2.2100000381469727,2.265000104904175,2.180000066757202,2.200000047683716,1122000.0,,,,,
2024-10-04,2.240000009536743,2.289999961853028,2.220000028610229,2.220000028610229,2368700.0,,,,,
2024-10-07,2.259999990463257,2.259999990463257,2.190000057220459,2.25,1472600.0,,,,,
2024-10-08,2.140000104904175,2.259999990463257,2.140000104904175,2.259999990463257,1839400.0,,,,,
2024-10-09,2.140000104904175,2.1549999713897705,2.0799999237060547,2.119999885559082,1653300.0,,,,,
2024-10-10,2.0999999046325684,2.119999885559082,2.059999942779541,2.0899999141693115,1567000.0,,,,,
2024-10-11,2.259999990463257,2.2799999713897705,2.095000028610229,2.0999999046325684,1474000.0,,,,,
2024-10-14,2.2699999809265137,2.359999895095825,2.255000114440918,2.299999952316284,1410500.0,,,,,
2024-10-15,2.25,2.3350000381469727,2.2249999046325684,2.2699999809265137,1757800.0,,,,,
2024-10-16,2.3499999046325684,2.359999895095825,2.2300000190734863,2.2699999809265137,2468800.0,,,,,
2024-10-17,2.299999952316284,2.380000114440918,2.2799999713897705,2.369999885559082,1302900.0,,,,,
2024-10-18,2.319999933242798,2.3499999046325684,2.2699999809265137,2.319999933242798,1312900.0,,,,,
2024-10-21,2.2799999713897705,2.3399999141693115,2.220000028610229,2.319999933242798,1802900.0,,,,,
2024-10-22,2.309999942779541,2.3299999237060547,2.2699999809265137,2.289999961853028,1417400.0,,,,,
