Date,Close,High,Low,Open,Volume,"('Close', 'JFB')","('High', 'JFB')","('Low', 'JFB')","('Open', 'JFB')","('Volume', 'JFB')"
2025-03-06,3.5,3.799999952316284,3.390000104904175,3.609999895095825,252800.0,,,,,
2025-03-07,3.5999999046325684,3.7160000801086426,3.470000028610229,3.5799999237060547,285600.0,,,,,
2025-03-10,3.4200000762939453,3.6649999618530273,3.4200000762939453,3.609999895095825,56600.0,,,,,
2025-03-11,3.5199999809265137,3.75,3.5,3.509999990463257,43800.0,,,,,
2025-03-12,3.609999895095825,3.819999933242798,3.5299999713897705,3.75,58700.0,,,,,
2025-03-13,3.569999933242798,3.759999990463257,3.549999952316284,3.5999999046325684,45300.0,,,,,
2025-03-14,3.819999933242798,3.940000057220459,3.549999952316284,3.569999933242798,145300.0,,,,,
2025-03-17,3.6050000190734863,3.9700000286102295,3.5439999103546143,3.900000095367432,66800.0,,,,,
2025-03-18,3.759000062942505,3.7899999618530273,3.5999999046325684,3.5999999046325684,7200.0,,,,,
2025-03-19,3.650000095367432,3.849999904632568,3.619999885559082,3.75,22700.0,,,,,
2025-03-20,4.132999897003174,4.260000228881836,3.5999999046325684,3.75,158900.0,,,,,
2025-03-21,4.360000133514404,4.5,3.920000076293945,4.139999866485596,43600.0,,,,,
2025-03-24,4.210000038146973,4.869999885559082,4.099999904632568,4.46999979019165,67000.0,,,,,
2025-03-25,4.150000095367432,4.489999771118164,4.113999843597412,4.139999866485596,26300.0,,,,,
2025-03-26,4.150000095367432,4.179999828338623,4.150000095367432,4.150000095367432,2200.0,,,,,
2025-03-27,4.079999923706055,4.300000190734863,4.079999923706055,4.110000133514404,8500.0,,,,,
2025-03-28,4.129000186920166,4.400000095367432,3.803999900817871,4.116000175476074,18200.0,,,,,
2025-03-31,4.239999771118164,4.449999809265137,3.799999952316284,4.079999923706055,11700.0,,,,,
2025-04-01,4.440000057220459,4.440000057220459,4.010000228881836,4.21999979019165,4600.0,,,,,
2025-04-02,4.059999942779541,4.409999847412109,4.039999961853027,4.409999847412109,3500.0,,,,,
2025-04-03,4.03000020980835,4.400000095367432,4.03000020980835,4.210000038146973,11500.0,,,,,
2025-04-04,4.264999866485596,4.440000057220459,4.050000190734863,4.166999816894531,5800.0,,,,,
2025-04-07,3.700000047683716,4.079999923706055,3.609999895095825,4.059999942779541,8000.0,,,,,
2025-04-08,3.5999999046325684,4.0,3.5999999046325684,3.849999904632568,13400.0,,,,,
2025-04-09,3.640000104904175,3.984999895095825,3.640000104904175,3.984999895095825,2800.0,,,,,
2025-04-10,3.75,3.9700000286102295,3.7300000190734863,3.799999952316284,5500.0,,,,,
2025-04-11,4.0,4.300000190734863,3.900000095367432,3.990000009536743,29600.0,,,,,
2025-04-14,4.03000020980835,4.710000038146973,3.849999904632568,4.320000171661377,73100.0,,,,,
2025-04-15,4.019999980926514,4.630000114440918,3.8519999980926514,4.0,8000.0,,,,,
2025-04-16,4.445000171661377,4.710000038146973,4.019999980926514,4.03000020980835,48800.0,,,,,
2025-04-17,4.400000095367432,4.5,4.304999828338623,4.5,13900.0,,,,,
2025-04-21,4.159999847412109,4.460000038146973,3.910000085830689,4.320000171661377,17600.0,,,,,
2025-04-22,4.269999980926514,4.710000038146973,4.099999904632568,4.380000114440918,21500.0,,,,,
