Date,Close,High,Low,Open,Volume,"('Close', 'VSCO')","('High', 'VSCO')","('Low', 'VSCO')","('Open', 'VSCO')","('Volume', 'VSCO')"
2024-06-03,23.34000015258789,23.989999771118164,23.072999954223636,23.1299991607666,4845700.0,,,,,
2024-06-04,22.36000061035156,22.959999084472656,22.01000022888184,22.690000534057617,3637600.0,,,,,
2024-06-05,22.61000061035156,22.81999969482422,22.059999465942383,22.5,3290600.0,,,,,
2024-06-06,21.149999618530277,22.270000457763672,21.0,21.93000030517578,5339400.0,,,,,
2024-06-07,20.170000076293945,21.86000061035156,20.15999984741211,21.600000381469727,4033100.0,,,,,
2024-06-10,18.32999992370605,20.540000915527344,18.229999542236328,20.21999931335449,4707300.0,,,,,
2024-06-11,18.13999938964844,18.75,18.010000228881836,18.13999938964844,3402800.0,,,,,
2024-06-12,17.90999984741211,19.190000534057617,17.860000610351562,18.530000686645508,3528400.0,,,,,
2024-06-13,17.559999465942383,17.934999465942383,17.440000534057617,17.75,2192700.0,,,,,
2024-06-14,17.719999313354492,17.920000076293945,17.219999313354492,17.350000381469727,1978600.0,,,,,
2024-06-17,19.200000762939453,19.45499992370605,17.700000762939453,17.729999542236328,5439800.0,,,,,
2024-06-18,18.809999465942383,19.36199951171875,18.61000061035156,19.309999465942383,3050600.0,,,,,
2024-06-20,18.229999542236328,19.075000762939453,18.18000030517578,18.780000686645508,2220600.0,,,,,
2024-06-21,17.75,18.309999465942383,17.649999618530273,18.18000030517578,2645200.0,,,,,
2024-06-24,17.56999969482422,18.13999938964844,17.510000228881836,18.020000457763672,2411600.0,,,,,
2024-06-25,17.979999542236328,18.0,17.25,17.579999923706055,2812200.0,,,,,
2024-06-26,18.1200008392334,18.209999084472656,17.540000915527344,17.81999969482422,2056700.0,,,,,
2024-06-27,18.11000061035156,18.11000061035156,17.389999389648438,17.770000457763672,2283900.0,,,,,
2024-06-28,17.670000076293945,18.3700008392334,17.6299991607666,17.969999313354492,13696100.0,,,,,
2024-07-01,16.030000686645508,17.969999313354492,15.859999656677246,17.760000228881836,4685700.0,,,,,
2024-07-02,16.190000534057617,16.329999923706055,15.68000030517578,16.190000534057617,3142900.0,,,,,
2024-07-03,15.949999809265137,16.339000701904297,15.93000030517578,16.229999542236328,1789000.0,,,,,
2024-07-05,17.309999465942383,17.405000686645508,15.779999732971191,15.880000114440918,3130000.0,,,,,
2024-07-08,17.799999237060547,18.07999992370605,16.989999771118164,17.520000457763672,3617100.0,,,,,
2024-07-09,18.09000015258789,18.18000030517578,17.489999771118164,17.68000030517578,2545500.0,,,,,
2024-07-10,18.729999542236328,18.790000915527344,17.920000076293945,18.07999992370605,3035500.0,,,,,
2024-07-11,19.8799991607666,20.38999938964844,19.170000076293945,19.299999237060547,3425400.0,,,,,
2024-07-12,18.989999771118164,20.084999084472656,18.96999931335449,20.0,2032800.0,,,,,
2024-07-15,18.049999237060547,19.149999618530277,18.040000915527344,18.81999969482422,2172100.0,,,,,
2024-07-16,18.6299991607666,19.149999618530277,18.32999992370605,18.3700008392334,2496700.0,,,,,
2024-07-17,19.049999237060547,19.350000381469727,18.38999938964844,18.40999984741211,2365100.0,,,,,
2024-07-18,18.15999984741211,19.6299991607666,18.11000061035156,18.8700008392334,2154300.0,,,,,
2024-07-19,18.31999969482422,18.440000534057617,17.530000686645508,18.21999931335449,2269700.0,,,,,
2024-07-22,18.200000762939453,18.520000457763672,17.809999465942383,18.43000030517578,1810100.0,,,,,
2024-07-23,18.229999542236328,18.56999969482422,17.920000076293945,18.030000686645508,1568500.0,,,,,
2024-07-24,17.940000534057617,18.170000076293945,17.469999313354492,18.049999237060547,1795900.0,,,,,
2024-07-25,18.190000534057617,18.459999084472656,17.75,17.899999618530273,1224600.0,,,,,
2024-07-26,18.59000015258789,18.82999992370605,18.170000076293945,18.5,1188300.0,,,,,
2024-07-29,18.06999969482422,18.6299991607666,17.81999969482422,18.6299991607666,1349000.0,,,,,
2024-07-30,17.56999969482422,18.18899917602539,17.389999389648438,18.1200008392334,1814400.0,,,,,
2024-07-31,17.75,18.07999992370605,17.43000030517578,17.65999984741211,1441600.0,,,,,
2024-08-01,16.770000457763672,17.959999084472656,16.709999084472656,17.829999923706055,2037100.0,,,,,
2024-08-02,16.170000076293945,16.420000076293945,15.869999885559082,16.15999984741211,2019800.0,,,,,
2024-08-05,17.079999923706055,17.225000381469727,15.119999885559082,15.210000038146973,3312900.0,,,,,
2024-08-06,17.780000686645508,17.829999923706055,16.850000381469727,17.040000915527344,2172300.0,,,,,
2024-08-07,17.920000076293945,18.549999237060547,17.649999618530273,18.010000228881836,2338900.0,,,,,
2024-08-08,19.06999969482422,19.31999969482422,18.18000030517578,18.239999771118164,3240500.0,,,,,
2024-08-09,19.770000457763672,20.09499931335449,18.90999984741211,19.11000061035156,1767600.0,,,,,
2024-08-12,18.61000061035156,20.0,18.540000915527344,19.780000686645508,2313000.0,,,,,
2024-08-13,19.06999969482422,19.18099975585937,18.5,18.65999984741211,1390800.0,,,,,
2024-08-14,22.200000762939453,23.170000076293945,21.40999984741211,22.25,11211400.0,,,,,
