Date,Close,High,Low,Open,Volume,"('Close', 'CRMD')","('High', 'CRMD')","('Low', 'CRMD')","('Open', 'CRMD')","('Volume', 'CRMD')"
2024-06-03,5.239999771118164,5.380000114440918,5.150000095367432,5.360000133514404,354900.0,,,,,
2024-06-04,5.260000228881836,5.329999923706055,5.170000076293945,5.199999809265137,373800.0,,,,,
2024-06-05,5.300000190734863,5.46999979019165,5.239999771118164,5.300000190734863,566200.0,,,,,
2024-06-06,5.190000057220459,5.409999847412109,5.190000057220459,5.329999923706055,440500.0,,,,,
2024-06-07,5.159999847412109,5.199999809265137,5.070000171661377,5.150000095367432,422300.0,,,,,
2024-06-10,5.090000152587891,5.170000076293945,5.090000152587891,5.119999885559082,346900.0,,,,,
2024-06-11,5.050000190734863,5.099999904632568,4.869999885559082,5.059999942779541,640800.0,,,,,
2024-06-12,4.989999771118164,5.179999828338623,4.96999979019165,5.090000152587891,386600.0,,,,,
2024-06-13,4.880000114440918,4.989999771118164,4.849999904632568,4.989999771118164,392800.0,,,,,
2024-06-14,4.71999979019165,4.909999847412109,4.630000114440918,4.909999847412109,514000.0,,,,,
2024-06-17,4.489999771118164,4.769999980926514,4.440000057220459,4.679999828338623,738100.0,,,,,
2024-06-18,4.329999923706055,4.579999923706055,4.309999942779541,4.579999923706055,682400.0,,,,,
2024-06-20,4.429999828338623,4.510000228881836,4.269999980926514,4.340000152587891,511200.0,,,,,
2024-06-21,4.389999866485596,4.46999979019165,4.349999904632568,4.429999828338623,519000.0,,,,,
2024-06-24,4.25,4.449999809265137,4.25,4.429999828338623,337100.0,,,,,
2024-06-25,4.179999828338623,4.28000020980835,4.170000076293945,4.25,288100.0,,,,,
2024-06-26,4.150000095367432,4.210000038146973,4.070000171661377,4.150000095367432,332600.0,,,,,
2024-06-27,4.329999923706055,4.340000152587891,4.139999866485596,4.159999847412109,333600.0,,,,,
2024-06-28,4.329999923706055,4.429999828338623,4.119999885559082,4.320000171661377,1197900.0,,,,,
2024-07-01,4.28000020980835,4.400000095367432,4.230000019073486,4.309999942779541,347200.0,,,,,
2024-07-02,4.119999885559082,4.260000228881836,4.099999904632568,4.260000228881836,442200.0,,,,,
2024-07-03,4.130000114440918,4.199999809265137,4.099999904632568,4.150000095367432,308900.0,,,,,
2024-07-05,4.119999885559082,4.150000095367432,4.010000228881836,4.130000114440918,322900.0,,,,,
2024-07-08,4.179999828338623,4.46999979019165,4.119999885559082,4.150000095367432,526800.0,,,,,
2024-07-09,4.300000190734863,4.389999866485596,4.159999847412109,4.159999847412109,426700.0,,,,,
2024-07-10,4.449999809265137,4.480000019073486,4.28000020980835,4.329999923706055,343300.0,,,,,
2024-07-11,4.909999847412109,4.920000076293945,4.480000019073486,4.489999771118164,711900.0,,,,,
2024-07-12,4.78000020980835,5.039999961853027,4.730000019073486,5.0,552900.0,,,,,
2024-07-15,4.900000095367432,4.940000057220459,4.730000019073486,4.78000020980835,371800.0,,,,,
2024-07-16,5.0,5.050000190734863,4.900000095367432,5.0,589200.0,,,,,
2024-07-17,4.849999904632568,5.010000228881836,4.789999961853027,4.880000114440918,368200.0,,,,,
2024-07-18,4.659999847412109,4.900000095367432,4.619999885559082,4.829999923706055,330200.0,,,,,
2024-07-19,4.650000095367432,4.909999847412109,4.570000171661377,4.670000076293945,208800.0,,,,,
2024-07-22,4.739999771118164,4.78000020980835,4.650000095367432,4.650000095367432,333500.0,,,,,
2024-07-23,4.829999923706055,4.989999771118164,4.670000076293945,4.730000019073486,419900.0,,,,,
2024-07-24,4.769999980926514,4.909999847412109,4.730000019073486,4.789999961853027,287900.0,,,,,
2024-07-25,4.710000038146973,4.789999961853027,4.599999904632568,4.739999771118164,415600.0,,,,,
2024-07-26,4.539999961853027,4.789999961853027,4.519999980926514,4.75,357600.0,,,,,
2024-07-29,4.679999828338623,4.699999809265137,4.340000152587891,4.510000228881836,608400.0,,,,,
2024-07-30,4.519999980926514,4.949999809265137,4.519999980926514,4.630000114440918,1632300.0,,,,,
2024-07-31,4.579999923706055,4.71999979019165,4.460000038146973,4.630000114440918,644400.0,,,,,
2024-08-01,4.460000038146973,4.650000095367432,4.409999847412109,4.599999904632568,414200.0,,,,,
2024-08-02,4.21999979019165,4.400000095367432,4.150000095367432,4.389999866485596,488300.0,,,,,
2024-08-05,4.059999942779541,4.170000076293945,3.7300000190734863,3.940000057220459,615900.0,,,,,
2024-08-06,4.050000190734863,4.170000076293945,4.019999980926514,4.099999904632568,271800.0,,,,,
2024-08-07,3.940000057220459,4.130000114440918,3.930000066757202,4.050000190734863,440000.0,,,,,
2024-08-08,4.0,4.099999904632568,3.930000066757202,4.0,433600.0,,,,,
2024-08-09,3.819999933242798,4.079999923706055,3.7799999713897705,4.03000020980835,723800.0,,,,,
2024-08-12,3.640000104904175,3.890000104904175,3.630000114440918,3.829999923706055,649800.0,,,,,
2024-08-13,3.7799999713897705,3.819999933242798,3.609999895095825,3.700000047683716,516900.0,,,,,
2024-08-14,4.920000076293945,4.989999771118164,3.900000095367432,4.150000095367432,2871900.0,,,,,
2024-08-15,4.800000190734863,4.949999809265137,4.679999828338623,4.929999828338623,911900.0,,,,,
2024-08-16,4.809999942779541,4.929999828338623,4.670000076293945,4.809999942779541,712000.0,,,,,
2024-08-19,5.159999847412109,5.210000038146973,4.679999828338623,4.809999942779541,960900.0,,,,,
2024-08-20,5.019999980926514,5.21999979019165,4.880000114440918,5.119999885559082,467700.0,,,,,
2024-08-21,5.010000228881836,5.159999847412109,4.889999866485596,5.0,451000.0,,,,,
2024-08-22,5.099999904632568,5.25,4.869999885559082,5.010000228881836,455400.0,,,,,
2024-08-23,5.650000095367432,5.739999771118164,5.099999904632568,5.150000095367432,1106700.0,,,,,
2024-08-26,6.269999980926514,6.369999885559082,5.639999866485596,5.860000133514404,1953200.0,,,,,
2024-08-27,6.170000076293945,6.329999923706055,5.929999828338623,6.210000038146973,839300.0,,,,,
2024-08-28,6.019999980926514,6.199999809265137,5.949999809265137,6.190000057220459,530900.0,,,,,
2024-08-29,6.070000171661377,6.389999866485596,6.03000020980835,6.03000020980835,514800.0,,,,,
2024-08-30,6.239999771118164,6.369999885559082,6.0,6.099999904632568,484200.0,,,,,
2024-09-03,5.840000152587891,6.300000190734863,5.760000228881836,6.239999771118164,752100.0,,,,,
2024-09-04,5.739999771118164,5.889999866485596,5.630000114440918,5.789999961853027,622100.0,,,,,
2024-09-05,5.699999809265137,5.840000152587891,5.599999904632568,5.730000019073486,533100.0,,,,,
2024-09-06,5.760000228881836,5.809999942779541,5.309999942779541,5.670000076293945,832900.0,,,,,
2024-09-09,5.599999904632568,5.829999923706055,5.369999885559082,5.739999771118164,1113300.0,,,,,
2024-09-10,6.230000019073486,6.460000038146973,5.539999961853027,5.610000133514404,1552600.0,,,,,
2024-09-11,6.909999847412109,7.03000020980835,6.099999904632568,6.190000057220459,2157500.0,,,,,
2024-09-12,6.860000133514404,7.0,6.639999866485596,6.940000057220459,1059400.0,,,,,
2024-09-13,6.949999809265137,7.139999866485596,6.880000114440918,6.900000095367432,891700.0,,,,,
2024-09-16,7.059999942779541,7.110000133514404,6.800000190734863,7.039999961853027,707400.0,,,,,
2024-09-17,7.210000038146973,7.289999961853027,6.840000152587891,7.150000095367432,935000.0,,,,,
2024-09-18,7.25,7.409999847412109,7.070000171661377,7.25,896400.0,,,,,
2024-09-19,7.010000228881836,7.559999942779541,6.849999904632568,7.400000095367432,1338300.0,,,,,
2024-09-20,7.380000114440918,7.409999847412109,6.929999828338623,7.039999961853027,1056400.0,,,,,
2024-09-23,7.300000190734863,7.429999828338623,7.070000171661377,7.429999828338623,895500.0,,,,,
2024-09-24,7.510000228881836,7.599999904632568,7.269999980926514,7.300000190734863,816400.0,,,,,
2024-09-25,7.760000228881836,7.849999904632568,7.349999904632568,7.519999980926514,1340700.0,,,,,
