Date,Close,High,Low,Open,Volume,"('Close', 'PSNL')","('High', 'PSNL')","('Low', 'PSNL')","('Open', 'PSNL')","('Volume', 'PSNL')"
2024-06-03,1.4500000476837158,1.600000023841858,1.3350000381469729,1.3600000143051147,692400.0,,,,,
2024-06-04,1.350000023841858,1.4550000429153442,1.340000033378601,1.4500000476837158,187600.0,,,,,
2024-06-05,1.4700000286102295,1.5099999904632568,1.3600000143051147,1.3899999856948853,199200.0,,,,,
2024-06-06,1.399999976158142,1.4700000286102295,1.3799999952316284,1.4500000476837158,171400.0,,,,,
2024-06-07,1.350000023841858,1.4199999570846558,1.340000033378601,1.350000023841858,214500.0,,,,,
2024-06-10,1.3200000524520874,1.350000023841858,1.2610000371932983,1.350000023841858,144700.0,,,,,
2024-06-11,1.3300000429153442,1.350000023841858,1.3049999475479126,1.309999942779541,77500.0,,,,,
2024-06-12,1.309999942779541,1.3899999856948853,1.2999999523162842,1.3799999952316284,166700.0,,,,,
2024-06-13,1.3600000143051147,1.399999976158142,1.2899999618530271,1.2999999523162842,318600.0,,,,,
2024-06-14,1.3600000143051147,1.381999969482422,1.309999942779541,1.3600000143051147,220800.0,,,,,
2024-06-17,1.284999966621399,1.3600000143051147,1.2549999952316284,1.350000023841858,400000.0,,,,,
2024-06-18,1.2599999904632568,1.309999942779541,1.2510000467300415,1.2899999618530271,206900.0,,,,,
2024-06-20,1.2300000190734863,1.2790000438690186,1.2200000286102295,1.2699999809265137,272200.0,,,,,
2024-06-21,1.2200000286102295,1.2699999809265137,1.2100000381469729,1.2200000286102295,192300.0,,,,,
2024-06-24,1.2300000190734863,1.309999942779541,1.2300000190734863,1.25,139000.0,,,,,
2024-06-25,1.2100000381469729,1.25,1.2100000381469729,1.25,174100.0,,,,,
2024-06-26,1.184999942779541,1.2400000095367432,1.1799999475479126,1.2100000381469729,151300.0,,,,,
2024-06-27,1.2100000381469729,1.2200000286102295,1.159999966621399,1.190000057220459,292800.0,,,,,
2024-06-28,1.1699999570846558,1.2400000095367432,1.1699999570846558,1.2400000095367432,126500.0,,,,,
2024-07-01,1.1950000524520874,1.2200000286102295,1.1349999904632568,1.2200000286102295,257500.0,,,,,
2024-07-02,1.2000000476837158,1.2200000286102295,1.1699999570846558,1.1799999475479126,86300.0,,,,,
2024-07-03,1.190000057220459,1.225000023841858,1.190000057220459,1.2000000476837158,74900.0,,,,,
2024-07-05,1.5299999713897705,1.5399999618530271,1.2000000476837158,1.2000000476837158,1351300.0,,,,,
2024-07-08,1.5099999904632568,1.75,1.4900000095367432,1.590000033378601,1873200.0,,,,,
2024-07-09,1.4900000095367432,1.590000033378601,1.409999966621399,1.4299999475479126,590100.0,,,,,
2024-07-10,1.5499999523162842,1.6100000143051147,1.4900000095367432,1.5399999618530271,237800.0,,,,,
2024-07-11,1.7000000476837158,1.7899999618530271,1.5230000019073486,1.590000033378601,876400.0,,,,,
2024-07-12,1.659999966621399,1.7899999618530271,1.6100000143051147,1.7000000476837158,427900.0,,,,,
2024-07-15,1.6100000143051147,1.7300000190734863,1.6100000143051147,1.6399999856948853,255900.0,,,,,
2024-07-16,2.009999990463257,2.180000066757202,1.6200000047683716,1.6200000047683716,1130100.0,,,,,
2024-07-17,2.25,2.259999990463257,1.9900000095367432,2.0,952700.0,,,,,
2024-07-18,2.450000047683716,2.6600000858306885,2.220000028610229,2.220000028610229,2009100.0,,,,,
2024-07-19,3.849999904632568,4.519999980926514,2.5,2.5,22803000.0,,,,,
2024-07-22,2.9800000190734863,3.5199999809265137,2.9600000381469727,3.4100000858306885,3105600.0,,,,,
2024-07-23,2.880000114440918,3.109999895095825,2.609999895095825,2.8399999141693115,1008000.0,,,,,
2024-07-24,2.8399999141693115,3.0799999237060547,2.640000104904175,2.75,866100.0,,,,,
2024-07-25,2.859999895095825,3.1600000858306885,2.809999942779541,2.8299999237060547,685800.0,,,,,
2024-07-26,3.450000047683716,3.5,2.930000066757202,2.950000047683716,1903800.0,,,,,
2024-07-29,3.005000114440918,3.680000066757202,2.9100000858306885,3.549999952316284,984800.0,,,,,
2024-07-30,3.119999885559082,3.240000009536743,2.9600000381469727,2.970000028610229,549400.0,,,,,
2024-07-31,3.450000047683716,3.539999961853028,2.970000028610229,3.109999895095825,865400.0,,,,,
2024-08-01,3.569999933242798,3.890000104904175,3.069999933242798,3.450000047683716,1447200.0,,,,,
2024-08-02,3.5999999046325684,3.75,3.119999885559082,3.319999933242798,778800.0,,,,,
2024-08-05,3.150000095367432,3.470000028610229,2.900000095367432,3.200000047683716,1028000.0,,,,,
2024-08-06,3.200000047683716,3.539999961853028,3.1600000858306885,3.1600000858306885,534600.0,,,,,
2024-08-07,2.880000114440918,3.450000047683716,2.809999942779541,3.2699999809265137,846800.0,,,,,
2024-08-08,3.430000066757202,3.670000076293945,3.150000095367432,3.450000047683716,1305700.0,,,,,
2024-08-09,3.259999990463257,3.5,3.049999952316284,3.430000066757202,714500.0,,,,,
2024-08-12,4.309999942779541,4.585000038146973,3.2699999809265137,3.289999961853028,4741500.0,,,,,
2024-08-13,4.659999847412109,5.0,4.070000171661377,4.309999942779541,2413500.0,,,,,
2024-08-14,4.460000038146973,4.900000095367432,4.360000133514404,4.679999828338623,1112000.0,,,,,
2024-08-15,5.070000171661377,5.099999904632568,4.199999809265137,4.550000190734863,1111500.0,,,,,
2024-08-16,5.989999771118164,7.199999809265137,5.159999847412109,5.159999847412109,6297100.0,,,,,
2024-08-19,5.840000152587891,6.349999904632568,5.599999904632568,6.010000228881836,2719200.0,,,,,
2024-08-20,5.690000057220459,6.27899980545044,5.449999809265137,5.849999904632568,1474100.0,,,,,
2024-08-21,6.340000152587891,6.440000057220459,5.697999954223633,6.03000020980835,1898900.0,,,,,
2024-08-22,5.710000038146973,6.449999809265137,5.579999923706055,6.449999809265137,1971900.0,,,,,
2024-08-23,5.96999979019165,6.260000228881836,5.735000133514404,5.860000133514404,1263100.0,,,,,
2024-08-26,5.800000190734863,6.230000019073486,5.599999904632568,6.099999904632568,1324400.0,,,,,
2024-08-27,5.760000228881836,5.840000152587891,5.340000152587891,5.840000152587891,786100.0,,,,,
2024-08-28,5.53000020980835,5.769999980926514,5.369999885559082,5.519999980926514,700400.0,,,,,
2024-08-29,5.800000190734863,5.864999771118164,5.5,5.619999885559082,1337800.0,,,,,
2024-08-30,5.440000057220459,6.190000057220459,5.159999847412109,5.78000020980835,1341000.0,,,,,
2024-09-03,5.21999979019165,5.777999877929688,5.195000171661377,5.380000114440918,834900.0,,,,,
2024-09-04,5.389999866485596,5.670000076293945,5.0,5.119999885559082,807300.0,,,,,
2024-09-05,5.159999847412109,5.610000133514404,5.019999980926514,5.380000114440918,630500.0,,,,,
2024-09-06,5.369999885559082,5.389999866485596,4.849999904632568,5.099999904632568,695500.0,,,,,
2024-09-09,5.320000171661377,5.497000217437744,5.099999904632568,5.409999847412109,464400.0,,,,,
2024-09-10,5.769999980926514,5.900000095367432,5.300000190734863,5.440000057220459,864500.0,,,,,
2024-09-11,5.949999809265137,6.019999980926514,5.539999961853027,5.78000020980835,1857500.0,,,,,
2024-09-12,5.730000019073486,6.050000190734863,5.550000190734863,6.0,981500.0,,,,,
2024-09-13,5.690000057220459,5.909999847412109,5.460000038146973,5.760000228881836,595000.0,,,,,
2024-09-16,5.519999980926514,5.679999828338623,5.389999866485596,5.659999847412109,502200.0,,,,,
2024-09-17,5.670000076293945,5.934999942779541,5.340000152587891,5.46999979019165,751900.0,,,,,
2024-09-18,5.519999980926514,5.925000190734863,5.360000133514404,5.760000228881836,1009900.0,,,,,
2024-09-19,5.929999828338623,6.230000019073486,5.619999885559082,5.800000190734863,1699800.0,,,,,
2024-09-20,5.739999771118164,6.150000095367432,5.46999979019165,6.0,1219600.0,,,,,
2024-09-23,5.065000057220459,5.730000019073486,5.052999973297119,5.699999809265137,897800.0,,,,,
2024-09-24,4.840000152587891,5.166999816894531,4.635000228881836,5.070000171661377,1086400.0,,,,,
2024-09-25,4.659999847412109,5.059999942779541,4.659999847412109,4.840000152587891,766400.0,,,,,
2024-09-26,5.159999847412109,5.170000076293945,4.679999828338623,4.679999828338623,736500.0,,,,,
2024-09-27,5.21999979019165,5.46999979019165,5.130000114440918,5.409999847412109,592400.0,,,,,
2024-09-30,5.380000114440918,5.550000190734863,5.059999942779541,5.179999828338623,679100.0,,,,,
2024-10-01,4.929999828338623,5.409999847412109,4.829999923706055,5.329999923706055,605800.0,,,,,
2024-10-02,4.820000171661377,4.900000095367432,4.710000038146973,4.900000095367432,502800.0,,,,,
2024-10-03,4.829999923706055,4.920000076293945,4.739999771118164,4.820000171661377,370800.0,,,,,
