Date,Close,High,Low,Open,Volume,"('Close', 'OKTA')","('High', 'OKTA')","('Low', 'OKTA')","('Open', 'OKTA')","('Volume', 'OKTA')"
2024-06-03,88.5,91.7300033569336,87.4000015258789,90.48999786376952,2333400.0,,,,,
2024-06-04,86.62000274658203,89.0999984741211,86.5199966430664,88.0999984741211,1695900.0,,,,,
2024-06-05,88.51000213623047,88.94999694824219,87.01000213623047,87.51000213623047,1529800.0,,,,,
2024-06-06,87.69000244140625,89.27999877929688,87.55999755859375,88.2699966430664,1194300.0,,,,,
2024-06-07,87.41999816894531,87.70999908447266,86.11000061035156,87.25,1016200.0,,,,,
2024-06-10,89.11000061035156,89.31999969482422,86.54000091552734,86.81999969482422,2090000.0,,,,,
2024-06-11,89.13999938964844,89.83000183105469,88.29000091552734,88.94999694824219,1517600.0,,,,,
2024-06-12,89.29000091552734,91.68000030517578,88.88999938964844,90.56999969482422,1645400.0,,,,,
2024-06-13,88.23999786376953,89.41899871826172,87.37000274658203,88.83000183105469,1264600.0,,,,,
2024-06-14,89.76000213623047,90.46499633789062,87.91999816894531,88.41000366210938,1500900.0,,,,,
2024-06-17,89.77999877929688,90.4499969482422,88.33000183105469,89.04000091552734,1500500.0,,,,,
2024-06-18,87.54000091552734,89.98999786376953,87.41000366210938,89.44000244140625,1336100.0,,,,,
2024-06-20,86.5199966430664,87.98999786376953,85.7300033569336,87.1500015258789,1606100.0,,,,,
2024-06-21,86.91000366210938,87.18000030517578,85.8030014038086,86.31999969482422,3120900.0,,,,,
2024-06-24,88.3499984741211,88.68000030517578,86.3499984741211,86.51000213623047,1886300.0,,,,,
2024-06-25,88.9000015258789,89.25,87.67500305175781,88.5,1383500.0,,,,,
2024-06-26,88.30000305175781,89.36499786376953,88.12999725341797,88.54000091552734,677700.0,,,,,
2024-06-27,92.37000274658205,92.58999633789062,88.08799743652344,88.11000061035156,1865700.0,,,,,
2024-06-28,93.61000061035156,95.29000091552734,92.5999984741211,92.8000030517578,3899800.0,,,,,
2024-07-01,94.5500030517578,94.62999725341795,92.0199966430664,93.13999938964844,1423500.0,,,,,
2024-07-02,93.61000061035156,96.2249984741211,93.13999938964844,94.83999633789062,1113500.0,,,,,
2024-07-03,93.79000091552734,94.7699966430664,93.41000366210938,94.01000213623048,563700.0,,,,,
2024-07-05,96.3499984741211,96.5500030517578,92.79000091552734,93.08000183105467,1239000.0,,,,,
2024-07-08,98.0500030517578,98.25,95.7699966430664,96.13999938964844,2013800.0,,,,,
2024-07-09,94.63999938964844,98.31999969482422,91.5999984741211,98.0,2134100.0,,,,,
2024-07-10,92.79000091552734,95.0,91.13999938964844,95.0,1442200.0,,,,,
2024-07-11,93.25,95.87000274658205,92.83999633789062,93.87999725341795,1109900.0,,,,,
2024-07-12,96.08000183105467,96.41999816894533,92.81999969482422,93.19000244140624,1603300.0,,,,,
2024-07-15,98.47000122070312,99.23999786376952,96.27999877929688,97.0,1568000.0,,,,,
2024-07-16,100.38999938964844,100.7300033569336,98.26000213623048,99.4000015258789,1771300.0,,,,,
2024-07-17,96.19000244140624,99.41999816894533,95.9000015258789,99.04000091552734,1726200.0,,,,,
2024-07-18,93.91999816894533,96.75499725341795,93.25499725341795,96.75,1758900.0,,,,,
2024-07-19,94.02999877929688,94.7249984741211,92.63999938964844,94.52999877929688,1412000.0,,,,,
2024-07-22,95.0199966430664,96.98999786376952,94.0,94.94000244140624,1293400.0,,,,,
2024-07-23,96.0500030517578,97.23999786376952,94.78500366210938,95.0,1121100.0,,,,,
2024-07-24,92.69000244140624,96.3000030517578,92.41999816894533,94.76000213623048,1631100.0,,,,,
2024-07-25,93.11000061035156,95.06300354003906,90.91999816894533,92.75,1565700.0,,,,,
2024-07-26,93.4800033569336,95.18000030517578,91.88999938964844,94.36000061035156,1321700.0,,,,,
2024-07-29,94.2300033569336,94.55899810791016,92.3000030517578,93.9000015258789,1117600.0,,,,,
2024-07-30,92.81999969482422,95.29000091552734,91.6999969482422,94.70999908447266,822300.0,,,,,
2024-07-31,93.94000244140624,94.86000061035156,92.3499984741211,93.68000030517578,741500.0,,,,,
2024-08-01,91.37999725341795,94.4000015258789,90.41000366210938,94.31999969482422,1167200.0,,,,,
2024-08-02,86.69000244140625,89.6500015258789,86.0199966430664,88.97000122070312,2180000.0,,,,,
2024-08-05,82.8499984741211,84.98999786376953,79.68000030517578,80.58999633789062,2254800.0,,,,,
2024-08-06,83.80000305175781,84.30000305175781,82.08000183105469,84.08000183105469,2975400.0,,,,,
2024-08-07,85.76000213623047,88.9000015258789,85.66999816894531,85.83000183105469,2102800.0,,,,,
2024-08-08,88.6500015258789,89.23999786376953,86.0,86.63999938964844,1293000.0,,,,,
2024-08-09,90.36000061035156,91.23999786376952,88.7699966430664,88.7699966430664,2164000.0,,,,,
2024-08-12,92.0199966430664,92.25,88.69999694824219,90.36000061035156,1310500.0,,,,,
2024-08-13,92.81999969482422,94.81999969482422,91.0,92.0199966430664,1565900.0,,,,,
2024-08-14,95.08000183105467,95.20999908447266,92.00499725341795,93.25,1623000.0,,,,,
2024-08-15,95.51000213623048,97.54000091552734,95.4000015258789,96.5,1292200.0,,,,,
2024-08-16,96.69000244140624,96.83999633789062,94.31999969482422,95.1999969482422,1763800.0,,,,,
