Date,Close,High,Low,Open,Volume,"('Close', 'CLX')","('High', 'CLX')","('Low', 'CLX')","('Open', 'CLX')","('Volume', 'CLX')"
2024-06-03,125.6227569580078,127.52003011192464,125.03824166547668,125.59401150274311,1050600.0,,,,,
2024-06-04,126.91633605957033,127.74999805879185,125.55566434219564,126.01560621057718,1015200.0,,,,,
2024-06-05,126.33181762695312,126.80135104866194,125.37359689624876,126.67677767485822,812100.0,,,,,
2024-06-06,126.90676879882812,127.51045259927648,125.84314309490406,126.00603888110815,775200.0,,,,,
2024-06-07,127.41461181640624,128.40157799998667,126.71511477648636,126.71511477648636,1147400.0,,,,,
2024-06-10,126.2168426513672,126.6480390792712,124.48246537430047,126.36056992023892,1029700.0,,,,,
2024-06-11,126.69595336914062,126.86842609223116,124.33872380454818,126.03477868804924,736300.0,,,,,
2024-06-12,125.47901153564452,127.01217067271187,125.07656055195442,127.01217067271187,976300.0,,,,,
2024-06-13,127.26128387451172,127.79788510622087,125.44067046388604,125.91018923098808,999600.0,,,,,
2024-06-14,128.11410522460938,128.25784710300894,125.91019468073785,126.70551961976176,638300.0,,,,,
2024-06-17,132.19613647460938,132.7518916234163,127.65416501497964,127.65416501497964,1944600.0,,,,,
2024-06-18,132.83815002441406,133.07770521691498,131.017521788634,132.13863833498365,1155300.0,,,,,
2024-06-20,130.06890869140625,132.98189375958802,129.77184793403535,132.33031057351343,1873700.0,,,,,
2024-06-21,130.9312744140625,131.73617628404523,129.8005810187945,130.6246513965256,4436400.0,,,,,
2024-06-24,130.43301391601562,132.1003234138482,129.77183920788735,130.126390855331,1452300.0,,,,,
2024-06-25,128.75613403320312,131.57330573938285,128.4399193905411,131.2762596081431,1025800.0,,,,,
2024-06-26,129.63768005371094,130.71089724628337,127.56793432641872,127.73083010089658,1187100.0,,,,,
2024-06-27,130.89295959472656,131.55411962678946,129.1873278386005,129.46520542123957,979500.0,,,,,
2024-06-28,130.7683868408203,131.43913844114522,130.2509394482209,130.4713407479113,1667400.0,,,,,
2024-07-01,128.63156127929688,131.87992910097836,128.20994180157962,131.2570768284275,890000.0,,,,,
2024-07-02,127.97038269042967,129.07233069239064,127.6829135443087,128.84236707252435,903100.0,,,,,
2024-07-03,126.9259262084961,128.62196639838118,126.8588437381846,127.97038331055174,548500.0,,,,,
2024-07-05,127.65415954589844,127.84580075672012,125.62273639287176,126.9259170962612,1029200.0,,,,,
2024-07-08,127.29962158203124,128.13326888431206,126.24557299880158,127.730817958339,1105000.0,,,,,
2024-07-09,126.34143829345705,126.74388933849914,125.88148170944488,126.60014742301108,1109900.0,,,,,
2024-07-10,129.05316162109375,129.12024409078776,126.2647503933529,126.29349584571088,1190100.0,,,,,
2024-07-11,129.20648193359375,130.3851039789762,128.6411352023351,129.3598007621247,1053100.0,,,,,
2024-07-12,130.70130920410156,131.5541251177605,129.8868303097581,129.8868303097581,734700.0,,,,,
2024-07-15,128.54530334472656,130.53840419076036,128.45906698930048,130.34676297160647,931500.0,,,,,
2024-07-16,130.18386840820312,130.65340182756708,128.50698213784491,128.52615064632394,1012700.0,,,,,
2024-07-17,131.46788024902344,131.8415857460785,130.14554559398368,130.3755092098404,1170300.0,,,,,
2024-07-18,130.61505126953125,133.0010258933752,130.4809009666617,131.25705733478458,906300.0,,,,,
2024-07-19,129.49395751953125,131.90867801443227,129.02442406679555,131.90867801443227,827000.0,,,,,
2024-07-22,127.47210693359376,130.1647049382473,124.92323619487638,129.83891338793293,1498500.0,,,,,
2024-07-23,127.02174377441406,127.33795838516636,125.84313631345636,126.84927105288848,1075300.0,,,,,
2024-07-24,127.25171661376952,128.17160033203746,126.06351763794471,127.11756629563511,767600.0,,,,,
2024-07-25,127.77874755859376,129.72393458290233,127.43378749106031,127.5775147603289,1083500.0,,,,,
2024-07-26,128.98609924316406,129.64727391801517,127.8841511992714,128.45907489210242,1452800.0,,,,,
2024-07-29,128.29617309570312,129.47478050093648,126.6001183077804,128.80402891345764,1584600.0,,,,,
2024-07-30,126.22643280029295,126.81094812366652,123.79255819129068,126.389328595818,1516400.0,,,,,
2024-07-31,126.41805267333984,127.54876072692146,125.08612645631716,126.97382244594264,1764400.0,,,,,
2024-08-01,128.5357208251953,129.52268695124565,125.4789945309806,127.06006741830916,2627200.0,,,,,
