Date,Close,High,Low,Open,Volume,"('Close', 'LIDR')","('High', 'LIDR')","('Low', 'LIDR')","('Open', 'LIDR')","('Volume', 'LIDR')"
2024-06-03,3.3399999141693115,3.640000104904175,3.109999895095825,3.4200000762939453,835800.0,,,,,
2024-06-04,3.1600000858306885,3.430000066757202,3.0,3.2799999713897705,542000.0,,,,,
2024-06-05,3.2100000381469727,3.309999942779541,3.117000102996826,3.150000095367432,353800.0,,,,,
2024-06-06,3.0799999237060547,3.2100000381469727,2.799999952316284,3.2100000381469727,470400.0,,,,,
2024-06-07,2.680000066757202,3.069999933242798,2.5299999713897705,3.009999990463257,623600.0,,,,,
2024-06-10,2.4600000381469727,2.799999952316284,2.309999942779541,2.7799999713897705,498200.0,,,,,
2024-06-11,2.3499999046325684,2.470000028610229,2.1700000762939453,2.4200000762939453,416300.0,,,,,
2024-06-12,2.390000104904175,2.509999990463257,2.2699999809265137,2.2699999809265137,362200.0,,,,,
2024-06-13,2.299999952316284,2.440000057220459,2.240000009536743,2.390000104904175,178900.0,,,,,
2024-06-14,2.2699999809265137,2.450000047683716,2.2300000190734863,2.289999961853028,231500.0,,,,,
2024-06-17,2.240000009536743,2.369999885559082,2.109999895095825,2.2699999809265137,249800.0,,,,,
2024-06-18,2.0,2.299000024795532,1.919999957084656,2.259999990463257,466200.0,,,,,
2024-06-20,1.9299999475479128,2.059999942779541,1.899999976158142,2.0,200400.0,,,,,
2024-06-21,1.899999976158142,1.9900000095367432,1.8450000286102293,1.919999957084656,221100.0,,,,,
2024-06-24,2.0999999046325684,2.140000104904175,1.8899999856948853,1.919999957084656,247100.0,,,,,
2024-06-25,1.899999976158142,2.1700000762939453,1.899999976158142,2.0999999046325684,175000.0,,,,,
2024-06-26,1.940000057220459,2.049999952316284,1.899999976158142,1.9800000190734863,125300.0,,,,,
2024-06-27,1.9700000286102293,1.9700000286102293,1.8799999952316284,1.919999957084656,118900.0,,,,,
2024-06-28,1.950000047683716,2.0,1.870000004768372,2.0,158100.0,,,,,
2024-07-01,1.9600000381469729,1.9700000286102293,1.8799999952316284,1.9600000381469729,112800.0,,,,,
2024-07-02,1.7799999713897705,1.950000047683716,1.690000057220459,1.950000047683716,371800.0,,,,,
2024-07-03,1.7899999618530271,1.899999976158142,1.7799999713897705,1.7799999713897705,139900.0,,,,,
2024-07-05,1.7799999713897705,1.9700000286102293,1.7000000476837158,1.9700000286102293,157800.0,,,,,
2024-07-08,1.690000057220459,1.830000042915344,1.6200000047683716,1.7999999523162842,217800.0,,,,,
2024-07-09,1.690000057220459,1.7999999523162842,1.590000033378601,1.7100000381469729,306000.0,,,,,
2024-07-10,1.7400000095367432,1.7999999523162842,1.6299999952316284,1.7000000476837158,186300.0,,,,,
2024-07-11,1.850000023841858,1.9299999475479128,1.7699999809265137,1.7799999713897705,201800.0,,,,,
2024-07-12,1.840000033378601,1.8899999856948853,1.7599999904632568,1.8899999856948853,247300.0,,,,,
2024-07-15,1.840000033378601,1.9700000286102293,1.7699999809265137,1.8899999856948853,419100.0,,,,,
2024-07-16,1.840000033378601,1.850000023841858,1.7200000286102295,1.7899999618530271,193600.0,,,,,
2024-07-17,1.7100000381469729,1.8200000524520876,1.6799999475479126,1.7799999713897705,187300.0,,,,,
2024-07-18,1.6100000143051147,1.7300000190734863,1.5800000429153442,1.690000057220459,162200.0,,,,,
2024-07-19,1.5299999713897705,1.6139999628067017,1.4600000381469729,1.5800000429153442,194300.0,,,,,
2024-07-22,1.5199999809265137,1.590000033378601,1.4490000009536743,1.590000033378601,111900.0,,,,,
2024-07-23,1.5800000429153442,1.590000033378601,1.4600000381469729,1.5,176800.0,,,,,
2024-07-24,1.409999966621399,1.5700000524520874,1.3799999952316284,1.5700000524520874,128100.0,,,,,
2024-07-25,1.4299999475479126,1.4800000190734863,1.375,1.440000057220459,76800.0,,,,,
2024-07-26,1.5099999904632568,1.5290000438690186,1.3200000524520874,1.409999966621399,140200.0,,,,,
2024-07-29,1.559999942779541,1.5800000429153442,1.350000023841858,1.3799999952316284,2311600.0,,,,,
2024-07-30,1.4600000381469729,1.6799999475479126,1.440000057220459,1.6100000143051147,400900.0,,,,,
2024-07-31,1.409999966621399,1.4900000095367432,1.3600000143051147,1.4800000190734863,275100.0,,,,,
2024-08-01,1.350000023841858,1.409999966621399,1.309999942779541,1.3899999856948853,244300.0,,,,,
2024-08-02,1.3300000429153442,1.409999966621399,1.2300000190734863,1.309999942779541,188100.0,,,,,
2024-08-05,1.350000023841858,1.399999976158142,1.1699999570846558,1.1799999475479126,230100.0,,,,,
2024-08-06,1.25,1.3799999952316284,1.190000057220459,1.3799999952316284,165700.0,,,,,
2024-08-07,1.2100000381469729,1.3200000524520874,1.190000057220459,1.309999942779541,149500.0,,,,,
2024-08-08,1.2100000381469729,1.2200000286102295,1.159999966621399,1.2000000476837158,116300.0,,,,,
2024-08-09,1.159999966621399,1.2300000190734863,1.149999976158142,1.2300000190734863,78600.0,,,,,
2024-08-12,1.100000023841858,1.1799999475479126,1.0299999713897705,1.1699999570846558,154300.0,,,,,
2024-08-13,1.100000023841858,1.1399999856948853,1.0499999523162842,1.1299999952316284,93900.0,,,,,
2024-08-14,1.1050000190734863,1.149999976158142,1.090000033378601,1.090000033378601,40900.0,,,,,
2024-08-15,1.2200000286102295,1.2400000095367432,1.1200000047683716,1.1399999856948853,119200.0,,,,,
2024-08-16,1.2200000286102295,1.2799999713897705,1.190000057220459,1.2699999809265137,101100.0,,,,,
2024-08-19,1.3200000524520874,1.3600000143051147,1.2300000190734863,1.25,206800.0,,,,,
2024-08-20,1.3200000524520874,1.3600000143051147,1.2799999713897705,1.340000033378601,129100.0,,,,,
2024-08-21,1.5,1.840000033378601,1.2799999713897705,1.340000033378601,1474400.0,,,,,
2024-08-22,1.2699999809265137,1.5399999618530271,1.1699999570846558,1.5,669300.0,,,,,
2024-08-23,1.3200000524520874,1.3700000047683716,1.2400000095367432,1.340000033378601,178700.0,,,,,
2024-08-26,1.350000023841858,1.399999976158142,1.2699999809265137,1.2899999618530271,119200.0,,,,,
2024-08-27,1.3300000429153442,1.3799999952316284,1.2699999809265137,1.350000023841858,55500.0,,,,,
2024-08-28,1.2699999809265137,1.3170000314712524,1.2599999904632568,1.309000015258789,60500.0,,,,,
2024-08-29,1.25,1.284999966621399,1.2000000476837158,1.2799999713897705,147900.0,,,,,
2024-08-30,1.25,1.2799999713897705,1.2200000286102295,1.25,96100.0,,,,,
2024-09-03,1.190000057220459,1.2450000047683716,1.1699999570846558,1.2400000095367432,45300.0,,,,,
2024-09-04,1.1299999952316284,1.1799999475479126,1.100000023841858,1.1799999475479126,92400.0,,,,,
2024-09-05,1.090000033378601,1.149999976158142,1.0700000524520874,1.1399999856948853,212300.0,,,,,
2024-09-06,1.0800000429153442,1.1100000143051147,1.0700000524520874,1.0800000429153442,129100.0,,,,,
2024-09-09,1.100000023841858,1.149999976158142,1.0499999523162842,1.0499999523162842,145600.0,,,,,
2024-09-10,1.100000023841858,1.1200000047683716,1.059999942779541,1.100000023841858,114700.0,,,,,
2024-09-11,1.090000033378601,1.1299999952316284,1.0499999523162842,1.1100000143051147,99800.0,,,,,
2024-09-12,1.059999942779541,1.0859999656677246,1.0499999523162842,1.0499999523162842,58200.0,,,,,
2024-09-13,1.100000023841858,1.184000015258789,1.059999942779541,1.059999942779541,161800.0,,,,,
2024-09-16,1.1200000047683716,1.1799999475479126,1.0499999523162842,1.0499999523162842,73300.0,,,,,
2024-09-17,1.2200000286102295,1.2699999809265137,1.1100000143051147,1.1100000143051147,191100.0,,,,,
2024-09-18,1.149999976158142,1.2400000095367432,1.1299999952316284,1.2300000190734863,157900.0,,,,,
2024-09-19,1.190000057220459,1.2100000381469729,1.1299999952316284,1.149999976158142,85700.0,,,,,
2024-09-20,1.090000033378601,1.2200000286102295,1.090000033378601,1.2000000476837158,105500.0,,,,,
2024-09-23,1.090000033378601,1.159999966621399,1.0700000524520874,1.149999976158142,66400.0,,,,,
2024-09-24,1.1100000143051147,1.1299999952316284,1.059999942779541,1.1100000143051147,105900.0,,,,,
2024-09-25,1.0700000524520874,1.1299999952316284,1.059999942779541,1.1100000143051147,102400.0,,,,,
2024-09-26,1.100000023841858,1.149999976158142,1.0700000524520874,1.0800000429153442,101400.0,,,,,
2024-09-27,1.1299999952316284,1.1519999504089355,1.090000033378601,1.090000033378601,63200.0,,,,,
2024-09-30,1.1399999856948853,1.1699999570846558,1.100000023841858,1.1699999570846558,96000.0,,,,,
2024-10-01,1.1100000143051147,1.14900004863739,1.100000023841858,1.1399999856948853,34200.0,,,,,
2024-10-02,1.100000023841858,1.1399999856948853,1.090000033378601,1.100000023841858,39700.0,,,,,
2024-10-03,1.149999976158142,1.2000000476837158,1.1100000143051147,1.1299999952316284,116900.0,,,,,
2024-10-04,1.1699999570846558,1.1799999475479126,1.1200000047683716,1.1799999475479126,80200.0,,,,,
