Date,Close,High,Low,Open,Volume,"('Close', 'DHR')","('High', 'DHR')","('Low', 'DHR')","('Open', 'DHR')","('Volume', 'DHR')"
2024-06-03,259.2725830078125,259.4610535213978,254.6203945290437,255.16594794951175,3003200.0,,,,,
2024-06-04,261.206787109375,262.09955472987065,257.9036498367038,259.2824569565442,3119800.0,,,,,
2024-06-05,265.6903991699219,265.9284544236647,260.48272859364045,261.87143469301094,2552000.0,,,,,
2024-06-06,265.81939697265625,266.94026081341667,263.4288241914778,265.26391444698703,2405900.0,,,,,
2024-06-07,260.9588623046875,265.57139515674254,260.70097918071025,265.4225803383986,3626800.0,,,,,
2024-06-10,262.5360412597656,263.4982215884037,259.7685278985865,260.26449651599745,3115400.0,,,,,
2024-06-11,259.1435852050781,262.44672265587883,258.1913339995846,261.97061218889206,3444700.0,,,,,
2024-06-12,262.4764709472656,263.9643766508157,258.46906671453104,259.31221933418,3311200.0,,,,,
2024-06-13,252.9539031982422,261.3754555841539,250.3947033728157,261.3754555841539,4945500.0,,,,,
2024-06-14,252.79519653320312,252.815024379068,250.91050680858476,251.54534599874583,3097200.0,,,,,
2024-06-17,252.0810089111328,253.18205982355232,251.93220924765083,252.2198795155929,3366800.0,,,,,
2024-06-18,255.43374633789065,256.296726818848,251.95203723876784,252.8646176046013,3162200.0,,,,,
2024-06-20,246.5559234619141,249.7400487331975,245.2068881799397,248.3711704679667,6112100.0,,,,,
2024-06-21,252.90431213378903,253.05309665769764,247.46848544533796,247.83551249724624,6729000.0,,,,,
2024-06-24,254.68983459472656,256.20749747527,250.8807838033166,252.8944153411817,3122500.0,,,,,
2024-06-25,252.0909118652344,255.33455065026487,251.96195518964677,254.07480134167804,2524100.0,,,,,
2024-06-26,251.54534912109372,253.68793709039275,250.17648608717525,251.13865123941227,2460900.0,,,,,
2024-06-27,249.7301177978516,251.0394822392391,249.0060078399237,250.90061162900963,2409200.0,,,,,
2024-06-28,248.1016082763672,250.85221348914084,246.2546235593364,248.37964768305903,4638300.0,,,,,
2024-07-01,242.79898071289065,248.54847236807387,241.49815015745887,248.23070436722924,3925500.0,,,,,
2024-07-02,238.7276611328125,240.82289636855583,237.19842926869063,240.47533953979783,5067900.0,,,,,
2024-07-03,238.32054138183597,241.35912586013245,238.32054138183597,239.22417707105828,1935800.0,,,,,
2024-07-05,237.57579040527344,239.7405280563766,236.831038711213,239.3036197902179,3932300.0,,,,,
2024-07-08,238.96597290039065,239.01562604069545,236.28486999605263,237.78431301239812,2489800.0,,,,,
2024-07-09,238.11199951171875,240.1873857005588,237.0494949982084,240.1873857005588,2064200.0,,,,,
2024-07-10,240.505126953125,240.68387522604775,238.2708720296612,238.70779541679363,2108200.0,,,,,
2024-07-11,244.54666137695312,246.9497249351897,240.3164622152873,242.0045781137611,2815400.0,,,,,
2024-07-12,244.9736328125,246.51278920956813,243.07699502741613,244.20901689746424,2546200.0,,,,,
2024-07-15,244.5069274902344,245.70846681925096,242.05421084380467,244.67573604601156,2869200.0,,,,,
2024-07-16,250.3755645751953,250.9217187948165,245.341051491803,246.2645362296993,2754000.0,,,,,
2024-07-17,249.49180603027344,252.7687163637599,249.1541889143172,250.71319450976893,2718500.0,,,,,
2024-07-18,243.0770263671875,253.6723742427028,240.18740118951416,247.8930935833308,4266900.0,,,,,
2024-07-19,241.8357391357422,243.5337794945152,239.31352031876924,243.2756043878992,2982600.0,,,,,
2024-07-22,249.1343231201172,249.5116688074389,243.46427385098988,244.38777378259007,3314300.0,,,,,
2024-07-23,262.331298828125,271.0697358677165,261.7156423481943,268.1105785725425,7523300.0,,,,,
2024-07-24,263.9002990722656,266.3927142208386,259.7694058971015,260.0474453269671,4080200.0,,,,,
2024-07-25,268.199951171875,274.3764258517984,262.53985701244744,263.52291945874344,4250000.0,,,,,
2024-07-26,271.99322509765625,275.77656090036925,269.2922580121268,269.9972810601229,2810100.0,,,,,
2024-07-29,269.7490539550781,271.3279238890914,266.2139683850818,270.1959170872053,2176400.0,,,,,
2024-07-30,273.2642822265625,274.31686215112825,269.85829189888227,271.3180063684628,2953200.0,,,,,
2024-07-31,275.1410522460937,278.2988224568256,271.54638892165,273.57212201260506,2887200.0,,,,,
2024-08-01,278.7953186035156,279.72874313345034,276.302873283794,277.3058152434952,2132400.0,,,,,
2024-08-02,274.8133544921875,277.49447251128095,270.2356289687088,277.49447251128095,3108800.0,,,,,
2024-08-05,267.43536376953125,271.3577043356749,263.91018772449024,267.3162083523959,2632600.0,,,,,
2024-08-06,267.0877990722656,272.15211627961617,266.81969939160217,269.1333811502743,2763600.0,,,,,
2024-08-07,261.4674072265625,269.1333854335387,261.07021240680655,268.1105943782566,2805300.0,,,,,
2024-08-08,266.7601623535156,267.5744012387831,261.60647780024266,263.23498587480395,2265100.0,,,,,
2024-08-09,266.2337951660156,268.49786918773015,264.8435981997163,266.5317139970933,2017800.0,,,,,
2024-08-12,265.3302001953125,266.4026292384873,262.4306204349888,266.3629006653261,2099800.0,,,,,
2024-08-13,266.8296203613281,268.35885227849485,265.2606901739141,266.1841749735443,1858000.0,,,,,
2024-08-14,266.2040100097656,267.1573139176263,263.94990597968103,266.601235123385,1357700.0,,,,,
2024-08-15,267.4452514648437,268.80568984404687,265.11172069273766,268.110576228513,1653500.0,,,,,
2024-08-16,267.43536376953125,267.82261887522105,264.87340108503105,266.9984403706866,1746500.0,,,,,
2024-08-19,269.3717041015625,270.3647063318534,267.3261219314851,268.1106021785414,1603000.0,,,,,
2024-08-20,269.75897216796875,271.7847050726052,269.18301394118936,269.9377052849605,1409500.0,,,,,
2024-08-21,269.2029113769531,271.83436123310827,267.8325634470247,270.1065470452976,1455100.0,,,,,
2024-08-22,265.9557800292969,270.3250141847644,265.3798520564528,270.3250141847644,1662800.0,,,,,
2024-08-23,267.5942687988281,268.83552166494707,264.4563779167965,267.36586736201326,1464000.0,,,,,
2024-08-26,266.1941223144531,268.4382868086,265.5089483327819,268.0410919665936,1252200.0,,,,,
2024-08-27,266.9388732910156,267.66374554212587,265.3004256321203,266.78992901366587,1552500.0,,,,,
2024-08-28,264.1981506347656,267.0877905390146,263.3540927431705,266.15436609005354,1693000.0,,,,,
2024-08-29,265.15142822265625,266.6608109139148,263.15551446995875,265.1613679416318,1904000.0,,,,,
2024-08-30,267.4254150390625,267.4254150390625,263.7314457122242,266.422473138597,4600100.0,,,,,
2024-09-03,262.3809814453125,267.3162035769876,260.7524432961619,265.1812246100364,2325500.0,,,,,
2024-09-04,262.6391296386719,263.2647258434408,259.25298866189064,260.40487479536625,1732800.0,,,,,
2024-09-05,262.8576354980469,264.09888839736675,259.75947310998856,262.48028976800947,1764100.0,,,,,
