Date,Close,High,Low,Open,Volume,"('Close', 'WOK')","('High', 'WOK')","('Low', 'WOK')","('Open', 'WOK')","('Volume', 'WOK')"
2024-08-23,3.5999999046325684,4.199999809265137,3.5,3.5999999046325684,1072700.0,,,,,
2024-08-26,3.700000047683716,3.990000009536743,3.549999952316284,3.609999895095825,383000.0,,,,,
2024-08-27,3.5299999713897705,3.700000047683716,3.259999990463257,3.5999999046325684,230700.0,,,,,
2024-08-28,3.75,4.050000190734863,3.509999990463257,3.509999990463257,339700.0,,,,,
2024-08-29,3.930000066757202,5.289999961853027,3.7100000381469727,3.839999914169312,1244300.0,,,,,
2024-08-30,4.809999942779541,5.800000190734863,4.050000190734863,4.050000190734863,2723100.0,,,,,
2024-09-03,6.309999942779541,6.599999904632568,4.46999979019165,4.760000228881836,1110100.0,,,,,
2024-09-04,7.570000171661377,8.07699966430664,6.199999809265137,6.46999979019165,803000.0,,,,,
2024-09-05,5.349999904632568,7.929999828338623,4.150000095367432,7.679999828338623,720800.0,,,,,
2024-09-06,4.550000190734863,5.535999774932861,4.5,4.829999923706055,210800.0,,,,,
2024-09-09,5.050000190734863,5.400000095367432,4.5,4.789999961853027,136200.0,,,,,
2024-09-10,5.039999961853027,5.482999801635742,4.840000152587891,5.0,85500.0,,,,,
2024-09-11,4.869999885559082,5.21999979019165,4.71999979019165,4.920000076293945,80700.0,,,,,
2024-09-12,5.150000095367432,5.440000057220459,4.909999847412109,4.949999809265137,95200.0,,,,,
2024-09-13,4.659999847412109,5.199999809265137,4.659999847412109,5.070000171661377,54900.0,,,,,
2024-09-16,4.340000152587891,4.769999980926514,4.110000133514404,4.599999904632568,94300.0,,,,,
2024-09-17,4.199999809265137,4.5,4.199999809265137,4.5,13600.0,,,,,
2024-09-18,4.360000133514404,4.599999904632568,4.201000213623047,4.260000228881836,108000.0,,,,,
2024-09-19,4.440000057220459,4.550000190734863,4.199999809265137,4.289999961853027,33100.0,,,,,
2024-09-20,4.5,4.800000190734863,4.440000057220459,4.460000038146973,40200.0,,,,,
2024-09-23,4.389999866485596,4.670000076293945,4.389999866485596,4.449999809265137,17700.0,,,,,
2024-09-24,5.260000228881836,5.374000072479248,4.389999866485596,4.389999866485596,141500.0,,,,,
2024-09-25,4.940000057220459,5.420000076293945,4.400000095367432,5.420000076293945,145400.0,,,,,
2024-09-26,5.380000114440918,6.0,4.800000190734863,4.800000190734863,123200.0,,,,,
2024-09-27,5.519999980926514,5.800000190734863,5.039999961853027,5.204999923706055,37000.0,,,,,
2024-09-30,5.139999866485596,5.916999816894531,4.900000095367432,5.449999809265137,175400.0,,,,,
2024-10-01,4.800000190734863,5.449999809265137,4.789999961853027,5.449999809265137,54600.0,,,,,
2024-10-02,4.900000095367432,5.300000190734863,4.659999847412109,4.789999961853027,58300.0,,,,,
2024-10-03,4.760000228881836,4.900000095367432,4.699999809265137,4.869999885559082,15900.0,,,,,
2024-10-04,4.710000038146973,5.119999885559082,4.710000038146973,4.800000190734863,13300.0,,,,,
2024-10-07,5.449999809265137,5.636000156402588,4.760000228881836,4.800000190734863,61200.0,,,,,
2024-10-08,5.400000095367432,5.599999904632568,5.039999961853027,5.340000152587891,33700.0,,,,,
2024-10-09,5.369999885559082,5.860000133514404,5.159999847412109,5.420000076293945,58200.0,,,,,
2024-10-10,5.389999866485596,5.610000133514404,5.159999847412109,5.159999847412109,19100.0,,,,,
2024-10-11,5.53000020980835,5.579999923706055,5.190000057220459,5.389999866485596,39200.0,,,,,
2024-10-14,5.539999961853027,6.599999904632568,5.228000164031982,5.400000095367432,229800.0,,,,,
2024-10-15,5.96999979019165,5.96999979019165,5.360000133514404,5.449999809265137,19100.0,,,,,
2024-10-16,6.480000019073486,6.53000020980835,5.699999809265137,5.800000190734863,59900.0,,,,,
2024-10-17,6.349999904632568,6.730000019073486,6.190000057220459,6.730000019073486,24100.0,,,,,
2024-10-18,6.260000228881836,6.554999828338623,6.159999847412109,6.5,15700.0,,,,,
2024-10-21,6.199999809265137,6.690000057220459,6.119999885559082,6.28000020980835,52300.0,,,,,
2024-10-22,5.989999771118164,6.519999980926514,5.710999965667725,6.400000095367432,80300.0,,,,,
2024-10-23,6.267000198364258,6.690000057220459,6.090000152587891,6.313000202178955,18000.0,,,,,
2024-10-24,6.510000228881836,6.889999866485596,6.260000228881836,6.260000228881836,79100.0,,,,,
2024-10-25,6.409999847412109,6.776000022888184,6.130000114440918,6.14900016784668,37300.0,,,,,
2024-10-28,6.5,7.054999828338623,6.071000099182129,6.159999847412109,93600.0,,,,,
2024-10-29,6.349999904632568,6.690000057220459,6.329999923706055,6.510000228881836,20100.0,,,,,
2024-10-30,6.159999847412109,6.590000152587891,6.130000114440918,6.473999977111816,30500.0,,,,,
2024-10-31,6.0,6.599999904632568,5.635000228881836,6.260000228881836,73300.0,,,,,
2024-11-01,6.099999904632568,6.659999847412109,5.960000038146973,6.110000133514404,61800.0,,,,,
2024-11-04,5.949999809265137,6.203000068664551,5.900000095367432,6.099999904632568,21300.0,,,,,
2024-11-05,6.03000020980835,6.052999973297119,5.849999904632568,5.875,8700.0,,,,,
2024-11-06,5.980000019073486,6.320000171661377,5.980000019073486,6.183000087738037,5100.0,,,,,
2024-11-07,6.230000019073486,6.230000019073486,5.760000228881836,5.980000019073486,14600.0,,,,,
2024-11-08,5.670000076293945,6.179999828338623,5.599999904632568,5.840000152587891,41900.0,,,,,
2024-11-11,5.449999809265137,5.849999904632568,5.25,5.489999771118164,69300.0,,,,,
2024-11-12,5.289999961853027,5.849999904632568,5.289999961853027,5.755000114440918,14800.0,,,,,
2024-11-13,5.800000190734863,5.849999904632568,5.289999961853027,5.360000133514404,15200.0,,,,,
2024-11-14,6.420000076293945,6.75,5.659999847412109,5.659999847412109,129400.0,,,,,
