Date,Close,High,Low,Open,Volume,"('Close', 'ACMR')","('High', 'ACMR')","('Low', 'ACMR')","('Open', 'ACMR')","('Volume', 'ACMR')"
2024-06-03,21.280000686645508,22.040000915527344,20.84000015258789,22.0,1456900.0,,,,,
2024-06-04,20.600000381469727,21.48900032043457,20.299999237060547,21.25,1444500.0,,,,,
2024-06-05,22.959999084472656,23.165000915527344,21.229999542236328,21.3799991607666,1835200.0,,,,,
2024-06-06,22.75,23.299999237060547,22.42200088500977,23.030000686645508,1139300.0,,,,,
2024-06-07,22.40999984741211,22.68000030517578,21.86000061035156,22.68000030517578,893000.0,,,,,
2024-06-10,23.270000457763672,23.690000534057617,21.770000457763672,22.01000022888184,1420400.0,,,,,
2024-06-11,22.8799991607666,23.961000442504883,22.40999984741211,23.350000381469727,1150200.0,,,,,
2024-06-12,24.559999465942383,25.020000457763672,23.6299991607666,23.6299991607666,1237800.0,,,,,
2024-06-13,25.450000762939453,26.850000381469727,24.739999771118164,24.809999465942383,1762900.0,,,,,
2024-06-14,23.540000915527344,24.959999084472656,23.34000015258789,24.899999618530277,1221100.0,,,,,
2024-06-17,23.690000534057617,24.0,23.01000022888184,23.729999542236328,1323500.0,,,,,
2024-06-18,24.09000015258789,24.674999237060547,23.36000061035156,23.68000030517578,1226600.0,,,,,
2024-06-20,23.020000457763672,24.149999618530277,22.82099914550781,24.1200008392334,1214600.0,,,,,
2024-06-21,22.71999931335449,22.979999542236328,21.57999992370605,22.799999237060547,1240600.0,,,,,
2024-06-24,22.6299991607666,22.950000762939453,21.8799991607666,22.549999237060547,695800.0,,,,,
2024-06-25,21.850000381469727,22.86000061035156,21.549999237060547,22.709999084472656,1111900.0,,,,,
2024-06-26,21.8799991607666,22.15999984741211,21.549999237060547,21.76000022888184,743200.0,,,,,
2024-06-27,22.3700008392334,22.6200008392334,21.32999992370605,21.8799991607666,758100.0,,,,,
2024-06-28,23.059999465942383,23.850000381469727,22.6299991607666,22.75,2548800.0,,,,,
2024-07-01,23.190000534057617,23.31999969482422,22.149999618530277,22.96999931335449,780300.0,,,,,
2024-07-02,22.790000915527344,23.489999771118164,22.450000762939453,23.170000076293945,589800.0,,,,,
2024-07-03,23.8700008392334,24.100000381469727,22.55500030517578,22.739999771118164,790200.0,,,,,
2024-07-05,23.940000534057617,24.809999465942383,23.59000015258789,23.959999084472656,1021400.0,,,,,
2024-07-08,23.540000915527344,25.32999992370605,23.40999984741211,24.3700008392334,1428200.0,,,,,
2024-07-09,22.540000915527344,23.709999084472656,22.43000030517578,23.63999938964844,1626400.0,,,,,
2024-07-10,23.8799991607666,23.93000030517578,23.0,23.1200008392334,1044500.0,,,,,
2024-07-11,23.8700008392334,25.030000686645508,23.3799991607666,24.5,1168900.0,,,,,
2024-07-12,24.489999771118164,24.86000061035156,23.950000762939453,24.06999969482422,957100.0,,,,,
2024-07-15,25.520000457763672,25.72800064086914,24.59000015258789,24.899999618530277,1518700.0,,,,,
2024-07-16,23.90999984741211,25.8799991607666,23.530000686645508,25.8799991607666,1805800.0,,,,,
2024-07-17,22.31999969482422,23.770000457763672,22.270000457763672,23.26000022888184,1848100.0,,,,,
2024-07-18,21.1299991607666,23.229999542236328,20.86000061035156,22.959999084472656,1991700.0,,,,,
2024-07-19,20.11000061035156,21.233999252319336,20.030000686645508,21.040000915527344,1305900.0,,,,,
2024-07-22,21.479999542236328,21.625,20.56999969482422,20.6299991607666,1539700.0,,,,,
2024-07-23,21.0049991607666,21.32999992370605,20.76000022888184,21.040000915527344,918500.0,,,,,
2024-07-24,19.31999969482422,20.76000022888184,19.280000686645508,20.76000022888184,1431100.0,,,,,
2024-07-25,18.700000762939453,19.309999465942383,18.1200008392334,19.0,1800300.0,,,,,
2024-07-26,18.739999771118164,19.670000076293945,18.57999992370605,19.61000061035156,1248300.0,,,,,
