Date,Close,High,Low,Open,Volume,"('Close', 'INO')","('High', 'INO')","('Low', 'INO')","('Open', 'INO')","('Volume', 'INO')"
2024-06-03,10.15999984741211,10.460000038146973,9.920000076293944,10.220000267028809,224400.0,,,,,
2024-06-04,10.09000015258789,10.369999885559082,10.050000190734863,10.170000076293944,190100.0,,,,,
2024-06-05,10.130000114440918,10.380000114440918,10.020000457763672,10.09000015258789,226400.0,,,,,
2024-06-06,10.020000457763672,10.239999771118164,9.949999809265137,10.130000114440918,185800.0,,,,,
2024-06-07,9.59000015258789,10.0,9.510000228881836,9.979999542236328,234500.0,,,,,
2024-06-10,9.720000267028809,9.720000267028809,9.220000267028809,9.600000381469728,307000.0,,,,,
2024-06-11,9.710000038146973,9.829999923706056,9.470000267028809,9.720000267028809,155200.0,,,,,
2024-06-12,9.479999542236328,10.1899995803833,9.420000076293944,9.859999656677246,220300.0,,,,,
2024-06-13,9.449999809265137,9.6899995803833,9.31999969482422,9.5,134500.0,,,,,
2024-06-14,9.09000015258789,9.420000076293944,9.010000228881836,9.270000457763672,230100.0,,,,,
2024-06-17,8.9399995803833,9.100000381469728,8.760000228881836,9.0,231300.0,,,,,
2024-06-18,8.5600004196167,8.9399995803833,8.550000190734863,8.9399995803833,292000.0,,,,,
2024-06-20,8.069999694824219,8.5,8.050000190734863,8.5,354500.0,,,,,
2024-06-21,8.09000015258789,8.25,8.010000228881836,8.109999656677246,371400.0,,,,,
2024-06-24,7.960000038146973,8.420000076293945,7.909999847412109,8.180000305175781,219300.0,,,,,
2024-06-25,7.690000057220459,8.119999885559082,7.690000057220459,7.940000057220459,335600.0,,,,,
2024-06-26,7.809999942779541,7.96999979019165,7.349999904632568,7.519999980926514,435100.0,,,,,
2024-06-27,7.760000228881836,8.130000114440918,7.670000076293945,7.809999942779541,318800.0,,,,,
2024-06-28,8.079999923706055,8.25,7.579999923706055,7.679999828338623,3814200.0,,,,,
2024-07-01,8.609999656677246,8.6899995803833,7.900000095367432,8.130000114440918,584400.0,,,,,
2024-07-02,8.430000305175781,8.880000114440918,8.300000190734863,8.579999923706055,311200.0,,,,,
2024-07-03,8.329999923706055,8.59000015258789,8.25,8.420000076293945,136700.0,,,,,
2024-07-05,8.930000305175781,8.949999809265137,8.199999809265137,8.300000190734863,333500.0,,,,,
2024-07-08,8.680000305175781,9.479999542236328,8.619999885559082,8.979999542236328,458800.0,,,,,
2024-07-09,9.140000343322754,9.18000030517578,8.550000190734863,8.569999694824219,212900.0,,,,,
2024-07-10,9.279999732971191,9.5,9.119999885559082,9.140000343322754,275000.0,,,,,
2024-07-11,11.039999961853027,11.270000457763672,9.420000076293944,9.4399995803833,861700.0,,,,,
2024-07-12,11.3100004196167,11.720000267028809,10.859999656677246,11.149999618530272,552600.0,,,,,
2024-07-15,11.0600004196167,11.479999542236328,10.899999618530272,11.43000030517578,306400.0,,,,,
2024-07-16,11.130000114440918,11.399999618530272,10.890000343322754,11.199999809265137,352500.0,,,,,
2024-07-17,11.09000015258789,11.210000038146973,10.65999984741211,10.989999771118164,325900.0,,,,,
2024-07-18,10.380000114440918,12.25,10.25,11.149999618530272,713300.0,,,,,
2024-07-19,10.06999969482422,10.5600004196167,10.020000457763672,10.329999923706056,250700.0,,,,,
2024-07-22,10.5600004196167,10.68000030517578,9.899999618530272,10.130000114440918,230800.0,,,,,
2024-07-23,11.18000030517578,11.25,10.359999656677246,10.420000076293944,415200.0,,,,,
2024-07-24,10.829999923706056,11.329999923706056,10.739999771118164,10.949999809265137,239500.0,,,,,
2024-07-25,10.949999809265137,11.460000038146973,10.859999656677246,10.920000076293944,301300.0,,,,,
2024-07-26,11.31999969482422,12.329999923706056,11.0,11.239999771118164,579100.0,,,,,
2024-07-29,10.869999885559082,11.4399995803833,10.65999984741211,11.369999885559082,241200.0,,,,,
2024-07-30,10.510000228881836,11.15999984741211,10.279999732971191,10.899999618530272,278600.0,,,,,
2024-07-31,10.65999984741211,10.960000038146973,10.350000381469728,10.68000030517578,226700.0,,,,,
2024-08-01,10.020000457763672,10.670000076293944,9.920000076293944,10.670000076293944,287400.0,,,,,
2024-08-02,9.489999771118164,9.800000190734863,9.289999961853027,9.449999809265137,292100.0,,,,,
2024-08-05,8.9399995803833,9.229999542236328,8.550000190734863,8.619999885559082,294300.0,,,,,
2024-08-06,8.670000076293945,9.010000228881836,8.649999618530273,9.0,217000.0,,,,,
2024-08-07,8.59000015258789,9.100000381469728,8.5,8.899999618530273,222100.0,,,,,
2024-08-08,8.710000038146973,9.06999969482422,8.460000038146973,8.600000381469727,305200.0,,,,,
2024-08-09,8.4399995803833,8.630000114440918,7.829999923706055,8.5,470900.0,,,,,
2024-08-12,8.319999694824219,8.449999809265137,8.300000190734863,8.399999618530273,187700.0,,,,,
2024-08-13,7.889999866485596,8.220000267028809,7.650000095367432,8.140000343322754,440500.0,,,,,
2024-08-14,7.820000171661377,7.949999809265137,7.599999904632568,7.929999828338623,260400.0,,,,,
2024-08-15,7.800000190734863,8.130000114440918,7.699999809265137,8.039999961853027,291700.0,,,,,
2024-08-16,7.829999923706055,8.0,7.670000076293945,7.800000190734863,229700.0,,,,,
2024-08-19,7.860000133514404,8.010000228881836,7.78000020980835,7.840000152587891,284500.0,,,,,
2024-08-20,7.369999885559082,7.900000095367432,7.269999980926514,7.860000133514404,567000.0,,,,,
2024-08-21,7.630000114440918,7.769999980926514,7.360000133514404,7.389999866485596,282400.0,,,,,
2024-08-22,7.389999866485596,7.690000057220459,7.349999904632568,7.670000076293945,187900.0,,,,,
2024-08-23,7.510000228881836,7.760000228881836,7.420000076293945,7.460000038146973,243800.0,,,,,
2024-08-26,7.5,7.710000038146973,7.400000095367432,7.53000020980835,181300.0,,,,,
2024-08-27,7.429999828338623,7.610000133514404,7.349999904632568,7.460000038146973,182300.0,,,,,
2024-08-28,7.130000114440918,7.420000076293945,7.070000171661377,7.420000076293945,291300.0,,,,,
2024-08-29,7.320000171661377,7.559999942779541,7.159999847412109,7.159999847412109,263300.0,,,,,
2024-08-30,7.21999979019165,7.550000190734863,7.130000114440918,7.409999847412109,207400.0,,,,,
2024-09-03,6.429999828338623,7.21999979019165,6.409999847412109,7.199999809265137,399600.0,,,,,
2024-09-04,6.579999923706055,6.739999771118164,6.329999923706055,6.329999923706055,255900.0,,,,,
2024-09-05,6.5,6.670000076293945,6.46999979019165,6.579999923706055,208600.0,,,,,
2024-09-06,6.28000020980835,6.539999961853027,6.119999885559082,6.5,293500.0,,,,,
2024-09-09,6.409999847412109,6.619999885559082,6.300000190734863,6.360000133514404,157700.0,,,,,
2024-09-10,6.429999828338623,6.480000019073486,6.300000190734863,6.400000095367432,116300.0,,,,,
2024-09-11,6.550000190734863,6.599999904632568,6.349999904632568,6.360000133514404,197700.0,,,,,
