Date,Close,High,Low,Open,Volume,"('Close', 'SBUX')","('High', 'SBUX')","('Low', 'SBUX')","('Open', 'SBUX')","('Volume', 'SBUX')"
2024-06-03,79.55892181396484,79.59769410489969,77.17448138440899,77.23263612328209,12443400.0,,,,,
2024-06-04,80.24711608886719,80.86745797496432,79.38445292241776,79.45230258511407,12370000.0,,,,,
2024-06-05,78.66717529296875,79.96601366221826,78.47331385311658,79.92724137424783,11275300.0,,,,,
2024-06-06,78.96766662597656,80.3828221341315,78.434556806611,78.65749565699821,9237800.0,,,,,
2024-06-07,78.92888641357422,80.0920255818105,78.1340729230991,79.11305294998405,10852600.0,,,,,
2024-06-10,79.09365844726562,79.33597970929466,78.35699974008111,78.9870365003682,8698600.0,,,,,
2024-06-11,77.4361801147461,78.48300971735894,77.30048080274716,78.4345425080488,9024300.0,,,,,
2024-06-12,76.94185638427734,77.7172875009959,76.7480023026273,77.53312094688692,8873400.0,,,,,
2024-06-13,77.77542877197266,78.41516044169154,76.74798900612369,77.05815992006251,13947300.0,,,,,
2024-06-14,77.20355987548828,77.93052370219709,76.68014503285092,77.54280818227403,7192400.0,,,,,
2024-06-17,78.83195495605469,79.23905290257508,76.83522272277538,77.13570611716165,9845900.0,,,,,
2024-06-18,77.73666381835938,79.20028642304484,77.14539930239566,78.52178979573826,9664500.0,,,,,
2024-06-20,77.27140045166016,78.29884017285535,77.22293324422138,77.36832747148011,10183900.0,,,,,
2024-06-21,77.45558166503906,77.78513507397963,76.72861778584299,77.54281378091427,25648400.0,,,,,
2024-06-24,77.28109741210938,77.61065076720779,76.73829277568582,77.54280111203707,7396600.0,,,,,
2024-06-25,76.84491729736328,78.26976749881729,76.44751427375921,77.54280371399855,15821600.0,,,,,
2024-06-26,76.71891021728516,76.84491460668755,75.97255661643852,76.5735159864007,10708100.0,,,,,
2024-06-27,76.80614471435547,77.00000615993387,76.26334745685197,76.6219855848785,10289600.0,,,,,
2024-06-28,75.45884704589844,76.45720956186254,75.22622068175602,76.30212778412053,13207500.0,,,,,
2024-07-01,74.76095581054688,75.81748039674366,74.42170751041336,75.59454157376545,6767600.0,,,,,
2024-07-02,74.47016906738281,74.83849470883476,73.93705935404391,74.75126260759262,8854100.0,,,,,
2024-07-03,73.91767883300781,74.67371997702992,73.73351230995598,74.47985853301275,4906700.0,,,,,
2024-07-05,73.7141342163086,73.92737072473336,73.10347987541444,73.89829335517808,9663100.0,,,,,
2024-07-08,72.27958679199219,74.10184004669567,72.18265976478443,73.9952180982497,8871200.0,,,,,
2024-07-09,70.51548767089844,72.3474358311563,70.49610522364608,72.33774091000109,11816900.0,,,,,
2024-07-10,70.28286743164062,70.92259177733236,70.12777825992218,70.74812015667848,11132500.0,,,,,
2024-07-11,71.04859161376953,71.24244565071447,69.86606276125596,70.11807153027287,12316100.0,,,,,
2024-07-12,72.53160858154297,72.75454002183551,71.12614069576048,71.53324607357328,10559300.0,,,,,
2024-07-15,70.51548767089844,72.5994520157854,70.29254885467691,72.58975709463019,9064400.0,,,,,
2024-07-16,73.19071960449219,73.19071960449219,69.35235151515244,69.9920758325132,14968700.0,,,,,
2024-07-17,72.7933120727539,73.79167457740495,72.26020968617433,72.90962895103645,11567800.0,,,,,
2024-07-18,71.91126251220703,72.80300301174437,71.5429294486594,72.17296623020188,10701000.0,,,,,
2024-07-19,76.8352279663086,76.9418499207771,71.91126519247865,72.3668303806516,32965900.0,,,,,
2024-07-22,74.19877624511719,76.05980183426426,73.67536141159613,75.92410251391343,18851500.0,,,,,
2024-07-23,73.91767883300781,74.77064700150954,73.69474002115254,74.77064700150954,9592100.0,,,,,
2024-07-24,72.38621520996094,74.14061896291312,71.74648346210903,74.02430947789192,10478200.0,,,,,
2024-07-25,71.06797790527344,73.44272326411657,71.00982317005442,72.75453178214593,18973600.0,,,,,
2024-07-26,71.77556610107422,72.71576645571736,71.44600531481137,71.57200971820266,12387100.0,,,,,
2024-07-29,72.8902359008789,73.26825649484567,71.45569810712256,72.10511734341846,10864700.0,,,,,
2024-07-30,73.60750579833984,73.71412774071496,72.55098129527492,72.93869677708827,16163600.0,,,,,
2024-07-31,75.55577087402344,78.7447197525457,75.41038402451784,77.10663295596213,18901100.0,,,,,
2024-08-01,72.80300903320312,75.73994188777885,71.56232521035149,75.49762059753256,17307200.0,,,,,
2024-08-02,73.54936218261719,74.3150984183035,72.61884922907751,72.80301579318397,15185700.0,,,,,
2024-08-05,71.59140014648438,72.69638460081202,70.48641569215673,71.58170522458785,12372900.0,,,,,
2024-08-06,73.05502319335938,73.6559752434501,71.57201072686443,71.64955531237895,10525500.0,,,,,
2024-08-07,72.97747039794922,74.47017022341215,72.85146600695754,72.98716531881254,7297000.0,,,,,
2024-08-08,73.42333984375,73.81105532853714,72.50252203805611,72.76422573812921,8988300.0,,,,,
2024-08-09,72.78360748291016,73.52996107806516,72.45405413080577,73.32641211440226,4683600.0,,,,,
2024-08-12,74.66403198242188,76.02103263619517,73.94676306066432,74.17938942000703,13123000.0,,,,,
2024-08-13,92.95443725585938,93.06105920236968,87.51674756406582,88.22432150538911,157215500.0,,,,,
2024-08-14,91.015869140625,92.91566698183104,88.62173384533705,92.46010181778084,45737800.0,,,,,
2024-08-15,91.96576690673828,92.04331148894602,90.124131147184,91.22911556093992,21109800.0,,,,,
2024-08-16,92.4533462524414,93.27247060262232,90.980885029209,91.0393912543098,16336300.0,,,,,
2024-08-19,90.00572967529297,92.53134725428116,89.83994965987924,92.0047689788708,14479000.0,,,,,
2024-08-20,90.69808959960938,91.48795337186472,89.8399586472789,89.99598516215853,11536200.0,,,,,
2024-08-21,90.47380065917967,91.05888519310574,89.92772275281585,90.19100818916884,6769200.0,,,,,
2024-08-22,90.13249969482422,90.5225585208566,89.48890151590778,90.36653201454232,10010300.0,,,,,
2024-08-23,91.68297576904295,92.07303460242032,90.52256022543102,90.54205981921083,11483700.0,,,,,
2024-08-26,93.2529525756836,93.54549854621202,91.83899774422008,91.85849733703718,13882800.0,,,,,
2024-08-27,96.14913177490234,96.2661516539391,92.88240307593053,93.02867606478814,17456300.0,,,,,
