Date,Close,High,Low,Open,Volume,"('Close', 'CART')","('High', 'CART')","('Low', 'CART')","('Open', 'CART')","('Volume', 'CART')"
2024-06-03,31.0,31.32999992370605,30.299999237060547,30.700000762939453,3663100.0,,,,,
2024-06-04,30.1299991607666,31.01000022888184,29.950000762939453,30.6299991607666,2554400.0,,,,,
2024-06-05,30.950000762939453,31.270000457763672,30.21999931335449,31.0,4093000.0,,,,,
2024-06-06,33.779998779296875,34.02000045776367,31.61000061035156,32.22999954223633,6492000.0,,,,,
2024-06-07,32.97999954223633,34.029998779296875,32.90999984741211,33.36000061035156,2776300.0,,,,,
2024-06-10,34.5099983215332,34.724998474121094,32.930999755859375,33.040000915527344,4088500.0,,,,,
2024-06-11,33.369998931884766,34.56999969482422,33.060001373291016,34.33000183105469,4016600.0,,,,,
2024-06-12,33.77000045776367,34.4900016784668,33.18000030517578,33.959999084472656,3308600.0,,,,,
2024-06-13,32.290000915527344,34.34000015258789,32.165000915527344,33.779998779296875,3157700.0,,,,,
2024-06-14,32.63999938964844,32.77000045776367,31.90999984741211,32.25,2423200.0,,,,,
2024-06-17,33.2400016784668,33.41999816894531,32.459999084472656,32.63999938964844,4622200.0,,,,,
2024-06-18,33.84000015258789,33.91999816894531,33.095001220703125,33.2400016784668,6804400.0,,,,,
2024-06-20,33.08000183105469,34.13999938964844,33.08000183105469,33.84000015258789,4181800.0,,,,,
2024-06-21,31.51000022888184,33.04999923706055,31.46999931335449,33.04999923706055,7336400.0,,,,,
2024-06-24,31.350000381469727,31.979999542236328,30.920000076293945,31.38999938964844,5128500.0,,,,,
2024-06-25,32.880001068115234,33.189998626708984,31.209999084472656,31.350000381469727,6668300.0,,,,,
2024-06-26,32.099998474121094,33.32500076293945,32.02000045776367,33.2599983215332,4357100.0,,,,,
2024-06-27,31.729999542236328,32.22999954223633,31.44499969482422,31.850000381469727,3496300.0,,,,,
2024-06-28,32.13999938964844,32.22999954223633,31.090999603271484,31.729999542236328,14138400.0,,,,,
2024-07-01,32.400001525878906,32.494998931884766,31.51000022888184,31.8700008392334,2685900.0,,,,,
2024-07-02,33.16999816894531,33.40999984741211,32.20000076293945,32.349998474121094,5147600.0,,,,,
2024-07-03,34.130001068115234,34.380001068115234,33.314998626708984,33.31999969482422,1747400.0,,,,,
2024-07-05,34.47999954223633,34.630001068115234,34.0099983215332,34.130001068115234,3836300.0,,,,,
2024-07-08,34.11000061035156,34.59000015258789,33.66999816894531,34.52000045776367,2876700.0,,,,,
2024-07-09,33.189998626708984,34.70000076293945,33.13999938964844,34.220001220703125,1750000.0,,,,,
2024-07-10,33.33000183105469,33.93000030517578,32.40999984741211,33.349998474121094,4097700.0,,,,,
2024-07-11,34.56999969482422,34.869998931884766,33.560001373291016,33.689998626708984,3662800.0,,,,,
2024-07-12,34.869998931884766,35.415000915527344,34.470001220703125,34.619998931884766,1915600.0,,,,,
2024-07-15,34.72999954223633,35.04999923706055,34.11399841308594,34.88999938964844,2210100.0,,,,,
2024-07-16,36.5099983215332,36.5099983215332,34.31999969482422,34.56999969482422,3451000.0,,,,,
2024-07-17,35.290000915527344,36.540000915527344,34.97999954223633,36.119998931884766,3516100.0,,,,,
2024-07-18,35.0,36.095001220703125,34.66999816894531,34.959999084472656,2420900.0,,,,,
2024-07-19,35.0,35.849998474121094,34.91999816894531,35.150001525878906,2744100.0,,,,,
