Date,Close,High,Low,Open,Volume,"('Close', 'PDYN')","('High', 'PDYN')","('Low', 'PDYN')","('Open', 'PDYN')","('Volume', 'PDYN')"
2024-06-03,1.8200000524520876,1.9759999513626096,1.7100000381469729,1.919999957084656,100900.0,,,,,
2024-06-04,1.600000023841858,1.850000023841858,1.5099999904632568,1.7699999809265137,139700.0,,,,,
2024-06-05,1.690000057220459,1.75,1.559999942779541,1.559999942779541,162000.0,,,,,
2024-06-06,1.7599999904632568,1.899999976158142,1.7029999494552612,1.7899999618530271,207600.0,,,,,
2024-06-07,1.7699999809265137,1.8899999856948853,1.649999976158142,1.7799999713897705,126200.0,,,,,
2024-06-10,1.7799999713897705,1.840000033378601,1.7100000381469729,1.7699999809265137,52400.0,,,,,
2024-06-11,1.9299999475479128,1.9700000286102293,1.7799999713897705,1.8200000524520876,124200.0,,,,,
2024-06-12,2.0899999141693115,2.196000099182129,1.8799999952316284,1.8799999952316284,414800.0,,,,,
2024-06-13,1.8799999952316284,2.108999967575073,1.830000042915344,2.0899999141693115,223000.0,,,,,
2024-06-14,1.830000042915344,1.940000057220459,1.7200000286102295,1.8799999952316284,178800.0,,,,,
2024-06-17,1.7400000095367432,1.8799999952316284,1.6799999475479126,1.8200000524520876,160300.0,,,,,
2024-06-18,1.590000033378601,1.7899999618530271,1.559999942779541,1.7899999618530271,106300.0,,,,,
2024-06-20,1.690000057220459,1.7000000476837158,1.5299999713897705,1.600000023841858,94600.0,,,,,
2024-06-21,1.600000023841858,1.690000057220459,1.5,1.690000057220459,261200.0,,,,,
2024-06-24,1.6299999952316284,1.649999976158142,1.5299999713897705,1.590000033378601,46300.0,,,,,
2024-06-25,1.6399999856948853,1.6399999856948853,1.5499999523162842,1.6100000143051147,97500.0,,,,,
2024-06-26,1.5700000524520874,1.649999976158142,1.5199999809265137,1.649999976158142,117800.0,,,,,
2024-06-27,1.6100000143051147,1.6200000047683716,1.4600000381469729,1.5700000524520874,117000.0,,,,,
2024-06-28,1.600000023841858,1.6399999856948853,1.4900000095367432,1.6299999952316284,105400.0,,,,,
2024-07-01,1.559999942779541,1.6200000047683716,1.5299999713897705,1.6200000047683716,60500.0,,,,,
2024-07-02,1.5099999904632568,1.600000023841858,1.5,1.5499999523162842,119200.0,,,,,
2024-07-03,1.7200000286102295,1.7400000095367432,1.4900000095367432,1.5099999904632568,177200.0,,,,,
2024-07-05,2.0,2.0799999237060547,1.6799999475479126,1.7000000476837158,331300.0,,,,,
2024-07-08,2.119999885559082,2.400000095367432,2.0,2.0,276300.0,,,,,
2024-07-09,1.950000047683716,2.25,1.899999976158142,2.140000104904175,143400.0,,,,,
2024-07-10,1.809999942779541,1.98199999332428,1.7899999618530271,1.9299999475479128,53500.0,,,,,
2024-07-11,1.9700000286102293,2.049999952316284,1.809999942779541,1.8200000524520876,92100.0,,,,,
2024-07-12,2.190000057220459,2.2249999046325684,1.919999957084656,1.9700000286102293,129700.0,,,,,
2024-07-15,2.0999999046325684,2.200000047683716,1.9700000286102293,2.1600000858306885,79300.0,,,,,
