Date,Close,High,Low,Open,Volume,"('Close', 'EOLS')","('High', 'EOLS')","('Low', 'EOLS')","('Open', 'EOLS')","('Volume', 'EOLS')"
2024-06-03,13.010000228881836,13.239999771118164,12.93000030517578,13.0,326700.0,,,,,
2024-06-04,12.859999656677246,12.960000038146973,12.56999969482422,12.880000114440918,528900.0,,,,,
2024-06-05,13.0,13.020000457763672,12.770000457763672,12.899999618530272,417800.0,,,,,
2024-06-06,12.399999618530272,12.9399995803833,12.359999656677246,12.869999885559082,501300.0,,,,,
2024-06-07,11.6899995803833,12.270000457763672,11.520000457763672,12.25,780700.0,,,,,
2024-06-10,11.43000030517578,11.640000343322754,11.300000190734863,11.640000343322754,551100.0,,,,,
2024-06-11,11.579999923706056,11.619999885559082,11.210000038146973,11.380000114440918,314800.0,,,,,
2024-06-12,11.529999732971191,12.0,11.4399995803833,11.9399995803833,628500.0,,,,,
2024-06-13,11.585000038146973,11.720000267028809,11.5,11.539999961853027,364000.0,,,,,
2024-06-14,11.329999923706056,11.550000190734863,11.229999542236328,11.479999542236328,452400.0,,,,,
2024-06-17,10.880000114440918,11.420000076293944,10.869999885559082,11.329999923706056,677900.0,,,,,
2024-06-18,10.640000343322754,10.869999885559082,10.529999732971191,10.789999961853027,576700.0,,,,,
2024-06-20,10.770000457763672,10.869999885559082,10.479999542236328,10.579999923706056,554600.0,,,,,
2024-06-21,10.550000190734863,10.829999923706056,10.31999969482422,10.829999923706056,1034100.0,,,,,
2024-06-24,10.510000228881836,10.710000038146973,10.449999809265137,10.600000381469728,385300.0,,,,,
2024-06-25,10.449999809265137,10.600000381469728,10.385000228881836,10.600000381469728,348100.0,,,,,
2024-06-26,10.739999771118164,10.795000076293944,10.239999771118164,10.390000343322754,666300.0,,,,,
2024-06-27,10.93000030517578,11.0,10.640999794006348,10.720000267028809,414200.0,,,,,
2024-06-28,10.850000381469728,11.0,10.65999984741211,11.0,2370000.0,,,,,
2024-07-01,11.079999923706056,11.109999656677246,10.699999809265137,10.829999923706056,498200.0,,,,,
2024-07-02,10.65999984741211,11.0,10.630000114440918,11.0,376400.0,,,,,
2024-07-03,10.989999771118164,11.010000228881836,10.699999809265137,10.699999809265137,220000.0,,,,,
2024-07-05,10.93000030517578,10.970000267028809,10.75,10.949999809265137,198800.0,,,,,
2024-07-08,11.100000381469728,11.25,10.979999542236328,11.100000381469728,366100.0,,,,,
2024-07-09,11.170000076293944,11.239999771118164,10.96500015258789,11.09000015258789,303500.0,,,,,
2024-07-10,10.949999809265137,11.239999771118164,10.850000381469728,11.1899995803833,351800.0,,,,,
2024-07-11,11.68000030517578,11.725000381469728,11.003999710083008,11.130000114440918,599700.0,,,,,
2024-07-12,11.770000457763672,11.979999542236328,11.68000030517578,11.859999656677246,314400.0,,,,,
2024-07-15,12.06999969482422,12.119999885559082,11.760000228881836,11.800000190734863,300900.0,,,,,
2024-07-16,12.020000457763672,12.40999984741211,12.0,12.149999618530272,438100.0,,,,,
2024-07-17,11.949999809265137,12.020000457763672,11.720000267028809,11.90999984741211,364200.0,,,,,
2024-07-18,11.729999542236328,11.960000038146973,11.640000343322754,11.90999984741211,211800.0,,,,,
2024-07-19,11.960000038146973,12.130000114440918,11.609999656677246,11.770000457763672,325100.0,,,,,
2024-07-22,12.3100004196167,12.350000381469728,11.81999969482422,12.1899995803833,363700.0,,,,,
2024-07-23,12.59000015258789,12.670000076293944,12.229999542236328,12.399999618530272,260400.0,,,,,
2024-07-24,12.300000190734863,12.65999984741211,12.170000076293944,12.56999969482422,272900.0,,,,,
2024-07-25,12.130000114440918,12.449999809265137,12.09000015258789,12.210000038146973,337700.0,,,,,
2024-07-26,12.3100004196167,12.399999618530272,12.050000190734863,12.34000015258789,250400.0,,,,,
2024-07-29,12.369999885559082,12.529999732971191,12.300000190734863,12.300000190734863,251600.0,,,,,
2024-07-30,12.1899995803833,12.59000015258789,12.0,12.390000343322754,348600.0,,,,,
2024-07-31,12.420000076293944,12.710000038146973,12.210000038146973,12.369999885559082,738200.0,,,,,
2024-08-01,14.039999961853027,14.409000396728516,13.079999923706056,14.0,1447700.0,,,,,
2024-08-02,13.859999656677246,13.93000030517578,13.369999885559082,13.539999961853027,768500.0,,,,,
2024-08-05,13.3100004196167,13.460000038146973,12.68000030517578,12.899999618530272,668700.0,,,,,
2024-08-06,12.93000030517578,13.399999618530272,12.890000343322754,13.369999885559082,397000.0,,,,,
2024-08-07,12.90999984741211,13.225000381469728,12.829999923706056,12.960000038146973,300000.0,,,,,
2024-08-08,13.029999732971191,13.239999771118164,12.890000343322754,12.90999984741211,321800.0,,,,,
2024-08-09,12.960000038146973,13.239999771118164,12.789999961853027,12.869999885559082,476100.0,,,,,
2024-08-12,13.050000190734863,13.470000267028809,12.989999771118164,13.020000457763672,660900.0,,,,,
2024-08-13,13.539999961853027,13.56999969482422,13.010000228881836,13.0600004196167,640400.0,,,,,
2024-08-14,13.739999771118164,13.960000038146973,13.539999961853027,13.579999923706056,465500.0,,,,,
2024-08-15,13.600000381469728,14.130000114440918,13.550000190734863,13.880000114440918,602800.0,,,,,
2024-08-16,14.350000381469728,14.520000457763672,13.5649995803833,13.600000381469728,577300.0,,,,,
2024-08-19,14.699999809265137,14.890000343322754,14.289999961853027,14.390000343322754,675200.0,,,,,
2024-08-20,14.739999771118164,14.8100004196167,14.479999542236328,14.770000457763672,935600.0,,,,,
2024-08-21,15.65999984741211,15.800000190734863,14.729999542236328,14.770000457763672,755500.0,,,,,
2024-08-22,15.479999542236328,15.90999984741211,15.454999923706056,15.68000030517578,461900.0,,,,,
2024-08-23,15.859999656677246,16.290000915527344,15.312000274658203,15.43000030517578,757600.0,,,,,
2024-08-26,15.8100004196167,15.949999809265137,15.5600004196167,15.890000343322754,293900.0,,,,,
2024-08-27,15.859999656677246,15.899999618530272,15.59000015258789,15.81999969482422,199500.0,,,,,
2024-08-28,15.84000015258789,15.90999984741211,15.479999542236328,15.800000190734863,565500.0,,,,,
2024-08-29,15.829999923706056,16.25,15.800000190734863,15.850000381469728,540200.0,,,,,
