Date,Close,High,Low,Open,Volume,"('Close', 'UAVS')","('High', 'UAVS')","('Low', 'UAVS')","('Open', 'UAVS')","('Volume', 'UAVS')"
2024-10-23,2.220000028610229,3.9700000286102295,1.7200000286102295,1.7300000190734863,75025800.0,,,,,
2024-10-24,1.7200000286102295,2.150000095367432,1.5399999618530271,2.059999942779541,3525000.0,,,,,
2024-10-25,2.25,3.059999942779541,1.899999976158142,2.039999961853028,51736300.0,,,,,
2024-10-28,2.690000057220459,3.0799999237060547,1.9600000381469729,2.0199999809265137,8572200.0,,,,,
2024-10-29,2.869999885559082,3.650000095367432,2.549999952316284,2.6700000762939453,13734200.0,,,,,
2024-10-30,2.720000028610229,3.200000047683716,2.5999999046325684,2.890000104904175,2297700.0,,,,,
2024-10-31,2.6600000858306885,2.890000104904175,2.509999990463257,2.869999885559082,1092900.0,,,,,
2024-11-01,2.5799999237060547,2.789999961853028,2.5299999713897705,2.789999961853028,597300.0,,,,,
2024-11-04,2.259999990463257,2.470000028610229,2.259999990463257,2.3399999141693115,697800.0,,,,,
2024-11-05,2.309999942779541,2.5,2.150000095367432,2.200000047683716,656300.0,,,,,
2024-11-06,2.369999885559082,2.4600000381469727,2.1700000762939453,2.369999885559082,465500.0,,,,,
2024-11-07,2.25,2.5799999237060547,2.220000028610229,2.4600000381469727,445100.0,,,,,
2024-11-08,2.009999990463257,2.2300000190734863,1.7999999523162842,2.1600000858306885,968000.0,,,,,
2024-11-11,1.899999976158142,2.0999999046325684,1.8600000143051147,2.0999999046325684,374900.0,,,,,
2024-11-12,1.8200000524520876,1.940000057220459,1.7000000476837158,1.899999976158142,450400.0,,,,,
2024-11-13,1.6100000143051147,1.8600000143051147,1.5700000524520874,1.8200000524520876,723600.0,,,,,
2024-11-14,3.5799999237060547,4.880000114440918,2.759999990463257,3.0299999713897705,167330000.0,,,,,
2024-11-15,2.900000095367432,3.4800000190734863,2.630000114440918,3.0999999046325684,4653300.0,,,,,
2024-11-18,3.890000104904175,5.21999979019165,3.619999885559082,4.690000057220459,69569900.0,,,,,
2024-11-19,4.0,4.5,3.7699999809265137,4.059999942779541,8345500.0,,,,,
2024-11-20,3.640000104904175,3.880000114440918,3.440000057220459,3.7200000286102295,1772400.0,,,,,
2024-11-21,3.200000047683716,3.539999961853028,3.109999895095825,3.509999990463257,1506700.0,,,,,
2024-11-22,3.490000009536743,3.670000076293945,3.150000095367432,3.2699999809265137,1232400.0,,,,,
2024-11-25,5.96999979019165,6.230000019073486,3.5799999237060547,3.5799999237060547,15396000.0,,,,,
2024-11-26,5.389999866485596,8.0,5.25,6.929999828338623,17406600.0,,,,,
2024-11-27,6.119999885559082,6.340000152587891,5.150000095367432,5.550000190734863,3744400.0,,,,,
2024-11-29,8.699999809265137,9.729999542236328,6.130000114440918,6.130000114440918,10595900.0,,,,,
2024-12-02,8.9399995803833,10.399999618530272,7.760000228881836,9.770000457763672,5830900.0,,,,,
2024-12-03,7.550000190734863,8.600000381469727,7.0,8.329999923706055,2235200.0,,,,,
2024-12-04,7.360000133514404,8.390000343322754,7.010000228881836,7.570000171661377,1529800.0,,,,,
2024-12-05,6.699999809265137,7.210000038146973,6.25,7.0,1466700.0,,,,,
2024-12-06,5.849999904632568,6.550000190734863,5.25,6.429999828338623,1836300.0,,,,,
2024-12-09,6.340000152587891,6.71999979019165,5.800000190734863,6.03000020980835,1394100.0,,,,,
2024-12-10,6.070000171661377,6.5,5.579999923706055,6.349999904632568,757300.0,,,,,
2024-12-11,5.349999904632568,5.860000133514404,5.110000133514404,5.760000228881836,1203200.0,,,,,
2024-12-12,5.329999923706055,5.829999923706055,5.110000133514404,5.28000020980835,797800.0,,,,,
2024-12-13,5.190000057220459,5.300000190734863,4.519999980926514,5.110000133514404,1106200.0,,,,,
2024-12-16,6.820000171661377,7.0,5.210000038146973,5.349999904632568,3589000.0,,,,,
2024-12-17,5.650000095367432,6.699999809265137,5.5,6.389999866485596,1338200.0,,,,,
2024-12-18,4.989999771118164,5.920000076293945,4.820000171661377,5.889999866485596,917700.0,,,,,
2024-12-19,3.900000095367432,5.559999942779541,3.7699999809265137,5.53000020980835,2313100.0,,,,,
2024-12-20,3.4800000190734863,4.380000114440918,3.0,4.050000190734863,3791100.0,,,,,
2024-12-23,3.1600000858306885,3.440000057220459,3.049999952316284,3.430000066757202,2444000.0,,,,,
2024-12-24,3.289999961853028,3.3499999046325684,3.069999933242798,3.220000028610229,965200.0,,,,,
2024-12-26,3.900000095367432,4.03000020980835,3.3299999237060547,3.4200000762939453,3526100.0,,,,,
2024-12-27,3.5,4.28000020980835,3.450000047683716,4.150000095367432,3007200.0,,,,,
2024-12-30,4.199999809265137,4.309999942779541,3.569999933242798,3.799999952316284,4117800.0,,,,,
2024-12-31,3.470000028610229,4.239999771118164,3.369999885559082,4.199999809265137,2342400.0,,,,,
2025-01-02,3.400000095367432,3.559999942779541,3.200000047683716,3.559999942779541,1987800.0,,,,,
2025-01-03,3.299999952316284,3.5999999046325684,3.2300000190734863,3.539999961853028,2077000.0,,,,,
2025-01-06,3.25,3.490000009536743,3.0899999141693115,3.4100000858306885,1885600.0,,,,,
2025-01-07,3.200000047683716,3.200000047683716,2.9200000762939453,3.1700000762939453,1432500.0,,,,,
2025-01-08,2.789999961853028,3.0299999713897705,2.7300000190734863,3.0199999809265137,1093600.0,,,,,
2025-01-10,2.940000057220459,3.0899999141693115,2.609999895095825,2.7300000190734863,1144200.0,,,,,
2025-01-13,2.5999999046325684,2.799999952316284,2.4200000762939453,2.7799999713897705,867000.0,,,,,
2025-01-14,2.690000057220459,2.75,2.5799999237060547,2.700000047683716,702900.0,,,,,
2025-01-15,3.0,3.0,2.6700000762939453,2.799999952316284,1078100.0,,,,,
2025-01-16,2.869999885559082,3.059999942779541,2.8399999141693115,2.9800000190734863,688200.0,,,,,
2025-01-17,2.8299999237060547,3.0,2.799999952316284,2.890000104904175,490300.0,,,,,
2025-01-21,2.690000057220459,2.880000114440918,2.690000057220459,2.8399999141693115,511600.0,,,,,
2025-01-22,2.680000066757202,2.8499999046325684,2.6600000858306885,2.740000009536743,512400.0,,,,,
2025-01-23,2.5199999809265137,2.7300000190734863,2.509999990463257,2.720000028610229,542400.0,,,,,
2025-01-24,2.4800000190734863,2.5999999046325684,2.430000066757202,2.559999942779541,584800.0,,,,,
2025-01-27,2.259999990463257,2.5,2.180000066757202,2.380000114440918,671800.0,,,,,
2025-01-28,2.440000057220459,2.720000028610229,2.3299999237060547,2.390000104904175,1797300.0,,,,,
2025-01-29,2.470000028610229,2.630000114440918,2.299999952316284,2.5,915100.0,,,,,
2025-01-30,2.400000095367432,2.539999961853028,2.3499999046325684,2.509999990463257,395100.0,,,,,
2025-01-31,2.430000066757202,2.569999933242798,2.3499999046325684,2.369999885559082,412300.0,,,,,
2025-02-03,2.220000028610229,2.289999961853028,2.150000095367432,2.289999961853028,660700.0,,,,,
2025-02-04,2.240000009536743,2.369999885559082,2.1700000762939453,2.3399999141693115,398300.0,,,,,
2025-02-05,2.2100000381469727,2.240000009536743,2.119999885559082,2.200000047683716,368100.0,,,,,
2025-02-06,2.2799999713897705,2.359999895095825,2.119999885559082,2.2300000190734863,544000.0,,,,,
2025-02-07,2.380000114440918,2.569999933242798,2.220000028610229,2.289999961853028,534900.0,,,,,
2025-02-10,2.2799999713897705,2.430000066757202,2.2100000381469727,2.430000066757202,500500.0,,,,,
2025-02-11,2.1700000762939453,2.25,2.130000114440918,2.2300000190734863,319100.0,,,,,
2025-02-12,2.150000095367432,2.1700000762939453,2.0899999141693115,2.140000104904175,254800.0,,,,,
2025-02-13,2.140000104904175,2.220000028610229,2.0799999237060547,2.1600000858306885,705400.0,,,,,
2025-02-14,2.049999952316284,2.1700000762939453,2.0199999809265137,2.130000114440918,532200.0,,,,,
2025-02-18,1.919999957084656,2.069999933242798,1.830000042915344,2.039999961853028,1360000.0,,,,,
2025-02-19,1.7300000190734863,1.919999957084656,1.7200000286102295,1.899999976158142,820700.0,,,,,
2025-02-20,1.830000042915344,1.940000057220459,1.7300000190734863,1.7400000095367432,973900.0,,,,,
2025-02-21,1.690000057220459,1.830000042915344,1.6699999570846558,1.830000042915344,952500.0,,,,,
2025-02-24,1.600000023841858,1.6799999475479126,1.5,1.6799999475479126,612500.0,,,,,
2025-02-25,1.5,1.590000033378601,1.4700000286102295,1.5700000524520874,579600.0,,,,,
2025-02-26,1.5199999809265137,1.6100000143051147,1.4299999475479126,1.5399999618530271,491500.0,,,,,
2025-02-27,1.440000057220459,1.5499999523162842,1.440000057220459,1.5499999523162842,360000.0,,,,,
2025-02-28,1.4600000381469729,1.4800000190734863,1.4299999475479126,1.440000057220459,417100.0,,,,,
2025-03-03,1.340000033378601,1.4900000095367432,1.340000033378601,1.4800000190734863,451500.0,,,,,
2025-03-04,1.3300000429153442,1.350000023841858,1.2100000381469729,1.309999942779541,472800.0,,,,,
2025-03-05,1.350000023841858,1.3600000143051147,1.25,1.3200000524520874,209800.0,,,,,
2025-03-06,1.2999999523162842,1.3700000047683716,1.2799999713897705,1.2999999523162842,227100.0,,,,,
2025-03-07,1.3300000429153442,1.3300000429153442,1.2599999904632568,1.2999999523162842,211100.0,,,,,
2025-03-10,1.2200000286102295,1.309999942779541,1.1799999475479126,1.2899999618530271,445800.0,,,,,
2025-03-11,1.2000000476837158,1.2300000190734863,1.1799999475479126,1.2100000381469729,135900.0,,,,,
2025-03-12,1.2400000095367432,1.2599999904632568,1.1299999952316284,1.2100000381469729,347900.0,,,,,
2025-03-13,1.1799999475479126,1.25,1.1699999570846558,1.25,205200.0,,,,,
2025-03-14,1.25,1.25,1.159999966621399,1.159999966621399,274200.0,,,,,
2025-03-17,1.340000033378601,1.3700000047683716,1.2200000286102295,1.25,339000.0,,,,,
2025-03-18,1.2999999523162842,1.3899999856948853,1.2599999904632568,1.3899999856948853,230000.0,,,,,
2025-03-19,1.2899999618530271,1.3200000524520874,1.25,1.2699999809265137,250700.0,,,,,
2025-03-20,1.309999942779541,1.3300000429153442,1.2699999809265137,1.2699999809265137,203900.0,,,,,
2025-03-21,1.2799999713897705,1.309999942779541,1.2300000190734863,1.309999942779541,317600.0,,,,,
2025-03-24,1.350000023841858,1.4299999475479126,1.2699999809265137,1.2799999713897705,865500.0,,,,,
2025-03-25,1.3600000143051147,1.3899999856948853,1.3300000429153442,1.3600000143051147,223000.0,,,,,
2025-03-26,1.340000033378601,1.4299999475479126,1.2999999523162842,1.3899999856948853,228100.0,,,,,
2025-03-27,1.3600000143051147,1.3700000047683716,1.3200000524520874,1.3600000143051147,190700.0,,,,,
2025-03-28,1.2899999618530271,1.3700000047683716,1.2799999713897705,1.3700000047683716,240900.0,,,,,
2025-03-31,1.2899999618530271,1.2899999618530271,1.2300000190734863,1.2799999713897705,209900.0,,,,,
2025-04-01,1.2899999618530271,1.309999942779541,1.1799999475479126,1.2599999904632568,248600.0,,,,,
2025-04-02,1.2200000286102295,1.2999999523162842,1.190000057220459,1.2400000095367432,534500.0,,,,,
2025-04-03,1.1100000143051147,1.190000057220459,1.1100000143051147,1.190000057220459,357500.0,,,,,
2025-04-04,1.0399999618530271,1.0800000429153442,0.9800000190734864,1.0700000524520874,375500.0,,,,,
2025-04-07,1.0099999904632568,1.0299999713897705,0.9200000166893004,1.0099999904632568,250800.0,,,,,
2025-04-08,1.0299999713897705,1.0800000429153442,1.0199999809265137,1.0299999713897705,217400.0,,,,,
2025-04-09,1.1100000143051147,1.1200000047683716,0.959999978542328,1.0399999618530271,562000.0,,,,,
2025-04-10,1.0499999523162842,1.100000023841858,1.0199999809265137,1.090000033378601,154700.0,,,,,
2025-04-11,1.159999966621399,1.2699999809265137,1.0499999523162842,1.0499999523162842,612100.0,,,,,
2025-04-14,1.1299999952316284,1.190000057220459,1.100000023841858,1.149999976158142,166800.0,,,,,
2025-04-15,1.059999942779541,1.1799999475479126,1.0299999713897705,1.1399999856948853,253400.0,,,,,
2025-04-16,1.0800000429153442,1.1200000047683716,1.0399999618530271,1.0700000524520874,107500.0,,,,,
2025-04-17,1.0299999713897705,1.1200000047683716,0.9800000190734864,1.090000033378601,242300.0,,,,,
2025-04-21,1.0099999904632568,1.0700000524520874,0.949999988079071,1.0399999618530271,225500.0,,,,,
2025-04-22,1.0199999809265137,1.0199999809265137,0.9800000190734864,1.0199999809265137,141400.0,,,,,
2025-04-23,1.059999942779541,1.1299999952316284,1.0299999713897705,1.0399999618530271,312100.0,,,,,
2025-04-24,1.1399999856948853,1.1399999856948853,1.0700000524520874,1.0700000524520874,213800.0,,,,,
2025-04-25,1.1100000143051147,1.149999976158142,1.090000033378601,1.1100000143051147,141000.0,,,,,
2025-04-28,1.1299999952316284,1.1399999856948853,1.090000033378601,1.1399999856948853,127000.0,,,,,
2025-04-29,0.959999978542328,1.0800000429153442,0.9200000166893004,1.0800000429153442,795200.0,,,,,
2025-04-30,0.800000011920929,0.949999988079071,0.7200000286102295,0.949999988079071,1071600.0,,,,,
2025-05-01,0.75,0.8199999928474426,0.75,0.8199999928474426,473100.0,,,,,
2025-05-02,0.9300000071525574,0.949999988079071,0.7799999713897705,0.800000011920929,1163600.0,,,,,
2025-05-05,0.8700000047683716,0.9399999976158142,0.8500000238418579,0.9300000071525574,427900.0,,,,,
2025-05-06,0.8799999952316284,0.8899999856948853,0.8299999833106995,0.8700000047683716,140900.0,,,,,
2025-05-07,0.8799999952316284,0.8999999761581421,0.8299999833106995,0.8500000238418579,170300.0,,,,,
2025-05-08,0.9100000262260436,0.9300000071525574,0.8500000238418579,0.9100000262260436,297500.0,,,,,
2025-05-09,0.8999999761581421,0.9399999976158142,0.8799999952316284,0.9300000071525574,193100.0,,,,,
2025-05-12,0.8899999856948853,0.9900000095367432,0.8600000143051147,0.949999988079071,456600.0,,,,,
2025-05-13,0.949999988079071,0.9800000190734864,0.8700000047683716,0.8899999856948853,1019600.0,,,,,
2025-05-14,0.8799999952316284,0.9800000190734864,0.8600000143051147,0.9399999976158142,717700.0,,,,,
2025-05-15,0.8700000047683716,0.8899999856948853,0.8399999737739563,0.8899999856948853,290000.0,,,,,
2025-05-16,0.9100000262260436,0.9700000286102296,0.8399999737739563,0.9300000071525574,1724000.0,,,,,
2025-05-19,0.8899999856948853,0.9200000166893004,0.8600000143051147,0.9100000262260436,305500.0,,,,,
2025-05-20,0.8199999928474426,0.9100000262260436,0.800000011920929,0.8799999952316284,390900.0,,,,,
2025-05-21,0.7799999713897705,0.8299999833106995,0.75,0.8199999928474426,581600.0,,,,,
2025-05-22,0.8100000023841858,0.8199999928474426,0.75,0.7799999713897705,400800.0,,,,,
2025-05-23,0.8100000023841858,0.8199999928474426,0.7799999713897705,0.800000011920929,169900.0,,,,,
2025-05-27,0.8600000143051147,0.8600000143051147,0.7900000214576721,0.8100000023841858,294500.0,,,,,
2025-05-28,0.8500000238418579,0.8799999952316284,0.8299999833106995,0.8299999833106995,223500.0,,,,,
2025-05-29,0.8600000143051147,0.8700000047683716,0.8199999928474426,0.8700000047683716,124500.0,,,,,
2025-05-30,0.7900000214576721,0.8500000238418579,0.7900000214576721,0.8500000238418579,149100.0,,,,,
2025-06-02,1.2899999618530271,1.4800000190734863,0.8100000023841858,0.8500000238418579,26931100.0,,,,,
2025-06-03,1.2300000190734863,1.4299999475479126,1.149999976158142,1.1699999570846558,4648300.0,,,,,
2025-06-04,1.059999942779541,1.2400000095367432,1.0399999618530271,1.2300000190734863,3752300.0,,,,,
2025-06-05,1.059999942779541,1.309999942779541,1.0199999809265137,1.1100000143051147,5342000.0,,,,,
2025-06-06,1.2400000095367432,1.440000057220459,1.0700000524520874,1.1200000047683716,10485800.0,,,,,
2025-06-09,1.4700000286102295,1.6399999856948853,1.309999942779541,1.409999966621399,21321800.0,,,,,
2025-06-10,1.399999976158142,1.600000023841858,1.3200000524520874,1.5800000429153442,5663400.0,,,,,
2025-06-11,1.190000057220459,1.3899999856948853,1.1299999952316284,1.3899999856948853,4967700.0,,,,,
2025-06-12,1.2000000476837158,1.2599999904632568,1.1299999952316284,1.2100000381469729,2770800.0,,,,,
2025-06-13,1.2999999523162842,1.399999976158142,1.1699999570846558,1.340000033378601,6448600.0,,,,,
2025-06-16,1.5299999713897705,1.5800000429153442,1.2799999713897705,1.340000033378601,7739800.0,,,,,
2025-06-17,1.2899999618530271,1.559999942779541,1.2100000381469729,1.559999942779541,5608500.0,,,,,
2025-06-18,1.2599999904632568,1.340000033378601,1.25,1.309999942779541,2316300.0,,,,,
2025-06-20,1.159999966621399,1.2699999809265137,1.0800000429153442,1.2699999809265137,3903300.0,,,,,
2025-06-23,1.1200000047683716,1.1399999856948853,0.9700000286102296,1.1100000143051147,3024000.0,,,,,
2025-06-24,1.059999942779541,1.1299999952316284,1.0199999809265137,1.1200000047683716,1421400.0,,,,,
2025-06-25,1.1200000047683716,1.149999976158142,1.059999942779541,1.0700000524520874,2176500.0,,,,,
2025-06-26,1.149999976158142,1.159999966621399,1.0800000429153442,1.1200000047683716,1561400.0,,,,,
2025-06-27,1.0800000429153442,1.1699999570846558,1.059999942779541,1.1699999570846558,1053400.0,,,,,
2025-06-30,1.0299999713897705,1.1399999856948853,1.0299999713897705,1.0800000429153442,2014700.0,,,,,
2025-07-01,1.0800000429153442,1.1100000143051147,1.0099999904632568,1.0299999713897705,1019700.0,,,,,
2025-07-02,1.100000023841858,1.1100000143051147,1.0700000524520874,1.0700000524520874,755400.0,,,,,
2025-07-03,1.090000033378601,1.1299999952316284,1.0800000429153442,1.1100000143051147,415800.0,,,,,
2025-07-07,1.149999976158142,1.2000000476837158,1.090000033378601,1.1299999952316284,1631100.0,,,,,
2025-07-08,1.149999976158142,1.1799999475479126,1.1100000143051147,1.1699999570846558,724600.0,,,,,
2025-07-09,1.2000000476837158,1.2300000190734863,1.1399999856948853,1.159999966621399,1384500.0,,,,,
2025-07-10,1.2400000095367432,1.2699999809265137,1.1699999570846558,1.2300000190734863,6269800.0,,,,,
2025-07-11,1.600000023841858,1.6299999952316284,1.3200000524520874,1.409999966621399,15316600.0,,,,,
2025-07-14,1.4900000095367432,1.7799999713897705,1.4199999570846558,1.7599999904632568,12827800.0,,,,,
2025-07-15,1.2599999904632568,1.4299999475479126,1.25,1.3700000047683716,5637500.0,,,,,
2025-07-16,1.4600000381469729,1.5,1.2799999713897705,1.309999942779541,6679700.0,,,,,
2025-07-17,1.4700000286102295,1.649999976158142,1.409999966621399,1.5499999523162842,6133800.0,,,,,
2025-07-18,2.0199999809265137,2.369999885559082,1.75,2.009999990463257,145846200.0,,,,,
2025-07-21,1.940000057220459,2.6700000762939453,1.8600000143051147,2.380000114440918,32660800.0,,,,,
2025-07-22,2.119999885559082,2.309999942779541,2.0299999713897705,2.2799999713897705,18067800.0,,,,,
2025-07-23,2.970000028610229,2.970000028610229,2.0999999046325684,2.180000066757202,36094100.0,,,,,
2025-07-24,2.9800000190734863,3.609999895095825,2.819999933242798,3.609999895095825,36171700.0,,,,,
2025-07-25,2.75,3.130000114440918,2.609999895095825,2.630000114440918,9822900.0,,,,,
2025-07-28,2.390000104904175,2.8499999046325684,2.390000104904175,2.799999952316284,8757900.0,,,,,
2025-07-29,2.369999885559082,2.740000009536743,2.369999885559082,2.740000009536743,12137000.0,,,,,
2025-07-30,2.069999933242798,2.259999990463257,2.049999952316284,2.0799999237060547,6244600.0,,,,,
2025-07-31,2.009999990463257,2.150000095367432,2.009999990463257,2.0999999046325684,3929200.0,,,,,
2025-08-01,1.919999957084656,2.0199999809265137,1.7999999523162842,1.9299999475479128,4497800.0,,,,,
2025-08-04,2.4100000858306885,2.490000009536743,1.9700000286102293,1.9800000190734863,8566300.0,,,,,
2025-08-05,2.4800000190734863,2.619999885559082,2.220000028610229,2.25,10345200.0,,,,,
2025-08-06,2.309999942779541,2.680000066757202,2.299999952316284,2.559999942779541,7257500.0,,,,,
2025-08-07,2.240000009536743,2.5299999713897705,2.2100000381469727,2.3499999046325684,4922900.0,,,,,
2025-08-08,2.0899999141693115,2.25,2.049999952316284,2.240000009536743,5933100.0,,,,,
2025-08-11,2.0299999713897705,2.150000095367432,1.9800000190734863,2.0799999237060547,3968600.0,,,,,
2025-08-12,2.130000114440918,2.1600000858306885,1.9700000286102293,2.009999990463257,4470900.0,,,,,
2025-08-13,2.150000095367432,2.1700000762939453,2.0799999237060547,2.1600000858306885,3543800.0,,,,,
2025-08-14,2.049999952316284,2.0899999141693115,2.0,2.049999952316284,2667600.0,,,,,
2025-08-15,2.049999952316284,2.400000095367432,2.0199999809265137,2.150000095367432,7473300.0,,,,,
2025-08-18,1.8600000143051147,2.059999942779541,1.8600000143051147,2.039999961853028,4238700.0,,,,,
2025-08-19,1.7599999904632568,1.9700000286102293,1.7300000190734863,1.940000057220459,3903900.0,,,,,
2025-08-20,1.8200000524520876,1.830000042915344,1.659999966621399,1.7100000381469729,2783800.0,,,,,
