Date,Close,High,Low,Open,Volume,"('Close', 'AAOI')","('High', 'AAOI')","('Low', 'AAOI')","('Open', 'AAOI')","('Volume', 'AAOI')"
2024-06-03,10.729999542236328,11.109999656677246,10.479999542236328,10.739999771118164,1304100.0,,,,,
2024-06-04,10.050000190734863,10.649999618530272,9.869999885559082,10.600000381469728,2232700.0,,,,,
2024-06-05,10.579999923706056,10.619999885559082,9.989999771118164,10.100000381469728,1505400.0,,,,,
2024-06-06,10.380000114440918,10.68000030517578,10.229999542236328,10.5,1111800.0,,,,,
2024-06-07,10.550000190734863,10.880000114440918,10.289999961853027,10.3100004196167,1157000.0,,,,,
2024-06-10,10.170000076293944,10.529999732971191,9.979999542236328,10.359999656677246,1176300.0,,,,,
2024-06-11,10.170000076293944,10.31999969482422,9.859999656677246,10.229999542236328,1957300.0,,,,,
2024-06-12,10.4399995803833,10.75,10.300000190734863,10.649999618530272,1381700.0,,,,,
2024-06-13,10.09000015258789,10.739999771118164,9.96500015258789,10.4399995803833,1172400.0,,,,,
2024-06-14,10.079999923706056,10.229999542236328,9.81999969482422,10.050000190734863,1182800.0,,,,,
2024-06-17,10.170000076293944,10.30500030517578,9.81999969482422,10.010000228881836,1385700.0,,,,,
2024-06-18,10.039999961853027,10.390000343322754,9.920000076293944,10.210000038146973,927600.0,,,,,
2024-06-20,8.869999885559082,10.09000015258789,8.800000190734863,10.0,1992200.0,,,,,
2024-06-21,9.100000381469728,9.25,8.729999542236328,9.0,2064300.0,,,,,
2024-06-24,8.670000076293945,9.140000343322754,8.649999618530273,9.039999961853027,1550800.0,,,,,
2024-06-25,8.59000015258789,8.800000190734863,8.479999542236328,8.680000305175781,1167700.0,,,,,
2024-06-26,8.510000228881836,8.699999809265137,8.295000076293945,8.569999694824219,1386500.0,,,,,
2024-06-27,8.520000457763672,9.050000190734863,8.399999618530273,8.5,1765100.0,,,,,
2024-06-28,8.289999961853027,8.899999618530273,8.25,8.600000381469727,7215000.0,,,,,
2024-07-01,8.079999923706055,8.65999984741211,7.849999904632568,8.390000343322754,1778500.0,,,,,
2024-07-02,7.900000095367432,8.1899995803833,7.550000190734863,8.079999923706055,2393500.0,,,,,
2024-07-03,8.170000076293945,8.239999771118164,7.78000020980835,8.0,763300.0,,,,,
2024-07-05,7.670000076293945,8.149999618530273,7.630000114440918,8.130000114440918,1580500.0,,,,,
2024-07-08,8.539999961853027,8.770000457763672,7.739999771118164,7.769999980926514,2454000.0,,,,,
2024-07-09,8.489999771118164,8.970000267028809,8.175000190734863,8.5,2004500.0,,,,,
2024-07-10,9.010000228881836,9.09000015258789,8.300000190734863,8.619999885559082,1654200.0,,,,,
2024-07-11,9.229999542236328,9.4399995803833,9.029999732971191,9.350000381469728,1554000.0,,,,,
2024-07-12,9.380000114440918,9.539999961853027,9.079999923706056,9.279999732971191,1191000.0,,,,,
2024-07-15,10.199999809265137,10.289999961853027,9.449999809265137,9.56999969482422,2831900.0,,,,,
2024-07-16,11.890000343322754,12.109999656677246,10.350000381469728,10.369999885559082,4291000.0,,,,,
2024-07-17,10.954999923706056,11.949999809265137,10.579999923706056,11.289999961853027,2681200.0,,,,,
2024-07-18,10.399999618530272,11.550000190734863,10.239999771118164,11.06999969482422,2820600.0,,,,,
2024-07-19,9.675000190734863,10.470000267028809,9.59000015258789,10.40999984741211,2011700.0,,,,,
2024-07-22,9.649999618530272,9.899999618530272,9.119999885559082,9.84000015258789,2109100.0,,,,,
2024-07-23,9.850000381469728,10.260000228881836,9.579999923706056,9.619999885559082,1299400.0,,,,,
2024-07-24,8.960000038146973,9.829999923706056,8.9399995803833,9.649999618530272,1988700.0,,,,,
2024-07-25,8.609999656677246,9.039999961853027,8.470000267028809,8.899999618530273,2101500.0,,,,,
2024-07-26,8.670000076293945,9.239999771118164,8.625,9.020000457763672,1351200.0,,,,,
2024-07-29,8.220000267028809,8.930000305175781,8.140000343322754,8.680000305175781,1317600.0,,,,,
2024-07-30,8.119999885559082,8.529999732971191,7.985000133514404,8.369999885559082,2311600.0,,,,,
2024-07-31,9.550000190734863,9.729999542236328,8.15999984741211,8.199999809265137,3619800.0,,,,,
2024-08-01,8.399999618530273,9.979999542236328,8.305000305175781,9.609999656677246,3055800.0,,,,,
2024-08-02,7.650000095367432,7.980000019073486,7.5,7.940000057220459,3095200.0,,,,,
2024-08-05,6.96999979019165,7.320000171661377,6.699999809265137,6.889999866485596,1953700.0,,,,,
2024-08-06,7.289999961853027,7.739999771118164,6.800000190734863,7.170000076293945,3421600.0,,,,,
2024-08-07,6.869999885559082,8.6899995803833,6.860000133514404,8.300000190734863,4188400.0,,,,,
2024-08-08,8.569999694824219,8.569999694824219,7.039999961853027,7.050000190734863,2652600.0,,,,,
2024-08-09,7.739999771118164,8.640000343322754,7.599999904632568,8.600000381469727,2343500.0,,,,,
2024-08-12,7.849999904632568,8.15999984741211,7.670000076293945,7.78000020980835,1350600.0,,,,,
2024-08-13,8.020000457763672,8.149999618530273,7.885000228881836,8.050000190734863,1334200.0,,,,,
2024-08-14,8.140000343322754,8.1899995803833,7.71999979019165,8.109999656677246,1546300.0,,,,,
2024-08-15,8.529999732971191,8.59000015258789,8.199999809265137,8.300000190734863,1404500.0,,,,,
2024-08-16,8.279999732971191,8.649999618530273,8.220000267028809,8.460000038146973,1214100.0,,,,,
2024-08-19,8.600000381469727,8.75,8.220000267028809,8.350000381469727,1563200.0,,,,,
2024-08-20,8.779999732971191,8.859999656677246,8.539999961853027,8.59000015258789,1539100.0,,,,,
2024-08-21,8.920000076293945,8.944999694824219,8.430000305175781,8.850000381469727,1502900.0,,,,,
2024-08-22,9.029999732971191,9.520000457763672,8.800000190734863,8.930000305175781,3012600.0,,,,,
2024-08-23,9.710000038146973,9.720000267028809,8.869999885559082,9.1899995803833,2349100.0,,,,,
2024-08-26,9.619999885559082,9.8100004196167,9.43000030517578,9.779999732971191,1400600.0,,,,,
2024-08-27,9.18000030517578,9.6850004196167,9.140000343322754,9.539999961853027,1109000.0,,,,,
