Date,Close,High,Low,Open,Volume,"('Close', 'ETSY')","('High', 'ETSY')","('Low', 'ETSY')","('Open', 'ETSY')","('Volume', 'ETSY')"
2024-06-03,65.19999694824219,65.8499984741211,63.43999862670898,63.84000015258789,5225800.0,,,,,
2024-06-04,64.91000366210938,65.5999984741211,63.75,64.58999633789062,2305500.0,,,,,
2024-06-05,64.86000061035156,65.19999694824219,64.26000213623047,65.1500015258789,2136400.0,,,,,
2024-06-06,66.22000122070312,66.93000030517578,64.41999816894531,64.51000213623047,2792800.0,,,,,
2024-06-07,65.27999877929688,66.27999877929688,65.11000061035156,65.75,2061400.0,,,,,
2024-06-10,66.06999969482422,66.2249984741211,64.25,64.44000244140625,1568800.0,,,,,
2024-06-11,65.45999908447266,66.44000244140625,64.05000305175781,66.29000091552734,2591200.0,,,,,
2024-06-12,63.27000045776367,66.9000015258789,63.09999847412109,66.75,3505600.0,,,,,
2024-06-13,60.13999938964844,63.54999923706055,60.09000015258789,63.29999923706055,3524000.0,,,,,
2024-06-14,58.869998931884766,59.91999816894531,58.560001373291016,59.43000030517578,3764800.0,,,,,
2024-06-17,58.70000076293945,60.2400016784668,58.58000183105469,58.70000076293945,2908200.0,,,,,
2024-06-18,57.66999816894531,59.125,57.56999969482422,58.5099983215332,2720500.0,,,,,
2024-06-20,58.20000076293945,58.380001068115234,57.06999969482422,57.34999847412109,2814900.0,,,,,
2024-06-21,60.16999816894531,61.09999847412109,58.75,59.02999877929688,7601700.0,,,,,
2024-06-24,59.95000076293945,61.09999847412109,58.935001373291016,60.040000915527344,3114200.0,,,,,
2024-06-25,59.4900016784668,60.23099899291992,58.91999816894531,59.40999984741211,2575800.0,,,,,
2024-06-26,59.4900016784668,60.0,58.29999923706055,59.15999984741211,2631300.0,,,,,
2024-06-27,58.720001220703125,59.41999816894531,58.61000061035156,59.41999816894531,4483600.0,,,,,
2024-06-28,58.97999954223633,59.34000015258789,58.060001373291016,58.720001220703125,4395800.0,,,,,
2024-07-01,57.0099983215332,59.729000091552734,56.68000030517578,59.18000030517578,2909100.0,,,,,
2024-07-02,58.2599983215332,58.31999969482422,56.86000061035156,57.34999847412109,2056700.0,,,,,
2024-07-03,58.22999954223633,59.04999923706055,57.77999877929688,58.060001373291016,1135200.0,,,,,
2024-07-05,58.45000076293945,58.61000061035156,57.61000061035156,58.29999923706055,1639700.0,,,,,
2024-07-08,55.369998931884766,58.5,55.08000183105469,58.470001220703125,5003200.0,,,,,
2024-07-09,57.0099983215332,57.18999862670898,55.119998931884766,55.369998931884766,2967000.0,,,,,
2024-07-10,57.31999969482422,57.65999984741211,56.65999984741211,57.2400016784668,3359400.0,,,,,
2024-07-11,58.310001373291016,59.45000076293945,57.93999862670898,57.93999862670898,2604300.0,,,,,
2024-07-12,60.5,60.97999954223633,58.43999862670898,58.470001220703125,4076800.0,,,,,
2024-07-15,61.56999969482422,62.25,60.45000076293945,61.0,2593200.0,,,,,
2024-07-16,65.47000122070312,65.94999694824219,61.709999084472656,61.709999084472656,4153200.0,,,,,
2024-07-17,64.94999694824219,65.93000030517578,63.810001373291016,64.68000030517578,3415300.0,,,,,
2024-07-18,63.65999984741211,66.80500030517578,63.59000015258789,64.76000213623047,2338900.0,,,,,
2024-07-19,62.7599983215332,63.08000183105469,61.242000579833984,62.970001220703125,3042700.0,,,,,
2024-07-22,62.38999938964844,62.68000030517578,60.23500061035156,62.09999847412109,3642100.0,,,,,
2024-07-23,60.790000915527344,62.27999877929688,60.45000076293945,61.810001373291016,3092300.0,,,,,
2024-07-24,60.2599983215332,61.79999923706055,59.68999862670898,60.84999847412109,2840600.0,,,,,
2024-07-25,60.43000030517578,62.2400016784668,59.290000915527344,60.060001373291016,2372300.0,,,,,
2024-07-26,62.27000045776367,62.45000076293945,61.150001525878906,61.4900016784668,3003300.0,,,,,
