Date,Close,High,Low,Open,Volume,"('Close', 'GLPI')","('High', 'GLPI')","('Low', 'GLPI')","('Open', 'GLPI')","('Volume', 'GLPI')"
2024-06-03,40.92253494262695,41.04984894073439,40.68609515600546,40.92253494262695,776900.0,,,,,
2024-06-04,41.10441589355469,41.2499181094822,40.7133780378033,40.78612741124383,940400.0,,,,,
2024-06-05,40.522403717041016,41.12260074230524,40.45874671959225,41.12260074230524,827600.0,,,,,
2024-06-06,40.77702713012695,40.822495913337605,40.25867536962479,40.385989350232926,838400.0,,,,,
2024-06-07,40.41625595092773,40.94817123445747,40.208116875521874,40.37925587962411,896200.0,,,,,
2024-06-10,40.203495025634766,40.370007716067214,39.64845507676523,40.259000432064894,1688300.0,,,,,
2024-06-11,40.17573928833008,40.28674655907389,39.79646121183601,40.01847575332363,1255200.0,,,,,
2024-06-12,40.48101425170898,41.43383763575964,40.33300336615615,40.91579777189577,1108700.0,,,,,
2024-06-13,40.36075592041016,40.75853581814169,40.32375231856125,40.39775599340137,957100.0,,,,,
2024-06-14,40.15723419189453,40.37925224401423,39.83346154177957,40.24973965511103,923400.0,,,,,
2024-06-17,40.38850021362305,40.47175653965892,39.96296944893177,40.03697311159858,767400.0,,,,,
2024-06-18,40.83253860473633,40.86954220578029,40.305249640861625,40.38850597878172,1200200.0,,,,,
2024-06-20,40.64752197265625,42.756681245154645,40.6105219024322,40.75853276990073,1216700.0,,,,,
2024-06-21,41.04530334472656,41.15168781376991,40.74003246326132,40.74928159894191,2157100.0,,,,,
2024-06-24,41.14706039428711,41.62809660069133,40.96204592584588,41.11930945912104,1540100.0,,,,,
2024-06-25,40.58277130126953,41.16556569127108,40.37000587958657,41.00830567349323,910200.0,,,,,
2024-06-26,40.73077774047852,40.76778133904609,40.18498701260765,40.24049241045901,811100.0,,,,,
2024-06-27,41.34132385253906,41.35982565220376,40.59202037483484,40.65677490923255,931300.0,,,,,
2024-06-28,41.822364807128906,41.86861754711497,41.05455944255823,41.50784123482266,1877500.0,,,,,
2024-07-01,40.83253860473633,41.80386019456565,40.693780394107925,41.72985652133536,998500.0,,,,,
2024-07-02,40.61052703857422,40.9713033531037,40.59202523669349,40.83254160342719,1232700.0,,,,,
2024-07-03,40.7955322265625,41.25806662155236,40.61052129165247,40.8880412228749,485500.0,,,,,
