Date,Close,High,Low,Open,Volume,"('Close', 'PRMB')","('High', 'PRMB')","('Low', 'PRMB')","('Open', 'PRMB')","('Volume', 'PRMB')"
2024-06-03,21.483692169189453,21.60694472646485,21.17082293598129,21.45524885404839,594600.0,,,,,
2024-06-04,21.59746360778809,21.806042493683268,21.30355477652356,21.455248840508403,1266300.0,,,,,
2024-06-05,21.692270278930664,21.815522831795302,21.559538429694115,21.6638287731433,1346300.0,,,,,
2024-06-06,21.635385513305664,21.8629266018546,21.43628773895128,21.59746290271542,1106900.0,,,,,
2024-06-07,21.806716918945312,21.85430832950858,21.378386961892147,21.54971894471341,1019900.0,,,,,
2024-06-10,21.730566024780277,21.806713358546432,21.62586276004094,21.66393733467184,846600.0,,,,,
2024-06-11,21.730566024780277,21.959008026078745,21.52116131079725,21.606827288221133,1116100.0,,,,,
2024-06-12,21.768644332885746,22.225528413841506,21.749607042305264,22.225528413841506,1171500.0,,,,,
2024-06-13,21.635387420654297,21.77816348423593,21.245131999632964,21.663943359569085,883000.0,,,,,
2024-06-14,21.254648208618164,21.48309024725203,21.11187216140899,21.37838696540053,768100.0,,,,,
2024-06-17,21.6924991607666,24.376695674846516,21.27368780348936,23.539072960292017,7225300.0,,,,,
2024-06-18,21.13090705871582,22.24456300561698,21.102351126309628,21.797195808731995,2579500.0,,,,,
2024-06-20,20.940540313720703,21.321277047234616,20.778726975040296,21.235611055256992,1921200.0,,,,,
2024-06-21,21.083314895629883,21.18801817087569,20.75016959616254,20.91198292358977,1824300.0,,,,,
2024-06-24,20.845355987548828,21.245130017578354,20.826318696715045,21.007169328644014,1832600.0,,,,,
2024-06-25,21.092836380004883,21.14994643987513,20.797765619263195,20.9024670931093,1856800.0,,,,,
2024-06-26,20.9215030670166,21.17850104348807,20.86439301074381,20.94054035760618,922700.0,,,,,
2024-06-27,21.083314895629883,21.149943592424187,20.892947449859847,21.01668619883558,961200.0,,,,,
2024-06-28,20.807283401489254,21.24513020148046,20.769208819492118,21.22609291048189,2700500.0,,,,,
2024-07-01,20.217140197753903,20.826318989017057,20.09340143658958,20.826318989017057,1864900.0,,,,,
2024-07-02,20.045808792114254,20.44558283938701,20.03629014628681,20.274250845484968,1649600.0,,,,,
2024-07-03,19.988698959350582,20.321844305105643,19.960143021544354,20.236178307183028,552200.0,,,,,
2024-07-05,20.1219539642334,20.33136051876864,20.01725250246164,20.20761995190766,1293300.0,,,,,
2024-07-08,19.988698959350582,20.33136295104105,19.960143021544354,20.26473424498926,1233500.0,,,,,
2024-07-09,19.7888126373291,20.10292068797737,19.7888126373291,20.02677333677464,1011500.0,,,,,
2024-07-10,20.045808792114254,20.274250845484968,19.826885384571003,19.931588673176933,851100.0,,,,,
2024-07-11,20.160030364990234,20.312325064506062,19.96014243719069,20.20762177777792,2259900.0,,,,,
2024-07-12,19.807846069335938,20.38847069702127,19.7221800811366,20.28376741911188,1449400.0,,,,,
2024-07-15,19.55085182189941,19.96966134328184,19.322407954150396,19.90303263831173,905300.0,,,,,
2024-07-16,19.97917938232422,20.05532673076273,19.522295291693176,19.71266275504145,1346700.0,,,,,
2024-07-17,19.684106826782227,20.045806244782007,19.655550892928627,19.87447427265207,1156100.0,,,,,
2024-07-18,19.417593002319336,19.703146935226084,19.341445649976755,19.598443644944,985800.0,,,,,
2024-07-19,19.465187072753903,19.60796313762452,19.341446485168856,19.484222550039465,758400.0,,,,,
2024-07-22,19.874475479125977,20.007734696369734,19.60796067563033,19.788811303356617,873900.0,,,,,
2024-07-23,19.99821662902832,20.131474034626653,19.731700002335664,19.836403287017777,1156500.0,,,,,
2024-07-24,20.055326461791992,20.35991585146104,19.893513121593315,19.960141823646424,1378300.0,,,,,
2024-07-25,20.33135986328125,20.531245951079583,20.05532461956454,20.14099060447691,1580700.0,,,,,
2024-07-26,20.559803009033203,20.616913063599725,20.312323685250416,20.436062439393854,867000.0,,,,,
2024-07-29,20.35991477966309,20.62643138934137,20.15051003916321,20.445580767934825,1210000.0,,,,,
2024-07-30,20.78824615478516,20.82631892136743,20.2647333596809,20.464619469103837,845100.0,,,,,
2024-07-31,20.873912811279297,21.064280281222885,20.56932340697271,20.82631958217136,1526500.0,,,,,
2024-08-01,21.111875534057617,21.17850424569952,20.835840225259748,21.01669088221365,948700.0,,,,,
2024-08-02,21.083314895629883,21.14042494781131,20.578839439618253,20.788244174614043,1432500.0,,,,,
2024-08-05,20.4931755065918,20.607395622397156,20.245696168352183,20.464619569892456,961600.0,,,,,
2024-08-06,20.78824615478516,21.0452441373255,20.30280612626317,20.51221088120568,1150100.0,,,,,
2024-08-07,20.750171661376957,21.04524422725648,20.683542957951257,20.854874947043623,1043500.0,,,,,
2024-08-08,20.369434356689453,20.69306103486035,19.189149572093925,20.169548251905287,1382200.0,,,,,
2024-08-09,20.512210845947266,20.75017153703944,20.350397503384745,20.49317537043685,754900.0,,,,,
2024-08-12,20.464618682861328,20.73113530068178,20.331361281699067,20.607394729177454,861300.0,,,,,
2024-08-13,20.63595390319824,20.66450802764513,20.359918596903583,20.53125060556976,625900.0,,,,,
2024-08-14,20.826318740844727,20.826318740844727,20.550285285153905,20.654988569465587,659800.0,,,,,
2024-08-15,20.85487365722656,21.178500324275387,20.845355012255023,21.11187162497049,787100.0,,,,,
