Date,Close,High,Low,Open,Volume,"('Close', 'ORLA')","('High', 'ORLA')","('Low', 'ORLA')","('Open', 'ORLA')","('Volume', 'ORLA')"
2024-06-03,4.079999923706055,4.275000095367432,4.059999942779541,4.260000228881836,379200.0,,,,,
2024-06-04,3.9600000381469727,4.039999961853027,3.910000085830689,4.019999980926514,507300.0,,,,,
2024-06-05,4.039999961853027,4.054999828338623,3.940000057220459,3.9700000286102295,242000.0,,,,,
2024-06-06,4.150000095367432,4.170000076293945,4.059999942779541,4.070000171661377,549200.0,,,,,
2024-06-07,3.940000057220459,4.03000020980835,3.920000076293945,3.9800000190734863,336200.0,,,,,
2024-06-10,4.010000228881836,4.039999961853027,3.9049999713897705,3.990000009536743,450400.0,,,,,
2024-06-11,3.9800000190734863,3.9800000190734863,3.8949999809265137,3.9600000381469727,168200.0,,,,,
2024-06-12,4.039999961853027,4.059999942779541,3.9700000286102295,4.039999961853027,480600.0,,,,,
2024-06-13,3.9600000381469727,4.034999847412109,3.940000057220459,4.0,288000.0,,,,,
2024-06-14,3.930000066757202,3.990000009536743,3.890000104904175,3.990000009536743,301000.0,,,,,
2024-06-17,3.849999904632568,3.920000076293945,3.7899999618530273,3.880000114440918,349600.0,,,,,
2024-06-18,3.920000076293945,3.930000066757202,3.849999904632568,3.849999904632568,181300.0,,,,,
2024-06-20,3.930000066757202,3.990000009536743,3.900000095367432,3.930000066757202,288200.0,,,,,
2024-06-21,3.880000114440918,3.920000076293945,3.869999885559082,3.900000095367432,761700.0,,,,,
2024-06-24,3.920000076293945,3.9600000381469727,3.884999990463257,3.920000076293945,157700.0,,,,,
2024-06-25,3.880000114440918,3.924999952316284,3.880000114440918,3.900000095367432,111800.0,,,,,
2024-06-26,3.890000104904175,3.924999952316284,3.849999904632568,3.869999885559082,81000.0,,,,,
2024-06-27,3.910000085830689,3.9600000381469727,3.880000114440918,3.920000076293945,110800.0,,,,,
2024-06-28,3.839999914169312,3.924000024795532,3.829999923706055,3.900000095367432,202100.0,,,,,
2024-07-01,3.7699999809265137,3.9189999103546143,3.7699999809265137,3.859999895095825,109500.0,,,,,
2024-07-02,3.7899999618530273,3.849999904632568,3.700000047683716,3.7899999618530273,156800.0,,,,,
2024-07-03,3.829999923706055,3.9700000286102295,3.829999923706055,3.839999914169312,150100.0,,,,,
2024-07-05,3.880000114440918,3.9700000286102295,3.859999895095825,3.900000095367432,252800.0,,,,,
2024-07-08,3.880000114440918,3.920000076293945,3.849999904632568,3.859999895095825,182100.0,,,,,
2024-07-09,3.829999923706055,3.940000057220459,3.7799999713897705,3.900000095367432,248000.0,,,,,
2024-07-10,3.930000066757202,3.984999895095825,3.799999952316284,3.890000104904175,906200.0,,,,,
2024-07-11,3.920000076293945,4.019999980926514,3.884999990463257,4.010000228881836,669700.0,,,,,
2024-07-12,4.099999904632568,4.099999904632568,3.849999904632568,3.880000114440918,394700.0,,,,,
2024-07-15,4.059999942779541,4.139999866485596,4.03000020980835,4.099999904632568,326100.0,,,,,
2024-07-16,4.190000057220459,4.190000057220459,4.039999961853027,4.059999942779541,218600.0,,,,,
2024-07-17,4.110000133514404,4.204999923706055,4.085000038146973,4.159999847412109,234800.0,,,,,
2024-07-18,3.9700000286102295,4.099999904632568,3.950000047683716,4.059999942779541,160300.0,,,,,
2024-07-19,3.940000057220459,3.984999895095825,3.819999933242798,3.920000076293945,205600.0,,,,,
2024-07-22,3.869999885559082,3.930000066757202,3.8450000286102295,3.930000066757202,184500.0,,,,,
2024-07-23,3.869999885559082,3.869999885559082,3.805000066757202,3.849999904632568,112700.0,,,,,
2024-07-24,3.799999952316284,3.910000085830689,3.759999990463257,3.869999885559082,378300.0,,,,,
2024-07-25,3.650000095367432,3.740000009536743,3.619999885559082,3.7100000381469727,253000.0,,,,,
2024-07-26,3.7300000190734863,3.759999990463257,3.650000095367432,3.670000076293945,153300.0,,,,,
2024-07-29,3.700000047683716,3.775000095367432,3.640000104904175,3.7300000190734863,116700.0,,,,,
2024-07-30,3.7300000190734863,3.796000003814697,3.690000057220459,3.7200000286102295,229200.0,,,,,
2024-07-31,3.740000009536743,3.799999952316284,3.680000066757202,3.799999952316284,204700.0,,,,,
2024-08-01,3.619999885559082,3.75,3.6050000190734863,3.75,135400.0,,,,,
2024-08-02,3.509999990463257,3.700000047683716,3.509999990463257,3.609999895095825,383100.0,,,,,
2024-08-05,3.309999942779541,3.3949999809265137,3.240000009536743,3.309999942779541,382200.0,,,,,
2024-08-06,3.490000009536743,3.525000095367432,3.325000047683716,3.3299999237060547,234700.0,,,,,
2024-08-07,3.400000095367432,3.559999942779541,3.390000104904175,3.509999990463257,277000.0,,,,,
2024-08-08,3.5199999809265137,3.569999933242798,3.424999952316284,3.4600000381469727,250300.0,,,,,
2024-08-09,3.490000009536743,3.539999961853028,3.4600000381469727,3.5199999809265137,89100.0,,,,,
2024-08-12,3.5899999141693115,3.670000076293945,3.484999895095825,3.509999990463257,417200.0,,,,,
2024-08-13,3.75,3.910000085830689,3.559999942779541,3.559999942779541,427400.0,,,,,
2024-08-14,3.849999904632568,3.849999904632568,3.670000076293945,3.759999990463257,239800.0,,,,,
2024-08-15,3.9800000190734863,3.9800000190734863,3.819999933242798,3.819999933242798,308900.0,,,,,
2024-08-16,4.090000152587891,4.139999866485596,3.9700000286102295,4.0,535900.0,,,,,
2024-08-19,4.309999942779541,4.309999942779541,4.079999923706055,4.079999923706055,426800.0,,,,,
2024-08-20,4.269999980926514,4.385000228881836,4.25,4.320000171661377,308900.0,,,,,
2024-08-21,4.389999866485596,4.394999980926514,4.170000076293945,4.289999961853027,343700.0,,,,,
2024-08-22,4.179999828338623,4.349999904632568,4.125,4.349999904632568,318300.0,,,,,
2024-08-23,4.340000152587891,4.409999847412109,4.210000038146973,4.239999771118164,529400.0,,,,,
2024-08-26,4.340000152587891,4.389999866485596,4.289999961853027,4.389999866485596,148500.0,,,,,
2024-08-27,4.329999923706055,4.355000019073486,4.260000228881836,4.300000190734863,158200.0,,,,,
