Date,Close,High,Low,Open,Volume,"('Close', 'KDK')","('High', 'KDK')","('Low', 'KDK')","('Open', 'KDK')","('Volume', 'KDK')"
2025-09-25,7.949999809265137,10.480999946594238,7.599999904632568,8.75,2082200.0,,,,,
2025-09-26,7.420000076293945,8.289999961853027,7.320000171661377,8.145000457763672,1973400.0,,,,,
2025-09-29,7.349999904632568,8.199999809265137,7.329999923706055,7.949999809265137,1230300.0,,,,,
2025-09-30,6.840000152587891,7.75,6.840000152587891,7.525000095367432,1170300.0,,,,,
2025-10-01,5.960000038146973,6.949999809265137,5.769999980926514,6.840000152587891,2466000.0,,,,,
2025-10-02,6.829999923706055,7.239999771118164,6.659999847412109,6.659999847412109,2705000.0,,,,,
2025-10-03,7.429999828338623,7.699999809265137,7.050000190734863,7.659999847412109,3487800.0,,,,,
2025-10-06,8.09000015258789,8.25,7.449999809265137,7.877999782562256,2103700.0,,,,,
2025-10-07,8.329999923706055,9.140000343322754,7.909999847412109,8.414999961853027,2639500.0,,,,,
2025-10-08,7.940000057220459,8.470000267028809,7.550000190734863,8.46500015258789,1558700.0,,,,,
2025-10-09,9.770000457763672,9.8149995803833,8.16100025177002,8.229999542236328,2142000.0,,,,,
2025-10-10,9.039999961853027,10.300000190734863,8.760000228881836,10.149999618530272,2410500.0,,,,,
2025-10-13,9.25,9.779999732971191,8.383000373840332,9.210000038146973,1252600.0,,,,,
2025-10-14,9.0,9.289999961853027,8.739999771118164,9.18000030517578,775900.0,,,,,
2025-10-15,8.899999618530273,9.45400047302246,8.770000457763672,9.390000343322754,1063300.0,,,,,
2025-10-16,8.140000343322754,9.300000190734863,8.069999694824219,8.9399995803833,1339700.0,,,,,
2025-10-17,7.739999771118164,8.109999656677246,7.449999809265137,8.0,992800.0,,,,,
2025-10-20,,,,,,8.3100004196167,8.550000190734863,7.889999866485596,8.210000038146973,731600.0
2025-10-21,,,,,,7.840000152587891,8.25,7.644999980926514,8.220000267028809,849500.0
2025-10-22,,,,,,7.449999809265137,7.736999988555908,7.0,7.670000076293945,891600.0
2025-10-23,,,,,,7.809999942779541,7.940000057220459,7.175000190734863,7.309999942779541,621200.0
2025-10-24,,,,,,8.380000114440918,8.720000267028809,7.610000133514404,7.789999961853027,734600.0
2025-10-27,,,,,,8.699999809265137,8.9399995803833,8.529999732971191,8.729999542236328,600400.0
2025-10-28,,,,,,8.850000381469727,9.104999542236328,8.510000228881836,8.5600004196167,693700.0
2025-10-29,,,,,,9.170000076293945,9.220000267028809,8.550000190734863,8.630000114440918,627900.0
2025-10-30,,,,,,9.520000457763672,9.600000381469727,9.015000343322754,9.220000267028809,553400.0
2025-10-31,,,,,,9.029999732971191,9.630000114440918,9.0,9.5600004196167,528600.0
2025-11-03,,,,,,8.329999923706055,9.387999534606934,8.170000076293945,9.25,697700.0
2025-11-04,,,,,,7.989999771118164,8.329999923706055,7.900000095367432,8.100000381469727,532900.0
2025-11-05,,,,,,7.78000020980835,8.0,7.510000228881836,7.989999771118164,411600.0
2025-11-06,,,,,,7.369999885559082,7.800000190734863,7.199999809265137,7.75,433000.0
2025-11-07,,,,,,7.789999961853027,7.800000190734863,7.159999847412109,7.420000076293945,418000.0
2025-11-10,,,,,,7.980000019073486,8.295000076293945,7.690000057220459,8.130000114440918,577800.0
2025-11-11,,,,,,7.949999809265137,8.170000076293945,7.599999904632568,7.71999979019165,304800.0
2025-11-12,,,,,,8.0,8.050000190734863,7.400000095367432,7.920000076293945,500300.0
2025-11-13,,,,,,6.514999866485596,7.46999979019165,6.429999828338623,7.25,1029500.0
2025-11-14,,,,,,6.739999771118164,6.900000095367432,6.139999866485596,6.389999866485596,462600.0
2025-11-17,,,,,,6.699999809265137,6.980000019073486,6.440000057220459,6.71999979019165,350800.0
2025-11-18,,,,,,6.849999904632568,6.909999847412109,6.514999866485596,6.590000152587891,340000.0
2025-11-19,,,,,,6.28000020980835,6.880000114440918,6.178999900817871,6.820000171661377,600100.0
2025-11-20,,,,,,6.519999980926514,7.079999923706055,6.239999771118164,6.420000076293945,687100.0
2025-11-21,,,,,,6.360000133514404,6.929999828338623,6.110000133514404,6.585000038146973,669800.0
2025-11-24,,,,,,6.099999904632568,6.440000057220459,5.869999885559082,6.349999904632568,700200.0
2025-11-25,,,,,,6.0,6.190000057220459,5.820000171661377,6.190000057220459,643900.0
2025-11-26,,,,,,6.099999904632568,6.28000020980835,5.885000228881836,6.079999923706055,441100.0
2025-11-28,,,,,,6.0,6.335999965667725,5.947999954223633,6.190000057220459,195400.0
2025-12-01,,,,,,5.929999828338623,6.010000228881836,5.599999904632568,6.0,416800.0
2025-12-02,,,,,,5.570000171661377,6.0,5.429999828338623,6.0,883600.0
2025-12-03,,,,,,5.909999847412109,5.960000038146973,5.449999809265137,5.579999923706055,733300.0
2025-12-04,,,,,,6.0,6.010000228881836,5.619999885559082,5.900000095367432,563700.0
2025-12-05,,,,,,6.019999980926514,6.179999828338623,5.849999904632568,6.110000133514404,470500.0
2025-12-08,,,,,,6.760000228881836,7.050000190734863,6.170000076293945,6.170000076293945,1258000.0
2025-12-09,,,,,,7.599999904632568,7.840000152587891,6.808000087738037,6.900000095367432,1183600.0
2025-12-10,,,,,,8.229999542236328,8.5,7.0,7.699999809265137,1325000.0
2025-12-11,,,,,,8.270000457763672,8.899999618530273,8.010000228881836,8.210000038146973,1025800.0
2025-12-12,,,,,,8.279999732971191,8.829999923706055,8.220000267028809,8.430000305175781,860100.0
2025-12-15,,,,,,8.25,8.779999732971191,8.100000381469727,8.100000381469727,750900.0
2025-12-16,,,,,,8.8100004196167,8.920000076293945,8.020000457763672,8.204999923706055,787200.0
2025-12-17,,,,,,8.760000228881836,9.050000190734863,8.609999656677246,8.819999694824219,752300.0
2025-12-18,,,,,,9.329999923706055,9.720000267028809,8.789999961853027,8.880000114440918,1021900.0
2025-12-19,,,,,,10.319999694824219,10.329999923706055,9.069999694824219,9.34000015258789,7092000.0
2025-12-22,,,,,,10.880000114440918,11.350000381469727,10.390000343322754,10.699999809265137,1377700.0
2025-12-23,,,,,,9.885000228881836,10.5,9.5,10.229999542236328,464763.0
