Date,Close,High,Low,Open,Volume,"('Close', 'PHK')","('High', 'PHK')","('Low', 'PHK')","('Open', 'PHK')","('Volume', 'PHK')"
2024-06-03,4.069854736328125,4.086777193307035,4.052932279349216,4.07831616654918,493700.0,,,,,
2024-06-04,4.0867767333984375,4.095238162667278,4.06985427832391,4.078315707592751,264800.0,,,,,
2024-06-05,4.0867767333984375,4.103699188472965,4.078315707592751,4.0867767333984375,400300.0,,,,,
2024-06-06,4.095239639282227,4.095239639282227,4.069855745786222,4.0867782069624585,278300.0,,,,,
2024-06-07,4.103699684143066,4.120622141261593,4.078316200196879,4.078316200196879,321200.0,,,,,
2024-06-10,4.095239639282227,4.112162100458463,4.07831717810599,4.103700668138695,422600.0,,,,,
2024-06-11,4.069854736328125,4.086777193307035,4.06139370957027,4.069854736328125,370200.0,,,,,
2024-06-12,4.078316688537598,4.103700175523223,4.078316688537598,4.095239147682432,434100.0,,,,,
2024-06-13,4.093698978424072,4.093698978424072,4.068060173164113,4.076606305743613,381400.0,,,,,
2024-06-14,4.093698978424072,4.1022455185250335,4.059513633063152,4.1022455185250335,447700.0,,,,,
2024-06-17,4.076605796813965,4.102245006394548,4.05951312626738,4.09369846736055,434300.0,,,,,
2024-06-18,4.085154056549072,4.085154056549072,4.068061378802908,4.076607513915199,487800.0,,,,,
2024-06-20,4.102246284484863,4.102246284484863,4.059514391044204,4.068060932740951,538900.0,,,,,
2024-06-21,4.102246284484863,4.110792418660073,4.085153608612907,4.102246284484863,429400.0,,,,,
2024-06-24,4.102246284484863,4.102246284484863,4.093699742788116,4.102246284484863,284200.0,,,,,
2024-06-25,4.102246284484863,4.110792418660073,4.093699742788116,4.093699742788116,429700.0,,,,,
2024-06-26,4.1193389892578125,4.1193389892578125,4.093699771509226,4.110792447501104,437400.0,,,,,
2024-06-27,4.1107916831970215,4.127884356010922,4.1107916831970215,4.1193382233647045,195900.0,,,,,
2024-06-28,4.1193389892578125,4.144977799484858,4.102246313265935,4.12788512349298,387400.0,,,,,
2024-07-01,4.1193389892578125,4.13643166524969,4.110792447501104,4.12788512349298,514900.0,,,,,
2024-07-02,4.153523921966553,4.153523921966553,4.119338573433618,4.1278847068061015,665100.0,,,,,
2024-07-03,4.136431217193604,4.153523891334011,4.127884676362651,4.144977350503059,315300.0,,,,,
2024-07-05,4.127884387969971,4.144977060916207,4.127884387969971,4.136430928203823,433400.0,,,,,
2024-07-08,4.127884387969971,4.144977060916207,4.119338255257587,4.144977060916207,551500.0,,,,,
2024-07-09,4.144977569580078,4.144977569580078,4.127884894536261,4.127884894536261,595000.0,,,,,
2024-07-10,4.136431217193604,4.162070024643467,4.136431217193604,4.153523891334011,813600.0,,,,,
2024-07-11,4.13470458984375,4.151968475771142,4.126072852681808,4.1433367386092,641900.0,,,,,
2024-07-12,4.143337249755859,4.160601137813027,4.134705099925496,4.143337249755859,545100.0,,,,,
2024-07-15,4.143337249755859,4.151968987982664,4.117441211868329,4.151968987982664,803200.0,,,,,
2024-07-16,4.151968002319336,4.177864034059235,4.143336266141676,4.160600150100456,915000.0,,,,,
2024-07-17,4.143337249755859,4.160601137813027,4.126073361698691,4.151968987982664,519300.0,,,,,
2024-07-18,4.143337249755859,4.151968987982664,4.126073361698691,4.143337249755859,508200.0,,,,,
2024-07-19,4.117440223693848,4.151967991521613,4.108808487538637,4.1433362553664015,2114300.0,,,,,
2024-07-22,4.117440223693848,4.13470410760773,4.117440223693848,4.126072371452519,438500.0,,,,,
2024-07-23,4.126073837280273,4.14333772732732,4.126073837280273,4.126073837280273,341300.0,,,,,
2024-07-24,4.117440223693848,4.13470410760773,4.117440223693848,4.126072371452519,334300.0,,,,,
2024-07-25,4.13470458984375,4.13470458984375,4.117440703916357,4.13470458984375,687300.0,,,,,
2024-07-26,4.13470458984375,4.1433367386092,4.126072852681808,4.1433367386092,284400.0,,,,,
2024-07-29,4.143337249755859,4.160601137813027,4.134705099925496,4.143337249755859,471900.0,,,,,
2024-07-30,4.151968002319336,4.160600150100456,4.134704118360556,4.143336266141676,493000.0,,,,,
2024-07-31,4.151968002319336,4.160600150100456,4.143336266141676,4.160600150100456,342800.0,,,,,
2024-08-01,4.169232368469238,4.169232368469238,4.15196848251381,4.160600631293279,469200.0,,,,,
