Date,Close,High,Low,Open,Volume,"('Close', 'TLPH')","('High', 'TLPH')","('Low', 'TLPH')","('Open', 'TLPH')","('Volume', 'TLPH')"
2024-06-03,1.0299999713897705,1.0299999713897705,1.0,1.0299999713897705,38100.0,,,,,
2024-06-04,1.0299999713897705,1.0299999713897705,0.8999999761581421,1.0099999904632568,66900.0,,,,,
2024-06-05,1.0,1.0299999713897705,0.9800000190734864,1.0299999713897705,7100.0,,,,,
2024-06-06,0.9800000190734864,0.9900000095367432,0.959999978542328,0.9700000286102296,15300.0,,,,,
2024-06-07,0.9700000286102296,0.9800000190734864,0.959999978542328,0.959999978542328,14500.0,,,,,
2024-06-10,1.0099999904632568,1.0299999713897705,0.959999978542328,0.959999978542328,33500.0,,,,,
2024-06-11,0.9800000190734864,1.0099999904632568,0.9700000286102296,1.0,14800.0,,,,,
2024-06-12,0.9800000190734864,0.9800000190734864,0.8999999761581421,0.9700000286102296,40800.0,,,,,
2024-06-13,0.9800000190734864,1.0,0.949999988079071,0.9800000190734864,48400.0,,,,,
2024-06-14,1.059999942779541,1.1100000143051147,0.959999978542328,1.0,136300.0,,,,,
2024-06-17,0.9900000095367432,1.059999942779541,0.959999978542328,1.059999942779541,87900.0,,,,,
2024-06-18,0.7799999713897705,1.0,0.7799999713897705,0.9700000286102296,376300.0,,,,,
2024-06-20,0.8299999833106995,0.8999999761581421,0.800000011920929,0.8199999928474426,102900.0,,,,,
2024-06-21,0.9300000071525574,0.9300000071525574,0.8299999833106995,0.8700000047683716,106600.0,,,,,
2024-06-24,0.8899999856948853,0.949999988079071,0.8799999952316284,0.949999988079071,13700.0,,,,,
2024-06-25,0.8299999833106995,0.8700000047683716,0.8199999928474426,0.8600000143051147,59800.0,,,,,
2024-06-26,0.8799999952316284,0.8999999761581421,0.8500000238418579,0.8899999856948853,9700.0,,,,,
2024-06-27,0.9100000262260436,0.9200000166893004,0.8600000143051147,0.8700000047683716,43200.0,,,,,
2024-06-28,0.8899999856948853,0.9200000166893004,0.8700000047683716,0.8999999761581421,41700.0,,,,,
2024-07-01,0.9200000166893004,0.9200000166893004,0.8600000143051147,0.8700000047683716,28100.0,,,,,
2024-07-02,0.9200000166893004,0.959999978542328,0.8799999952316284,0.8799999952316284,58000.0,,,,,
2024-07-03,0.9200000166893004,0.949999988079071,0.8999999761581421,0.949999988079071,22400.0,,,,,
2024-07-05,0.9399999976158142,0.959999978542328,0.8899999856948853,0.959999978542328,24700.0,,,,,
2024-07-08,0.8999999761581421,0.9399999976158142,0.8700000047683716,0.8999999761581421,6900.0,,,,,
2024-07-09,0.8899999856948853,0.9300000071525574,0.8600000143051147,0.9300000071525574,28800.0,,,,,
