Date,Close,High,Low,Open,Volume,"('Close', 'COMM')","('High', 'COMM')","('Low', 'COMM')","('Open', 'COMM')","('Volume', 'COMM')"
2024-06-03,1.5099999904632568,1.590000033378601,1.4299999475479126,1.4600000381469729,2560500.0,,,,,
2024-06-04,1.5299999713897705,1.5800000429153442,1.5,1.5399999618530271,2583800.0,,,,,
2024-06-05,1.7200000286102295,1.75,1.5149999856948853,1.5499999523162842,5993300.0,,,,,
2024-06-06,1.7300000190734863,1.7999999523162842,1.659999966621399,1.7300000190734863,2502100.0,,,,,
2024-06-07,1.6200000047683716,1.7450000047683716,1.559999942779541,1.7200000286102295,2616800.0,,,,,
2024-06-10,1.5099999904632568,1.6100000143051147,1.5,1.6100000143051147,1748100.0,,,,,
2024-06-11,1.5,1.5700000524520874,1.440000057220459,1.5099999904632568,1687400.0,,,,,
2024-06-12,1.4700000286102295,1.6399999856948853,1.4500000476837158,1.5700000524520874,2026600.0,,,,,
2024-06-13,1.399999976158142,1.4950000047683716,1.3899999856948853,1.4600000381469729,1665500.0,,,,,
2024-06-14,1.2899999618530271,1.4149999618530271,1.2599999904632568,1.350000023841858,3234600.0,,,,,
2024-06-17,1.1799999475479126,1.2999999523162842,1.1649999618530271,1.2799999713897705,4824400.0,,,,,
2024-06-18,1.2100000381469729,1.2899999618530271,1.1200000047683716,1.1799999475479126,6126600.0,,,,,
2024-06-20,1.190000057220459,1.2699999809265137,1.1649999618530271,1.2100000381469729,3736000.0,,,,,
2024-06-21,1.2699999809265137,1.3600000143051147,1.1799999475479126,1.2100000381469729,32995000.0,,,,,
2024-06-24,1.1799999475479126,1.340000033378601,1.1799999475479126,1.2599999904632568,4804700.0,,,,,
2024-06-25,1.159999966621399,1.2200000286102295,1.1299999952316284,1.190000057220459,4128600.0,,,,,
2024-06-26,1.1200000047683716,1.2000000476837158,1.100000023841858,1.1299999952316284,2621600.0,,,,,
2024-06-27,1.1200000047683716,1.2000000476837158,1.1200000047683716,1.159999966621399,3788700.0,,,,,
2024-06-28,1.2300000190734863,1.2400000095367432,1.1399999856948853,1.149999976158142,14029900.0,,,,,
2024-07-01,1.1699999570846558,1.2799999713897705,1.1399999856948853,1.2200000286102295,2176200.0,,,,,
2024-07-02,1.1399999856948853,1.184999942779541,1.1299999952316284,1.1699999570846558,1517000.0,,,,,
2024-07-03,1.159999966621399,1.1799999475479126,1.125,1.1699999570846558,1291600.0,,,,,
2024-07-05,1.0700000524520874,1.149999976158142,1.0499999523162842,1.149999976158142,3230100.0,,,,,
2024-07-08,1.190000057220459,1.2200000286102295,1.100000023841858,1.100000023841858,3831100.0,,,,,
2024-07-09,1.25,1.2699999809265137,1.1549999713897705,1.1799999475479126,2474400.0,,,,,
2024-07-10,1.2899999618530271,1.309999942779541,1.2300000190734863,1.25,2299600.0,,,,,
2024-07-11,1.4199999570846558,1.440000057220459,1.315999984741211,1.350000023841858,3160400.0,,,,,
2024-07-12,1.5299999713897705,1.5399999618530271,1.4500000476837158,1.4500000476837158,4000500.0,,,,,
2024-07-15,1.590000033378601,1.6399999856948853,1.5049999952316284,1.559999942779541,4155000.0,,,,,
2024-07-16,1.5199999809265137,1.6299999952316284,1.4800000190734863,1.6200000047683716,3753900.0,,,,,
2024-07-17,1.7100000381469729,1.7350000143051147,1.4700000286102295,1.5,5161900.0,,,,,
2024-07-18,1.75,2.3499999046325684,1.7100000381469729,2.319999933242798,40684900.0,,,,,
2024-07-19,1.6799999475479126,1.7699999809265137,1.649999976158142,1.7100000381469729,3531800.0,,,,,
2024-07-22,1.7300000190734863,1.7699999809265137,1.5700000524520874,1.649999976158142,3705000.0,,,,,
2024-07-23,1.7999999523162842,1.870000004768372,1.684999942779541,1.7000000476837158,4362900.0,,,,,
2024-07-24,1.649999976158142,1.8200000524520876,1.649999976158142,1.7100000381469729,2479500.0,,,,,
2024-07-25,1.7999999523162842,1.8650000095367432,1.649999976158142,1.649999976158142,3472300.0,,,,,
2024-07-26,1.919999957084656,1.919999957084656,1.8049999475479128,1.850000023841858,3147000.0,,,,,
2024-07-29,2.309999942779541,2.430000066757202,1.9900000095367432,2.0,14431500.0,,,,,
2024-07-30,2.539999961853028,2.569999933242798,2.3350000381469727,2.3499999046325684,7700400.0,,,,,
2024-07-31,2.5899999141693115,2.880000114440918,2.494999885559082,2.549999952316284,8671800.0,,,,,
2024-08-01,2.509999990463257,2.7100000381469727,2.440000057220459,2.609999895095825,4657500.0,,,,,
2024-08-02,2.289999961853028,2.440000057220459,2.140000104904175,2.4100000858306885,7025700.0,,,,,
2024-08-05,2.015000104904175,2.130000114440918,1.9299999475479128,2.0199999809265137,6716600.0,,,,,
2024-08-06,2.2100000381469727,2.2699999809265137,2.039999961853028,2.059999942779541,4179600.0,,,,,
2024-08-07,2.130000114440918,2.299999952316284,2.0899999141693115,2.220000028610229,5474300.0,,,,,
2024-08-08,2.789999961853028,3.0299999713897705,2.3499999046325684,2.450000047683716,16707300.0,,,,,
2024-08-09,2.859999895095825,2.869999885559082,2.549999952316284,2.799999952316284,5282700.0,,,,,
2024-08-12,2.9200000762939453,2.9800000190734863,2.789999961853028,2.900000095367432,3932200.0,,,,,
2024-08-13,3.240000009536743,3.2950000762939453,2.890000104904175,2.9200000762939453,6717400.0,,,,,
2024-08-14,3.380000114440918,3.4800000190734863,3.2100000381469727,3.220000028610229,5492500.0,,,,,
2024-08-15,3.630000114440918,3.744999885559082,3.4100000858306885,3.4600000381469727,4630400.0,,,,,
2024-08-16,3.9600000381469727,4.025000095367432,3.650000095367432,3.670000076293945,6725500.0,,,,,
2024-08-19,4.0,4.110000133514404,3.829999923706055,4.079999923706055,6200400.0,,,,,
2024-08-20,4.389999866485596,4.400000095367432,3.910000085830689,3.9800000190734863,5525700.0,,,,,
2024-08-21,4.070000171661377,4.46999979019165,3.934999942779541,4.449999809265137,6179600.0,,,,,
2024-08-22,4.039999961853027,4.190000057220459,3.974999904632568,4.079999923706055,2594900.0,,,,,
2024-08-23,4.369999885559082,4.40500020980835,4.070000171661377,4.070000171661377,3375400.0,,,,,
2024-08-26,4.389999866485596,4.5,4.355000019073486,4.400000095367432,2962200.0,,,,,
2024-08-27,4.329999923706055,4.389999866485596,4.070000171661377,4.320000171661377,2434200.0,,,,,
2024-08-28,4.210000038146973,4.389999866485596,4.135000228881836,4.300000190734863,2471100.0,,,,,
2024-08-29,4.21999979019165,4.309999942779541,4.105000019073486,4.309999942779541,1715200.0,,,,,
2024-08-30,3.859999895095825,4.284999847412109,3.7899999618530273,4.260000228881836,3707300.0,,,,,
2024-09-03,3.930000066757202,3.954999923706055,3.670000076293945,3.7200000286102295,3112700.0,,,,,
2024-09-04,3.859999895095825,3.9800000190734863,3.7300000190734863,3.829999923706055,2491800.0,,,,,
2024-09-05,4.079999923706055,4.150000095367432,3.880000114440918,3.890000104904175,2364100.0,,,,,
2024-09-06,4.070000171661377,4.230000019073486,4.03000020980835,4.059999942779541,1936800.0,,,,,
2024-09-09,4.489999771118164,4.505000114440918,4.059999942779541,4.070000171661377,6361300.0,,,,,
