Date,Close,High,Low,Open,Volume,"('Close', 'ABTC')","('High', 'ABTC')","('Low', 'ABTC')","('Open', 'ABTC')","('Volume', 'ABTC')"
2024-06-03,6.199999809265137,6.199999809265137,5.849999904632568,5.949999809265137,34140.0,,,,,
2024-06-04,6.099999904632568,6.300000190734863,6.050000190734863,6.050000190734863,32600.0,,,,,
2024-06-05,6.0,6.300000190734863,5.800000190734863,6.300000190734863,32160.0,,,,,
2024-06-06,7.199999809265137,7.449999809265137,6.0,6.050000190734863,206560.0,,,,,
2024-06-07,6.349999904632568,7.199999809265137,6.25,7.199999809265137,102160.0,,,,,
2024-06-10,6.949999809265137,7.0,6.25,6.449999809265137,51300.0,,,,,
2024-06-11,6.650000095367432,7.25,6.550000190734863,6.75,86100.0,,,,,
2024-06-12,6.699999809265137,7.199999809265137,6.449999809265137,6.849999904632568,117720.0,,,,,
2024-06-13,6.25,6.849999904632568,6.199999809265137,6.75,66160.0,,,,,
2024-06-14,6.5,6.5,6.25,6.400000095367432,45620.0,,,,,
2024-06-17,6.400000095367432,6.599999904632568,6.25,6.25,38980.0,,,,,
2024-06-18,6.25,6.449999809265137,6.0,6.449999809265137,48620.0,,,,,
2024-06-20,6.199999809265137,6.449999809265137,6.125,6.449999809265137,56080.0,,,,,
2024-06-21,5.699999809265137,6.25,5.699999809265137,6.199999809265137,158700.0,,,,,
2024-06-24,5.599999904632568,5.800000190734863,5.300000190734863,5.800000190734863,133380.0,,,,,
2024-06-25,5.599999904632568,5.75,5.400000095367432,5.599999904632568,44260.0,,,,,
2024-06-26,5.699999809265137,6.0,5.449999809265137,5.699999809265137,112560.0,,,,,
2024-06-27,5.550000190734863,5.650000095367432,5.400000095367432,5.599999904632568,51760.0,,,,,
2024-06-28,5.949999809265137,6.0,5.5,5.650000095367432,143000.0,,,,,
2024-07-01,6.050000190734863,6.150000095367432,5.724999904632568,6.0,49680.0,,,,,
2024-07-02,6.25,6.349999904632568,6.050000190734863,6.050000190734863,46140.0,,,,,
2024-07-03,6.199999809265137,6.5,6.0,6.150000095367432,24540.0,,,,,
2024-07-05,6.050000190734863,6.199999809265137,5.800000190734863,5.849999904632568,30060.0,,,,,
2024-07-08,5.699999809265137,6.050000190734863,5.599999904632568,6.0,26420.0,,,,,
2024-07-09,5.550000190734863,5.75,5.400000095367432,5.550000190734863,33480.0,,,,,
2024-07-10,5.599999904632568,5.650000095367432,5.5,5.599999904632568,14360.0,,,,,
2024-07-11,5.599999904632568,5.650000095367432,5.449999809265137,5.650000095367432,35820.0,,,,,
2024-07-12,5.550000190734863,5.900000095367432,5.550000190734863,5.550000190734863,29160.0,,,,,
2024-07-15,5.800000190734863,6.050000190734863,5.599999904632568,5.75,154400.0,,,,,
2024-07-16,5.550000190734863,5.849999904632568,5.400000095367432,5.650000095367432,122340.0,,,,,
2024-07-17,5.449999809265137,5.650000095367432,5.300000190734863,5.599999904632568,51520.0,,,,,
2024-07-18,5.449999809265137,5.5,5.25,5.400000095367432,39220.0,,,,,
2024-07-19,5.400000095367432,5.599999904632568,5.255000114440918,5.300000190734863,30560.0,,,,,
2024-07-22,5.309999942779541,5.550000190734863,5.199999809265137,5.5,35000.0,,,,,
2024-07-23,5.099999904632568,5.400000095367432,5.050000190734863,5.199999809265137,39720.0,,,,,
2024-07-24,4.875,5.099999904632568,4.835000038146973,5.0,55580.0,,,,,
2024-07-25,4.550000190734863,4.849999904632568,4.5,4.75,29380.0,,,,,
2024-07-26,4.590000152587891,4.699999809265137,4.550000190734863,4.554999828338623,17940.0,,,,,
2024-07-29,4.744999885559082,4.909999847412109,4.590000152587891,4.699999809265137,34480.0,,,,,
2024-07-30,4.635000228881836,4.800000190734863,4.59499979019165,4.650000095367432,8520.0,,,,,
2024-07-31,4.400000095367432,4.800000190734863,4.349999904632568,4.550000190734863,36520.0,,,,,
