Date,Close,High,Low,Open,Volume,"('Close', 'TCOM')","('High', 'TCOM')","('Low', 'TCOM')","('Open', 'TCOM')","('Volume', 'TCOM')"
2024-06-03,51.4897689819336,52.41526768497435,50.75334620971795,51.6390412518604,2540200.0,,,,,
2024-06-04,49.91740798950195,50.56426587346923,49.43972989824452,49.45963362657791,4653000.0,,,,,
2024-06-05,51.400203704833984,51.47981482226432,50.24581403023379,50.25576399631957,11613500.0,,,,,
2024-06-06,51.79826736450195,52.17643061548264,51.56938017992755,51.95749339708623,2672200.0,,,,,
2024-06-07,51.15141296386719,51.42010380780411,50.86281459519652,51.35044265622817,1944000.0,,,,,
2024-06-10,51.3902473449707,51.73855688033617,50.763293218311134,51.012084116608825,2141800.0,,,,,
2024-06-11,50.83295822143555,51.46986231441787,50.42493750335541,51.46986231441787,2549600.0,,,,,
2024-06-12,50.53440856933594,50.95237927338367,50.37518253832919,50.95237927338367,2981400.0,,,,,
2024-06-13,50.43489074707031,50.84290766471096,50.06668128389406,50.3353759071571,3628100.0,,,,,
2024-06-14,50.02687454223633,50.196050531748845,49.50938901556908,49.91740593902336,2627500.0,,,,,
2024-06-17,49.99702072143555,50.49460251931658,49.41982401369458,50.19605040358968,1991800.0,,,,,
2024-06-18,49.70842361450195,50.07663309122106,49.18098431406869,49.260599225925766,2211200.0,,,,,
2024-06-20,49.738277435302734,50.395085274808615,49.63876259147528,49.88755349729187,4291800.0,,,,,
2024-06-21,48.11616134643555,49.73827917194641,47.92708161806237,49.0118101571466,4471300.0,,,,,
2024-06-24,48.484371185302734,48.743112047637005,47.79770588050612,47.83751333509533,4269000.0,,,,,
2024-06-25,48.23558044433594,48.9620494098211,48.06640065990907,48.39480646695942,2004700.0,,,,,
2024-06-26,48.63364410400391,48.85258131096057,47.96688631372368,48.56398295565367,3214900.0,,,,,
2024-06-27,47.27027130126953,48.02659397174077,47.22051388020199,47.877321708538126,2889000.0,,,,,
2024-06-28,46.77268981933594,47.48920883562297,46.27510801274725,46.981673267003686,3632400.0,,,,,
2024-07-01,47.32003021240234,47.34988770298137,46.56370751811518,47.07123930298251,1477200.0,,,,,
2024-07-02,47.47925567626953,47.61857797648318,46.63336811283068,47.54891682637636,2167600.0,,,,,
2024-07-03,49.41982650756836,49.63876372448356,48.28534055854966,48.434612827698,2692700.0,,,,,
2024-07-05,49.51934051513672,50.05672978596618,49.14118106936604,49.220792185647454,2482200.0,,,,,
2024-07-08,49.320308685302734,49.44967721817511,48.80282316506979,49.28050123076609,3410200.0,,,,,
2024-07-09,50.66378021240234,51.19121572109648,49.46958309807314,49.60890539876609,3345700.0,,,,,
2024-07-10,48.75306701660156,50.1861012510669,48.66350213968198,50.16619752327945,3441800.0,,,,,
2024-07-11,49.05161666870117,49.897504243201794,48.454516207658365,49.75818194116621,3068900.0,,,,,
2024-07-12,50.02687454223633,50.8130546959951,49.788033608294576,50.29556916932785,2694800.0,,,,,
2024-07-15,47.558868408203125,49.151128618002105,47.45934977243582,49.071517505636045,3275600.0,,,,,
2024-07-16,47.34988784790039,47.7380010603835,46.79259484244504,47.2304654777148,2148500.0,,,,,
2024-07-17,46.19549179077149,47.14089795571518,46.086026985276106,47.021479388471626,2902400.0,,,,,
2024-07-18,45.11076736450195,46.05616973816303,44.61318556941809,45.956654897645386,3912700.0,,,,,
2024-07-19,45.140621185302734,45.230186060521504,43.89666669406864,44.434055945381246,3329500.0,,,,,
2024-07-22,47.07123947143555,47.459352684119736,46.3447704688796,46.3447704688796,2644800.0,,,,,
2024-07-23,46.0362663269043,46.06612381626286,45.32970108413327,45.78747542765412,2868500.0,,,,,
2024-07-24,45.06100845336914,45.86709236929441,44.83212127147016,45.40931800549646,2876900.0,,,,,
2024-07-25,43.21995544433594,44.56342478560789,43.11048684095493,44.56342478560789,4974000.0,,,,,
2024-07-26,43.14034271240234,43.45879477672761,42.4536811604975,42.96121295168837,3162400.0,,,,,
2024-07-29,42.88159942626953,43.329423802912665,42.4138713221925,43.329423802912665,3644500.0,,,,,
2024-07-30,41.76701736450195,42.49348633447718,41.48836897600274,42.035711991136274,5550900.0,,,,,
2024-07-31,42.32430648803711,43.20005151474141,42.18498419211212,42.951260615947405,3163600.0,,,,,
2024-08-01,40.94103240966797,42.07551837590603,40.25437085016812,41.86653491817757,4860200.0,,,,,
2024-08-02,39.12983322143555,39.856302208239526,38.49292911225112,39.80654478650598,5797300.0,,,,,
2024-08-05,40.115047454833984,40.82161272390344,38.04510527383008,38.43321848370631,3570100.0,,,,,
2024-08-06,42.005855560302734,42.7422783107001,40.66238618952465,40.76190103319416,4878800.0,,,,,
2024-08-07,40.78180313110352,42.792034022110535,40.52306227015606,42.54324312663315,3537900.0,,,,,
2024-08-08,42.05561447143555,42.17503684356555,40.77185623914674,41.09030830566391,2901100.0,,,,,
2024-08-09,41.67745208740234,42.045661551650845,41.090305419209855,41.80682062041669,2251800.0,,,,,
2024-08-12,41.84663009643555,42.14517842771402,41.70730779492212,41.79687267393047,1913100.0,,,,,
2024-08-13,41.94614791870117,42.483533386010855,41.58788840966277,42.483533386010855,2249000.0,,,,,
2024-08-14,41.20972442626953,42.02575827263148,40.51310914867455,41.88643597636205,3015000.0,,,,,
2024-08-15,41.80682373046875,42.095422103273535,41.47842169637042,41.61774400151808,1846300.0,,,,,
2024-08-16,42.543243408203125,42.79203430532712,42.28450254554321,42.34420993125436,2498600.0,,,,,
2024-08-19,42.70246887207031,42.971163493000105,42.41387052408115,42.41387052408115,2008100.0,,,,,
2024-08-20,41.080352783203125,42.20488873030329,41.02064539594423,42.06556643170197,5217800.0,,,,,
2024-08-21,42.78208541870117,43.03087632209935,41.86653292014693,41.9760015250418,4741400.0,,,,,
2024-08-22,42.39397048950195,43.38913415166161,42.354166828164125,43.28961930394488,2499300.0,,,,,
2024-08-23,41.97600173950195,42.54324469844809,41.82672567820121,42.09542031079379,2639200.0,,,,,
2024-08-26,42.13522720336914,42.38401810471255,41.65754912833955,42.38401810471255,3542500.0,,,,,
2024-08-27,45.74767303466797,46.44428453484402,44.8918317101683,46.22535111889496,9521400.0,,,,,
2024-08-28,45.95665740966797,47.06128966253376,45.94670364732343,46.29501320066967,6096100.0,,,,,
2024-08-29,46.50399398803711,47.827563381602864,46.40447914778685,47.24041671313159,4021400.0,,,,,
2024-08-30,46.91201400756836,47.67829047613309,46.42438594336685,47.588725595489215,4750100.0,,,,,
2024-09-03,47.1010971069336,47.429499135503725,46.44428545729727,46.44428545729727,4529700.0,,,,,
2024-09-04,47.140899658203125,47.3697868354561,46.77269018142643,47.320029413661615,5806200.0,,,,,
2024-09-05,47.48920822143555,48.03654744235466,47.320028435334514,47.4593507319778,4231600.0,,,,,
2024-09-06,47.32998275756836,47.46930505586106,46.8224471895045,46.991626977608426,2562200.0,,,,,
2024-09-09,47.03142929077149,47.40959251549035,46.77268842938351,47.14089789236756,2070400.0,,,,,
2024-09-10,46.84235000610352,47.40959295025981,46.65327029013402,47.28022062025551,1536800.0,,,,,
2024-09-11,47.05133438110352,47.29017531843687,46.65327121387846,47.03143065330507,2860200.0,,,,,
2024-09-12,46.8722038269043,47.051333577784014,46.25520346067854,47.051333577784014,2998700.0,,,,,
