Date,Close,High,Low,Open,Volume,"('Close', 'HUT')","('High', 'HUT')","('Low', 'HUT')","('Open', 'HUT')","('Volume', 'HUT')"
2024-06-03,8.960000038146973,9.34000015258789,8.92199993133545,8.949999809265137,2611700.0,,,,,
2024-06-04,9.5600004196167,9.800000190734863,8.899999618530273,8.960000038146973,4129900.0,,,,,
2024-06-05,10.039999961853027,10.119999885559082,9.25,9.8100004196167,4797600.0,,,,,
2024-06-06,10.470000267028809,10.829999923706056,9.949999809265137,9.970000267028809,5422000.0,,,,,
2024-06-07,9.68000030517578,10.65999984741211,9.630000114440918,10.600000381469728,4309300.0,,,,,
2024-06-10,9.850000381469728,10.06999969482422,9.510000228881836,9.609999656677246,3723200.0,,,,,
2024-06-11,9.93000030517578,10.05500030517578,8.800000190734863,9.5,4931000.0,,,,,
2024-06-12,10.93000030517578,11.75,10.229999542236328,10.239999771118164,7968100.0,,,,,
2024-06-13,11.510000228881836,11.84000015258789,10.68000030517578,10.68000030517578,6971500.0,,,,,
2024-06-14,11.279999732971191,11.899999618530272,11.079999923706056,11.489999771118164,4578700.0,,,,,
2024-06-17,12.239999771118164,12.289999961853027,10.890000343322754,11.109999656677246,6260700.0,,,,,
2024-06-18,11.960000038146973,12.279999732971191,11.5,11.850000381469728,5136200.0,,,,,
2024-06-20,13.010000228881836,13.489999771118164,12.149999618530272,12.270000457763672,10437700.0,,,,,
2024-06-21,12.350000381469728,12.720000267028809,11.880000114440918,12.5,9523200.0,,,,,
2024-06-24,12.529999732971191,13.177000045776367,11.920000076293944,12.029999732971191,8683000.0,,,,,
2024-06-25,14.619999885559082,15.039999961853027,12.960000038146973,13.0,11027000.0,,,,,
2024-06-26,15.31999969482422,15.470000267028809,14.539999961853027,14.539999961853027,9373000.0,,,,,
2024-06-27,15.199999809265137,17.389999389648438,15.010000228881836,15.90999984741211,12325900.0,,,,,
2024-06-28,14.989999771118164,15.880000114440918,14.729999542236328,15.479999542236328,18681900.0,,,,,
2024-07-01,15.25,16.469999313354492,15.152000427246094,15.300000190734863,6028200.0,,,,,
2024-07-02,15.670000076293944,15.699999809265137,14.65999984741211,15.15999984741211,3999900.0,,,,,
2024-07-03,16.15999984741211,16.219999313354492,15.27400016784668,15.329999923706056,4872400.0,,,,,
