Date,Close,High,Low,Open,Volume,"('Close', 'ARDT')","('High', 'ARDT')","('Low', 'ARDT')","('Open', 'ARDT')","('Volume', 'ARDT')"
2024-07-18,16.059999465942383,16.690000534057617,15.0,15.0,4508000.0,,,,,
2024-07-19,17.299999237060547,17.600000381469727,15.725000381469728,15.93000030517578,1346200.0,,,,,
2024-07-22,16.549999237060547,17.3799991607666,16.5,17.299999237060547,492200.0,,,,,
2024-07-23,16.829999923706055,17.280000686645508,16.18000030517578,16.950000762939453,613400.0,,,,,
2024-07-24,16.75,17.1200008392334,16.489999771118164,16.799999237060547,688000.0,,,,,
2024-07-25,17.100000381469727,17.3799991607666,16.389999389648438,16.75,563700.0,,,,,
2024-07-26,17.239999771118164,17.510000228881836,16.690000534057617,16.81999969482422,420000.0,,,,,
2024-07-29,17.40999984741211,17.450000762939453,17.05900001525879,17.1200008392334,155600.0,,,,,
2024-07-30,17.020000457763672,17.850000381469727,16.850000381469727,17.610000610351562,169400.0,,,,,
2024-07-31,17.8700008392334,18.07999992370605,16.6200008392334,17.0,251700.0,,,,,
2024-08-01,17.969999313354492,18.15999984741211,17.040000915527344,17.65999984741211,344900.0,,,,,
2024-08-02,17.31999969482422,17.600000381469727,16.649999618530273,16.969999313354492,106700.0,,,,,
2024-08-05,16.56999969482422,16.7450008392334,15.529999732971191,15.75,132500.0,,,,,
2024-08-06,16.190000534057617,16.600000381469727,16.079999923706055,16.459999084472656,102400.0,,,,,
2024-08-07,15.949999809265137,16.360000610351562,15.925000190734863,16.110000610351562,116600.0,,,,,
2024-08-08,16.06999969482422,16.229999542236328,15.6899995803833,16.229999542236328,62700.0,,,,,
2024-08-09,15.640000343322754,15.789999961853027,15.302000045776367,15.75,179800.0,,,,,
2024-08-12,16.1299991607666,16.510000228881836,15.369999885559082,15.399999618530272,251300.0,,,,,
2024-08-13,16.010000228881836,16.389999389648438,15.779999732971191,16.389999389648438,138600.0,,,,,
2024-08-14,16.0,16.34000015258789,15.789999961853027,16.1200008392334,206000.0,,,,,
2024-08-15,16.969999313354492,17.290000915527344,16.030000686645508,17.290000915527344,792100.0,,,,,
2024-08-16,16.940000534057617,17.260000228881836,15.760000228881836,17.010000228881836,829400.0,,,,,
2024-08-19,17.5,17.75,16.6200008392334,16.850000381469727,238400.0,,,,,
2024-08-20,17.350000381469727,17.959999084472656,17.15999984741211,17.5,101500.0,,,,,
2024-08-21,16.90999984741211,17.545000076293945,16.860000610351562,17.34000015258789,186300.0,,,,,
2024-08-22,17.020000457763672,17.1299991607666,16.920000076293945,17.0,185600.0,,,,,
2024-08-23,17.270000457763672,17.489999771118164,17.09000015258789,17.09000015258789,105500.0,,,,,
2024-08-26,17.520000457763672,17.530000686645508,16.950000762939453,17.530000686645508,526500.0,,,,,
2024-08-27,18.57999992370605,19.15999984741211,17.389999389648438,17.549999237060547,1485200.0,,,,,
2024-08-28,18.799999237060547,19.38999938964844,18.200000762939453,19.3700008392334,649600.0,,,,,
2024-08-29,19.709999084472656,19.8700008392334,19.18000030517578,19.36000061035156,562100.0,,,,,
2024-08-30,19.82999992370605,20.1299991607666,19.375999450683597,19.850000381469727,418700.0,,,,,
2024-09-03,19.299999237060547,20.299999237060547,19.280000686645508,19.82999992370605,373100.0,,,,,
2024-09-04,19.670000076293945,20.190000534057617,18.90999984741211,19.18000030517578,347000.0,,,,,
2024-09-05,19.57999992370605,19.96999931335449,19.5,19.559999465942383,205200.0,,,,,
2024-09-06,19.190000534057617,19.86000061035156,18.32999992370605,19.459999084472656,286600.0,,,,,
2024-09-09,18.21999931335449,19.46999931335449,18.15999984741211,19.18000030517578,340300.0,,,,,
2024-09-10,18.309999465942383,18.8700008392334,18.040000915527344,18.200000762939453,208300.0,,,,,
2024-09-11,18.520000457763672,18.8799991607666,18.170000076293945,18.170000076293945,235100.0,,,,,
2024-09-12,17.940000534057617,18.780000686645508,17.84000015258789,18.56999969482422,332200.0,,,,,
2024-09-13,18.149999618530277,18.200000762939453,17.520000457763672,17.969999313354492,222100.0,,,,,
2024-09-16,17.549999237060547,18.420000076293945,17.308000564575195,18.209999084472656,252800.0,,,,,
2024-09-17,17.219999313354492,17.700000762939453,16.725000381469727,17.579999923706055,402800.0,,,,,
2024-09-18,17.079999923706055,17.420000076293945,16.790000915527344,17.1299991607666,202500.0,,,,,
2024-09-19,17.969999313354492,17.969999313354492,17.100000381469727,17.299999237060547,360500.0,,,,,
2024-09-20,18.280000686645508,18.47800064086914,17.799999237060547,18.399999618530277,2809000.0,,,,,
2024-09-23,19.06999969482422,19.520000457763672,18.1200008392334,18.280000686645508,670100.0,,,,,
2024-09-24,19.350000381469727,19.479999542236328,18.95499992370605,19.229999542236328,423300.0,,,,,
2024-09-25,19.34000015258789,19.940000534057617,19.31999969482422,19.649999618530277,661600.0,,,,,
2024-09-26,19.100000381469727,19.489999771118164,18.88999938964844,19.26000022888184,359800.0,,,,,
2024-09-27,18.299999237060547,19.100000381469727,18.020000457763672,19.100000381469727,339800.0,,,,,
2024-09-30,18.3799991607666,18.420000076293945,17.65999984741211,18.420000076293945,422700.0,,,,,
2024-10-01,18.90999984741211,19.100000381469727,17.989999771118164,18.34000015258789,608100.0,,,,,
2024-10-02,19.059999465942383,19.26000022888184,18.549999237060547,18.959999084472656,304400.0,,,,,
2024-10-03,17.760000228881836,19.25,17.284000396728516,19.049999237060547,516200.0,,,,,
2024-10-04,17.989999771118164,18.030000686645508,17.290000915527344,17.649999618530273,251000.0,,,,,
2024-10-07,17.6299991607666,17.989999771118164,17.534000396728516,17.989999771118164,843900.0,,,,,
2024-10-08,17.6200008392334,18.25,17.290000915527344,17.610000610351562,197100.0,,,,,
2024-10-09,18.0,18.010000228881836,17.299999237060547,17.43000030517578,114700.0,,,,,
2024-10-10,18.1200008392334,18.459999084472656,17.739999771118164,17.739999771118164,158400.0,,,,,
2024-10-11,18.979999542236328,18.989999771118164,18.309999465942383,18.479999542236328,215400.0,,,,,
2024-10-14,18.8700008392334,19.049999237060547,18.559999465942383,18.76000022888184,123400.0,,,,,
2024-10-15,19.350000381469727,20.11000061035156,19.01000022888184,19.01000022888184,347100.0,,,,,
2024-10-16,20.190000534057617,20.71999931335449,19.38999938964844,19.38999938964844,509200.0,,,,,
2024-10-17,19.5,20.190000534057617,19.3700008392334,20.190000534057617,152200.0,,,,,
2024-10-18,19.540000915527344,19.940000534057617,19.26000022888184,19.459999084472656,130400.0,,,,,
2024-10-21,18.65999984741211,19.55500030517578,18.350000381469727,19.46999931335449,268800.0,,,,,
2024-10-22,19.34000015258789,19.36000061035156,18.520000457763672,18.600000381469727,260300.0,,,,,
2024-10-23,19.299999237060547,19.549999237060547,19.07999992370605,19.229999542236328,229700.0,,,,,
2024-10-24,17.899999618530273,19.63999938964844,17.770000457763672,19.25,444200.0,,,,,
2024-10-25,17.739999771118164,18.170000076293945,17.540000915527344,17.760000228881836,175300.0,,,,,
2024-10-28,18.040000915527344,18.25,17.649999618530273,18.010000228881836,170400.0,,,,,
2024-10-29,18.700000762939453,18.790000915527344,17.889999389648438,17.989999771118164,290100.0,,,,,
2024-10-30,18.46999931335449,18.850000381469727,18.239999771118164,18.600000381469727,98600.0,,,,,
2024-10-31,17.399999618530273,18.459999084472656,17.389999389648438,18.3799991607666,205700.0,,,,,
2024-11-01,17.700000762939453,17.799999237060547,17.510000228881836,17.59000015258789,115100.0,,,,,
2024-11-04,17.59000015258789,18.040000915527344,17.540000915527344,17.700000762939453,96600.0,,,,,
2024-11-05,18.049999237060547,18.190000534057617,17.360000610351562,17.530000686645508,167200.0,,,,,
2024-11-06,16.270000457763672,17.0,15.81999969482422,16.469999313354492,563400.0,,,,,
2024-11-07,17.540000915527344,18.0,14.574999809265137,15.670000076293944,598900.0,,,,,
2024-11-08,16.3700008392334,17.600000381469727,16.270000457763672,17.600000381469727,383600.0,,,,,
2024-11-11,17.309999465942383,17.520000457763672,16.200000762939453,16.3799991607666,423100.0,,,,,
2024-11-12,17.139999389648438,17.5,17.059999465942383,17.34000015258789,170200.0,,,,,
2024-11-13,17.0,17.510000228881836,16.84000015258789,17.510000228881836,147900.0,,,,,
2024-11-14,17.809999465942383,17.950000762939453,17.190000534057617,17.559999465942383,238300.0,,,,,
2024-11-15,16.610000610351562,17.90999984741211,16.40999984741211,17.90999984741211,242200.0,,,,,
2024-11-18,17.0,17.0049991607666,16.299999237060547,16.6299991607666,247000.0,,,,,
2024-11-19,16.639999389648438,16.959999084472656,16.290000915527344,16.770000457763672,240700.0,,,,,
2024-11-20,16.440000534057617,16.760000228881836,16.350000381469727,16.649999618530273,180700.0,,,,,
2024-11-21,15.800000190734863,16.420000076293945,15.579999923706056,16.350000381469727,274100.0,,,,,
2024-11-22,15.829999923706056,15.859999656677246,15.359999656677246,15.68000030517578,385400.0,,,,,
2024-11-25,16.40999984741211,16.43000030517578,15.550000190734863,15.630000114440918,286800.0,,,,,
2024-11-26,16.149999618530273,16.510000228881836,16.040000915527344,16.510000228881836,134800.0,,,,,
2024-11-27,15.9399995803833,16.440000534057617,15.93000030517578,16.25,101100.0,,,,,
