Date,Close,High,Low,Open,Volume,"('Close', 'WIT')","('High', 'WIT')","('Low', 'WIT')","('Open', 'WIT')","('Volume', 'WIT')"
2024-06-03,2.534146547317505,2.534146547317505,2.500486074078542,2.5052948113812,2865600.0,,,,,
2024-06-04,2.4956774711608887,2.5101032239338363,2.4764429812681548,2.4956774711608887,6244800.0,,,,,
2024-06-05,2.5629982948303223,2.582232785541404,2.5341465587637004,2.5341465587637004,4937800.0,,,,,
2024-06-06,2.6351277828216557,2.649553765683208,2.591850063530217,2.591850063530217,9923600.0,,,,,
2024-06-07,2.7024483680725098,2.74091734808457,2.6928311230694946,2.731300103081555,10299400.0,,,,,
2024-06-10,2.6735968589782715,2.688022842348371,2.644745121531299,2.644745121531299,3065200.0,,,,,
2024-06-11,2.683213949203491,2.688022686479091,2.6495537054471465,2.673596703945505,4325200.0,,,,,
2024-06-12,2.683213949203491,2.7072571769950637,2.668788195963119,2.6976399317370774,4451400.0,,,,,
2024-06-13,2.697640180587769,2.716874672878076,2.6928314428685742,2.707257426732922,3768600.0,,,,,
2024-06-14,2.663979768753052,2.673597015130407,2.654362522375697,2.663979768753052,3615600.0,,,,,
2024-06-17,2.6880228519439697,2.6976400977939585,2.668788360243992,2.6832141143723613,4998800.0,,,,,
2024-06-18,2.7697696685791016,2.779386914818894,2.75053494680628,2.7697696685791016,6429800.0,,,,,
2024-06-20,2.8322815895080566,2.8322815895080566,2.7890040970685552,2.827473081145104,9056800.0,,,,,
2024-06-21,2.827472925186157,2.8370901706748226,2.79381245132922,2.803429696817885,14186800.0,,,,,
2024-06-24,2.8034298419952397,2.83228157995534,2.7986213336485046,2.813047087981939,3057000.0,,,,,
2024-06-25,2.822664260864258,2.8274729983796814,2.7938125236513907,2.808238506904437,4852600.0,,,,,
2024-06-26,2.822664260864258,2.822664260864258,2.7938125236513907,2.803429769389013,2846800.0,,,,,
2024-06-27,2.894793748855591,2.904410994693919,2.875559257178934,2.8851765030172625,3488800.0,,,,,
2024-06-28,2.933262586593628,2.9524970773154315,2.9044108505109225,2.9044108505109225,11094400.0,,,,,
2024-07-01,2.9765405654907227,2.9861578116920966,2.9476888268866004,2.9669233192893487,6150800.0,,,,,
