Date,Close,High,Low,Open,Volume,"('Close', 'PLX')","('High', 'PLX')","('Low', 'PLX')","('Open', 'PLX')","('Volume', 'PLX')"
2024-06-03,1.149999976158142,1.2200000286102295,1.1200000047683716,1.1299999952316284,349200.0,,,,,
2024-06-04,1.1299999952316284,1.159999966621399,1.1100000143051147,1.149999976158142,253300.0,,,,,
2024-06-05,1.1799999475479126,1.190000057220459,1.1399999856948853,1.1399999856948853,214300.0,,,,,
2024-06-06,1.1299999952316284,1.159999966621399,1.1299999952316284,1.149999976158142,191900.0,,,,,
2024-06-07,1.1200000047683716,1.1699999570846558,1.1200000047683716,1.1200000047683716,193600.0,,,,,
2024-06-10,1.190000057220459,1.190000057220459,1.1200000047683716,1.1399999856948853,219600.0,,,,,
2024-06-11,1.1799999475479126,1.190000057220459,1.1399999856948853,1.159999966621399,247300.0,,,,,
2024-06-12,1.1799999475479126,1.2000000476837158,1.1699999570846558,1.1799999475479126,257200.0,,,,,
2024-06-13,1.159999966621399,1.190000057220459,1.149999976158142,1.1799999475479126,199900.0,,,,,
2024-06-14,1.1399999856948853,1.149999976158142,1.1200000047683716,1.1399999856948853,260800.0,,,,,
2024-06-17,1.1100000143051147,1.1399999856948853,1.100000023841858,1.1200000047683716,780600.0,,,,,
2024-06-18,1.1399999856948853,1.1399999856948853,1.1200000047683716,1.1200000047683716,274100.0,,,,,
2024-06-20,1.1699999570846558,1.1699999570846558,1.1399999856948853,1.159999966621399,324600.0,,,,,
2024-06-21,1.1699999570846558,1.1799999475479126,1.1399999856948853,1.159999966621399,378900.0,,,,,
2024-06-24,1.2899999618530271,1.2999999523162842,1.190000057220459,1.2100000381469729,1140500.0,,,,,
2024-06-25,1.2899999618530271,1.309999942779541,1.25,1.2999999523162842,377600.0,,,,,
2024-06-26,1.2300000190734863,1.3700000047683716,1.2300000190734863,1.2799999713897705,718100.0,,,,,
2024-06-27,1.2899999618530271,1.2999999523162842,1.1699999570846558,1.2300000190734863,447800.0,,,,,
2024-06-28,1.1699999570846558,1.350000023841858,1.1699999570846558,1.2999999523162842,8288400.0,,,,,
2024-07-01,1.1699999570846558,1.2200000286102295,1.1399999856948853,1.1799999475479126,567900.0,,,,,
2024-07-02,1.1200000047683716,1.1799999475479126,1.1200000047683716,1.149999976158142,595200.0,,,,,
2024-07-03,1.0399999618530271,1.1299999952316284,1.0199999809265137,1.1200000047683716,997400.0,,,,,
2024-07-05,1.0499999523162842,1.100000023841858,1.0399999618530271,1.0700000524520874,446900.0,,,,,
2024-07-08,1.059999942779541,1.100000023841858,1.059999942779541,1.059999942779541,297000.0,,,,,
2024-07-09,1.0800000429153442,1.100000023841858,1.0399999618530271,1.0499999523162842,235800.0,,,,,
2024-07-10,1.1200000047683716,1.1200000047683716,1.0800000429153442,1.0800000429153442,134000.0,,,,,
2024-07-11,1.1399999856948853,1.149999976158142,1.1100000143051147,1.1299999952316284,136400.0,,,,,
2024-07-12,1.1399999856948853,1.159999966621399,1.1299999952316284,1.149999976158142,154900.0,,,,,
2024-07-15,1.149999976158142,1.159999966621399,1.1399999856948853,1.159999966621399,204000.0,,,,,
2024-07-16,1.1699999570846558,1.1699999570846558,1.1399999856948853,1.159999966621399,255900.0,,,,,
2024-07-17,1.1200000047683716,1.1799999475479126,1.1200000047683716,1.1699999570846558,209200.0,,,,,
2024-07-18,1.090000033378601,1.1399999856948853,1.0800000429153442,1.1399999856948853,252000.0,,,,,
2024-07-19,1.100000023841858,1.1100000143051147,1.090000033378601,1.100000023841858,98700.0,,,,,
2024-07-22,1.1100000143051147,1.1200000047683716,1.0700000524520874,1.090000033378601,193000.0,,,,,
2024-07-23,1.149999976158142,1.1699999570846558,1.1100000143051147,1.1100000143051147,239300.0,,,,,
2024-07-24,1.159999966621399,1.1799999475479126,1.1399999856948853,1.1399999856948853,133400.0,,,,,
2024-07-25,1.149999976158142,1.1799999475479126,1.1299999952316284,1.1699999570846558,110100.0,,,,,
2024-07-26,1.159999966621399,1.159999966621399,1.1399999856948853,1.149999976158142,104200.0,,,,,
2024-07-29,1.1100000143051147,1.159999966621399,1.1100000143051147,1.149999976158142,130900.0,,,,,
2024-07-30,1.0800000429153442,1.1299999952316284,1.0800000429153442,1.1200000047683716,114700.0,,,,,
2024-07-31,1.0800000429153442,1.1399999856948853,1.0700000524520874,1.0700000524520874,89100.0,,,,,
2024-08-01,1.059999942779541,1.1100000143051147,1.0499999523162842,1.1100000143051147,148900.0,,,,,
2024-08-02,1.0499999523162842,1.0800000429153442,1.0399999618530271,1.059999942779541,169700.0,,,,,
2024-08-05,1.0,1.0700000524520874,0.9800000190734864,0.9900000095367432,255300.0,,,,,
2024-08-06,1.0099999904632568,1.0700000524520874,1.0,1.0,123900.0,,,,,
2024-08-07,1.0,1.100000023841858,0.9900000095367432,1.0099999904632568,342700.0,,,,,
2024-08-08,1.0399999618530271,1.059999942779541,1.0099999904632568,1.0099999904632568,129300.0,,,,,
2024-08-09,1.0399999618530271,1.059999942779541,1.0299999713897705,1.0299999713897705,67000.0,,,,,
2024-08-12,1.0499999523162842,1.0700000524520874,1.0499999523162842,1.0499999523162842,129000.0,,,,,
2024-08-13,1.0399999618530271,1.0700000524520874,1.0399999618530271,1.0499999523162842,206900.0,,,,,
2024-08-14,0.9300000071525574,1.0399999618530271,0.8199999928474426,1.0399999618530271,624900.0,,,,,
2024-08-15,0.949999988079071,0.9900000095367432,0.9300000071525574,0.9300000071525574,253100.0,,,,,
2024-08-16,0.9700000286102296,0.9800000190734864,0.949999988079071,0.949999988079071,96800.0,,,,,
2024-08-19,0.959999978542328,0.9900000095367432,0.949999988079071,0.959999978542328,164500.0,,,,,
2024-08-20,0.949999988079071,0.9700000286102296,0.949999988079071,0.959999978542328,96700.0,,,,,
2024-08-21,0.9700000286102296,0.9700000286102296,0.949999988079071,0.959999978542328,90300.0,,,,,
2024-08-22,0.9399999976158142,0.9700000286102296,0.9200000166893004,0.959999978542328,120800.0,,,,,
2024-08-23,0.9700000286102296,0.9700000286102296,0.949999988079071,0.949999988079071,92600.0,,,,,
2024-08-26,0.9200000166893004,0.9700000286102296,0.8999999761581421,0.9700000286102296,196600.0,,,,,
2024-08-27,0.9100000262260436,0.9200000166893004,0.9100000262260436,0.9200000166893004,124900.0,,,,,
2024-08-28,0.8999999761581421,0.949999988079071,0.8899999856948853,0.9300000071525574,206900.0,,,,,
2024-08-29,0.9100000262260436,0.9300000071525574,0.8999999761581421,0.9100000262260436,126400.0,,,,,
2024-08-30,0.9399999976158142,0.9399999976158142,0.8999999761581421,0.9100000262260436,128200.0,,,,,
2024-09-03,1.0700000524520874,1.100000023841858,0.959999978542328,0.959999978542328,630100.0,,,,,
2024-09-04,1.0099999904632568,1.0700000524520874,1.0,1.0499999523162842,199900.0,,,,,
2024-09-05,1.0199999809265137,1.0499999523162842,1.0099999904632568,1.0199999809265137,74100.0,,,,,
