Date,Close,High,Low,Open,Volume,"('Close', 'TGTX')","('High', 'TGTX')","('Low', 'TGTX')","('Open', 'TGTX')","('Volume', 'TGTX')"
2024-06-03,16.329999923706055,16.610000610351562,15.9399995803833,16.520000457763672,2529600.0,,,,,
2024-06-04,16.209999084472656,16.3700008392334,15.989999771118164,16.260000228881836,1557300.0,,,,,
2024-06-05,16.530000686645508,16.950000762939453,16.079999923706055,16.260000228881836,1718800.0,,,,,
2024-06-06,15.8100004196167,16.940000534057617,15.729999542236328,16.420000076293945,2536900.0,,,,,
2024-06-07,15.850000381469728,15.9399995803833,15.350000381469728,15.720000267028809,1909100.0,,,,,
2024-06-10,15.899999618530272,15.949999809265137,15.15999984741211,15.5600004196167,2788000.0,,,,,
2024-06-11,16.149999618530273,16.235000610351562,15.630000114440918,15.789999961853027,1984700.0,,,,,
2024-06-12,16.809999465942383,17.670000076293945,16.399999618530273,16.530000686645508,2902300.0,,,,,
2024-06-13,16.760000228881836,17.108999252319336,16.649999618530273,16.799999237060547,1579200.0,,,,,
2024-06-14,16.549999237060547,16.969999313354492,16.235000610351562,16.639999389648438,1906300.0,,,,,
2024-06-17,16.56999969482422,16.729999542236328,16.211000442504883,16.459999084472656,1577300.0,,,,,
2024-06-18,16.770000457763672,16.959999084472656,16.389999389648438,16.709999084472656,1534400.0,,,,,
2024-06-20,16.979999542236328,17.329999923706055,16.649999618530273,16.780000686645508,3010800.0,,,,,
2024-06-21,17.649999618530273,18.34000015258789,16.8700008392334,16.989999771118164,5967100.0,,,,,
2024-06-24,18.40999984741211,18.55500030517578,17.440000534057617,17.579999923706055,2814200.0,,,,,
2024-06-25,19.190000534057617,19.489999771118164,18.25,18.25,3054800.0,,,,,
2024-06-26,17.729999542236328,19.1200008392334,17.600000381469727,19.0,3329200.0,,,,,
2024-06-27,17.950000762939453,18.38999938964844,17.68000030517578,17.770000457763672,1892000.0,,,,,
2024-06-28,17.790000915527344,18.045000076293945,17.420000076293945,18.010000228881836,3138400.0,,,,,
2024-07-01,18.149999618530277,18.90999984741211,17.559999465942383,17.670000076293945,2201300.0,,,,,
2024-07-02,18.309999465942383,18.450000762939453,17.790000915527344,18.07999992370605,1868000.0,,,,,
2024-07-03,18.790000915527344,19.100000381469727,18.200000762939453,18.49799919128418,1207200.0,,,,,
2024-07-05,19.01000022888184,19.049999237060547,18.399999618530277,18.71999931335449,1742400.0,,,,,
2024-07-08,19.549999237060547,19.950000762939453,18.770000457763672,19.209999084472656,4095000.0,,,,,
2024-07-09,19.90999984741211,20.38500022888184,19.40999984741211,19.670000076293945,3330000.0,,,,,
2024-07-10,20.5,20.63500022888184,19.799999237060547,19.93000030517578,2666000.0,,,,,
2024-07-11,21.38999938964844,21.770000457763672,20.700000762939453,20.780000686645508,4059600.0,,,,,
2024-07-12,21.190000534057617,22.34000015258789,20.950000762939453,21.350000381469727,3185600.0,,,,,
2024-07-15,21.270000457763672,21.46999931335449,20.809999465942383,21.26000022888184,1952500.0,,,,,
2024-07-16,22.520000457763672,22.645000457763672,21.354999542236328,21.49799919128418,3450300.0,,,,,
2024-07-17,22.07999992370605,23.1200008392334,21.57999992370605,22.040000915527344,2984100.0,,,,,
2024-07-18,21.229999542236328,22.46999931335449,20.88999938964844,22.1200008392334,2768700.0,,,,,
2024-07-19,21.0,21.5,20.940000534057617,21.36000061035156,1545400.0,,,,,
2024-07-22,20.440000534057617,21.21500015258789,20.190000534057617,21.100000381469727,2414800.0,,,,,
2024-07-23,20.270000457763672,20.420000076293945,19.75,20.270000457763672,2346000.0,,,,,
2024-07-24,19.57999992370605,20.25,19.459999084472656,20.030000686645508,1799600.0,,,,,
2024-07-25,19.979999542236328,20.520000457763672,19.530000686645508,19.799999237060547,2294200.0,,,,,
2024-07-26,20.565000534057617,20.799999237060547,19.979999542236328,20.209999084472656,1991200.0,,,,,
2024-07-29,19.809999465942383,21.059999465942383,19.68000030517578,20.649999618530277,2222500.0,,,,,
2024-07-30,19.209999084472656,20.0,18.68000030517578,20.0,2801800.0,,,,,
2024-07-31,19.76000022888184,20.30500030517578,18.75,19.280000686645508,2926900.0,,,,,
2024-08-01,18.93000030517578,19.68000030517578,18.76000022888184,19.68000030517578,2295000.0,,,,,
2024-08-02,18.5,18.81999969482422,17.899999618530273,18.25,2506800.0,,,,,
2024-08-05,17.209999084472656,17.940000534057617,16.649999618530273,17.260000228881836,4478500.0,,,,,
2024-08-06,20.57999992370605,21.530000686645508,18.649999618530277,19.06999969482422,10042000.0,,,,,
2024-08-07,19.989999771118164,22.149999618530277,19.96999931335449,21.399999618530277,5279800.0,,,,,
2024-08-08,20.040000915527344,20.790000915527344,19.440000534057617,20.479999542236328,3639100.0,,,,,
2024-08-09,19.920000076293945,20.229999542236328,19.450000762939453,20.18000030517578,3379200.0,,,,,
2024-08-12,20.649999618530277,21.46699905395508,20.045000076293945,20.06999969482422,2777400.0,,,,,
2024-08-13,21.229999542236328,21.239999771118164,20.684999465942383,20.799999237060547,3270800.0,,,,,
2024-08-14,20.86000061035156,21.600000381469727,20.38999938964844,21.36000061035156,2114000.0,,,,,
2024-08-15,20.940000534057617,21.93000030517578,20.850000381469727,21.25,3431200.0,,,,,
2024-08-16,22.07999992370605,22.3799991607666,20.809999465942383,20.899999618530277,4150900.0,,,,,
2024-08-19,25.190000534057617,25.290000915527344,22.440000534057617,22.56999969482422,10431900.0,,,,,
2024-08-20,24.709999084472656,25.190000534057617,24.4060001373291,25.170000076293945,3732100.0,,,,,
2024-08-21,25.06999969482422,25.3799991607666,24.299999237060547,24.709999084472656,2793000.0,,,,,
2024-08-22,24.399999618530277,25.149999618530277,24.15999984741211,25.09000015258789,2021200.0,,,,,
2024-08-23,24.459999084472656,25.059999465942383,24.40999984741211,24.520000457763672,1891100.0,,,,,
2024-08-26,23.96999931335449,24.649999618530277,23.450000762939453,24.549999237060547,2538800.0,,,,,
2024-08-27,23.11000061035156,24.09000015258789,22.93000030517578,23.84000015258789,2278900.0,,,,,
2024-08-28,23.350000381469727,23.674999237060547,22.899999618530277,22.899999618530277,1974300.0,,,,,
2024-08-29,23.51000022888184,24.200000762939453,23.299999237060547,23.350000381469727,2038700.0,,,,,
2024-08-30,23.489999771118164,23.690000534057617,22.600000381469727,23.540000915527344,2938100.0,,,,,
2024-09-03,22.61000061035156,25.700000762939453,22.15999984741211,23.920000076293945,5515200.0,,,,,
2024-09-04,22.07999992370605,23.030000686645508,21.739999771118164,22.09000015258789,2193300.0,,,,,
2024-09-05,21.459999084472656,22.280000686645508,21.26000022888184,21.96999931335449,2079000.0,,,,,
2024-09-06,22.030000686645508,22.170000076293945,21.11000061035156,21.489999771118164,2694400.0,,,,,
2024-09-09,23.75,24.5,22.81999969482422,23.239999771118164,6429900.0,,,,,
