Date,Close,High,Low,Open,Volume,"('Close', 'DLR')","('High', 'DLR')","('Low', 'DLR')","('Open', 'DLR')","('Volume', 'DLR')"
2024-06-03,136.78176879882812,139.28714960362504,136.22715755052243,138.99071492536726,1196200.0,,,,,
2024-06-04,138.77076721191406,139.66008583743684,135.7299042144334,136.67658081985624,1403900.0,,,,,
2024-06-05,140.9127655029297,140.931894556558,138.35001219086456,139.27757431073667,1047100.0,,,,,
2024-06-06,140.68325805664062,141.05619434400347,139.78438223807572,140.85539035375783,807400.0,,,,,
2024-06-07,139.9469451904297,140.76931931589078,138.42649929707397,138.91419527069775,1070100.0,,,,,
2024-06-10,142.5670623779297,142.92088418789726,139.00026013351695,139.85132057765813,1506800.0,,,,,
2024-06-11,143.322509765625,143.9249363141959,141.9359379619678,142.37581863045344,1337600.0,,,,,
2024-06-12,143.04518127441406,146.3251205670458,142.54794265858186,146.2773052332797,1748200.0,,,,,
2024-06-13,143.20774841308594,144.53693304308425,142.88262747422405,144.08749514887262,1496300.0,,,,,
2024-06-14,144.5382080078125,145.43483075286056,143.24631451941022,143.75728753662952,1000400.0,,,,,
2024-06-17,143.66087341308594,145.145599141446,143.1691865532185,143.70908146861015,1192200.0,,,,,
2024-06-18,144.19114685058594,145.7144303472746,144.01761548679036,144.95279595444757,1095700.0,,,,,
2024-06-20,142.58106994628906,145.20342903685383,142.3978881794359,143.92117137991335,1315000.0,,,,,
2024-06-21,143.02459716796875,143.16920664380095,140.67218495419723,142.90889487626782,3587900.0,,,,,
2024-06-24,141.732666015625,145.51194505801115,141.5687703989819,143.39092305711512,1502600.0,,,,,
2024-06-25,141.18313598632812,142.17616012794824,140.07440957108884,141.68447327592358,1209200.0,,,,,
2024-06-26,141.6169891357422,143.0920645078281,140.69144443608343,142.20509213913184,1748600.0,,,,,
2024-06-27,143.38128662109375,144.8949194914442,141.63626391666895,142.27257492709882,1660900.0,,,,,
2024-06-28,146.5917510986328,147.74867086466503,144.856364094068,145.029895439008,3406300.0,,,,,
2024-07-01,146.66888427734375,147.44015433101004,145.20344469551785,146.49533821754554,1483900.0,,,,,
2024-07-02,147.42088317871094,148.25964745485575,146.46641662545306,146.71707792230362,1162800.0,,,,,
2024-07-03,146.2639617919922,148.5295932989032,146.25431135423509,147.87401081687955,879700.0,,,,,
2024-07-05,146.00364685058594,147.03522860663065,144.9527789304841,146.35072424844915,1261800.0,,,,,
2024-07-08,148.14398193359375,148.46213749869003,145.99402293712802,146.05188143981096,1149400.0,,,,,
2024-07-09,147.79689025878906,148.59709695870393,146.16755496591713,148.23073336545676,1080400.0,,,,,
2024-07-10,150.04322814941406,150.1878375931275,147.7582959615182,148.47173687624567,1459700.0,,,,,
2024-07-11,152.06784057617188,154.6998502552773,151.3736857938839,152.0389186861626,1678200.0,,,,,
2024-07-12,152.66558837890625,153.84179423304352,152.37635477835855,152.85840587559406,1284100.0,,,,,
2024-07-15,153.77432250976562,153.96714003465567,151.88467545936112,153.22477711724312,943300.0,,,,,
2024-07-16,156.50271606445312,156.74374162088006,153.5525656075528,154.632355392815,1192900.0,,,,,
2024-07-17,151.2001495361328,156.5027116271833,150.57347428057122,155.45184376160464,2012300.0,,,,,
2024-07-18,149.05020141601562,151.57614439472613,148.69347360949538,150.75665166554074,1414600.0,,,,,
2024-07-19,149.59974670410156,150.3806671850352,148.6742167678221,150.0721621099531,1168800.0,,,,,
2024-07-22,149.9757537841797,151.05554366956798,148.56817264230338,149.7540143707947,1347900.0,,,,,
2024-07-23,149.5226287841797,151.1037560376128,149.31052509192352,149.60939446436603,1128300.0,,,,,
2024-07-24,146.21575927734375,150.02396044432498,146.0518636506268,149.1948318726174,1568100.0,,,,,
2024-07-25,142.07974243164062,146.40856678613773,140.8939007952763,146.20609884284005,2489900.0,,,,,
2024-07-26,140.42149353027344,141.1445702522852,135.93842373821386,137.7316545972444,3204900.0,,,,,
2024-07-29,141.90621948242188,142.20508884079646,139.38027617122117,140.4022222525151,1628400.0,,,,,
2024-07-30,139.83338928222656,142.26293116540035,138.88857315972754,142.19545165502427,1699600.0,,,,,
2024-07-31,144.12364196777344,145.5697952556703,141.63625654726698,142.22435947278632,3344100.0,,,,,
2024-08-01,146.82313537597656,147.69083628785495,144.8660088494439,144.8660088494439,2019900.0,,,,,
2024-08-02,145.4251708984375,147.4112190572945,142.91851402951423,146.30250742252505,1642300.0,,,,,
2024-08-05,139.2838592529297,144.74068175437046,139.00426135016966,142.22437418469784,2320900.0,,,,,
2024-08-06,143.29452514648438,145.3384172520506,138.89822114755083,139.67914163275177,1378800.0,,,,,
2024-08-07,141.85800170898438,146.3796435270348,141.58805426113352,143.7187266649197,1210800.0,,,,,
2024-08-08,144.2875518798828,144.58642123524658,142.02190561981328,142.1568793516238,1160700.0,,,,,
2024-08-09,144.7310333251953,145.34805821198006,143.0535047294859,144.57678813677438,803400.0,,,,,
2024-08-12,143.41021728515625,144.8370845716603,141.8098039347209,144.40324147838254,1105800.0,,,,,
2024-08-13,144.20077514648438,145.0780969804578,143.72835976585844,144.60569631086418,1435800.0,,,,,
2024-08-14,145.7529754638672,147.35338877750084,144.21042064423594,144.47073237863015,1227700.0,,,,,
2024-08-15,144.48037719726562,146.44713949714512,143.35237922528609,145.69514084915878,1504700.0,,,,,
2024-08-16,144.2296905517578,145.16487083376953,143.4198335483753,144.03685834888523,1257800.0,,,,,
2024-08-19,143.2848663330078,145.2902007033937,142.73533572078048,143.8826197091725,1400900.0,,,,,
2024-08-20,143.74766540527344,143.9694048253508,142.60038126190486,143.4295098663619,1041000.0,,,,,
2024-08-21,144.3839569091797,144.97205990777823,143.31380275471457,143.70908823317325,1480100.0,,,,,
2024-08-22,145.28057861328125,145.8301092770876,144.0658002945964,144.65390328876015,874900.0,,,,,
2024-08-23,146.7170867919922,147.25699645874866,144.78888211525032,145.75298445362125,1604200.0,,,,,
2024-08-26,145.18414306640625,147.98968392753682,144.63461247615123,147.4112167378699,925400.0,,,,,
2024-08-27,145.2034454345703,145.71441846768997,143.46805838292184,143.7862139016435,1076900.0,,,,,
2024-08-28,144.7213897705078,146.15790742329318,143.91154740872392,145.2034408969553,1096400.0,,,,,
2024-08-29,144.13330078125,145.43484483325363,143.34272979593595,144.3646906403495,1148100.0,,,,,
2024-08-30,146.1675567626953,146.6399722065826,143.9501184323163,144.96242883434087,3050900.0,,,,,
2024-09-03,144.41285705566406,145.55050526193733,143.78619653181488,144.96240235189651,1605400.0,,,,,
2024-09-04,143.7379913330078,145.0684570567822,142.01225489348715,144.7503015701826,1233800.0,,,,,
2024-09-05,144.52859497070312,144.69249061412287,142.83176532393824,143.74767437692392,1299600.0,,,,,
2024-09-06,142.89923095703125,144.61533171651803,141.925493019445,144.6056959903752,1741700.0,,,,,
2024-09-09,143.97903442382812,144.2779037840435,142.3979072350809,142.71606276044898,1499800.0,,,,,
2024-09-10,151.13267517089844,151.47011686906174,144.64427064274352,144.72140059406752,1794700.0,,,,,
2024-09-11,152.73309326171875,153.1380144853566,148.9923714180627,149.82150003152148,1922800.0,,,,,
2024-09-12,154.72877502441406,154.7576969149615,152.00999962469095,152.7909200915378,1372300.0,,,,,
2024-09-13,154.39846801757812,156.24430276440307,153.77671674439026,155.87513285029416,1467000.0,,,,,
2024-09-16,156.28314208984375,156.7883195876185,154.21388442113644,154.91335639537277,1467700.0,,,,,
2024-09-17,153.08697509765625,157.002067848012,152.70809563225797,156.15687861528968,1824700.0,,,,,
2024-09-18,153.7378692626953,155.34081742030642,152.0960533107803,153.36869933540927,1515300.0,,,,,
2024-09-19,154.3693084716797,155.7682523962605,152.96065501174306,155.43795030954504,1803200.0,,,,,
2024-09-20,154.17501831054688,155.76825675283112,152.6692101600647,152.89266289296123,7232200.0,,,,,
2024-09-23,156.37060546875,157.2935154575286,154.65106876259784,155.1853897530655,1651600.0,,,,,
2024-09-24,157.50721740722656,158.65356513636868,155.36022426919448,156.0305527788904,1680100.0,,,,,
2024-09-25,158.25526428222656,160.46054445116488,157.60436961514372,158.5175699857049,1675400.0,,,,,
2024-09-26,157.43922424316406,160.29539918220573,156.64261239192592,160.29539918220573,1459500.0,,,,,
2024-09-27,156.5648956298828,158.58559097729554,156.49688440401678,158.58559097729554,1549200.0,,,,,
2024-09-30,157.2157745361328,157.50722365935871,154.92306416312354,155.71967595464164,2220700.0,,,,,
2024-10-01,155.7002716064453,158.20671058524158,154.54419936335543,158.20671058524158,1346000.0,,,,,
2024-10-02,155.04937744140625,155.61282702483442,153.6990107010119,154.15559608957204,1361100.0,,,,,
2024-10-03,152.81495666503906,155.91400355243465,152.494364074234,155.46711286787368,1199200.0,,,,,
2024-10-04,152.52349853515625,153.33954426898936,151.16342231210106,152.8052233157466,1120600.0,,,,,
2024-10-07,152.00860595703125,152.24176822553818,150.7359600751662,151.35771130079945,988200.0,,,,,
2024-10-08,153.76699829101562,154.19445504599133,151.27028380668028,152.6497939008263,953800.0,,,,,
2024-10-09,154.5927734375,154.76763403005734,153.0189539858876,153.9807317161108,822600.0,,,,,
2024-10-10,154.3207550048828,155.59340092574607,153.7184228320454,153.844720917655,881100.0,,,,,
2024-10-11,156.14712524414062,156.21513645992715,154.33044901984468,154.51503394987384,1346200.0,,,,,
2024-10-14,157.3614959716797,158.23584336517055,155.74883845018235,156.4774538662321,1371800.0,,,,,
2024-10-15,156.61346435546875,159.90680550344166,156.25400399683224,158.42043121334797,2637000.0,,,,,
2024-10-16,157.50721740722656,158.0318139492352,155.952832027534,156.4094321769293,1307600.0,,,,,
2024-10-17,159.0227508544922,159.566781344511,156.20542892586755,156.90490093409718,1178400.0,,,,,
2024-10-18,160.66456604003906,160.92685692428415,158.80902183610016,159.33361842830936,986000.0,,,,,
2024-10-21,160.4897003173828,160.87830413481603,158.76045409503473,159.75137529983957,1891300.0,,,,,
2024-10-22,160.53826904296875,161.5486092667029,159.45020805991362,159.91651779212023,1540300.0,,,,,
2024-10-23,161.0725860595703,161.82063537898728,160.25654034223473,160.39254796179063,1240700.0,,,,,
2024-10-24,160.4217071533203,161.8497947108179,159.80966539332985,161.7914930192358,1479800.0,,,,,
2024-10-25,175.84889221191406,188.35194251881768,175.2174314632814,179.20053490091,6093000.0,,,,,
2024-10-28,178.0833282470703,179.89029515364675,176.1015007481087,176.8106823012029,2697800.0,,,,,
2024-10-29,177.58787536621094,180.0360274296078,177.18956202906207,177.78216985486037,2154100.0,,,,,
2024-10-30,176.975830078125,179.36569522913987,175.96548986327613,177.98618511669287,2079300.0,,,,,
2024-10-31,173.14816284179688,176.5192246766522,173.01215522412485,175.5963147836121,2014100.0,,,,,
2024-11-01,170.98175048828125,174.36252185865834,169.97141030328666,172.98301178697412,1517200.0,,,,,
2024-11-04,172.26414489746094,172.42929596895823,170.0685739880629,170.92348760402112,1270000.0,,,,,
2024-11-05,175.858642578125,175.95578241797045,171.3703609836046,172.40015001675354,1404000.0,,,,,
2024-11-06,168.66961669921875,173.18704144248315,166.3671965907213,171.95324844705212,4619700.0,,,,,
2024-11-07,173.38133239746094,174.58598193583958,168.84448867421725,169.13593781682553,3991500.0,,,,,
2024-11-08,176.79124450683594,178.12219211120234,174.1390884814419,174.6151225675255,2229700.0,,,,,
2024-11-11,177.63644409179688,179.03537323655758,176.57751175605833,177.00496850461795,2015700.0,,,,,
2024-11-12,175.6351776123047,178.9479527718529,175.24658863248388,177.78217100867107,1936000.0,,,,,
2024-11-13,173.051025390625,176.8398196661756,172.97330463321387,176.77182326826508,1862800.0,,,,,
2024-11-14,173.12872314453125,173.98362171502637,172.31266271200317,173.73104040478958,2127400.0,,,,,
2024-11-15,174.54710388183594,175.71288556000883,171.9629443656785,172.43897843140803,2998600.0,,,,,
2024-11-18,178.06390380859375,178.24848877061697,173.8767958441636,174.28481873845286,2316400.0,,,,,
2024-11-19,181.930419921875,182.14414830096771,177.2964216278643,178.16104468011446,1657700.0,,,,,
2024-11-20,180.60919189453125,180.8229202679609,178.32619100731392,180.2497315444622,1433800.0,,,,,
2024-11-21,182.02757263183597,182.80476544501,179.7542958828708,181.0852287547169,1886100.0,,,,,
2024-11-22,184.42713928222656,185.46663777371128,182.9796327410068,183.33907828634815,2526500.0,,,,,
2024-11-25,187.3221740722656,187.77875943076089,185.5637697409106,186.03980381828984,4657000.0,,,,,
2024-11-26,188.4879608154297,188.76968559612075,185.7386501129603,187.12786976816915,1962600.0,,,,,
2024-11-27,189.71202087402344,190.343481630008,188.48795232795504,189.8383189547077,1719200.0,,,,,
2024-11-29,190.11032104492188,192.3544539694372,189.9257361162877,190.3434684716451,1492300.0,,,,,
2024-12-02,186.68099975585935,189.8091899912891,185.8357957399869,189.29430291748105,2293500.0,,,,,
2024-12-03,185.6220703125,187.3804598095844,185.27233432021612,186.9141352707269,1186600.0,,,,,
2024-12-04,185.39862060546875,186.62270401030537,184.64086174710263,186.62270401030537,1506300.0,,,,,
2024-12-05,185.63177490234372,185.680352226812,183.1739134861769,184.29111783035523,1507500.0,,,,,
2024-12-06,187.1958770751953,187.3027412636465,184.78659289087145,186.64212223766103,2073800.0,,,,,
2024-12-09,182.80474853515625,188.6822491849705,181.5806799736472,187.9633433051339,2309500.0,,,,,
2024-12-10,180.4149169921875,183.2905111624484,179.91944897105813,182.63961643591148,1866000.0,,,,,
2024-12-11,181.8818359375,183.05732715576391,180.861771406208,181.3669489040921,1836300.0,,,,,
2024-12-12,181.79440307617188,183.8150982154187,181.18236140130688,181.5515312780468,2061200.0,,,,,
2024-12-13,180.94366455078125,183.20253938596449,180.82632582931612,182.64515061701096,1566800.0,,,,,
2024-12-16,181.3641357421875,183.64255686466376,180.80674702679823,181.1196701486299,1258100.0,,,,,
