Date,Close,High,Low,Open,Volume,"('Close', 'APP')","('High', 'APP')","('Low', 'APP')","('Open', 'APP')","('Volume', 'APP')"
2024-06-03,82.69999694824219,83.41999816894531,79.06999969482422,83.05000305175781,3779300.0,,,,,
2024-06-04,81.63999938964844,85.44999694824219,79.86000061035156,83.0,4193400.0,,,,,
2024-06-05,83.66999816894531,84.5999984741211,81.83000183105469,82.19999694824219,4259500.0,,,,,
2024-06-06,83.2300033569336,87.08000183105469,82.19999694824219,83.66999816894531,4691500.0,,,,,
2024-06-07,81.91000366210938,83.33999633789062,80.80400085449219,82.4000015258789,3008800.0,,,,,
2024-06-10,80.37999725341797,83.0,79.08000183105469,81.18000030517578,3835100.0,,,,,
2024-06-11,77.3499984741211,79.6500015258789,72.1500015258789,79.6500015258789,9550300.0,,,,,
2024-06-12,76.54000091552734,79.3499984741211,73.62999725341797,79.1500015258789,6165500.0,,,,,
2024-06-13,75.6500015258789,77.2300033569336,74.37999725341797,76.54000091552734,3139200.0,,,,,
2024-06-14,77.5199966430664,77.66999816894531,74.9000015258789,75.41000366210938,2846300.0,,,,,
2024-06-17,78.45999908447266,79.4489974975586,76.73999786376953,77.66999816894531,3794600.0,,,,,
2024-06-18,80.83999633789062,81.0999984741211,78.45999908447266,78.52999877929688,4370300.0,,,,,
2024-06-20,77.18000030517578,82.66000366210938,76.33999633789062,81.5999984741211,4373400.0,,,,,
2024-06-21,78.58000183105469,78.72000122070312,75.12999725341797,77.0,4130800.0,,,,,
2024-06-24,78.05000305175781,78.33999633789062,76.37899780273438,77.73999786376953,3496400.0,,,,,
2024-06-25,81.20999908447266,81.76000213623047,78.44000244140625,78.44000244140625,3999300.0,,,,,
2024-06-26,80.4800033569336,82.25,79.88500213623047,80.72000122070312,2896400.0,,,,,
2024-06-27,83.12000274658203,83.55999755859375,80.0199966430664,80.58000183105469,3319300.0,,,,,
2024-06-28,83.22000122070312,84.3499984741211,82.30000305175781,83.5,10782600.0,,,,,
2024-07-01,84.81999969482422,85.26000213623047,82.41999816894531,85.12000274658203,3347400.0,,,,,
2024-07-02,83.68000030517578,85.38999938964844,82.62999725341797,84.20999908447266,3466500.0,,,,,
2024-07-03,86.95999908447266,87.0,83.69999694824219,83.7699966430664,2986800.0,,,,,
2024-07-05,86.80000305175781,91.91000366210938,85.31999969482422,87.51000213623047,5769600.0,,,,,
2024-07-08,85.18000030517578,87.91999816894531,83.12000274658203,87.31999969482422,2932300.0,,,,,
2024-07-09,84.70999908447266,86.20500183105469,84.04000091552734,85.6500015258789,1996300.0,,,,,
2024-07-10,84.36000061035156,85.27999877929688,82.06999969482422,85.0,2349700.0,,,,,
2024-07-11,82.01000213623047,85.05999755859375,80.87100219726562,85.0,2383300.0,,,,,
2024-07-12,84.86000061035156,85.23999786376953,81.83000183105469,82.22000122070312,1952400.0,,,,,
2024-07-15,87.93000030517578,88.45999908447266,84.69999694824219,85.7300033569336,3154300.0,,,,,
2024-07-16,86.52999877929688,89.26000213623047,86.19000244140625,88.62000274658203,2014000.0,,,,,
2024-07-17,80.19000244140625,84.36000061035156,79.13999938964844,84.05999755859375,4584300.0,,,,,
2024-07-18,80.93000030517578,82.25900268554688,78.80000305175781,81.98999786376953,2763500.0,,,,,
2024-07-19,81.80000305175781,82.33799743652344,79.9000015258789,80.38999938964844,1654500.0,,,,,
2024-07-22,83.23999786376953,83.87999725341797,81.91000366210938,83.25,1802300.0,,,,,
2024-07-23,83.80999755859375,85.27999877929688,82.75,83.5199966430664,1425200.0,,,,,
2024-07-24,78.68000030517578,82.8550033569336,78.55000305175781,81.48999786376953,2194700.0,,,,,
2024-07-25,76.16999816894531,78.20500183105469,73.08499908447266,77.77999877929688,4132000.0,,,,,
2024-07-26,77.52999877929688,78.81999969482422,76.56500244140625,78.81999969482422,1790400.0,,,,,
2024-07-29,76.8499984741211,79.0999984741211,76.30000305175781,78.22000122070312,2339500.0,,,,,
2024-07-30,74.83000183105469,78.38999938964844,74.12000274658203,76.98999786376953,3080500.0,,,,,
2024-07-31,77.0999984741211,78.05000305175781,76.41000366210938,77.62999725341797,2799900.0,,,,,
2024-08-01,75.08999633789062,81.62999725341797,74.61000061035156,78.88999938964844,3166100.0,,,,,
2024-08-02,68.72000122070312,71.55000305175781,68.08000183105469,70.5250015258789,4368000.0,,,,,
2024-08-05,67.13999938964844,68.72000122070312,60.66999816894531,62.09000015258789,3561700.0,,,,,
2024-08-06,69.0,70.5,67.31999969482422,68.98999786376953,4259000.0,,,,,
2024-08-07,67.19000244140625,73.0,66.97000122070312,72.0,7312900.0,,,,,
2024-08-08,76.7300033569336,76.86000061035156,66.16000366210938,70.05000305175781,9465900.0,,,,,
2024-08-09,77.37999725341797,78.1500015258789,72.80999755859375,76.5,4907300.0,,,,,
2024-08-12,74.76000213623047,78.19000244140625,74.12000274658203,77.58999633789062,4957300.0,,,,,
2024-08-13,79.79000091552734,80.16999816894531,75.88999938964844,76.33999633789062,3919500.0,,,,,
2024-08-14,84.63999938964844,85.5999984741211,80.13999938964844,80.13999938964844,6277900.0,,,,,
2024-08-15,85.58000183105469,86.94000244140625,84.19000244140625,86.01000213623047,3521100.0,,,,,
2024-08-16,86.3499984741211,87.0199966430664,83.61000061035156,84.43000030517578,2782200.0,,,,,
2024-08-19,85.81500244140625,86.30500030517578,84.16999816894531,86.0,1873300.0,,,,,
2024-08-20,86.58000183105469,88.7040023803711,85.0,85.6500015258789,2363900.0,,,,,
2024-08-21,90.88999938964844,91.0999984741211,86.29000091552734,86.58999633789062,3545900.0,,,,,
2024-08-22,89.0,92.5,88.69999694824219,91.4000015258789,3145700.0,,,,,
2024-08-23,90.1999969482422,91.3000030517578,88.31999969482422,90.11000061035156,1910200.0,,,,,
2024-08-26,89.88999938964844,92.33000183105467,89.56999969482422,89.98999786376953,2055200.0,,,,,
2024-08-27,90.3000030517578,90.88999938964844,87.62999725341797,88.98999786376953,1876100.0,,,,,
2024-08-28,88.0,89.80000305175781,87.11000061035156,88.9000015258789,3219400.0,,,,,
2024-08-29,91.61000061035156,93.69000244140624,88.29000091552734,88.29000091552734,4595100.0,,,,,
2024-08-30,92.87000274658205,93.6999969482422,90.69499969482422,92.0,4581600.0,,,,,
2024-09-03,88.12999725341797,92.80999755859376,87.77999877929688,92.62000274658205,3302500.0,,,,,
2024-09-04,87.87999725341797,89.8550033569336,85.41300201416016,87.37000274658203,2575400.0,,,,,
2024-09-05,88.19000244140625,89.41999816894531,86.55999755859375,86.55999755859375,2019200.0,,,,,
2024-09-06,84.56999969482422,88.56500244140625,82.51000213623047,88.19000244140625,4251000.0,,,,,
2024-09-09,86.30999755859375,88.19999694824219,84.7300033569336,85.88999938964844,3564600.0,,,,,
2024-09-10,86.2300033569336,88.27999877929688,85.2300033569336,87.9000015258789,2828300.0,,,,,
2024-09-11,97.56999969482422,98.0999984741211,87.12000274658203,87.55000305175781,7894700.0,,,,,
2024-09-12,105.61000061035156,106.4499969482422,97.3499984741211,97.3499984741211,9795800.0,,,,,
2024-09-13,112.58000183105467,112.87999725341795,105.94000244140624,106.8499984741211,8598400.0,,,,,
2024-09-16,116.25,116.97000122070312,110.9000015258789,111.4000015258789,6967200.0,,,,,
2024-09-17,123.63999938964844,124.76499938964844,117.26000213623048,118.16000366210938,9429300.0,,,,,
2024-09-18,123.16000366210938,125.75,120.63999938964844,123.3000030517578,7244700.0,,,,,
2024-09-19,124.0,128.19000244140625,122.41300201416016,126.5,6986000.0,,,,,
2024-09-20,126.08999633789062,126.68000030517578,123.51000213623048,124.0,9910700.0,,,,,
2024-09-23,126.12000274658205,127.41699981689452,124.58999633789062,125.76000213623048,3910300.0,,,,,
2024-09-24,129.0800018310547,130.38999938964844,125.88999938964844,126.51000213623048,4925200.0,,,,,
2024-09-25,130.7100067138672,131.41400146484375,128.1300048828125,129.33999633789062,4530400.0,,,,,
