Date,Close,High,Low,Open,Volume,"('Close', 'PHIO')","('High', 'PHIO')","('Low', 'PHIO')","('Open', 'PHIO')","('Volume', 'PHIO')"
2024-06-03,7.011000156402588,7.019999980926514,6.525000095367432,6.570000171661377,4911.0,,,,,
2024-06-04,6.741000175476074,7.019999980926514,6.434999942779541,7.019999980926514,3522.0,,,,,
2024-06-05,6.480000019073486,6.75,6.480000019073486,6.75,3311.0,,,,,
2024-06-06,6.75,6.75,6.389999866485596,6.480000019073486,1133.0,,,,,
2024-06-07,6.704999923706055,6.75,6.480000019073486,6.75,956.0,,,,,
2024-06-10,6.822000026702881,6.840000152587891,6.480000019073486,6.822000026702881,867.0,,,,,
2024-06-11,6.75,6.830999851226807,6.570000171661377,6.704999923706055,3067.0,,,,,
2024-06-12,6.461999893188477,7.019999980926514,6.119999885559082,7.019999980926514,6167.0,,,,,
2024-06-13,6.570000171661377,6.776999950408936,6.129000186920166,6.776999950408936,1433.0,,,,,
2024-06-14,6.39900016784668,6.840000152587891,6.309000015258789,6.309000015258789,1156.0,,,,,
2024-06-17,6.5879998207092285,6.5879998207092285,6.300000190734863,6.39900016784668,2167.0,,,,,
2024-06-18,6.416999816894531,6.830999851226807,6.210000038146973,6.686999797821045,34578.0,,,,,
2024-06-20,6.416999816894531,6.659999847412109,6.210000038146973,6.416999816894531,5678.0,,,,,
2024-06-21,6.164999961853027,6.570000171661377,6.164999961853027,6.570000171661377,6489.0,,,,,
2024-06-24,6.389999866485596,6.533999919891357,6.119999885559082,6.119999885559082,800.0,,,,,
2024-06-25,6.533999919891357,6.533999919891357,6.210000038146973,6.525000095367432,1189.0,,,,,
2024-06-26,6.300000190734863,6.480000019073486,6.210000038146973,6.228000164031982,2022.0,,,,,
2024-06-27,6.201000213623047,6.300000190734863,5.859000205993652,6.300000190734863,8111.0,,,,,
2024-06-28,6.228000164031982,6.480000019073486,5.940000057220459,5.940000057220459,2489.0,,,,,
2024-07-01,6.047999858856201,6.2729997634887695,5.958000183105469,5.958000183105469,2444.0,,,,,
2024-07-02,5.489999771118164,6.480000019073486,5.21999979019165,6.34499979019165,25933.0,,,,,
2024-07-03,5.229000091552734,5.427000045776367,5.130000114440918,5.21999979019165,14778.0,,,,,
2024-07-05,5.244999885559082,5.449999809265137,4.710000038146973,5.0,29600.0,,,,,
2024-07-08,5.71999979019165,5.900000095367432,4.909999847412109,5.090000152587891,35100.0,,,,,
2024-07-09,5.559999942779541,5.730000019073486,5.21999979019165,5.590000152587891,23000.0,,,,,
2024-07-10,6.179999828338623,6.179999828338623,5.572000026702881,5.572000026702881,20300.0,,,,,
2024-07-11,5.84499979019165,6.195000171661377,5.619999885559082,6.039999961853027,12700.0,,,,,
2024-07-12,5.050000190734863,5.699999809265137,5.03000020980835,5.690000057220459,24700.0,,,,,
2024-07-15,4.670000076293945,5.364999771118164,4.599999904632568,5.119999885559082,20100.0,,,,,
2024-07-16,4.550000190734863,4.860000133514404,4.199999809265137,4.610000133514404,17000.0,,,,,
2024-07-17,4.7170000076293945,5.081999778747559,4.389999866485596,4.590000152587891,79600.0,,,,,
2024-07-18,4.36899995803833,4.889999866485596,3.900000095367432,4.710000038146973,85900.0,,,,,
2024-07-19,4.5,4.679999828338623,4.0,4.28000020980835,42200.0,,,,,
2024-07-22,4.456999778747559,4.599999904632568,4.139999866485596,4.440000057220459,13600.0,,,,,
2024-07-23,3.7699999809265137,4.989999771118164,3.450000047683716,4.579999923706055,551700.0,,,,,
2024-07-24,3.5999999046325684,3.9600000381469727,3.3499999046325684,3.799999952316284,162100.0,,,,,
2024-07-25,3.846999883651733,4.090000152587891,3.45199990272522,3.5299999713897705,160300.0,,,,,
2024-07-26,3.984999895095825,4.065000057220459,3.549999952316284,3.950000047683716,89200.0,,,,,
2024-07-29,3.490000009536743,3.849999904632568,3.3299999237060547,3.849999904632568,60500.0,,,,,
2024-07-30,3.3499999046325684,3.450000047683716,3.299999952316284,3.4200000762939453,20500.0,,,,,
2024-07-31,3.200000047683716,3.450000047683716,3.125,3.450000047683716,28600.0,,,,,
2024-08-01,2.9649999141693115,3.2799999713897705,2.8399999141693115,3.200000047683716,43700.0,,,,,
2024-08-02,2.9230000972747803,3.0199999809265137,2.8299999237060547,2.9200000762939453,17600.0,,,,,
2024-08-05,2.7699999809265137,2.799999952316284,2.619999885559082,2.690000057220459,22700.0,,,,,
2024-08-06,2.819999933242798,2.9600000381469727,2.6600000858306885,2.799999952316284,48000.0,,,,,
2024-08-07,2.740000009536743,3.094000101089477,2.700000047683716,2.900000095367432,14800.0,,,,,
2024-08-08,2.630000114440918,2.799999952316284,2.400000095367432,2.7100000381469727,71600.0,,,,,
2024-08-09,2.440000057220459,2.815000057220459,2.440000057220459,2.549999952316284,44200.0,,,,,
2024-08-12,2.694999933242798,2.984999895095825,2.5199999809265137,2.5999999046325684,96000.0,,,,,
2024-08-13,2.619999885559082,2.75,2.549999952316284,2.690000057220459,32500.0,,,,,
2024-08-14,2.619999885559082,2.75,2.5799999237060547,2.75,9800.0,,,,,
2024-08-15,2.5799999237060547,2.630000114440918,2.4100000858306885,2.549999952316284,15800.0,,,,,
2024-08-16,2.9800000190734863,3.0999999046325684,2.5,2.5,43300.0,,,,,
2024-08-19,3.0999999046325684,3.289999961853028,2.900000095367432,3.049999952316284,74000.0,,,,,
2024-08-20,3.075999975204468,3.157000064849853,3.0299999713897705,3.119999885559082,22400.0,,,,,
2024-08-21,3.0799999237060547,3.190000057220459,3.0,3.1050000190734863,13600.0,,,,,
2024-08-22,3.059999942779541,3.0850000381469727,2.9800000190734863,3.0850000381469727,12300.0,,,,,
2024-08-23,3.25,3.299999952316284,2.994999885559082,3.049999952316284,20200.0,,,,,
2024-08-26,3.190000057220459,3.200000047683716,3.140000104904175,3.200000047683716,2100.0,,,,,
2024-08-27,3.180000066757202,3.25,3.125,3.140000104904175,3000.0,,,,,
2024-08-28,2.8499999046325684,3.1700000762939453,2.740000009536743,3.0899999141693115,25800.0,,,,,
2024-08-29,2.640000104904175,2.990000009536743,2.630000114440918,2.944999933242798,24400.0,,,,,
2024-08-30,2.720000028610229,2.990000009536743,2.650000095367432,2.815000057220459,3900.0,,,,,
2024-09-03,2.640000104904175,2.799999952316284,2.539999961853028,2.799999952316284,20100.0,,,,,
2024-09-04,2.5999999046325684,2.6600000858306885,2.5850000381469727,2.609999895095825,8900.0,,,,,
2024-09-05,2.630000114440918,2.75,2.5999999046325684,2.5999999046325684,6400.0,,,,,
2024-09-06,2.609999895095825,2.869999885559082,2.5,2.869999885559082,17600.0,,,,,
2024-09-09,2.7699999809265137,2.859999895095825,2.619999885559082,2.859999895095825,4000.0,,,,,
2024-09-10,2.9200000762939453,2.9800000190734863,2.700000047683716,2.700000047683716,3900.0,,,,,
2024-09-11,2.789999961853028,2.9100000858306885,2.740000009536743,2.819999933242798,5400.0,,,,,
2024-09-12,2.900000095367432,2.900000095367432,2.789999961853028,2.799999952316284,7700.0,,,,,
2024-09-13,3.289999961853028,3.4679999351501465,2.874000072479248,2.875,112800.0,,,,,
2024-09-16,3.309999942779541,3.384999990463257,3.0899999141693115,3.359999895095825,68000.0,,,,,
2024-09-17,3.694999933242798,3.950000047683716,3.039999961853028,3.309999942779541,210800.0,,,,,
2024-09-18,3.660000085830689,4.0,3.4100000858306885,3.734999895095825,187700.0,,,,,
2024-09-19,3.549999952316284,3.700000047683716,3.4539999961853027,3.4800000190734863,70700.0,,,,,
2024-09-20,3.5199999809265137,3.690000057220459,3.4600000381469727,3.5199999809265137,39700.0,,,,,
2024-09-23,3.430000066757202,3.670000076293945,3.4170000553131104,3.555000066757202,31300.0,,,,,
2024-09-24,3.4200000762939453,3.549999952316284,3.3299999237060547,3.549999952316284,18100.0,,,,,
2024-09-25,3.3499999046325684,3.609999895095825,3.319999933242798,3.4200000762939453,44500.0,,,,,
2024-09-26,3.569999933242798,3.569999933242798,3.3499999046325684,3.38700008392334,44500.0,,,,,
2024-09-27,3.5,3.611000061035156,3.4600000381469727,3.569999933242798,20300.0,,,,,
2024-09-30,3.450000047683716,3.740000009536743,3.450000047683716,3.609999895095825,31800.0,,,,,
2024-10-01,3.400000095367432,3.611000061035156,3.380000114440918,3.4100000858306885,15700.0,,,,,
2024-10-02,3.180000066757202,3.4679999351501465,3.150000095367432,3.4100000858306885,23900.0,,,,,
2024-10-03,3.1600000858306885,3.2799999713897705,3.1600000858306885,3.180000066757202,14900.0,,,,,
2024-10-04,3.0799999237060547,3.259999990463257,3.0799999237060547,3.1700000762939453,36600.0,,,,,
2024-10-07,2.890000104904175,3.1700000762939453,2.650000095367432,3.0799999237060547,533200.0,,,,,
2024-10-08,2.809999942779541,3.039999961853028,2.7249999046325684,3.0,31200.0,,,,,
2024-10-09,2.890000104904175,2.990000009536743,2.799999952316284,2.900000095367432,14200.0,,,,,
2024-10-10,2.549999952316284,2.9200000762939453,2.5299999713897705,2.890000104904175,95000.0,,,,,
