Date,Close,High,Low,Open,Volume,"('Close', 'ULCC')","('High', 'ULCC')","('Low', 'ULCC')","('Open', 'ULCC')","('Volume', 'ULCC')"
2024-06-03,5.449999809265137,5.599999904632568,5.260000228881836,5.519999980926514,1633700.0,,,,,
2024-06-04,5.440000057220459,5.579999923706055,5.380000114440918,5.409999847412109,1091300.0,,,,,
2024-06-05,5.510000228881836,5.53000020980835,5.409999847412109,5.489999771118164,1128200.0,,,,,
2024-06-06,5.429999828338623,5.53000020980835,5.385000228881836,5.489999771118164,732200.0,,,,,
2024-06-07,5.409999847412109,5.859000205993652,5.320000171661377,5.340000152587891,3116100.0,,,,,
2024-06-10,5.440000057220459,5.460000038146973,5.309999942779541,5.360000133514404,1040800.0,,,,,
2024-06-11,5.260000228881836,5.440000057220459,5.260000228881836,5.440000057220459,779300.0,,,,,
2024-06-12,5.329999923706055,5.559999942779541,5.329999923706055,5.429999828338623,1059200.0,,,,,
2024-06-13,5.289999961853027,5.335000038146973,5.184999942779541,5.329999923706055,1457500.0,,,,,
2024-06-14,5.179999828338623,5.239999771118164,5.050000190734863,5.179999828338623,3853500.0,,,,,
2024-06-17,5.409999847412109,5.449999809265137,5.119999885559082,5.170000076293945,1788500.0,,,,,
2024-06-18,5.320000171661377,5.510000228881836,5.320000171661377,5.409999847412109,1298600.0,,,,,
2024-06-20,5.159999847412109,5.420000076293945,5.159999847412109,5.300000190734863,1292100.0,,,,,
2024-06-21,5.159999847412109,5.21999979019165,5.110000133514404,5.139999866485596,1401700.0,,,,,
2024-06-24,5.150000095367432,5.25,5.090000152587891,5.139999866485596,2190000.0,,,,,
2024-06-25,4.739999771118164,5.139999866485596,4.684999942779541,5.139999866485596,2120200.0,,,,,
2024-06-26,4.699999809265137,4.715000152587891,4.510000228881836,4.670000076293945,1714800.0,,,,,
2024-06-27,4.789999961853027,4.849999904632568,4.619999885559082,4.699999809265137,1666500.0,,,,,
2024-06-28,4.929999828338623,4.949999809265137,4.739999771118164,4.800000190734863,2106500.0,,,,,
2024-07-01,4.769999980926514,4.960000038146973,4.644999980926514,4.889999866485596,1841700.0,,,,,
2024-07-02,4.789999961853027,4.909999847412109,4.670000076293945,4.809999942779541,1510500.0,,,,,
2024-07-03,4.860000133514404,4.940000057220459,4.769999980926514,4.800000190734863,469000.0,,,,,
2024-07-05,4.53000020980835,4.75,4.485000133514404,4.710000038146973,1507400.0,,,,,
2024-07-08,4.309999942779541,4.550000190734863,4.300000190734863,4.489999771118164,1249500.0,,,,,
2024-07-09,4.199999809265137,4.329999923706055,4.195000171661377,4.309999942779541,1010200.0,,,,,
2024-07-10,4.170000076293945,4.269999980926514,4.159999847412109,4.269999980926514,1395200.0,,,,,
2024-07-11,4.320000171661377,4.400000095367432,4.074999809265137,4.179999828338623,1740700.0,,,,,
2024-07-12,4.25,4.385000228881836,4.195000171661377,4.340000152587891,1211800.0,,,,,
2024-07-15,4.269999980926514,4.309999942779541,4.179999828338623,4.269999980926514,1502000.0,,,,,
2024-07-16,4.300000190734863,4.394999980926514,4.125,4.239999771118164,1853100.0,,,,,
2024-07-17,3.990000009536743,4.25,3.9800000190734863,4.210000038146973,2315800.0,,,,,
2024-07-18,3.690000057220459,4.014999866485596,3.640000104904175,4.0,2952200.0,,,,,
2024-07-19,3.609999895095825,3.7100000381469727,3.5299999713897705,3.7100000381469727,1872000.0,,,,,
2024-07-22,3.759999990463257,3.799999952316284,3.549999952316284,3.5999999046325684,1581400.0,,,,,
2024-07-23,3.759999990463257,3.849999904632568,3.70199990272522,3.7200000286102295,1509900.0,,,,,
2024-07-24,3.670000076293945,3.799999952316284,3.650000095367432,3.7300000190734863,1203000.0,,,,,
2024-07-25,4.019999980926514,4.03000020980835,3.630000114440918,3.650000095367432,2279300.0,,,,,
2024-07-26,4.059999942779541,4.099999904632568,3.869999885559082,4.099999904632568,1459000.0,,,,,
2024-07-29,3.869999885559082,4.074999809265137,3.859999895095825,4.059999942779541,1188500.0,,,,,
2024-07-30,3.9800000190734863,4.244999885559082,3.690000057220459,3.690000057220459,3080800.0,,,,,
2024-07-31,3.940000057220459,4.119999885559082,3.8550000190734863,4.019999980926514,1358300.0,,,,,
2024-08-01,3.740000009536743,4.039999961853027,3.660000085830689,3.950000047683716,1878500.0,,,,,
2024-08-02,3.390000104904175,3.670000076293945,3.380000114440918,3.670000076293945,2538400.0,,,,,
2024-08-05,3.140000104904175,3.319999933242798,3.0899999141693115,3.200000047683716,2266200.0,,,,,
2024-08-06,3.1600000858306885,3.259999990463257,3.069999933242798,3.1700000762939453,2232700.0,,,,,
2024-08-07,3.0899999141693115,3.289999961853028,3.049999952316284,3.2100000381469727,1747800.0,,,,,
2024-08-08,3.180000066757202,3.200000047683716,2.970000028610229,3.069999933242798,2789000.0,,,,,
2024-08-09,3.109999895095825,3.220000028610229,3.109999895095825,3.200000047683716,1387100.0,,,,,
2024-08-12,2.8399999141693115,3.095000028610229,2.819999933242798,3.0799999237060547,5039500.0,,,,,
2024-08-13,3.059999942779541,3.0799999237060547,2.789999961853028,2.8399999141693115,1924700.0,,,,,
2024-08-14,3.130000114440918,3.130000114440918,2.9800000190734863,3.0899999141693115,1763600.0,,,,,
2024-08-15,3.400000095367432,3.4200000762939453,3.200000047683716,3.200000047683716,2364800.0,,,,,
2024-08-16,3.390000104904175,3.4800000190734863,3.3399999141693115,3.3399999141693115,1911000.0,,,,,
2024-08-19,3.5,3.509999990463257,3.2709999084472656,3.369999885559082,2282200.0,,,,,
2024-08-20,3.470000028610229,3.509999990463257,3.400000095367432,3.5,805100.0,,,,,
2024-08-21,3.5,3.549999952316284,3.444999933242798,3.5,804100.0,,,,,
2024-08-22,3.369999885559082,3.5199999809265137,3.3399999141693115,3.5199999809265137,948800.0,,,,,
2024-08-23,3.450000047683716,3.5299999713897705,3.369999885559082,3.380000114440918,1070700.0,,,,,
2024-08-26,3.440000057220459,3.509999990463257,3.384999990463257,3.4800000190734863,1156600.0,,,,,
2024-08-27,3.4800000190734863,3.569999933242798,3.390000104904175,3.430000066757202,1025600.0,,,,,
2024-08-28,3.430000066757202,3.490000009536743,3.365000009536743,3.450000047683716,820700.0,,,,,
2024-08-29,3.5199999809265137,3.640000104904175,3.434999942779541,3.470000028610229,1666000.0,,,,,
2024-08-30,3.630000114440918,3.6549999713897705,3.5450000762939453,3.569999933242798,1113200.0,,,,,
2024-09-03,3.559999942779541,3.700000047683716,3.5299999713897705,3.559999942779541,1672300.0,,,,,
2024-09-04,3.640000104904175,3.75,3.559999942779541,3.559999942779541,1537000.0,,,,,
2024-09-05,3.849999904632568,3.990000009536743,3.7100000381469727,3.7100000381469727,1763000.0,,,,,
2024-09-06,3.740000009536743,3.9700000286102295,3.700000047683716,3.880000114440918,1331300.0,,,,,
2024-09-09,3.990000009536743,4.125,3.7799999713897705,3.7799999713897705,1749400.0,,,,,
2024-09-10,3.940000057220459,4.03000020980835,3.7699999809265137,3.990000009536743,1470500.0,,,,,
2024-09-11,4.059999942779541,4.409999847412109,3.940000057220459,4.010000228881836,3847500.0,,,,,
2024-09-12,4.409999847412109,4.480000019073486,4.119999885559082,4.190000057220459,2871700.0,,,,,
2024-09-13,4.309999942779541,4.559999942779541,4.230000019073486,4.409999847412109,4505000.0,,,,,
2024-09-16,4.369999885559082,4.630000114440918,4.340000152587891,4.389999866485596,2672300.0,,,,,
2024-09-17,4.489999771118164,4.690000057220459,4.449999809265137,4.460000038146973,2323200.0,,,,,
2024-09-18,4.389999866485596,4.639999866485596,4.385000228881836,4.570000171661377,4126300.0,,,,,
2024-09-19,4.300000190734863,4.585000038146973,4.28000020980835,4.539999961853027,2457400.0,,,,,
2024-09-20,4.360000133514404,4.429999828338623,4.300000190734863,4.300000190734863,4812800.0,,,,,
2024-09-23,4.199999809265137,4.380000114440918,4.179999828338623,4.340000152587891,2274800.0,,,,,
2024-09-24,4.550000190734863,4.579999923706055,4.210000038146973,4.210000038146973,2566700.0,,,,,
2024-09-25,4.599999904632568,4.684999942779541,4.510000228881836,4.550000190734863,1591100.0,,,,,
2024-09-26,4.849999904632568,4.989999771118164,4.71999979019165,4.71999979019165,2378300.0,,,,,
2024-09-27,4.840000152587891,4.96999979019165,4.744999885559082,4.889999866485596,1740300.0,,,,,
2024-09-30,5.349999904632568,5.489999771118164,4.914000034332275,4.929999828338623,3851000.0,,,,,
2024-10-01,5.28000020980835,5.360000133514404,5.050000190734863,5.320000171661377,2757500.0,,,,,
2024-10-02,5.070000171661377,5.28000020980835,5.070000171661377,5.21999979019165,1597600.0,,,,,
2024-10-03,4.989999771118164,5.130000114440918,4.900000095367432,5.059999942779541,2444000.0,,,,,
2024-10-04,5.809999942779541,6.190000057220459,5.449999809265137,5.5,7166200.0,,,,,
2024-10-07,5.639999866485596,5.809999942779541,5.574999809265137,5.710000038146973,2519400.0,,,,,
2024-10-08,5.829999923706055,5.900000095367432,5.659999847412109,5.659999847412109,2206100.0,,,,,
2024-10-09,5.920000076293945,6.144999980926514,5.789999961853027,5.829999923706055,2132000.0,,,,,
2024-10-10,5.840000152587891,5.940000057220459,5.784999847412109,5.809999942779541,1444100.0,,,,,
2024-10-11,5.769999980926514,5.900000095367432,5.71999979019165,5.840000152587891,1274500.0,,,,,
2024-10-14,6.010000228881836,6.090000152587891,5.760000228881836,5.78000020980835,1503100.0,,,,,
2024-10-15,6.0,6.244999885559082,5.985000133514404,6.079999923706055,2381600.0,,,,,
2024-10-16,6.21999979019165,6.340000152587891,6.059999942779541,6.079999923706055,2219700.0,,,,,
2024-10-17,6.349999904632568,6.349999904632568,6.034999847412109,6.159999847412109,2187400.0,,,,,
2024-10-18,6.989999771118164,7.079999923706055,6.304999828338623,6.400000095367432,4632300.0,,,,,
2024-10-21,6.909999847412109,6.949999809265137,6.690000057220459,6.769999980926514,1925900.0,,,,,
2024-10-22,6.71999979019165,6.867000102996826,6.659999847412109,6.820000171661377,1297200.0,,,,,
2024-10-23,6.849999904632568,7.065000057220459,6.635000228881836,7.0,3410500.0,,,,,
2024-10-24,6.980000019073486,7.289999961853027,6.909999847412109,6.949999809265137,2412600.0,,,,,
2024-10-25,7.03000020980835,7.099999904632568,6.889999866485596,7.03000020980835,1527300.0,,,,,
2024-10-28,7.269999980926514,7.315000057220459,7.099999904632568,7.210000038146973,2176600.0,,,,,
2024-10-29,6.21999979019165,7.099999904632568,5.679999828338623,7.010000228881836,6076000.0,,,,,
2024-10-30,6.244999885559082,6.480000019073486,6.150000095367432,6.199999809265137,2128600.0,,,,,
2024-10-31,6.079999923706055,6.190000057220459,5.860000133514404,6.159999847412109,2316400.0,,,,,
2024-11-01,5.96999979019165,6.25,5.960000038146973,6.199999809265137,1594000.0,,,,,
2024-11-04,5.699999809265137,5.965000152587891,5.619999885559082,5.949999809265137,2293200.0,,,,,
2024-11-05,5.769999980926514,6.010000228881836,5.679999828338623,5.679999828338623,2492300.0,,,,,
2024-11-06,6.460000038146973,6.5,6.093999862670898,6.420000076293945,2743400.0,,,,,
2024-11-07,6.429999828338623,6.510000228881836,6.335000038146973,6.429999828338623,1146000.0,,,,,
2024-11-08,6.75,6.828999996185303,6.369999885559082,6.429999828338623,1497400.0,,,,,
2024-11-11,6.71999979019165,6.880000114440918,6.570000171661377,6.880000114440918,1759100.0,,,,,
2024-11-12,6.670000076293945,6.764999866485596,6.550000190734863,6.659999847412109,1674300.0,,,,,
2024-11-13,6.550000190734863,7.210000038146973,6.420000076293945,6.840000152587891,3148000.0,,,,,
2024-11-14,6.730000019073486,6.920000076293945,6.65500020980835,6.760000228881836,1747000.0,,,,,
2024-11-15,6.800000190734863,6.960000038146973,6.679999828338623,6.840000152587891,1679300.0,,,,,
2024-11-18,5.550000190734863,6.78000020980835,5.449999809265137,6.699999809265137,7255600.0,,,,,
2024-11-19,5.389999866485596,5.630000114440918,5.309999942779541,5.539999961853027,3597400.0,,,,,
2024-11-20,5.46999979019165,5.5,5.119999885559082,5.269999980926514,3323100.0,,,,,
2024-11-21,5.550000190734863,5.679999828338623,5.440000057220459,5.46999979019165,2374200.0,,,,,
2024-11-22,5.599999904632568,5.639999866485596,5.380000114440918,5.550000190734863,2603000.0,,,,,
2024-11-25,5.75,5.989999771118164,5.675000190734863,5.730000019073486,2968200.0,,,,,
2024-11-26,5.570000171661377,5.71999979019165,5.465000152587891,5.71999979019165,3278900.0,,,,,
2024-11-27,5.690000057220459,5.730000019073486,5.489999771118164,5.519999980926514,2257500.0,,,,,
2024-11-29,5.829999923706055,5.934999942779541,5.650000095367432,5.699999809265137,1057000.0,,,,,
