Date,Close,High,Low,Open,Volume,"('Close', 'SOFI')","('High', 'SOFI')","('Low', 'SOFI')","('Open', 'SOFI')","('Volume', 'SOFI')"
2024-06-03,6.769999980926514,6.989999771118164,6.75,6.96999979019165,31596700.0,,,,,
2024-06-04,6.71999979019165,6.860000133514404,6.710000038146973,6.75,27546400.0,,,,,
2024-06-05,6.909999847412109,6.940000057220459,6.71999979019165,6.769999980926514,32061500.0,,,,,
2024-06-06,7.079999923706055,7.090000152587891,6.840000152587891,6.900000095367432,26131000.0,,,,,
2024-06-07,6.989999771118164,7.050000190734863,6.864999771118164,6.920000076293945,26082300.0,,,,,
2024-06-10,7.03000020980835,7.070000171661377,6.880000114440918,6.900000095367432,20795000.0,,,,,
2024-06-11,7.0,7.038000106811523,6.900000095367432,7.0,20066600.0,,,,,
2024-06-12,7.070000171661377,7.427999973297119,7.050000190734863,7.170000076293945,57027300.0,,,,,
2024-06-13,6.800000190734863,7.130000114440918,6.769999980926514,7.099999904632568,51888300.0,,,,,
2024-06-14,6.460000038146973,6.764999866485596,6.429999828338623,6.710000038146973,75531400.0,,,,,
2024-06-17,6.460000038146973,6.489999771118164,6.300000190734863,6.460000038146973,45193300.0,,,,,
2024-06-18,6.420000076293945,6.599999904632568,6.389999866485596,6.460000038146973,28420200.0,,,,,
2024-06-20,6.320000171661377,6.449999809265137,6.260000228881836,6.420000076293945,31396900.0,,,,,
2024-06-21,6.320000171661377,6.349999904632568,6.199999809265137,6.300000190734863,34388900.0,,,,,
2024-06-24,6.539999961853027,6.570000171661377,6.300000190734863,6.320000171661377,32286900.0,,,,,
2024-06-25,6.449999809265137,6.539999961853027,6.409999847412109,6.539999961853027,19277800.0,,,,,
2024-06-26,6.460000038146973,6.480000019073486,6.360000133514404,6.400000095367432,18400200.0,,,,,
2024-06-27,6.539999961853027,6.539999961853027,6.360000133514404,6.409999847412109,18808000.0,,,,,
2024-06-28,6.610000133514404,6.650000095367432,6.53000020980835,6.599999904632568,30002000.0,,,,,
2024-07-01,6.429999828338623,6.670000076293945,6.414999961853027,6.599999904632568,30828100.0,,,,,
2024-07-02,6.449999809265137,6.480000019073486,6.289999961853027,6.429999828338623,26977400.0,,,,,
2024-07-03,6.519999980926514,6.550000190734863,6.414999961853027,6.480000019073486,15364300.0,,,,,
2024-07-05,6.46999979019165,6.510000228881836,6.380000114440918,6.480000019073486,15639700.0,,,,,
2024-07-08,6.349999904632568,6.53000020980835,6.349999904632568,6.485000133514404,22763700.0,,,,,
2024-07-09,6.380000114440918,6.380000114440918,6.150000095367432,6.349999904632568,40392200.0,,,,,
2024-07-10,6.570000171661377,6.619999885559082,6.320000171661377,6.420000076293945,37482300.0,,,,,
2024-07-11,6.769999980926514,6.929999828338623,6.679999828338623,6.800000190734863,46656300.0,,,,,
2024-07-12,6.96999979019165,7.0,6.809999942779541,6.889999866485596,37128300.0,,,,,
2024-07-15,7.329999923706055,7.429999828338623,7.010000228881836,7.059999942779541,57035700.0,,,,,
2024-07-16,7.75,7.820000171661377,7.34499979019165,7.440000057220459,63079500.0,,,,,
2024-07-17,7.840000152587891,7.909999847412109,7.572000026702881,7.572000026702881,65800500.0,,,,,
2024-07-18,7.53000020980835,8.0600004196167,7.489999771118164,7.869999885559082,56454300.0,,,,,
2024-07-19,7.46999979019165,7.610000133514404,7.309999942779541,7.5,33123300.0,,,,,
2024-07-22,7.539999961853027,7.639999866485596,7.329999923706055,7.590000152587891,38964600.0,,,,,
2024-07-23,7.429999828338623,7.659999847412109,7.420000076293945,7.5,23486300.0,,,,,
2024-07-24,7.099999904632568,7.5,7.090000152587891,7.329999923706055,34636100.0,,,,,
2024-07-25,7.269999980926514,7.409999847412109,7.0,7.0,35574200.0,,,,,
2024-07-26,7.409999847412109,7.5,7.289999961853027,7.480000019073486,29482400.0,,,,,
2024-07-29,7.329999923706055,7.519999980926514,7.230000019073486,7.460000038146973,65272600.0,,,,,
2024-07-30,7.420000076293945,7.949999809265137,7.099999904632568,7.579999923706055,90519300.0,,,,,
2024-07-31,7.539999961853027,7.829999923706055,7.260000228881836,7.480000019073486,66168200.0,,,,,
2024-08-01,7.159999847412109,7.659999847412109,7.070000171661377,7.570000171661377,50282600.0,,,,,
2024-08-02,6.650000095367432,6.949999809265137,6.590000152587891,6.900000095367432,63300900.0,,,,,
2024-08-05,6.539999961853027,6.789999961853027,6.010000228881836,6.03000020980835,65657400.0,,,,,
2024-08-06,6.429999828338623,6.619999885559082,6.389999866485596,6.619999885559082,41670300.0,,,,,
