Date,Close,High,Low,Open,Volume,"('Close', 'NPWR')","('High', 'NPWR')","('Low', 'NPWR')","('Open', 'NPWR')","('Volume', 'NPWR')"
2024-06-03,10.300000190734863,10.720000267028809,10.239999771118164,10.630000114440918,437100.0,,,,,
2024-06-04,9.760000228881836,10.28499984741211,9.739999771118164,10.229999542236328,483900.0,,,,,
2024-06-05,9.760000228881836,9.93000030517578,9.65999984741211,9.760000228881836,254300.0,,,,,
2024-06-06,9.649999618530272,9.75,9.375,9.65999984741211,552100.0,,,,,
2024-06-07,10.0,10.039999961853027,9.579999923706056,9.609999656677246,339900.0,,,,,
2024-06-10,10.210000038146973,10.3100004196167,9.979999542236328,9.989999771118164,293100.0,,,,,
2024-06-11,10.210000038146973,10.300000190734863,9.760000228881836,10.06999969482422,314400.0,,,,,
2024-06-12,10.239999771118164,10.640000343322754,10.170000076293944,10.539999961853027,307000.0,,,,,
2024-06-13,10.31999969482422,10.43000030517578,9.920000076293944,10.25,372500.0,,,,,
2024-06-14,10.329999923706056,10.390000343322754,10.039999961853027,10.239999771118164,265000.0,,,,,
2024-06-17,10.119999885559082,10.5,10.06999969482422,10.329999923706056,375700.0,,,,,
2024-06-18,10.489999771118164,10.520000457763672,10.039999961853027,10.119999885559082,342300.0,,,,,
2024-06-20,10.380000114440918,10.75,10.369999885559082,10.520000457763672,477800.0,,,,,
2024-06-21,10.109999656677246,10.420000076293944,10.005000114440918,10.40999984741211,363400.0,,,,,
2024-06-24,10.1899995803833,10.239999771118164,10.050000190734863,10.149999618530272,315600.0,,,,,
2024-06-25,9.989999771118164,10.199999809265137,9.949999809265137,10.18000030517578,257100.0,,,,,
2024-06-26,10.130000114440918,10.140000343322754,9.800000190734863,9.90999984741211,287900.0,,,,,
2024-06-27,10.489999771118164,10.770000457763672,10.220000267028809,10.279999732971191,794800.0,,,,,
2024-06-28,9.829999923706056,10.6899995803833,9.779999732971191,10.59000015258789,3768000.0,,,,,
2024-07-01,9.010000228881836,10.0,8.710000038146973,9.869999885559082,829300.0,,,,,
2024-07-02,9.380000114440918,9.390000343322754,8.949999809265137,9.0,528600.0,,,,,
2024-07-03,9.350000381469728,9.56999969482422,9.18000030517578,9.380000114440918,283300.0,,,,,
2024-07-05,9.470000267028809,9.609999656677246,9.289999961853027,9.300000190734863,323000.0,,,,,
2024-07-08,9.329999923706056,9.630000114440918,9.274999618530272,9.550000190734863,181300.0,,,,,
2024-07-09,9.050000190734863,9.380000114440918,8.979999542236328,9.329999923706056,283900.0,,,,,
2024-07-10,9.0,9.170000076293944,8.885000228881836,9.09000015258789,270900.0,,,,,
2024-07-11,9.199999809265137,9.3100004196167,9.050000190734863,9.270000457763672,385600.0,,,,,
2024-07-12,9.710000038146973,9.75,9.210000038146973,9.279999732971191,256500.0,,,,,
2024-07-15,9.90999984741211,9.960000038146973,9.609999656677246,9.65999984741211,315500.0,,,,,
2024-07-16,9.949999809265137,10.024999618530272,9.729999542236328,9.989999771118164,151300.0,,,,,
2024-07-17,9.390000343322754,9.949999809265137,9.380000114440918,9.869999885559082,336500.0,,,,,
2024-07-18,9.420000076293944,9.56999969482422,9.279999732971191,9.350000381469728,225200.0,,,,,
2024-07-19,9.40999984741211,9.550000190734863,9.260000228881836,9.420000076293944,186300.0,,,,,
2024-07-22,9.600000381469728,9.649999618530272,9.260000228881836,9.510000228881836,291900.0,,,,,
2024-07-23,9.65999984741211,9.850000381469728,9.529999732971191,9.529999732971191,195600.0,,,,,
2024-07-24,9.520000457763672,9.779999732971191,9.489999771118164,9.579999923706056,251400.0,,,,,
2024-07-25,9.520000457763672,9.619999885559082,9.380000114440918,9.529999732971191,188600.0,,,,,
2024-07-26,9.609999656677246,9.850000381469728,9.55500030517578,9.729999542236328,199400.0,,,,,
2024-07-29,9.220000267028809,9.670000076293944,9.079999923706056,9.649999618530272,275400.0,,,,,
2024-07-30,9.06999969482422,9.43000030517578,9.039999961853027,9.229999542236328,251500.0,,,,,
2024-07-31,9.5600004196167,9.829999923706056,9.149999618530272,9.199999809265137,253600.0,,,,,
2024-08-01,9.31999969482422,9.59000015258789,9.109999656677246,9.5,232900.0,,,,,
