Date,Close,High,Low,Open,Volume,"('Close', 'GAP')","('High', 'GAP')","('Low', 'GAP')","('Open', 'GAP')","('Volume', 'GAP')"
2024-06-03,27.762475967407227,29.2543618323055,27.59033493990572,27.858108250180177,21810700.0,,,,,
2024-06-04,25.68722343444824,27.64771439670565,25.610716514556948,27.590334662804395,13156800.0,,,,,
2024-06-05,25.438573837280277,25.849799189024527,25.08472821571211,25.821108411902117,14809700.0,,,,,
2024-06-06,24.63525009155273,25.78285380484432,24.63525009155273,25.591587431330083,7543300.0,,,,,
2024-06-07,24.357912063598636,24.95084203330956,24.338786702564423,24.6352507753855,6111100.0,,,,,
2024-06-10,24.94127655029297,25.056037828143545,23.99450284828308,24.147516669371427,6856500.0,,,,,
2024-06-11,25.64896774291992,25.65853133542293,24.2431524782158,24.558743734539934,7193800.0,,,,,
2024-06-12,25.29512596130371,26.050631588705617,25.13254852390296,25.90718133783881,9433400.0,,,,,
2024-06-13,24.72132110595703,25.46726307890474,24.319659342035667,25.295123886425944,7902100.0,,,,,
2024-06-14,23.89887046813965,24.6065598974467,23.372885648432806,24.48223684292157,7755000.0,,,,,
2024-06-17,24.864770889282227,25.199489323759387,23.879742770465157,23.91799713969396,6878400.0,,,,,
2024-06-18,24.702194213867188,24.912587778770472,24.463109871176226,24.750010352777867,4277300.0,,,,,
2024-06-20,24.09970474243164,24.83608320097492,23.88930933364589,24.59699883576853,4590100.0,,,,,
2024-06-21,23.621532440185547,24.243151330912813,23.248559646494247,24.11882645832616,8110400.0,,,,,
2024-06-24,23.71716690063477,24.061448949937372,23.42070281599576,23.726730493567487,4767600.0,,,,,
2024-06-25,23.545026779174805,24.64481438645984,23.487645223822742,24.549180284941848,5757700.0,,,,,
2024-06-26,23.3824520111084,23.80323918709782,23.181620192690243,23.47808429942574,4642800.0,,,,,
2024-06-27,22.980785369873047,23.085981229733324,22.454798774297284,22.741701051175497,3939100.0,,,,,
2024-06-28,22.846899032592773,23.066858012511982,22.598251099169712,22.70344879286721,5119200.0,,,,,
2024-07-01,22.25397109985352,23.009476675748616,22.15833699777256,22.961660536742528,5234600.0,,,,,
2024-07-02,21.995759963989254,22.263535089780856,21.861873313127862,21.900125860201623,5320300.0,,,,,
2024-07-03,22.83733558654785,22.923406095749,22.07226642039184,22.110520790734025,4057200.0,,,,,
2024-07-05,22.25397109985352,23.30594257460645,22.20615313677865,22.617378498878605,6644600.0,,,,,
2024-07-08,22.416549682617188,22.85646402118801,22.187028920223423,22.49305660341511,6393100.0,,,,,
2024-07-09,22.25397109985352,22.799083110425546,22.24440750723854,22.45480107256162,6232100.0,,,,,
2024-07-10,21.83045196533203,22.638987359300117,21.72457176215192,22.350223669509745,7477600.0,,,,,
2024-07-11,23.409019470214844,23.457147668310856,22.15771569416705,22.196216416740825,6652200.0,,,,,
2024-07-12,23.07213020324707,23.794036675843195,23.03362947937822,23.534151740994943,4648200.0,,,,,
2024-07-15,22.09996223449707,23.024003458813937,21.94595566976144,22.66786213042337,6540900.0,,,,,
2024-07-16,23.15876007080078,23.27426591892164,22.2732213548848,22.398352843340987,6776700.0,,,,,
2024-07-17,22.090341567993164,23.07213309864583,22.051839003389404,22.619738979971597,6884300.0,,,,,
2024-07-18,21.97483253479004,23.004752122377216,21.77269960753785,22.86037119778236,9040900.0,,,,,
2024-07-19,21.80157470703125,22.080712752570303,21.714945785029688,21.926706188101537,6310000.0,,,,,
2024-07-22,21.079669952392575,22.225095474678,20.858285727552644,22.09034017884555,8305300.0,,,,,
2024-07-23,21.19517707824707,21.41656131640661,20.86791262361848,20.97379284008753,6285300.0,,,,,
2024-07-24,20.531021118164062,20.93528883812959,20.405891463940463,20.93528883812959,7306800.0,,,,,
