Date,Close,High,Low,Open,Volume,"('Close', 'ETN')","('High', 'ETN')","('Low', 'ETN')","('Open', 'ETN')","('Volume', 'ETN')"
2024-06-03,319.2430114746094,329.6135476191708,313.5461302858636,328.6296265815016,2494500.0,,,,,
2024-06-04,311.0863342285156,320.26630449103635,305.1631102400753,319.30205104417945,4143000.0,,,,,
2024-06-05,321.3388061523437,322.31287848641307,314.2644106513758,314.62845667413336,2487300.0,,,,,
2024-06-06,308.4198913574219,321.7323422836346,306.3634999165958,319.7743489555571,3069100.0,,,,,
2024-06-07,309.76788330078125,312.71964675895816,305.78301464299864,308.4396137661141,2389500.0,,,,,
2024-06-10,317.7868347167969,318.1902459545578,308.2132719948742,308.41988700991203,2050000.0,,,,,
2024-06-11,314.0380859375,316.8225692191174,312.33589175903484,315.53363508189864,1826200.0,,,,,
2024-06-12,321.90948486328125,323.6214979972066,314.36279668868855,316.3798229665456,1682600.0,,,,,
2024-06-13,323.0704650878906,323.8280734452394,316.655280975852,321.1813235634724,2194700.0,,,,,
2024-06-14,313.8904724121094,320.4040547750873,311.8340810873264,319.1544558647833,2055900.0,,,,,
2024-06-17,320.0989990234375,321.3584166760219,311.9127992950817,313.65432861897943,2552500.0,,,,,
2024-06-18,322.3226928710937,324.8710447850335,316.03545298133304,318.79041990805507,1903900.0,,,,,
2024-06-20,318.0426330566406,324.56603447296646,314.8744060500272,322.8933866911443,1847700.0,,,,,
2024-06-21,314.91375732421875,317.7474546487104,311.4208497354338,317.7474546487104,3067700.0,,,,,
2024-06-24,316.9013061523437,319.17419160039134,314.05778968435175,316.92100379226605,1581000.0,,,,,
2024-06-25,317.57037353515625,318.8691265245585,313.21158038322227,317.1767810864224,1576500.0,,,,,
2024-06-26,310.2007751464844,315.8976863696508,308.46909453618,315.60252206871456,1849800.0,,,,,
2024-06-27,308.8921813964844,309.72852030670106,306.2454313307838,309.10864523175354,2549900.0,,,,,
2024-06-28,308.5084228515625,314.5005282684024,305.34019597593226,307.8590614040406,2557600.0,,,,,
2024-07-01,307.3474426269531,311.3913741385654,302.81158057074344,311.3618577053518,1925900.0,,,,,
2024-07-02,308.2427673339844,308.7052114015418,304.47436314448214,304.47436314448214,2047700.0,,,,,
2024-07-03,313.3001708984375,314.11681220227706,307.9181212627607,308.7741278182579,1123000.0,,,,,
2024-07-05,312.2670288085937,315.17942680209273,309.4333312897781,314.539884104542,1557700.0,,,,,
2024-07-08,313.8314514160156,317.6884351649302,313.1033594436396,315.02201751238283,1139800.0,,,,,
2024-07-09,313.5854797363281,315.97643078678306,313.0049699009903,315.04169374783066,980900.0,,,,,
2024-07-10,321.8110656738281,321.9586478262459,313.4870719548145,313.62483531499623,2083100.0,,,,,
2024-07-11,323.5329284667969,325.8057837013815,320.46309957992355,323.8871256336418,2061000.0,,,,,
2024-07-12,325.1662902832031,328.34433655467365,320.9649275252274,325.43193819858203,1644800.0,,,,,
2024-07-15,321.771728515625,325.6385313809893,320.6008599594119,324.04458394194694,1416000.0,,,,,
2024-07-16,327.1144104003906,329.73164420884234,323.47392023632455,325.2351174392768,1671200.0,,,,,
2024-07-17,306.4914245605469,322.35222798711465,306.107680916248,321.71268527350577,3312800.0,,,,,
2024-07-18,304.1004943847656,314.0971361273511,300.74531990996286,308.3510406425998,4377000.0,,,,,
2024-07-19,306.87518310546875,311.2240977906861,305.70431453016624,307.2097126945708,2287600.0,,,,,
2024-07-22,315.1695861816406,316.33060577086326,310.37789565124854,311.4110007044424,2252500.0,,,,,
2024-07-23,316.7635192871094,320.09899575935646,314.5300294962759,314.8547102043448,1518500.0,,,,,
2024-07-24,294.7827453613281,312.965586702525,294.50724867515504,311.7455342390281,3876300.0,,,,,
2024-07-25,288.1708068847656,295.4518167746196,282.25743166395307,293.92675113164387,5569700.0,,,,,
2024-07-26,293.0018310546875,297.07524821467314,291.6538641439328,296.0421432175372,3090000.0,,,,,
2024-07-29,291.8408203125,295.56007086132337,289.8237940872315,293.7988437013637,2522600.0,,,,,
2024-07-30,282.6214599609375,297.6557717212274,280.88977940984813,292.7755319423437,4777200.0,,,,,
2024-07-31,299.8893127441406,305.87153966606286,296.5242894570737,301.2667962432456,5108300.0,,,,,
2024-08-01,293.0904235839844,299.3973614707405,283.36927826154306,285.3764857234246,5433400.0,,,,,
2024-08-02,275.75372314453125,285.9668284501639,271.572058681077,285.3371045651142,4528000.0,,,,,
2024-08-05,269.04052734375,273.4830725582448,252.38592377121384,252.38592377121384,4621200.0,,,,,
2024-08-06,274.10504150390625,278.42912378945545,271.1433446100165,271.1433446100165,3305000.0,,,,,
2024-08-07,274.1346435546875,284.4216168411722,273.2658743554681,281.36119084499006,2857000.0,,,,,
2024-08-08,283.8095397949219,284.38212124709725,274.55914824893046,278.448845747723,3888100.0,,,,,
2024-08-09,287.9164428710937,288.4396747857716,282.0522805899441,283.1974435470988,2190400.0,,,,,
2024-08-12,284.7474060058594,289.70333145023227,281.8844383519199,287.4030633119318,1840400.0,,,,,
2024-08-13,291.6185607910156,292.04306344528186,284.5894415742518,288.4692873736664,2256900.0,,,,,
2024-08-14,294.49139404296875,296.2190506325254,290.6708097196767,292.2306536836085,1974900.0,,,,,
2024-08-15,298.5982666015625,300.8787707552908,294.2347168010356,298.2626112421326,2316600.0,,,,,
2024-08-16,292.8920593261719,298.6673740660567,289.6342049231279,298.21325566280626,2768100.0,,,,,
2024-08-19,293.25732421875,294.61970952752995,289.4466222418433,293.39555119346653,1572500.0,,,,,
2024-08-20,292.4576721191406,295.8142858717209,290.8188629686756,294.1162451964869,1432400.0,,,,,
