Date,Close,High,Low,Open,Volume,"('Close', 'CLVT')","('High', 'CLVT')","('Low', 'CLVT')","('Open', 'CLVT')","('Volume', 'CLVT')"
2024-06-03,5.789999961853027,5.849999904632568,5.659999847412109,5.730000019073486,6020900.0,,,,,
2024-06-04,5.570000171661377,5.820000171661377,5.510000228881836,5.820000171661377,5788600.0,,,,,
2024-06-05,5.769999980926514,5.809999942779541,5.510000228881836,5.579999923706055,3680000.0,,,,,
2024-06-06,5.760000228881836,5.820000171661377,5.699999809265137,5.769999980926514,3840600.0,,,,,
2024-06-07,5.690000057220459,5.710000038146973,5.579999923706055,5.670000076293945,3823900.0,,,,,
2024-06-10,5.679999828338623,5.699999809265137,5.550000190734863,5.599999904632568,3550600.0,,,,,
2024-06-11,5.659999847412109,5.690000057220459,5.590000152587891,5.659999847412109,2826100.0,,,,,
2024-06-12,5.559999942779541,5.940000057220459,5.539999961853027,5.789999961853027,4506100.0,,,,,
2024-06-13,5.340000152587891,5.550000190734863,5.320000171661377,5.53000020980835,5494400.0,,,,,
2024-06-14,5.409999847412109,5.429999828338623,5.269999980926514,5.300000190734863,4866000.0,,,,,
2024-06-17,5.320000171661377,5.409999847412109,5.28000020980835,5.369999885559082,4085900.0,,,,,
2024-06-18,5.320000171661377,5.369999885559082,5.190000057220459,5.289999961853027,4902600.0,,,,,
2024-06-20,5.46999979019165,5.519999980926514,5.320000171661377,5.360000133514404,4013800.0,,,,,
2024-06-21,5.559999942779541,5.599999904632568,5.449999809265137,5.480000019073486,6748400.0,,,,,
2024-06-24,5.679999828338623,5.840000152587891,5.550000190734863,5.570000171661377,4892400.0,,,,,
2024-06-25,5.670000076293945,5.710000038146973,5.590000152587891,5.639999866485596,2986800.0,,,,,
2024-06-26,5.699999809265137,5.71999979019165,5.619999885559082,5.619999885559082,4658700.0,,,,,
2024-06-27,5.699999809265137,5.769999980926514,5.639999866485596,5.760000228881836,2368900.0,,,,,
2024-06-28,5.690000057220459,5.760000228881836,5.610000133514404,5.760000228881836,5634200.0,,,,,
2024-07-01,5.53000020980835,5.75,5.53000020980835,5.710000038146973,3183100.0,,,,,
2024-07-02,5.559999942779541,5.590000152587891,5.420000076293945,5.53000020980835,2675600.0,,,,,
2024-07-03,5.639999866485596,5.659999847412109,5.550000190734863,5.579999923706055,1021600.0,,,,,
2024-07-05,5.590000152587891,5.650000095367432,5.559999942779541,5.639999866485596,1612500.0,,,,,
2024-07-08,5.610000133514404,5.630000114440918,5.519999980926514,5.610000133514404,2247000.0,,,,,
2024-07-09,5.5,5.619999885559082,5.5,5.579999923706055,1604900.0,,,,,
2024-07-10,5.489999771118164,5.539999961853027,5.409999847412109,5.510000228881836,2657400.0,,,,,
2024-07-11,5.650000095367432,5.71999979019165,5.559999942779541,5.590000152587891,3970300.0,,,,,
2024-07-12,5.789999961853027,5.869999885559082,5.639999866485596,5.710000038146973,4230900.0,,,,,
2024-07-15,5.789999961853027,5.820000171661377,5.739999771118164,5.760000228881836,2774200.0,,,,,
2024-07-16,6.139999866485596,6.170000076293945,5.829999923706055,5.829999923706055,5572800.0,,,,,
2024-07-17,6.389999866485596,6.449999809265137,6.110000133514404,6.110000133514404,4577400.0,,,,,
2024-07-18,6.409999847412109,6.579999923706055,6.340000152587891,6.349999904632568,5698400.0,,,,,
2024-07-19,6.590000152587891,6.619999885559082,6.239999771118164,6.340000152587891,4194400.0,,,,,
2024-07-22,6.590000152587891,6.650000095367432,6.46999979019165,6.610000133514404,5445000.0,,,,,
2024-07-23,6.690000057220459,6.710000038146973,6.449999809265137,6.570000171661377,7344200.0,,,,,
2024-07-24,6.710000038146973,6.809999942779541,6.579999923706055,6.599999904632568,4059900.0,,,,,
2024-07-25,6.900000095367432,7.110000133514404,6.730000019073486,6.75,4439100.0,,,,,
2024-07-26,7.03000020980835,7.090000152587891,6.869999885559082,7.0,4322200.0,,,,,
2024-07-29,6.829999923706055,7.070000171661377,6.75,7.050000190734863,3395200.0,,,,,
2024-07-30,6.860000133514404,6.960000038146973,6.769999980926514,6.880000114440918,3576800.0,,,,,
2024-07-31,6.739999771118164,6.909999847412109,6.710000038146973,6.900000095367432,3962600.0,,,,,
2024-08-01,6.480000019073486,6.769999980926514,6.449999809265137,6.739999771118164,4485300.0,,,,,
2024-08-02,6.420000076293945,6.46999979019165,6.25,6.349999904632568,3529400.0,,,,,
2024-08-05,6.150000095367432,6.28000020980835,6.0,6.039999961853027,5742000.0,,,,,
2024-08-06,5.400000095367432,6.449999809265137,5.380000114440918,6.139999866485596,10031000.0,,,,,
2024-08-07,5.079999923706055,5.400000095367432,4.980000019073486,5.309999942779541,9694100.0,,,,,
2024-08-08,5.690000057220459,5.730000019073486,4.96999979019165,5.070000171661377,7882500.0,,,,,
2024-08-09,5.690000057220459,5.849999904632568,5.5,5.730000019073486,8002100.0,,,,,
2024-08-12,5.510000228881836,5.71999979019165,5.5,5.670000076293945,4754900.0,,,,,
2024-08-13,6.199999809265137,6.300000190734863,5.619999885559082,5.619999885559082,6985900.0,,,,,
2024-08-14,6.139999866485596,6.25,5.980000019073486,6.179999828338623,6428200.0,,,,,
2024-08-15,6.349999904632568,6.440000057220459,6.239999771118164,6.25,7473100.0,,,,,
2024-08-16,6.349999904632568,6.429999828338623,6.21999979019165,6.289999961853027,4082600.0,,,,,
2024-08-19,6.400000095367432,6.53000020980835,6.369999885559082,6.389999866485596,3788000.0,,,,,
2024-08-20,6.480000019073486,6.610000133514404,6.400000095367432,6.409999847412109,3305500.0,,,,,
2024-08-21,6.550000190734863,6.570000171661377,6.460000038146973,6.5,3295900.0,,,,,
2024-08-22,6.429999828338623,6.659999847412109,6.409999847412109,6.579999923706055,3479500.0,,,,,
2024-08-23,6.650000095367432,6.829999923706055,6.510000228881836,6.510000228881836,3398600.0,,,,,
2024-08-26,6.690000057220459,6.78000020980835,6.679999828338623,6.710000038146973,3057200.0,,,,,
2024-08-27,6.699999809265137,6.860000133514404,6.630000114440918,6.679999828338623,4153400.0,,,,,
