Date,Close,High,Low,Open,Volume,"('Close', 'HON')","('High', 'HON')","('Low', 'HON')","('Open', 'HON')","('Volume', 'HON')"
2024-06-03,197.2651214599609,198.5902260568692,195.8328387387709,198.5902260568692,2443500.0,,,,,
2024-06-04,201.91270446777344,202.8090965067009,195.90102159107775,195.90102159107775,3360800.0,,,,,
2024-06-05,203.90036010742188,204.0757343639289,200.5875915453962,202.59473177305543,2722800.0,,,,,
2024-06-06,203.1013946533203,204.8162444649548,202.29268977483636,203.80292141857717,3270800.0,,,,,
2024-06-07,203.42295837402344,205.5567680209338,202.3317009670168,203.1696350094732,2563200.0,,,,,
2024-06-10,205.3326416015625,205.6444230117056,203.76395189060804,204.387529578159,2648200.0,,,,,
2024-06-11,204.1049652099609,204.47521957776672,201.83474871021883,204.39727050732,2304700.0,,,,,
2024-06-12,203.15011596679688,206.19980831653308,202.4096220953444,205.34238340528748,2471200.0,,,,,
2024-06-13,203.2767791748047,203.60805156554477,200.95784270509515,201.7762856236051,1959700.0,,,,,
2024-06-14,203.1793365478516,203.32548175742488,200.7239929561688,201.88346117633188,2239200.0,,,,,
2024-06-17,206.51158142089844,206.72593764008263,202.2147338462483,202.66293726834195,3100600.0,,,,,
2024-06-18,207.40798950195312,207.75875289992,205.03059478987396,205.62494346789373,2443400.0,,,,,
2024-06-20,208.6453857421875,209.66844678818035,207.40796848209084,207.92436803408705,4042000.0,,,,,
2024-06-21,209.57101440429688,210.53561740304485,208.04130667562168,210.25305017081652,7929000.0,,,,,
2024-06-24,210.3504943847656,212.75711803280288,209.3956442927484,209.6879495891151,2933200.0,,,,,
2024-06-25,208.9474334716797,211.2663699090337,208.2361686738938,211.2663699090337,2965700.0,,,,,
2024-06-26,207.9535980224609,208.57719055161328,206.17056702824863,208.0705290553091,2173900.0,,,,,
2024-06-27,208.87924194335935,209.82435396430256,207.54438457667095,208.80129287421036,1913200.0,,,,,
2024-06-28,208.060791015625,210.6038218698658,205.72237833305965,208.64540161989896,4804800.0,,,,,
2024-07-01,205.53726196289065,209.99974619971653,205.45931288706757,207.67107145334123,2148500.0,,,,,
2024-07-02,207.75875854492188,207.80747857570933,205.54701484637724,206.33622879643,1908300.0,,,,,
2024-07-03,207.00851440429688,207.7977283079819,206.62852197410535,207.5346520509985,1086700.0,,,,,
2024-07-05,206.79417419433597,207.4469809907588,205.33266244695943,207.11570856283072,1355300.0,,,,,
2024-07-08,206.1998291015625,207.75876607238277,205.6054803858594,206.4531524566633,1838100.0,,,,,
2024-07-09,205.19622802734372,206.65773958062323,205.1572460602549,206.25825618791671,1375400.0,,,,,
2024-07-10,208.9864196777344,209.42487018204957,205.36186973880345,205.78082925905036,1791800.0,,,,,
2024-07-11,209.3371734619141,211.11046638198317,208.16795234763268,209.4833186675672,2700100.0,,,,,
2024-07-12,209.59051513671875,211.2858740071488,206.8818480613664,209.9997366156642,2089200.0,,,,,
2024-07-15,210.1848602294922,210.77920888655285,207.9341346999352,208.8987228598796,1732200.0,,,,,
2024-07-16,212.86431884765625,213.39045654341635,210.1166695829464,210.31154971281796,2978500.0,,,,,
2024-07-17,214.5596618652344,215.0468324190776,212.26021625640368,213.38070258333696,2688100.0,,,,,
2024-07-18,212.0848388671875,215.12477853393727,211.93869363985,214.33556457178236,2165400.0,,,,,
2024-07-19,209.10333251953125,212.54275522323377,208.74283108996207,212.14327182614852,2660600.0,,,,,
2024-07-22,211.40280151367188,211.53920868063213,208.1485056252866,209.74642452422103,2784600.0,,,,,
2024-07-23,211.80226135253903,213.2442819378908,210.6622841127072,211.4125160137518,1791200.0,,,,,
2024-07-24,208.16798400878903,212.1822797193608,207.66133730729072,211.8022872596039,3524600.0,,,,,
2024-07-25,197.2553558349609,199.9640229463324,193.8938819603576,197.586628246046,6683700.0,,,,,
2024-07-26,197.5379180908203,202.46808163125164,193.1533831824464,197.82047046554104,7452400.0,,,,,
2024-07-29,196.2322998046875,198.53174549160136,194.02055611956527,198.30765119205816,2873900.0,,,,,
2024-07-30,197.4404754638672,198.71685989736648,196.300498186606,196.76817774124171,2608500.0,,,,,
2024-07-31,199.496337890625,201.45475812649332,196.9533070546913,198.53173486069664,3323900.0,,,,,
2024-08-01,199.3306884765625,201.45474477262312,196.3297163385321,199.08710322055936,3743000.0,,,,,
2024-08-02,198.4635467529297,203.5983286606306,196.1348720515613,202.9065399181124,3377700.0,,,,,
2024-08-05,194.58566284179688,197.333296945312,191.8477519295621,197.333296945312,3915300.0,,,,,
2024-08-06,193.69900512695312,196.9922677902455,193.39696177801133,194.5759061314464,3629100.0,,,,,
