Date,Close,High,Low,Open,Volume,"('Close', 'PTY')","('High', 'PTY')","('Low', 'PTY')","('Open', 'PTY')","('Volume', 'PTY')"
2024-06-03,12.537076950073242,12.606438305319225,12.441705293323164,12.528406573954353,692500.0,,,,,
2024-06-04,12.55441665649414,12.57175740842948,12.519735979476025,12.57175740842948,394700.0,,,,,
2024-06-05,12.55441665649414,12.606438085447596,12.519735979476025,12.597767709479928,379700.0,,,,,
2024-06-06,12.57175636291504,12.589097113408258,12.537075688781098,12.537075688781098,404000.0,,,,,
2024-06-07,12.65846061706543,12.667130166935731,12.511067520186044,12.519737070056348,552900.0,,,,,
2024-06-10,12.66713047027588,12.66713047027588,12.450376008127645,12.658460920197967,566700.0,,,,,
2024-06-11,12.56308650970459,12.667128536429692,12.519735458522666,12.667128536429692,397000.0,,,,,
2024-06-12,12.537076950073242,12.606438305319225,12.511066648569145,12.580428003815124,408100.0,,,,,
2024-06-13,12.536203384399414,12.55368719529087,12.413813373304256,12.466266473406108,371800.0,,,,,
2024-06-14,12.50123405456543,12.61488173540946,12.37884405203024,12.536202507616387,595400.0,,,,,
2024-06-17,12.422555923461914,12.509977480663908,12.39632978978682,12.492492835738004,555000.0,,,,,
2024-06-18,12.431297302246094,12.448781112131016,12.370101883364631,12.405070336848173,385200.0,,,,,
2024-06-20,12.431297302246094,12.448781112131016,12.413812658647478,12.440038790331707,501200.0,,,,,
2024-06-21,12.440038681030272,12.457523324475265,12.422554871298969,12.457523324475265,386100.0,,,,,
2024-06-24,12.448781967163086,12.518718878933708,12.378845055392464,12.44003964476332,547500.0,,,,,
2024-06-25,12.45752239227295,12.466264713341252,12.431296262781665,12.45752239227295,354000.0,,,,,
2024-06-26,12.466264724731444,12.483748533170402,12.440037761502571,12.448780082578864,231600.0,,,,,
2024-06-27,12.48374843597412,12.492490756982344,12.457522306663064,12.475006948679514,451600.0,,,,,
2024-06-28,12.509976387023926,12.518717875008926,12.483749421927872,12.50123406532524,427200.0,,,,,
2024-07-01,12.544947624206545,12.63236835945363,12.518720653289934,12.553689114131544,530500.0,,,,,
2024-07-02,12.614882469177246,12.614882469177246,12.571171691892612,12.588655502578224,355400.0,,,,,
2024-07-03,12.623624801635742,12.641109447204052,12.614883312565375,12.632367124419895,234000.0,,,,,
2024-07-05,12.641108512878418,12.667334645578675,12.623623868602426,12.658592323440685,392500.0,,,,,
2024-07-08,12.641108512878418,12.658592323440685,12.623623868602426,12.658592323440685,525300.0,,,,,
2024-07-09,12.641108512878418,12.658592323440685,12.623623868602426,12.649850835016414,473000.0,,,,,
2024-07-10,12.64985179901123,12.64985179901123,12.62362483059859,12.641109476207015,490300.0,,,,,
2024-07-11,12.657780647277832,12.728297465542472,12.604893453892744,12.710668681289702,459700.0,,,,,
2024-07-12,12.552007675170898,12.72829975250789,12.481490844236102,12.72829975250789,846200.0,,,,,
2024-07-15,12.552007675170898,12.560822489194482,12.490305658259684,12.534378887750666,676700.0,,,,,
2024-07-16,12.56082248687744,12.569637300899398,12.51674925739459,12.56082248687744,822400.0,,,,,
2024-07-17,12.516749382019045,12.57845224016016,12.516749382019045,12.569637426050438,722400.0,,,,,
2024-07-18,12.534378051757812,12.543192024566606,12.499119638642007,12.516748424886472,675300.0,,,,,
