Date,Close,High,Low,Open,Volume,"('Close', 'PFLT')","('High', 'PFLT')","('Low', 'PFLT')","('Open', 'PFLT')","('Volume', 'PFLT')"
2024-06-03,9.67775535583496,9.720201814595413,9.635309706673372,9.711712360923547,691500.0,,,,,
2024-06-04,9.660776138305664,9.737179593298746,9.652286685617817,9.694733139458284,493100.0,,,,,
2024-06-05,9.669266700744627,9.711712349857851,9.592863236982646,9.711712349857851,703200.0,,,,,
2024-06-06,9.652289390563965,9.720203411901345,9.652289390563965,9.660778845630889,384000.0,,,,,
2024-06-07,9.669266700744627,9.694734252132337,9.64379833975806,9.64379833975806,296200.0,,,,,
2024-06-10,9.669266700744627,9.728691257182232,9.64379833975806,9.65228779342025,522500.0,,,,,
2024-06-11,9.643798828125,9.677755834894496,9.626820729539702,9.6607777363092,433300.0,,,,,
2024-06-12,9.660776138305664,9.720200687923054,9.652286685617817,9.720200687923054,565800.0,,,,,
2024-06-13,9.635311126708984,9.694735691972188,9.635311126708984,9.67775678212614,551000.0,,,,,
2024-06-14,9.65501308441162,9.697847447182,9.62074428697436,9.65501308441162,438900.0,,,,,
2024-06-17,9.65501308441162,9.663579466757836,9.57790992420398,9.63787868569299,555400.0,,,,,
2024-06-18,9.620744705200195,9.672147086577514,9.595043923018103,9.595043923018103,301400.0,,,,,
2024-06-20,9.757818222045898,9.757818222045898,9.655014268169085,9.672147851975287,1035600.0,,,,,
2024-06-21,9.732115745544434,9.774950926727293,9.706414963639968,9.774950926727293,1089000.0,,,,,
2024-06-24,9.834919929504396,9.920590293954868,9.74068318221939,9.74068318221939,1356900.0,,,,,
2024-06-25,9.78351879119873,9.86918915938612,9.774951590977354,9.852054758943368,424100.0,,,,,
2024-06-26,9.76638412475586,9.834920090633831,9.740683341804909,9.800652107694845,588900.0,,,,,
2024-06-27,9.77495288848877,9.843488865330762,9.749252101426343,9.766385687130198,527000.0,,,,,
2024-06-28,9.886320114135742,9.920588088896528,9.809216966670734,9.81778416461417,546800.0,,,,,
2024-07-01,9.86918830871582,9.997693032907314,9.843486710267031,9.920589871587174,793000.0,,,,,
2024-07-02,9.9205904006958,9.937724800575513,9.834920035323554,9.869188835082976,542600.0,,,,,
2024-07-03,9.99769401550293,10.031961999789468,9.937725247254782,9.937725247254782,406500.0,,,,,
2024-07-05,10.091930389404297,10.11763198941481,9.98912644040172,10.049095206399931,769000.0,,,,,
2024-07-08,10.20330047607422,10.25470285373023,10.1176309359983,10.1176309359983,979600.0,,,,,
2024-07-09,10.07479476928711,10.194732277032172,10.066227571015892,10.194732277032172,578000.0,,,,,
2024-07-10,10.220436096191406,10.220436096191406,10.117632145601831,10.117632145601831,523400.0,,,,,
2024-07-11,10.229000091552734,10.27183526521931,10.17759853676323,10.27183526521931,669800.0,,,,,
2024-07-12,10.220436096191406,10.29753926338688,10.211868896055648,10.263270462843847,919400.0,,,,,
2024-07-15,10.188461303710938,10.274877760051664,10.093403861038862,10.274877760051664,868600.0,,,,,
2024-07-16,10.214385986328123,10.266236025340817,10.20574499993302,10.214385986328123,722600.0,,,,,
2024-07-17,10.136610984802246,10.231669248974354,10.076119961513363,10.171178225685471,772100.0,,,,,
2024-07-18,9.85143756866455,10.1711779449832,9.816871152863666,10.084761493416805,1140100.0,,,,,
