Date,Close,High,Low,Open,Volume,"('Close', 'BHAT')","('High', 'BHAT')","('Low', 'BHAT')","('Open', 'BHAT')","('Volume', 'BHAT')"
2024-08-01,88.0,96.0,83.80000305175781,96.0,1191.0,,,,,
2024-08-02,87.5,94.9000015258789,84.0,88.0,573.0,,,,,
2024-08-05,57.0,88.9000015258789,55.0,85.30000305175781,8199.0,,,,,
2024-08-06,57.20000076293945,64.0,52.0,59.0,3109.0,,,,,
2024-08-07,57.29999923706055,58.0,54.0,56.900001525878906,275.0,,,,,
2024-08-08,57.0,58.900001525878906,53.20000076293945,54.29999923706055,414.0,,,,,
2024-08-09,44.900001525878906,57.0,40.0,55.900001525878906,5853.0,,,,,
2024-08-12,46.59999847412109,46.70000076293945,41.70000076293945,44.0,937.0,,,,,
2024-08-13,50.29999923706055,52.0,45.5,48.0,1170.0,,,,,
2024-08-14,67.0999984741211,67.0999984741211,50.09999847412109,50.09999847412109,1796.0,,,,,
2024-08-15,62.0,72.80000305175781,57.09999847412109,72.80000305175781,3250.0,,,,,
2024-08-16,48.400001525878906,68.5999984741211,45.09999847412109,64.0,3370.0,,,,,
2024-08-19,45.0,50.0,40.59999847412109,50.0,1958.0,,,,,
2024-08-20,50.0,53.29999923706055,43.0,46.79999923706055,1752.0,,,,,
2024-08-21,51.70000076293945,55.70000076293945,50.0,55.70000076293945,660.0,,,,,
2024-08-22,51.0,56.0,49.09999847412109,55.0,935.0,,,,,
2024-08-23,52.900001525878906,55.0,47.59999847412109,53.0,1150.0,,,,,
2024-08-26,54.70000076293945,57.0,51.20000076293945,51.29999923706055,2398.0,,,,,
2024-08-27,61.0,61.0,52.20000076293945,57.0,6936.0,,,,,
2024-08-28,61.0,63.0,55.900001525878906,60.0,3340.0,,,,,
2024-08-29,50.20000076293945,65.0,46.5,65.0,9665.0,,,,,
2024-08-30,47.20000076293945,51.29999923706055,45.0,50.0,2286.0,,,,,
2024-09-03,42.20000076293945,47.09999847412109,41.5,47.0,3523.0,,,,,
2024-09-04,40.70000076293945,43.900001525878906,40.29999923706055,41.09999847412109,2758.0,,,,,
2024-09-05,37.5,41.900001525878906,35.0,41.900001525878906,3300.0,,,,,
2024-09-06,36.70000076293945,38.0,35.0,38.0,1263.0,,,,,
2024-09-09,37.900001525878906,38.29999923706055,35.0,35.0,693.0,,,,,
2024-09-10,41.5,43.70000076293945,36.0,36.0,3116.0,,,,,
2024-09-11,42.09999847412109,43.70000076293945,41.0,43.20000076293945,1203.0,,,,,
2024-09-12,39.20000076293945,45.0,38.900001525878906,41.79999923706055,1227.0,,,,,
2024-09-13,38.400001525878906,41.900001525878906,37.20000076293945,39.5,499.0,,,,,
2024-09-16,39.59999847412109,41.900001525878906,36.0,38.400001525878906,481.0,,,,,
2024-09-17,33.5,40.5,32.099998474121094,38.0,2596.0,,,,,
2024-09-18,34.400001525878906,36.900001525878906,33.0,33.0,266.0,,,,,
2024-09-19,34.099998474121094,36.0,34.0,35.400001525878906,513.0,,,,,
2024-09-20,33.5,36.900001525878906,33.20000076293945,36.79999923706055,381.0,,,,,
2024-09-23,29.799999237060547,34.0,28.200000762939453,34.0,2024.0,,,,,
2024-09-24,30.399999618530277,31.0,28.600000381469727,29.0,303.0,,,,,
2024-09-25,31.0,33.0,30.0,30.0,583.0,,,,,
2024-09-26,31.200000762939453,34.900001525878906,30.5,30.5,1698.0,,,,,
2024-09-27,33.20000076293945,45.0,31.399999618530277,31.399999618530277,9216.0,,,,,
2024-09-30,34.099998474121094,38.09999847412109,34.0,35.5,4956.0,,,,,
2024-10-01,30.700000762939453,35.79999923706055,30.299999237060547,35.79999923706055,1857.0,,,,,
2024-10-02,35.400001525878906,40.400001525878906,32.099998474121094,34.400001525878906,14751.0,,,,,
2024-10-03,34.0,35.900001525878906,32.5,35.0,3352.0,,,,,
2024-10-04,37.0,37.79999923706055,33.5,35.70000076293945,1448.0,,,,,
2024-10-07,35.5,38.0,35.0,37.0,2731.0,,,,,
2024-10-08,33.599998474121094,34.599998474121094,33.0,34.0,1522.0,,,,,
2024-10-09,32.0,34.20000076293945,29.0,33.099998474121094,1555.0,,,,,
2024-10-10,31.0,33.79999923706055,30.200000762939453,32.0,221.0,,,,,
2024-10-11,32.900001525878906,33.0,30.100000381469727,30.100000381469727,60.0,,,,,
2024-10-14,32.0,35.0,31.100000381469727,33.0,495.0,,,,,
2024-10-15,30.299999237060547,34.900001525878906,30.100000381469727,32.0,2264.0,,,,,
2024-10-16,28.5,31.5,27.0,29.0,1822.0,,,,,
2024-10-17,28.700000762939453,31.0,27.299999237060547,28.0,1665.0,,,,,
2024-10-18,33.29999923706055,33.29999923706055,28.5,29.899999618530277,1525.0,,,,,
2024-10-21,29.5,34.0,29.0,33.29999923706055,3516.0,,,,,
2024-10-22,30.0,32.79999923706055,28.100000381469727,29.5,1838.0,,,,,
2024-10-23,27.0,31.0,26.0,31.0,4188.0,,,,,
2024-10-24,25.0,29.600000381469727,24.0,27.0,5050.0,,,,,
2024-10-25,27.799999237060547,28.899999618530277,24.600000381469727,25.0,2030.0,,,,,
2024-10-28,26.600000381469727,29.899999618530277,26.600000381469727,27.799999237060547,3259.0,,,,,
2024-10-29,30.0,35.0,27.0,27.0,18258.0,,,,,
2024-10-30,28.799999237060547,30.0,27.299999237060547,28.5,1761.0,,,,,
2024-10-31,28.600000381469727,29.5,27.0,28.700000762939453,2338.0,,,,,
2024-11-01,27.600000381469727,29.0,27.100000381469727,28.899999618530277,906.0,,,,,
2024-11-04,25.799999237060547,27.600000381469727,25.0,27.600000381469727,960.0,,,,,
2024-11-05,25.200000762939453,26.399999618530277,24.200000762939453,25.799999237060547,2503.0,,,,,
2024-11-06,25.5,27.0,24.200000762939453,25.200000762939453,3224.0,,,,,
2024-11-07,24.799999237060547,26.0,24.200000762939453,25.0,6602.0,,,,,
2024-11-08,22.0,25.0,21.100000381469727,24.700000762939453,6303.0,,,,,
2024-11-11,21.899999618530277,22.0,21.0,21.0,1515.0,,,,,
2024-11-12,22.399999618530277,22.399999618530277,19.0,21.899999618530277,15520.0,,,,,
2024-11-13,23.0,24.0,21.700000762939453,21.700000762939453,3305.0,,,,,
2024-11-14,20.700000762939453,23.0,16.600000381469727,23.0,2187.0,,,,,
2024-11-15,18.5,20.200000762939453,18.299999237060547,19.399999618530277,3515.0,,,,,
2024-11-18,16.5,19.299999237060547,16.299999237060547,18.5,12209.0,,,,,
2024-11-19,17.100000381469727,17.899999618530273,14.899999618530272,16.100000381469727,5648.0,,,,,
2024-11-20,16.100000381469727,16.799999237060547,15.100000381469728,16.299999237060547,6701.0,,,,,
2024-11-21,16.0,17.0,11.899999618530272,13.300000190734863,6843.0,,,,,
2024-11-22,16.399999618530273,16.600000381469727,15.0,16.0,693.0,,,,,
2024-11-25,14.399999618530272,16.0,13.5,14.0,8395.0,,,,,
2024-11-26,14.5,15.0,13.199999809265137,13.199999809265137,7927.0,,,,,
2024-11-27,15.0,17.5,13.899999618530272,14.0,26085.0,,,,,
2024-11-29,14.800000190734863,15.0,13.699999809265137,15.0,8030.0,,,,,
2024-12-02,14.0,14.699999809265137,13.399999618530272,14.0,8222.0,,,,,
2024-12-03,15.100000381469728,16.700000762939453,13.100000381469728,14.0,35378.0,,,,,
2024-12-04,15.300000190734863,15.899999618530272,13.100000381469728,15.0,34492.0,,,,,
2024-12-05,15.199999809265137,15.800000190734863,14.199999809265137,15.0,24458.0,,,,,
2024-12-06,12.399999618530272,15.699999809265137,10.899999618530272,14.800000190734863,75758.0,,,,,
2024-12-09,13.5,14.300000190734863,12.399999618530272,12.699999809265137,33862.0,,,,,
2024-12-10,12.800000190734863,13.300000190734863,12.100000381469728,13.0,12104.0,,,,,
2024-12-11,12.800000190734863,13.5,11.5,12.399999618530272,17250.0,,,,,
2024-12-12,11.600000381469728,13.0,11.600000381469728,12.300000190734863,6447.0,,,,,
2024-12-13,12.699999809265137,13.0,11.300000190734863,11.800000190734863,51208.0,,,,,
2024-12-16,11.600000381469728,12.800000190734863,11.5,12.399999618530272,24856.0,,,,,
2024-12-17,11.5,12.100000381469728,10.300000190734863,11.800000190734863,30164.0,,,,,
2024-12-18,11.899999618530272,12.5,10.5,11.800000190734863,36258.0,,,,,
2024-12-19,13.0,13.0,11.399999618530272,11.899999618530272,27459.0,,,,,
2024-12-20,12.300000190734863,12.899999618530272,11.100000381469728,11.100000381469728,22223.0,,,,,
2024-12-23,13.0,13.399999618530272,11.699999809265137,12.5,44661.0,,,,,
2024-12-24,12.399999618530272,13.5,11.800000190734863,12.899999618530272,45410.0,,,,,
2024-12-26,12.100000381469728,13.5,11.600000381469728,12.800000190734863,152364.0,,,,,
2024-12-27,11.699999809265137,12.600000381469728,11.100000381469728,12.600000381469728,136065.0,,,,,
2024-12-30,12.399999618530272,13.5,10.800000190734863,11.800000190734863,289635.0,,,,,
2024-12-31,13.800000190734863,24.5,13.600000381469728,20.299999237060547,1744963.0,,,,,
2025-01-02,14.800000190734863,15.800000190734863,12.100000381469728,13.399999618530272,238245.0,,,,,
2025-01-03,14.800000190734863,15.5,13.100000381469728,13.800000190734863,124692.0,,,,,
2025-01-06,9.0,9.5,8.199999809265137,9.0,615920.0,,,,,
2025-01-07,11.5,13.5,9.399999618530272,10.899999618530272,2284733.0,,,,,
2025-01-08,8.600000381469727,9.399999618530272,7.300000190734863,8.899999618530273,3407548.0,,,,,
2025-01-10,8.800000190734863,9.5,8.399999618530273,8.899999618530273,747053.0,,,,,
2025-01-13,6.300000190734863,7.0,6.099999904632568,6.699999809265137,2310530.0,,,,,
2025-01-14,6.199999809265137,6.699999809265137,6.0,6.5,1202006.0,,,,,
2025-01-15,6.5,7.199999809265137,5.599999904632568,6.400000095367432,1632335.0,,,,,
2025-01-16,6.199999809265137,6.5,5.900000095367432,6.199999809265137,522742.0,,,,,
2025-01-17,6.400000095367432,6.599999904632568,6.0,6.199999809265137,663245.0,,,,,
2025-01-21,5.900000095367432,6.5,5.699999809265137,6.400000095367432,469907.0,,,,,
2025-01-22,6.300000190734863,6.400000095367432,5.800000190734863,5.800000190734863,338923.0,,,,,
2025-01-23,5.5,7.300000190734863,5.199999809265137,6.0,378588.0,,,,,
2025-01-24,5.599999904632568,6.199999809265137,5.599999904632568,6.0,423077.0,,,,,
2025-01-27,6.0,6.300000190734863,5.699999809265137,6.199999809265137,350139.0,,,,,
2025-01-28,5.800000190734863,6.0,5.5,6.0,562869.0,,,,,
2025-01-29,3.900000095367432,4.400000095367432,3.5,4.199999809265137,959085.0,,,,,
2025-01-30,4.0,4.099999904632568,3.900000095367432,4.0,331249.0,,,,,
2025-01-31,3.5999999046325684,4.300000190734863,3.5,4.0,2149177.0,,,,,
2025-02-03,4.599999904632568,6.0,4.199999809265137,5.900000095367432,4342429.0,,,,,
2025-02-04,4.400000095367432,4.599999904632568,3.900000095367432,4.300000190734863,812078.0,,,,,
2025-02-05,5.199999809265137,5.800000190734863,3.700000047683716,4.0,1423906.0,,,,,
2025-02-06,4.699999809265137,5.199999809265137,4.5,5.0,498610.0,,,,,
2025-02-07,5.400000095367432,7.0,4.800000190734863,5.199999809265137,2122947.0,,,,,
2025-02-10,6.900000095367432,8.300000190734863,6.199999809265137,6.599999904632568,2853445.0,,,,,
2025-02-11,9.100000381469728,14.100000381469728,8.300000190734863,10.300000190734863,11209964.0,,,,,
2025-02-12,8.399999618530273,9.100000381469728,7.199999809265137,7.699999809265137,1384549.0,,,,,
2025-02-13,7.0,8.199999809265137,5.800000190734863,8.199999809265137,891034.0,,,,,
2025-02-14,6.199999809265137,7.300000190734863,5.800000190734863,7.099999904632568,928671.0,,,,,
2025-02-18,5.5,5.900000095367432,4.900000095367432,5.400000095367432,785556.0,,,,,
2025-02-19,6.199999809265137,8.5,5.199999809265137,5.199999809265137,4822611.0,,,,,
2025-02-20,5.900000095367432,7.300000190734863,5.800000190734863,7.300000190734863,1211946.0,,,,,
2025-02-21,5.5,6.199999809265137,5.300000190734863,5.800000190734863,894223.0,,,,,
2025-02-24,5.300000190734863,5.599999904632568,5.0,5.599999904632568,517462.0,,,,,
2025-02-25,4.900000095367432,5.300000190734863,4.599999904632568,5.300000190734863,557693.0,,,,,
2025-02-26,5.0,5.699999809265137,4.5,4.5,854478.0,,,,,
2025-02-27,4.5,5.199999809265137,4.0,4.800000190734863,607478.0,,,,,
2025-02-28,4.0,4.199999809265137,3.5999999046325684,4.0,573523.0,,,,,
2025-03-03,3.700000047683716,4.0,3.5,3.900000095367432,424502.0,,,,,
2025-03-04,3.400000095367432,3.5,3.200000047683716,3.400000095367432,270377.0,,,,,
2025-03-05,4.0,4.300000190734863,3.200000047683716,3.200000047683716,921729.0,,,,,
2025-03-06,3.700000047683716,4.099999904632568,3.5,3.799999952316284,274623.0,,,,,
2025-03-07,3.700000047683716,3.799999952316284,3.5,3.5999999046325684,183006.0,,,,,
2025-03-10,3.400000095367432,3.700000047683716,3.299999952316284,3.5,252486.0,,,,,
2025-03-11,4.099999904632568,6.0,3.5999999046325684,3.700000047683716,4118418.0,,,,,
2025-03-12,3.900000095367432,4.199999809265137,3.700000047683716,4.0,607246.0,,,,,
2025-03-13,3.0999999046325684,3.5,3.0999999046325684,3.299999952316284,398604.0,,,,,
2025-03-14,2.700000047683716,3.0999999046325684,2.299999952316284,3.0999999046325684,664932.0,,,,,
2025-03-17,2.5299999713897705,2.674999952316284,2.0199999809265137,2.619999885559082,521600.0,,,,,
2025-03-18,3.4100000858306885,3.940000057220459,2.549999952316284,2.859999895095825,5769700.0,,,,,
2025-03-19,3.005000114440918,3.3399999141693115,3.0,3.299999952316284,756100.0,,,,,
2025-03-20,2.700000047683716,3.065000057220459,2.640000104904175,3.049999952316284,319700.0,,,,,
2025-03-21,2.650000095367432,2.940000057220459,2.5299999713897705,2.8499999046325684,353700.0,,,,,
2025-03-24,2.289999961853028,2.674999952316284,2.2699999809265137,2.640000104904175,342900.0,,,,,
2025-03-25,2.039999961853028,2.4200000762939453,1.950000047683716,2.380000114440918,373700.0,,,,,
2025-03-26,1.830000042915344,2.039999961853028,1.690999984741211,2.0,320400.0,,,,,
2025-03-27,1.870000004768372,1.9800000190734863,1.7599999904632568,1.7699999809265137,262100.0,,,,,
2025-03-28,1.919999957084656,3.140000104904175,1.6799999475479126,1.830000042915344,17470200.0,,,,,
2025-03-31,1.8200000524520876,2.072999954223633,1.7999999523162842,1.850000023841858,659500.0,,,,,
2025-04-01,1.7000000476837158,1.7799999713897705,1.6510000228881836,1.7799999713897705,291000.0,,,,,
2025-04-02,2.150000095367432,2.200000047683716,1.6549999713897705,1.659999966621399,721700.0,,,,,
2025-04-03,1.8600000143051147,2.25,1.8200000524520876,2.0999999046325684,407000.0,,,,,
2025-04-04,1.9299999475479128,2.0,1.850000023841858,1.940000057220459,301400.0,,,,,
2025-04-07,1.870000004768372,1.950000047683716,1.7100000381469729,1.7799999713897705,171100.0,,,,,
2025-04-08,1.809999942779541,2.0799999237060547,1.7999999523162842,1.8799999952316284,374000.0,,,,,
2025-04-09,1.8799999952316284,1.9700000286102293,1.7000000476837158,1.7799999713897705,284200.0,,,,,
2025-04-10,1.919999957084656,2.069999933242798,1.8200000524520876,1.899999976158142,276700.0,,,,,
2025-04-11,2.0899999141693115,2.1600000858306885,1.9800000190734863,2.0,403800.0,,,,,
2025-04-14,2.299999952316284,2.3499999046325684,2.0799999237060547,2.0799999237060547,192500.0,,,,,
2025-04-15,2.25,2.299999952316284,2.1449999809265137,2.299999952316284,115200.0,,,,,
2025-04-16,2.1600000858306885,2.390000104904175,2.1050000190734863,2.2100000381469727,128200.0,,,,,
2025-04-17,2.369999885559082,2.400000095367432,2.150000095367432,2.150000095367432,119300.0,,,,,
2025-04-21,2.470000028610229,2.700000047683716,2.2699999809265137,2.299999952316284,267500.0,,,,,
2025-04-22,2.259999990463257,2.526000022888184,2.2100000381469727,2.490000009536743,117400.0,,,,,
2025-04-23,2.25,2.380000114440918,2.220000028610229,2.259999990463257,86000.0,,,,,
2025-04-24,2.180000066757202,2.2799999713897705,2.069999933242798,2.2300000190734863,119900.0,,,,,
2025-04-25,2.1600000858306885,2.2799999713897705,2.109999895095825,2.119999885559082,84300.0,,,,,
2025-04-28,2.130000114440918,2.2100000381469727,2.039999961853028,2.1600000858306885,72800.0,,,,,
2025-04-29,2.059999942779541,2.1600000858306885,2.049999952316284,2.0899999141693115,69500.0,,,,,
2025-04-30,1.9900000095367432,2.119999885559082,1.8919999599456787,2.059999942779541,79100.0,,,,,
2025-05-01,2.0299999713897705,2.059999942779541,1.9600000381469729,1.9900000095367432,46300.0,,,,,
2025-05-02,2.200000047683716,2.200000047683716,1.9299999475479128,1.9900000095367432,892400.0,,,,,
2025-05-05,2.0799999237060547,2.1700000762939453,2.049999952316284,2.150000095367432,73000.0,,,,,
2025-05-06,2.0299999713897705,2.0799999237060547,2.009999990463257,2.0799999237060547,24300.0,,,,,
2025-05-07,2.0299999713897705,2.190000057220459,1.940000057220459,2.0199999809265137,78200.0,,,,,
2025-05-08,2.009999990463257,2.0199999809265137,1.840000033378601,1.9700000286102293,139100.0,,,,,
2025-05-09,1.7899999618530271,1.9800000190734863,1.7799999713897705,1.9299999475479128,157900.0,,,,,
2025-05-12,1.8799999952316284,1.950000047683716,1.8200000524520876,1.870000004768372,198500.0,,,,,
2025-05-13,1.919999957084656,2.0,1.870000004768372,1.919999957084656,102500.0,,,,,
2025-05-14,1.909999966621399,1.9800000190734863,1.809999942779541,1.8899999856948853,172400.0,,,,,
2025-05-15,1.8200000524520876,1.875,1.809999942779541,1.8600000143051147,64600.0,,,,,
2025-05-16,1.8799999952316284,1.8899999856948853,1.7899999618530271,1.7899999618530271,49000.0,,,,,
2025-05-19,1.809999942779541,1.870000004768372,1.7699999809265137,1.840000033378601,126500.0,,,,,
2025-05-20,1.8600000143051147,1.899999976158142,1.7899999618530271,1.830000042915344,55000.0,,,,,
2025-05-21,1.8200000524520876,1.8600000143051147,1.75,1.809999942779541,53800.0,,,,,
2025-05-22,1.7699999809265137,1.878000020980835,1.7400000095367432,1.840000033378601,130500.0,,,,,
2025-05-23,1.7799999713897705,1.840000033378601,1.75,1.7699999809265137,82900.0,,,,,
2025-05-27,1.7300000190734863,1.7999999523162842,1.7300000190734863,1.7400000095367432,73400.0,,,,,
2025-05-28,1.7200000286102295,1.7730000019073486,1.7000000476837158,1.75,36600.0,,,,,
2025-05-29,1.7599999904632568,1.7999999523162842,1.7300000190734863,1.7300000190734863,140800.0,,,,,
2025-05-30,1.7100000381469729,1.787999987602234,1.6799999475479126,1.7599999904632568,61400.0,,,,,
2025-06-02,1.659999966621399,1.725000023841858,1.6299999952316284,1.6699999570846558,38300.0,,,,,
2025-06-03,1.7200000286102295,1.75,1.621000051498413,1.649999976158142,6273600.0,,,,,
2025-06-04,1.899999976158142,1.9900000095367432,1.659999966621399,1.870000004768372,6601800.0,,,,,
2025-06-05,1.7000000476837158,1.8899999856948853,1.659999966621399,1.809999942779541,475900.0,,,,,
2025-06-06,1.8200000524520876,1.919999957084656,1.7100000381469729,1.7599999904632568,257700.0,,,,,
2025-06-09,2.0199999809265137,2.0799999237060547,1.8200000524520876,1.8200000524520876,444800.0,,,,,
2025-06-10,1.9700000286102293,2.059999942779541,1.9600000381469729,2.059999942779541,139100.0,,,,,
2025-06-11,1.9600000381469729,1.996999979019165,1.8339999914169312,1.909999966621399,129300.0,,,,,
2025-06-12,1.9600000381469729,2.0299999713897705,1.870000004768372,1.8899999856948853,126100.0,,,,,
2025-06-13,1.8799999952316284,1.9900000095367432,1.870000004768372,1.899999976158142,119900.0,,,,,
2025-06-16,1.9299999475479128,1.950000047683716,1.840000033378601,1.8799999952316284,78300.0,,,,,
2025-06-17,2.0,2.0350000858306885,1.909999966621399,1.950000047683716,164400.0,,,,,
2025-06-18,1.9700000286102293,2.119999885559082,1.950000047683716,1.9700000286102293,327900.0,,,,,
2025-06-20,1.9299999475479128,2.009999990463257,1.899999976158142,1.9700000286102293,98700.0,,,,,
2025-06-23,1.8200000524520876,2.0,1.809999942779541,1.8799999952316284,108300.0,,,,,
2025-06-24,1.7999999523162842,1.8200000524520876,1.75,1.809999942779541,71100.0,,,,,
2025-06-25,1.8200000524520876,1.8799999952316284,1.7999999523162842,1.7999999523162842,58400.0,,,,,
2025-06-26,1.830000042915344,1.8799999952316284,1.7899999618530271,1.870000004768372,67700.0,,,,,
2025-06-27,1.7999999523162842,1.830000042915344,1.75,1.830000042915344,56700.0,,,,,
2025-06-30,1.7400000095367432,1.830000042915344,1.7200000286102295,1.7699999809265137,65400.0,,,,,
2025-07-01,1.7699999809265137,1.7899999618530271,1.7050000429153442,1.75,64600.0,,,,,
2025-07-02,1.7000000476837158,1.7699999809265137,1.6100000143051147,1.75,82500.0,,,,,
2025-07-03,1.7400000095367432,1.7699999809265137,1.7200000286102295,1.7699999809265137,50600.0,,,,,
2025-07-07,1.690000057220459,1.7999999523162842,1.6200000047683716,1.690000057220459,94100.0,,,,,
2025-07-08,1.7300000190734863,1.7690000534057615,1.6799999475479126,1.6799999475479126,72500.0,,,,,
2025-07-09,1.830000042915344,1.830000042915344,1.7400000095367432,1.7400000095367432,54700.0,,,,,
2025-07-10,1.861999988555908,1.909999966621399,1.830000042915344,1.850000023841858,71500.0,,,,,
2025-07-11,1.840000033378601,1.9600000381469729,1.830000042915344,1.9600000381469729,52300.0,,,,,
2025-07-14,1.8519999980926516,1.8899999856948853,1.830000042915344,1.830000042915344,1570100.0,,,,,
2025-07-15,1.7400000095367432,1.8049999475479128,1.6799999475479126,1.7999999523162842,317200.0,,,,,
2025-07-16,1.7899999618530271,1.830000042915344,1.7000000476837158,1.7100000381469729,139600.0,,,,,
2025-07-17,1.840000033378601,1.8450000286102293,1.75,1.75,55600.0,,,,,
2025-07-18,1.8200000524520876,1.850000023841858,1.7999999523162842,1.850000023841858,35400.0,,,,,
2025-07-21,1.8049999475479128,1.850000023841858,1.7799999713897705,1.7799999713897705,50400.0,,,,,
2025-07-22,1.840000033378601,1.870000004768372,1.7799999713897705,1.7899999618530271,35200.0,,,,,
2025-07-23,1.899999976158142,1.9450000524520876,1.8350000381469729,1.870000004768372,97700.0,,,,,
2025-07-24,1.830000042915344,1.8919999599456787,1.8200000524520876,1.8600000143051147,40900.0,,,,,
2025-07-25,1.870000004768372,2.039999961853028,1.8519999980926516,1.8519999980926516,336700.0,,,,,
2025-07-28,1.840000033378601,1.9390000104904173,1.7799999713897705,1.8799999952316284,152600.0,,,,,
2025-07-29,1.809999942779541,1.8760000467300413,1.809999942779541,1.809999942779541,125600.0,,,,,
2025-07-30,1.7899999618530271,1.843999981880188,1.75,1.8200000524520876,63600.0,,,,,
2025-07-31,1.7799999713897705,1.8200000524520876,1.75,1.7999999523162842,31300.0,,,,,
2025-08-01,1.7300000190734863,1.809999942779541,1.7100000381469729,1.7999999523162842,54300.0,,,,,
2025-08-04,1.809999942779541,1.809999942779541,1.75,1.7999999523162842,44600.0,,,,,
2025-08-05,1.7699999809265137,1.8339999914169312,1.75,1.7699999809265137,36300.0,,,,,
2025-08-06,1.7599999904632568,1.7799999713897705,1.7450000047683716,1.7699999809265137,21300.0,,,,,
2025-08-07,1.7799999713897705,1.784999966621399,1.75,1.7799999713897705,20500.0,,,,,
2025-08-08,1.7699999809265137,1.7799999713897705,1.7300000190734863,1.75,35500.0,,,,,
2025-08-11,1.6699999570846558,1.75,1.6200000047683716,1.7400000095367432,79900.0,,,,,
2025-08-12,1.6740000247955322,1.7100000381469729,1.6399999856948853,1.690000057220459,49600.0,,,,,
2025-08-13,1.6740000247955322,1.7100000381469729,1.6579999923706057,1.690000057220459,39100.0,,,,,
2025-08-14,1.7170000076293943,1.7799999713897705,1.559999942779541,1.7000000476837158,125000.0,,,,,
2025-08-15,1.6399999856948853,1.7200000286102295,1.600000023841858,1.7200000286102295,38600.0,,,,,
2025-08-18,1.6699999570846558,1.7000000476837158,1.6419999599456787,1.6749999523162842,20700.0,,,,,
2025-08-19,1.6200000047683716,1.690000057220459,1.6200000047683716,1.6779999732971191,19500.0,,,,,
2025-08-20,1.6200000047683716,1.659999966621399,1.5800000429153442,1.600000023841858,43100.0,,,,,
2025-08-21,1.6100000143051147,1.625,1.559999942779541,1.600000023841858,33900.0,,,,,
2025-08-22,1.6100000143051147,1.649999976158142,1.559999942779541,1.600000023841858,78000.0,,,,,
2025-08-25,1.6200000047683716,1.6299999952316284,1.5700000524520874,1.600000023841858,45100.0,,,,,
2025-08-26,1.5700000524520874,1.649999976158142,1.5099999904632568,1.6100000143051147,78200.0,,,,,
2025-08-27,1.600000023841858,1.633999943733215,1.5700000524520874,1.587000012397766,30200.0,,,,,
2025-08-28,1.809999942779541,1.919999957084656,1.6100000143051147,1.6100000143051147,506000.0,,,,,
