Date,Close,High,Low,Open,Volume,"('Close', 'BLNK')","('High', 'BLNK')","('Low', 'BLNK')","('Open', 'BLNK')","('Volume', 'BLNK')"
2024-06-03,3.140000104904175,3.2300000190734863,3.069999933242798,3.1700000762939453,2835800.0,,,,,
2024-06-04,3.039999961853028,3.130000114440918,2.970000028610229,3.130000114440918,3771300.0,,,,,
2024-06-05,3.289999961853028,3.3299999237060547,3.0,3.069999933242798,6902300.0,,,,,
2024-06-06,3.150000095367432,3.239000082015991,3.0799999237060547,3.220000028610229,3350700.0,,,,,
2024-06-07,3.059999942779541,3.180000066757202,3.0299999713897705,3.059999942779541,3683200.0,,,,,
2024-06-10,3.240000009536743,3.2699999809265137,3.0299999713897705,3.049999952316284,4665100.0,,,,,
2024-06-11,3.3499999046325684,3.3499999046325684,3.109999895095825,3.1600000858306885,4306300.0,,,,,
2024-06-12,3.4100000858306885,3.7100000381469727,3.381999969482422,3.4549999237060547,9408900.0,,,,,
2024-06-13,3.1600000858306885,3.5799999237060547,3.119999885559082,3.5199999809265137,7638600.0,,,,,
2024-06-14,3.039999961853028,3.200000047683716,2.9800000190734863,3.150000095367432,4832500.0,,,,,
2024-06-17,2.9200000762939453,3.039999961853028,2.859999895095825,3.009999990463257,5592000.0,,,,,
2024-06-18,2.809999942779541,2.930000066757202,2.789999961853028,2.9100000858306885,5080100.0,,,,,
2024-06-20,2.6700000762939453,2.819999933242798,2.664999961853028,2.809999942779541,5458100.0,,,,,
2024-06-21,2.700000047683716,2.700000047683716,2.609999895095825,2.6600000858306885,7690900.0,,,,,
2024-06-24,2.740000009536743,2.809999942779541,2.684999942779541,2.700000047683716,5229300.0,,,,,
2024-06-25,2.7799999713897705,2.819999933242798,2.700000047683716,2.7300000190734863,2536000.0,,,,,
2024-06-26,2.690000057220459,2.819999933242798,2.6700000762939453,2.75,3616100.0,,,,,
2024-06-27,2.799999952316284,2.809999942779541,2.650000095367432,2.684999942779541,4390300.0,,,,,
