Date,Close,High,Low,Open,Volume,"('Close', 'ORIC')","('High', 'ORIC')","('Low', 'ORIC')","('Open', 'ORIC')","('Volume', 'ORIC')"
2024-06-03,8.779999732971191,9.3100004196167,8.489999771118164,9.06999969482422,446600.0,,,,,
2024-06-04,8.65999984741211,8.970000267028809,8.630000114440918,8.899999618530273,350800.0,,,,,
2024-06-05,9.170000076293944,9.364999771118164,8.510000228881836,8.739999771118164,520400.0,,,,,
2024-06-06,8.930000305175781,9.359999656677246,8.899999618530273,9.15999984741211,219400.0,,,,,
2024-06-07,8.829999923706055,8.960000038146973,8.710000038146973,8.779999732971191,204900.0,,,,,
2024-06-10,8.600000381469727,8.904999732971191,8.489999771118164,8.720000267028809,344000.0,,,,,
2024-06-11,8.010000228881836,8.600000381469727,7.989999771118164,8.529999732971191,313000.0,,,,,
2024-06-12,7.900000095367432,8.720000267028809,7.820000171661377,8.34000015258789,441900.0,,,,,
2024-06-13,7.679999828338623,7.90500020980835,7.460000038146973,7.900000095367432,583100.0,,,,,
2024-06-14,7.489999771118164,7.920000076293945,7.409999847412109,7.590000152587891,448400.0,,,,,
2024-06-17,7.440000057220459,7.510000228881836,7.230000019073486,7.389999866485596,383700.0,,,,,
2024-06-18,7.179999828338623,7.679999828338623,7.179999828338623,7.429999828338623,236700.0,,,,,
2024-06-20,7.010000228881836,7.300000190734863,6.949999809265137,7.159999847412109,346400.0,,,,,
2024-06-21,7.230000019073486,7.329999923706055,6.989999771118164,7.070000171661377,869800.0,,,,,
2024-06-24,7.150000095367432,7.380000114440918,6.929999828338623,7.239999771118164,458500.0,,,,,
2024-06-25,6.739999771118164,7.130000114440918,6.630000114440918,7.119999885559082,295200.0,,,,,
2024-06-26,6.630000114440918,6.710000038146973,6.389999866485596,6.710000038146973,817500.0,,,,,
2024-06-27,6.909999847412109,7.159999847412109,6.329999923706055,6.659999847412109,591900.0,,,,,
2024-06-28,7.070000171661377,7.110000133514404,6.800000190734863,6.96999979019165,3878000.0,,,,,
2024-07-01,7.639999866485596,7.679999828338623,6.940000057220459,7.070000171661377,478800.0,,,,,
2024-07-02,7.519999980926514,7.835000038146973,7.25,7.590000152587891,529300.0,,,,,
2024-07-03,7.519999980926514,7.869999885559082,7.449999809265137,7.570000171661377,196400.0,,,,,
2024-07-05,7.690000057220459,7.800000190734863,7.320000171661377,7.550000190734863,333700.0,,,,,
2024-07-08,8.5,8.529999732971191,7.71999979019165,7.809999942779541,1182500.0,,,,,
2024-07-09,9.34000015258789,9.399999618530272,8.390000343322754,8.489999771118164,1263900.0,,,,,
2024-07-10,9.329999923706056,9.968999862670898,9.109999656677246,9.489999771118164,777900.0,,,,,
2024-07-11,9.600000381469728,10.015000343322754,9.34000015258789,9.710000038146973,994400.0,,,,,
2024-07-12,10.0600004196167,10.390000343322754,9.699999809265137,9.729999542236328,869800.0,,,,,
2024-07-15,10.75,10.90999984741211,9.770000457763672,10.0600004196167,545300.0,,,,,
2024-07-16,10.989999771118164,11.1850004196167,10.585000038146973,10.949999809265137,643800.0,,,,,
2024-07-17,10.220000267028809,11.960000038146973,9.960000038146973,11.630000114440918,952500.0,,,,,
2024-07-18,10.220000267028809,10.619999885559082,9.979999542236328,10.140000343322754,912400.0,,,,,
2024-07-19,10.220000267028809,10.369999885559082,10.029999732971191,10.239999771118164,329700.0,,,,,
2024-07-22,10.6899995803833,10.710000038146973,10.140000343322754,10.289999961853027,343600.0,,,,,
2024-07-23,11.260000228881836,11.380000114440918,10.609999656677246,10.609999656677246,418700.0,,,,,
2024-07-24,10.779999732971191,11.369999885559082,10.654999732971191,11.029999732971191,333500.0,,,,,
2024-07-25,11.239999771118164,11.4399995803833,10.84000015258789,10.920000076293944,415800.0,,,,,
2024-07-26,11.899999618530272,12.085000038146973,11.399999618530272,11.460000038146973,658700.0,,,,,
2024-07-29,11.130000114440918,11.9399995803833,10.880000114440918,11.859999656677246,288500.0,,,,,
2024-07-30,11.229999542236328,11.420000076293944,10.975000381469728,11.199999809265137,294500.0,,,,,
2024-07-31,11.199999809265137,11.649999618530272,11.050000190734863,11.34000015258789,416300.0,,,,,
2024-08-01,10.609999656677246,11.260000228881836,10.571999549865724,11.199999809265137,625300.0,,,,,
2024-08-02,9.710000038146973,10.170000076293944,9.329999923706056,10.170000076293944,551200.0,,,,,
