Date,Close,High,Low,Open,Volume,"('Close', 'ONB')","('High', 'ONB')","('Low', 'ONB')","('Open', 'ONB')","('Volume', 'ONB')"
2024-06-03,16.08803939819336,16.587191411160767,16.04964224448338,16.51039893461786,1818700.0,,,,,
2024-06-04,15.867259979248049,16.078438815016153,15.838462116284568,15.9152545866436,1700500.0,,,,,
2024-06-05,16.00279426574707,16.041517548997444,15.838216157272388,16.041517548997444,1328700.0,,,,,
2024-06-06,15.954388618469238,16.01247631590353,15.751087216996938,15.915665333362284,1162400.0,,,,,
2024-06-07,15.78013038635254,15.867260092432492,15.65427739230152,15.741407098381474,1517600.0,,,,,
2024-06-10,15.557465553283691,15.663957820793552,15.4509742090318,15.586509402563456,1432700.0,,,,,
2024-06-11,15.421931266784668,15.489698401850212,15.315438999386847,15.470335835684072,1681800.0,,,,,
2024-06-12,15.60587215423584,16.031837536306274,15.5477844549859,15.90598454763,1866000.0,,,,,
2024-06-13,15.392887115478516,15.576827797415456,15.257352848007038,15.450973889579116,1091000.0,,,,,
2024-06-14,15.276714324951172,15.344482381210328,15.141180058948748,15.208947191949958,1110000.0,,,,,
2024-06-17,15.450973510742188,15.460654793397907,15.102455644457631,15.247671191261714,1364400.0,,,,,
2024-06-18,15.625231742858888,15.663956872888454,15.39288650222898,15.421930349751156,1612500.0,,,,,
2024-06-20,15.741405487060549,15.780128771067822,15.509060243469332,15.518741526100117,2901600.0,,,,,
2024-06-21,15.954388618469238,15.9931137500921,15.644594951549976,15.9931137500921,4178400.0,,,,,
2024-06-24,16.264183044433594,16.399719164923134,16.012477063201572,16.07056291683081,2019100.0,,,,,
2024-06-25,15.925349235534668,16.23514295340618,15.915667951036657,16.23514295340618,1311700.0,,,,,
2024-06-26,16.012475967407227,16.03183668628138,15.780128875758686,15.780128875758686,1149200.0,,,,,
2024-06-27,16.196414947509766,16.196414947509766,15.867258718926031,15.99311354859881,1054500.0,,,,,
2024-06-28,16.641746520996094,16.68046980979894,16.31259025684954,16.43844325360389,5589200.0,,,,,
2024-07-01,16.554615020751953,16.738555700570277,16.486847887796753,16.51588988962562,1500300.0,,,,,
2024-07-02,16.719192504882812,16.757915788033834,16.515889267163555,16.554614396830388,1111300.0,,,,,
2024-07-03,16.448122024536133,16.757915673693827,16.448122024536133,16.74823439134317,911600.0,,,,,
2024-07-05,16.27386474609375,16.486849292402148,16.23514145818425,16.486849292402148,950200.0,,,,,
2024-07-08,16.138328552246094,16.506208053023673,16.099603422419072,16.467484769712474,1693400.0,,,,,
2024-07-09,16.43844223022461,16.44812351345163,15.973751714423395,16.06088141695062,1324800.0,,,,,
2024-07-10,16.90313148498535,16.91281276749011,16.32226930682644,16.486847416375685,2166300.0,,,,,
2024-07-11,17.55176544189453,17.648576435877082,17.067712318497904,17.067712318497904,2767500.0,,,,,
2024-07-12,17.580806732177734,17.77442869192834,17.522720882858895,17.629211298857456,2166900.0,,,,,
2024-07-15,18.093904495239254,18.22943876561419,17.78411082208744,17.880919960060425,2714300.0,,,,,
2024-07-16,18.916793823242188,18.94583582407736,18.17135169320919,18.24880010629601,4510100.0,,,,,
2024-07-17,19.10073471069336,19.32339869152278,18.69413003649719,18.742536453970555,2886400.0,,,,,
2024-07-18,18.907114028930664,19.323398127964754,18.67476877138281,18.926474748839343,3666900.0,,,,,
2024-07-19,18.819982528686523,19.16849945845693,18.73285283461497,18.897430940470592,2456700.0,,,,,
2024-07-22,19.129777908325195,19.20722632712344,18.577957693573232,18.732854531169718,4391200.0,,,,,
2024-07-23,19.546062469482425,19.5751044704054,18.655404793033316,18.887750032996237,5158600.0,,,,,
2024-07-24,19.22659111022949,19.730004967202436,19.216909825948992,19.56542682746623,3420000.0,,,,,
2024-07-25,19.29435539245605,19.71064132220446,19.158821125660165,19.24594897823188,4378600.0,,,,,
