Date,Close,High,Low,Open,Volume,"('Close', 'TSEM')","('High', 'TSEM')","('Low', 'TSEM')","('Open', 'TSEM')","('Volume', 'TSEM')"
2024-06-03,37.61000061035156,38.18000030517578,37.16999816894531,37.91999816894531,417900.0,,,,,
2024-06-04,36.720001220703125,37.31999969482422,36.52999877929688,37.27000045776367,295800.0,,,,,
2024-06-05,37.52000045776367,37.63999938964844,36.619998931884766,36.810001373291016,370300.0,,,,,
2024-06-06,37.93000030517578,38.02000045776367,37.41999816894531,37.41999816894531,312400.0,,,,,
2024-06-07,37.29999923706055,37.720001220703125,37.130001068115234,37.560001373291016,303600.0,,,,,
2024-06-10,38.5,38.540000915527344,37.2599983215332,37.27999877929688,433200.0,,,,,
2024-06-11,38.7599983215332,38.810001373291016,37.81999969482422,38.47999954223633,284600.0,,,,,
2024-06-12,38.95000076293945,39.36000061035156,38.720001220703125,39.150001525878906,259500.0,,,,,
2024-06-13,38.63999938964844,39.0,38.40999984741211,38.75,394900.0,,,,,
2024-06-14,38.63999938964844,38.72999954223633,38.08000183105469,38.43000030517578,235200.0,,,,,
2024-06-17,39.060001373291016,39.369998931884766,38.209999084472656,38.470001220703125,458900.0,,,,,
2024-06-18,39.650001525878906,40.59999847412109,39.09000015258789,39.130001068115234,679000.0,,,,,
2024-06-20,39.119998931884766,39.43000030517578,38.52999877929688,39.119998931884766,796400.0,,,,,
2024-06-21,39.06999969482422,39.560001373291016,38.88999938964844,38.90999984741211,416000.0,,,,,
2024-06-24,38.27999877929688,39.02999877929688,38.18000030517578,38.72999954223633,431600.0,,,,,
2024-06-25,38.38999938964844,38.61000061035156,37.7599983215332,38.11000061035156,467300.0,,,,,
2024-06-26,38.83000183105469,38.88999938964844,38.2400016784668,38.31999969482422,440500.0,,,,,
2024-06-27,38.54999923706055,39.040000915527344,38.380001068115234,38.70000076293945,378200.0,,,,,
2024-06-28,39.310001373291016,39.77999877929688,39.08000183105469,39.08000183105469,420000.0,,,,,
2024-07-01,39.66999816894531,39.79999923706055,39.20000076293945,39.310001373291016,279900.0,,,,,
2024-07-02,39.34999847412109,39.97999954223633,39.34999847412109,39.59000015258789,216600.0,,,,,
2024-07-03,39.470001220703125,39.66999816894531,39.02999877929688,39.369998931884766,217500.0,,,,,
2024-07-05,40.2400016784668,40.43999862670898,39.38999938964844,39.79999923706055,397900.0,,,,,
2024-07-08,41.02000045776367,41.65999984741211,40.43999862670898,40.5,417600.0,,,,,
2024-07-09,40.619998931884766,41.5099983215332,40.56999969482422,41.27999877929688,392200.0,,,,,
2024-07-10,40.810001373291016,41.22999954223633,40.52000045776367,40.68000030517578,309800.0,,,,,
2024-07-11,40.72999954223633,41.11000061035156,40.09000015258789,40.91999816894531,581900.0,,,,,
2024-07-12,41.720001220703125,42.09999847412109,40.70000076293945,40.79999923706055,393200.0,,,,,
2024-07-15,41.97999954223633,42.4900016784668,41.61000061035156,41.83000183105469,371900.0,,,,,
2024-07-16,41.75,42.119998931884766,41.54999923706055,41.91999816894531,471700.0,,,,,
2024-07-17,40.93999862670898,41.95000076293945,40.060001373291016,40.630001068115234,1100500.0,,,,,
2024-07-18,40.68000030517578,41.04999923706055,39.869998931884766,40.970001220703125,720000.0,,,,,
2024-07-19,40.59999847412109,40.810001373291016,40.02999877929688,40.5,454000.0,,,,,
2024-07-22,41.27000045776367,41.34000015258789,40.150001525878906,40.61000061035156,484000.0,,,,,
2024-07-23,41.290000915527344,41.52999877929688,40.84000015258789,40.869998931884766,435100.0,,,,,
2024-07-24,43.02999877929688,44.18000030517578,37.88999938964844,39.2599983215332,2193500.0,,,,,
2024-07-25,41.720001220703125,43.11000061035156,41.720001220703125,42.970001220703125,663500.0,,,,,
2024-07-26,42.880001068115234,43.220001220703125,41.75,41.75,545600.0,,,,,
2024-07-29,41.869998931884766,42.84000015258789,41.84999847412109,42.54999923706055,683700.0,,,,,
2024-07-30,40.650001525878906,42.220001220703125,40.54999923706055,41.9900016784668,391100.0,,,,,
2024-07-31,40.79999923706055,41.31999969482422,40.400001525878906,41.310001373291016,682300.0,,,,,
2024-08-01,39.18999862670898,40.7599983215332,38.970001220703125,40.2599983215332,470300.0,,,,,
2024-08-02,37.47999954223633,38.38999938964844,37.43000030517578,38.38999938964844,394600.0,,,,,
2024-08-05,36.25,36.68999862670898,35.15999984741211,35.310001373291016,664400.0,,,,,
2024-08-06,37.18999862670898,37.59999847412109,36.459999084472656,36.470001220703125,466700.0,,,,,
2024-08-07,37.0099983215332,38.459999084472656,36.83000183105469,37.9900016784668,547700.0,,,,,
2024-08-08,38.18999862670898,38.470001220703125,37.22999954223633,37.68000030517578,222900.0,,,,,
2024-08-09,37.900001525878906,38.52000045776367,36.7599983215332,38.18000030517578,127900.0,,,,,
2024-08-12,38.06999969482422,38.2599983215332,37.25,37.63999938964844,257600.0,,,,,
2024-08-13,38.709999084472656,38.97999954223633,38.27999877929688,38.5099983215332,219800.0,,,,,
2024-08-14,38.97999954223633,39.25,38.31999969482422,38.79999923706055,186300.0,,,,,
2024-08-15,40.18999862670898,40.650001525878906,39.68000030517578,39.68999862670898,252900.0,,,,,
2024-08-16,40.0099983215332,40.380001068115234,39.63999938964844,39.83000183105469,209800.0,,,,,
2024-08-19,40.36000061035156,40.43000030517578,39.70000076293945,39.79999923706055,234000.0,,,,,
2024-08-20,41.060001373291016,41.18000030517578,39.880001068115234,40.18000030517578,445800.0,,,,,
2024-08-21,40.959999084472656,41.09999847412109,40.45000076293945,40.75,432000.0,,,,,
2024-08-22,40.34999847412109,41.66999816894531,40.310001373291016,40.79999923706055,383500.0,,,,,
2024-08-23,41.43000030517578,41.56999969482422,40.90999984741211,40.90999984741211,428200.0,,,,,
