Date,Close,High,Low,Open,Volume,"('Close', 'HUMA')","('High', 'HUMA')","('Low', 'HUMA')","('Open', 'HUMA')","('Volume', 'HUMA')"
2024-06-03,7.369999885559082,7.625,7.110000133514404,7.510000228881836,3068400.0,,,,,
2024-06-04,6.670000076293945,7.360000133514404,5.949999809265137,7.360000133514404,4986600.0,,,,,
2024-06-05,7.519999980926514,7.585000038146973,6.577000141143799,6.650000095367432,2667400.0,,,,,
2024-06-06,7.320000171661377,7.829999923706055,7.269999980926514,7.460000038146973,1529400.0,,,,,
2024-06-07,7.269999980926514,7.409999847412109,6.960000038146973,7.150000095367432,1543000.0,,,,,
2024-06-10,7.199999809265137,7.869999885559082,7.110000133514404,7.199999809265137,1461700.0,,,,,
2024-06-11,6.989999771118164,7.139999866485596,6.699999809265137,7.079999923706055,1443300.0,,,,,
2024-06-12,7.340000152587891,7.565000057220459,7.139999866485596,7.139999866485596,1996200.0,,,,,
2024-06-13,7.199999809265137,7.510000228881836,6.989999771118164,7.28000020980835,1302600.0,,,,,
2024-06-14,7.050000190734863,7.269000053405762,6.900000095367432,7.0,1168600.0,,,,,
2024-06-17,6.190000057220459,6.789999961853027,6.039999961853027,6.699999809265137,3506100.0,,,,,
2024-06-18,5.934999942779541,6.300000190734863,5.900000095367432,6.190000057220459,2121400.0,,,,,
2024-06-20,5.239999771118164,5.789999961853027,5.170000076293945,5.710000038146973,4504400.0,,,,,
2024-06-21,5.170000076293945,5.360000133514404,5.0,5.21999979019165,6781300.0,,,,,
2024-06-24,5.099999904632568,5.320000171661377,5.050000190734863,5.150000095367432,2414500.0,,,,,
2024-06-25,4.929999828338623,5.21999979019165,4.920000076293945,5.099999904632568,3160600.0,,,,,
2024-06-26,5.0,5.105000019073486,4.849999904632568,4.929999828338623,1834900.0,,,,,
2024-06-27,4.699999809265137,5.110000133514404,4.650000095367432,4.949999809265137,2495900.0,,,,,
2024-06-28,4.800000190734863,4.880000114440918,4.599999904632568,4.71999979019165,8266000.0,,,,,
2024-07-01,5.369999885559082,6.300000190734863,5.050000190734863,5.360000133514404,9067400.0,,,,,
2024-07-02,5.110000133514404,5.679999828338623,5.050000190734863,5.630000114440918,3262800.0,,,,,
2024-07-03,5.670000076293945,5.849999904632568,5.090000152587891,5.099999904632568,2432100.0,,,,,
2024-07-05,5.269999980926514,5.869999885559082,5.260000228881836,5.71999979019165,3028000.0,,,,,
2024-07-08,5.670000076293945,5.889999866485596,5.34499979019165,5.369999885559082,3714800.0,,,,,
2024-07-09,5.855000019073486,6.070000171661377,5.519999980926514,5.75,2703300.0,,,,,
2024-07-10,5.71999979019165,6.21999979019165,5.71999979019165,5.96999979019165,3498800.0,,,,,
2024-07-11,6.449999809265137,6.46999979019165,5.820000171661377,5.894999980926514,3189200.0,,,,,
2024-07-12,6.989999771118164,7.0,6.413000106811523,6.599999904632568,3471100.0,,,,,
2024-07-15,8.399999618530273,8.710000038146973,7.269999980926514,7.5,10120000.0,,,,,
2024-07-16,8.789999961853027,8.989999771118164,8.182999610900879,8.84000015258789,6110300.0,,,,,
2024-07-17,8.170000076293945,8.649999618530273,7.909999847412109,8.579999923706055,4303600.0,,,,,
2024-07-18,7.735000133514404,8.489999771118164,7.650000095367432,8.253999710083008,2998300.0,,,,,
2024-07-19,7.550000190734863,7.96999979019165,7.425000190734863,7.699999809265137,2406700.0,,,,,
2024-07-22,8.350000381469727,8.399999618530273,7.369999885559082,7.619999885559082,3044200.0,,,,,
2024-07-23,8.289999961853027,8.460000038146973,7.980000019073486,8.350000381469727,2184800.0,,,,,
2024-07-24,8.0600004196167,8.529999732971191,7.980000019073486,8.170000076293945,1958700.0,,,,,
2024-07-25,8.149999618530273,8.569999694824219,7.989999771118164,8.029999732971191,2224200.0,,,,,
2024-07-26,7.940000057220459,9.0,7.855000019073486,8.300000190734863,3877000.0,,,,,
2024-07-29,7.849999904632568,8.09000015258789,7.5,8.0,2678800.0,,,,,
2024-07-30,8.199999809265137,8.440999984741211,7.820000171661377,7.820000171661377,2287800.0,,,,,
2024-07-31,9.460000038146973,9.789999961853027,8.119999885559082,8.199999809265137,6498100.0,,,,,
2024-08-01,8.619999885559082,9.68000030517578,8.600000381469727,9.5600004196167,4287400.0,,,,,
2024-08-02,8.25,8.619999885559082,7.860000133514404,8.149999618530273,3430300.0,,,,,
2024-08-05,7.869999885559082,8.079999923706055,7.111999988555908,7.322000026702881,3217600.0,,,,,
2024-08-06,8.300000190734863,8.699999809265137,7.670000076293945,8.020000457763672,2934000.0,,,,,
2024-08-07,7.829999923706055,8.718999862670898,7.760000228881836,8.550000190734863,3076400.0,,,,,
2024-08-08,8.0,8.239999771118164,7.889999866485596,8.0,2330000.0,,,,,
2024-08-09,7.909999847412109,8.239999771118164,7.71999979019165,8.069999694824219,5077400.0,,,,,
2024-08-12,6.614999771118164,7.730000019073486,6.340000152587891,6.989999771118164,6823100.0,,,,,
2024-08-13,6.650000095367432,7.099999904632568,6.380000114440918,6.610000133514404,3855100.0,,,,,
2024-08-14,6.010000228881836,6.659999847412109,6.010000228881836,6.650000095367432,3987900.0,,,,,
2024-08-15,6.139999866485596,6.449999809265137,5.880000114440918,6.099999904632568,4240100.0,,,,,
2024-08-16,6.480000019073486,6.690000057220459,6.25,6.329999923706055,2996600.0,,,,,
2024-08-19,6.329999923706055,6.699999809265137,6.25,6.449999809265137,2171200.0,,,,,
2024-08-20,6.25,6.340000152587891,6.080999851226807,6.300000190734863,1743200.0,,,,,
2024-08-21,6.46999979019165,6.570000171661377,6.21999979019165,6.239999771118164,1659000.0,,,,,
2024-08-22,6.400000095367432,6.590000152587891,6.21999979019165,6.480000019073486,2091300.0,,,,,
2024-08-23,7.03000020980835,7.03000020980835,6.329999923706055,6.440000057220459,2084500.0,,,,,
2024-08-26,7.050000190734863,7.480000019073486,6.945000171661377,7.099999904632568,2393900.0,,,,,
2024-08-27,6.659999847412109,7.099999904632568,6.570000171661377,6.960000038146973,2126700.0,,,,,
2024-08-28,6.449999809265137,6.619999885559082,6.360000133514404,6.619999885559082,1533100.0,,,,,
2024-08-29,6.150000095367432,6.579999923706055,6.130000114440918,6.519999980926514,1980100.0,,,,,
2024-08-30,6.050000190734863,6.25,5.760000228881836,6.170000076293945,4199400.0,,,,,
2024-09-03,5.534999847412109,6.019999980926514,5.429999828338623,6.0,2962800.0,,,,,
2024-09-04,5.690000057220459,5.784999847412109,5.53000020980835,5.630000114440918,2195300.0,,,,,
2024-09-05,5.480000019073486,5.710000038146973,5.440000057220459,5.690000057220459,1659400.0,,,,,
2024-09-06,5.269999980926514,5.5,5.210000038146973,5.480000019073486,1702500.0,,,,,
2024-09-09,5.389999866485596,5.75,5.300000190734863,5.380000114440918,3772200.0,,,,,
2024-09-10,5.25,5.519999980926514,5.139999866485596,5.440000057220459,2798800.0,,,,,
2024-09-11,5.690000057220459,5.699999809265137,5.159999847412109,5.159999847412109,2676500.0,,,,,
2024-09-12,5.619999885559082,5.929999828338623,5.452000141143799,5.699999809265137,2076200.0,,,,,
2024-09-13,5.639999866485596,5.820000171661377,5.559999942779541,5.730000019073486,1899800.0,,,,,
2024-09-16,5.28000020980835,5.650000095367432,5.203999996185303,5.650000095367432,2240500.0,,,,,
2024-09-17,5.230000019073486,5.420000076293945,5.199999809265137,5.300000190734863,1584600.0,,,,,
2024-09-18,5.340000152587891,5.656000137329102,5.21999979019165,5.21999979019165,1673900.0,,,,,
2024-09-19,5.449999809265137,5.650000095367432,5.360000133514404,5.559999942779541,1557000.0,,,,,
2024-09-20,5.199999809265137,5.599999904632568,5.199999809265137,5.440000057220459,5267200.0,,,,,
2024-09-23,5.230000019073486,5.300000190734863,5.073999881744385,5.25,1963500.0,,,,,
2024-09-24,6.119999885559082,6.429999828338623,5.260000228881836,5.269999980926514,5155100.0,,,,,
2024-09-25,5.454999923706055,5.960000038146973,5.442999839782715,5.751999855041504,3253400.0,,,,,
2024-09-26,5.46999979019165,5.659999847412109,5.309999942779541,5.570000171661377,1859400.0,,,,,
2024-09-27,5.579999923706055,5.679999828338623,5.440000057220459,5.53000020980835,1382100.0,,,,,
2024-09-30,5.440000057220459,5.744999885559082,5.340000152587891,5.539999961853027,1726800.0,,,,,
2024-10-01,5.494999885559082,5.570000171661377,5.170000076293945,5.440000057220459,2512200.0,,,,,
2024-10-02,5.690000057220459,6.340000152587891,5.550000190734863,5.739999771118164,8190800.0,,,,,
2024-10-03,5.28000020980835,5.730000019073486,5.239999771118164,5.610000133514404,3620900.0,,,,,
2024-10-04,5.440000057220459,5.550000190734863,5.260000228881836,5.380000114440918,2800400.0,,,,,
2024-10-07,5.5,5.715000152587891,5.369999885559082,5.449999809265137,2856000.0,,,,,
2024-10-08,5.550000190734863,5.690000057220459,5.409999847412109,5.5,2291900.0,,,,,
2024-10-09,5.385000228881836,5.570000171661377,5.324999809265137,5.550000190734863,2484600.0,,,,,
2024-10-10,5.550000190734863,5.599999904632568,5.300000190734863,5.309999942779541,1745900.0,,,,,
2024-10-11,5.730000019073486,5.809999942779541,5.445000171661377,5.489999771118164,2114700.0,,,,,
2024-10-14,5.670000076293945,5.75,5.590000152587891,5.75,1255000.0,,,,,
2024-10-15,5.699999809265137,5.945000171661377,5.565000057220459,5.630000114440918,1806500.0,,,,,
2024-10-16,5.809999942779541,6.260000228881836,5.659999847412109,5.769999980926514,3752600.0,,,,,
2024-10-17,4.860000133514404,6.320000171661377,4.510000228881836,5.809999942779541,10507700.0,,,,,
2024-10-18,5.03000020980835,5.449999809265137,5.010000228881836,5.28000020980835,5851600.0,,,,,
2024-10-21,5.340000152587891,5.359000205993652,5.090000152587891,5.159999847412109,3583400.0,,,,,
2024-10-22,5.480000019073486,5.610000133514404,5.25,5.25,2545000.0,,,,,
2024-10-23,5.71999979019165,5.775000095367432,5.369999885559082,5.420000076293945,2880000.0,,,,,
2024-10-24,5.820000171661377,6.0,5.599999904632568,5.75,2652600.0,,,,,
2024-10-25,5.590000152587891,5.909999847412109,5.53000020980835,5.829999923706055,2129800.0,,,,,
2024-10-28,5.420000076293945,5.630000114440918,5.300000190734863,5.619999885559082,2716400.0,,,,,
2024-10-29,5.320000171661377,5.505000114440918,5.260000228881836,5.409999847412109,1786200.0,,,,,
2024-10-30,5.150000095367432,5.446000099182129,5.150000095367432,5.230000019073486,2115800.0,,,,,
