Date,Close,High,Low,Open,Volume,"('Close', 'RC')","('High', 'RC')","('Low', 'RC')","('Open', 'RC')","('Volume', 'RC')"
2024-06-03,6.964279651641846,6.97254035702001,6.898189281460375,6.947756665166799,845900.0,,,,,
2024-06-04,6.9394941329956055,6.972539313139041,6.873403772708732,6.914710444852838,1008000.0,,,,,
2024-06-05,7.09645938873291,7.11298158501275,6.922971994568734,6.980800863337043,1191300.0,,,,,
2024-06-06,6.989063262939453,7.096460310211329,6.989063262939453,7.055153632359169,1050300.0,,,,,
2024-06-07,6.873404502868652,6.906449686522469,6.823837121317588,6.881665995746938,1402800.0,,,,,
2024-06-10,6.799052715301514,6.8568823782078505,6.782530517227798,6.815575701234562,1545700.0,,,,,
2024-06-11,6.774268627166748,6.815575301718719,6.716439755509562,6.774268627166748,1293400.0,,,,,
2024-06-12,6.889926910400391,7.030369126107584,6.881665418215436,6.980800960857115,1137300.0,,,,,
2024-06-13,6.848620891571045,6.89818906155667,6.815575707533739,6.856882384545205,1064700.0,,,,,
2024-06-14,6.8238372802734375,6.832098773344168,6.749485418355549,6.774269109708397,802800.0,,,,,
2024-06-17,7.046892166137695,7.0716766456592834,6.782530687448906,6.815575872285005,1683600.0,,,,,
2024-06-18,6.9394941329956055,7.063414149427923,6.922971936853507,7.038630461285155,1189100.0,,,,,
2024-06-20,6.947756290435791,6.980801473744216,6.931234092711236,6.939494797643855,974600.0,,,,,
2024-06-21,6.997323989868164,7.005584694246561,6.931233627685405,6.947755824301463,3928500.0,,,,,
2024-06-24,7.079936981201172,7.129505149796138,6.99732441735531,6.99732441735531,985800.0,,,,,
2024-06-25,6.972539901733398,7.104721421324629,6.964279196894634,7.063414745693577,1185600.0,,,,,
2024-06-26,7.022108554840088,7.038631541376911,6.90645001266041,6.939495197874695,855200.0,,,,,
2024-06-27,6.931234359741211,7.046892111846826,6.856882497467974,7.038631406595958,1581900.0,,,,,
2024-06-28,7.008342742919922,7.042613333618111,6.922665857636784,7.008342742919922,2428600.0,,,,,
2024-07-01,6.948368549346924,7.051180320745392,6.836989334600749,7.008342695469192,1524800.0,,,,,
2024-07-02,7.094018936157227,7.128289527459422,6.939801683835021,6.956936570948445,1142400.0,,,,,
2024-07-03,7.153993129730225,7.213966460625754,7.102586833908806,7.111154686058268,897400.0,,,,,
2024-07-05,7.111154079437256,7.213965845234326,7.102586228018679,7.111154079437256,1371500.0,,,,,
2024-07-08,7.2053985595703125,7.22253426375293,7.136857376990539,7.153993081173156,828300.0,,,,,
2024-07-09,7.291075229644775,7.299643081481451,7.128289313049237,7.188263458830641,842500.0,,,,,
2024-07-10,7.428157806396484,7.445292693491999,7.2825075892455455,7.325346032597354,1627900.0,,,,,
2024-07-11,7.7794318199157715,7.796567524634598,7.496699228658123,7.548105525739229,2327300.0,,,,,
2024-07-12,7.6423492431640625,7.899379087446779,7.522401764612034,7.83940493963309,2914700.0,,,,,
2024-07-15,7.685186862945557,7.76229588967256,7.608077836218554,7.659483309319714,2147900.0,,,,,
2024-07-16,7.93364953994751,7.950784426826109,7.728025994952301,7.736593029853933,1319300.0,,,,,
2024-07-17,8.053596496582031,8.105002793265909,7.8651086485836705,7.8651086485836705,1736000.0,,,,,
2024-07-18,8.03646183013916,8.173544202299894,7.967920644058794,7.985055532041192,1941000.0,,,,,
2024-07-19,8.019326210021973,8.113570954687257,7.950785023215618,8.010759174477727,1645200.0,,,,,
2024-07-22,7.90794563293457,8.01932525246432,7.822269568194585,8.010758217943032,1594500.0,,,,,
2024-07-23,7.967919826507568,8.079299446728866,7.873675092510536,7.873675092510536,1955000.0,,,,,
2024-07-24,7.710890293121338,7.967920132973783,7.710890293121338,7.907945986193833,1624000.0,,,,,
2024-07-25,7.822270393371582,7.899379431724567,7.6937550570914786,7.710890762092314,1470500.0,,,,,
2024-07-26,7.985054969787598,7.985054969787598,7.873675345980756,7.967920083011723,1058600.0,,,,,
2024-07-29,7.950785636901855,8.053597425046977,7.882244444805108,7.976489196744732,951000.0,,,,,
2024-07-30,8.079298973083496,8.113569560598236,7.9936220957590205,8.002189946906519,1157200.0,,,,,
2024-07-31,7.950785636901855,8.164977066473057,7.942218600696358,8.122138617143724,1798000.0,,,,,
2024-08-01,7.813701152801514,7.985054086992837,7.719457243265095,7.967919202111325,1207000.0,,,,,
2024-08-02,7.728026866912842,7.788000203367792,7.565240929284509,7.668052713382464,1529000.0,,,,,
2024-08-05,7.428157806396484,7.582375875632854,7.231101293808307,7.411022102225623,1741600.0,,,,,
2024-08-06,7.530969619750977,7.599510802643733,7.29964333175676,7.411022141150976,1932300.0,,,,,
2024-08-07,7.49669885635376,7.728025956117406,7.488131004419847,7.6166463322025395,1219200.0,,,,,
2024-08-08,7.539536952972412,7.616645982688569,7.273939274736239,7.436725185709302,1617700.0,,,,,
2024-08-09,7.479562759399414,7.608078080428016,7.428157284648204,7.539536902709544,1325500.0,,,,,
2024-08-12,7.179696559906006,7.479564060311097,7.136858112112298,7.419590723645165,2093000.0,,,,,
2024-08-13,7.145424842834473,7.231100907890279,6.965504044019385,7.188263283900027,3566300.0,,,,,
2024-08-14,7.153993129730225,7.231101347849325,6.982639355042396,7.18826372125272,3001100.0,,,,,
