Date,Close,High,Low,Open,Volume,"('Close', 'CWST')","('High', 'CWST')","('Low', 'CWST')","('Open', 'CWST')","('Volume', 'CWST')"
2024-06-03,98.91999816894533,101.98999786376952,97.73999786376952,101.9000015258789,425600.0,,,,,
2024-06-04,97.4800033569336,99.26000213623048,97.08999633789062,98.63999938964844,402600.0,,,,,
2024-06-05,98.33000183105467,100.0,96.54000091552734,97.76000213623048,344800.0,,,,,
2024-06-06,96.47000122070312,99.04000091552734,95.87000274658205,98.37000274658205,332000.0,,,,,
2024-06-07,95.36000061035156,96.41999816894533,95.05999755859376,96.12000274658205,188900.0,,,,,
2024-06-10,95.95999908447266,96.47000122070312,95.08000183105467,95.08000183105467,158100.0,,,,,
2024-06-11,95.05999755859376,96.08999633789062,94.75,95.33999633789062,189900.0,,,,,
2024-06-12,97.13999938964844,97.88999938964844,96.37999725341795,96.61000061035156,308900.0,,,,,
2024-06-13,96.91999816894533,97.37000274658205,95.9000015258789,96.56999969482422,137800.0,,,,,
2024-06-14,96.37999725341795,96.87000274658205,95.4800033569336,96.05999755859376,201000.0,,,,,
2024-06-17,98.58999633789062,98.93000030517578,95.88999938964844,96.0500030517578,258700.0,,,,,
2024-06-18,99.48999786376952,100.3000030517578,98.23999786376952,98.91000366210938,341500.0,,,,,
2024-06-20,98.33000183105467,99.69000244140624,97.5500030517578,98.83000183105467,262500.0,,,,,
2024-06-21,98.1999969482422,98.52999877929688,97.4499969482422,98.08000183105467,500500.0,,,,,
2024-06-24,100.02999877929688,100.51000213623048,98.2699966430664,98.4499969482422,269000.0,,,,,
2024-06-25,99.33000183105467,100.51000213623048,98.9000015258789,100.01000213623048,254900.0,,,,,
2024-06-26,98.44000244140624,99.73999786376952,98.0500030517578,99.01000213623048,345800.0,,,,,
2024-06-27,99.79000091552734,99.87000274658205,98.44000244140624,99.04000091552734,229000.0,,,,,
2024-06-28,99.22000122070312,100.97000122070312,99.0500030517578,100.11000061035156,731500.0,,,,,
2024-07-01,96.58999633789062,100.05999755859376,95.63999938964844,99.51000213623048,333700.0,,,,,
2024-07-02,96.86000061035156,97.0999984741211,95.87999725341795,96.95999908447266,224100.0,,,,,
2024-07-03,97.98999786376952,98.47000122070312,96.87000274658205,97.37000274658205,85100.0,,,,,
2024-07-05,97.93000030517578,98.37000274658205,96.73999786376952,97.69000244140624,137700.0,,,,,
2024-07-08,100.05999755859376,100.16000366210938,98.0999984741211,98.37000274658205,304500.0,,,,,
2024-07-09,100.29000091552734,101.04000091552734,99.61000061035156,100.44000244140624,279300.0,,,,,
2024-07-10,101.63999938964844,102.0,98.91000366210938,100.11000061035156,275400.0,,,,,
2024-07-11,101.6500015258789,104.77999877929688,101.16999816894533,103.58999633789062,463000.0,,,,,
2024-07-12,102.98999786376952,103.20999908447266,101.45999908447266,102.79000091552734,368300.0,,,,,
2024-07-15,105.26000213623048,106.06999969482422,103.16000366210938,103.36000061035156,511100.0,,,,,
2024-07-16,105.37999725341795,107.19000244140624,105.20999908447266,105.9800033569336,610400.0,,,,,
2024-07-17,106.76000213623048,107.77999877929688,104.62999725341795,105.04000091552734,635500.0,,,,,
2024-07-18,106.37999725341795,107.43000030517578,106.04000091552734,106.63999938964844,310300.0,,,,,
2024-07-19,106.19000244140624,107.37000274658205,105.12000274658205,106.47000122070312,179900.0,,,,,
2024-07-22,107.72000122070312,108.58999633789062,105.66000366210938,106.5199966430664,311600.0,,,,,
2024-07-23,105.7300033569336,108.06999969482422,105.54000091552734,107.5999984741211,385400.0,,,,,
2024-07-24,105.47000122070312,107.41000366210938,105.06999969482422,105.62999725341795,345400.0,,,,,
2024-07-25,101.7699966430664,106.25,101.6999969482422,105.72000122070312,448600.0,,,,,
2024-07-26,101.91999816894533,103.23999786376952,101.5,103.01000213623048,431400.0,,,,,
2024-07-29,102.4000015258789,103.29000091552734,101.69000244140624,102.58000183105467,623300.0,,,,,
2024-07-30,102.63999938964844,105.63999938964844,102.16999816894533,102.9499969482422,641900.0,,,,,
2024-07-31,103.55999755859376,105.02999877929688,102.37000274658205,103.20999908447266,474200.0,,,,,
2024-08-01,102.29000091552734,104.02999877929688,100.22000122070312,103.11000061035156,602800.0,,,,,
2024-08-02,105.45999908447266,105.52999877929688,91.01000213623048,96.06999969482422,680200.0,,,,,
2024-08-05,101.83000183105467,105.38999938964844,100.98999786376952,105.0999984741211,472300.0,,,,,
2024-08-06,101.9800033569336,104.36000061035156,100.93000030517578,101.69000244140624,331200.0,,,,,
2024-08-07,102.9800033569336,104.70999908447266,102.0199966430664,102.3000030517578,268000.0,,,,,
2024-08-08,103.86000061035156,104.87000274658205,102.87999725341795,103.8000030517578,192000.0,,,,,
2024-08-09,103.22000122070312,104.06999969482422,102.7300033569336,104.06999969482422,183600.0,,,,,
2024-08-12,102.27999877929688,103.22000122070312,101.9000015258789,103.0,216400.0,,,,,
2024-08-13,103.41999816894533,103.79000091552734,102.1500015258789,103.26000213623048,189600.0,,,,,
2024-08-14,103.56999969482422,103.97000122070312,102.95999908447266,103.80999755859376,172600.0,,,,,
2024-08-15,105.37999725341795,106.25,104.16999816894533,104.9499969482422,180100.0,,,,,
2024-08-16,105.12000274658205,105.94000244140624,104.7699966430664,105.0999984741211,119800.0,,,,,
2024-08-19,105.83999633789062,105.87000274658205,104.2300033569336,104.91000366210938,140800.0,,,,,
2024-08-20,106.01000213623048,106.22000122070312,104.8000030517578,105.91000366210938,195000.0,,,,,
2024-08-21,105.62000274658205,106.69000244140624,104.72000122070312,106.69000244140624,247300.0,,,,,
2024-08-22,105.25,106.19000244140624,105.08000183105467,105.86000061035156,182900.0,,,,,
2024-08-23,107.0999984741211,107.37000274658205,105.23999786376952,105.87999725341795,237400.0,,,,,
2024-08-26,107.58000183105467,108.62000274658205,107.12000274658205,107.9499969482422,234000.0,,,,,
2024-08-27,105.87999725341795,107.68000030517578,105.81999969482422,107.3000030517578,160800.0,,,,,
2024-08-28,106.83000183105467,107.1999969482422,105.94000244140624,105.94000244140624,113800.0,,,,,
2024-08-29,106.70999908447266,107.98999786376952,106.33000183105467,107.11000061035156,165900.0,,,,,
2024-08-30,107.86000061035156,108.04000091552734,106.22000122070312,107.06999969482422,128100.0,,,,,
2024-09-03,104.75,107.62999725341795,104.4000015258789,107.62999725341795,236200.0,,,,,
