Date,Close,High,Low,Open,Volume,"('Close', 'LW')","('High', 'LW')","('Low', 'LW')","('Open', 'LW')","('Volume', 'LW')"
2024-06-03,84.73582458496094,85.92125320311058,84.35749693245064,85.61859404152844,1110200.0,,,,,
2024-06-04,83.64935302734375,84.764930456097,83.36803112061963,84.40600837594934,1755100.0,,,,,
2024-06-05,82.75687408447266,83.73664928087521,82.4658568050807,83.42622640888476,1417200.0,,,,,
2024-06-06,83.4747314453125,83.94036204415305,82.83448012057559,82.83448012057559,1439300.0,,,,,
2024-06-07,83.27100372314453,83.63963593844583,82.5337540946707,83.29040931398376,1466200.0,,,,,
2024-06-10,82.9314956665039,83.57174706680598,81.88382299492946,82.7859833117929,1725900.0,,,,,
2024-06-11,84.31869506835938,84.44480922277938,82.2039368440924,82.94119397393682,1102800.0,,,,,
2024-06-12,83.85307312011719,85.60890205742982,83.5426502019006,84.93954963334217,1233600.0,,,,,
2024-06-13,83.59114074707031,83.94036741909517,82.55316352773683,83.82396346246381,979600.0,,,,,
2024-06-14,84.16349029541016,84.27019886011577,82.56577784469657,83.44563133265139,904400.0,,,,,
2024-06-17,84.50300598144531,85.30816783660308,83.96946320969862,83.96946320969862,963500.0,,,,,
2024-06-18,82.1457290649414,84.62426428073526,82.05841870258038,83.91126049255725,1450500.0,,,,,
2024-06-20,80.02127075195312,82.2621430440303,79.95336597953049,81.71889746358411,2293400.0,,,,,
2024-06-21,82.31065368652344,82.45616604799784,79.86607413780484,80.17649705511937,3053300.0,,,,,
2024-06-24,82.40765380859375,82.93149383333459,81.84501739778231,82.50466697696717,1736600.0,,,,,
2024-06-25,82.61137390136719,83.22251688423324,82.05842549645179,82.13603306918365,1432200.0,,,,,
2024-06-26,81.55399322509766,82.4464581318376,81.27267131732982,81.60249980959978,1511400.0,,,,,
2024-06-27,80.9525375366211,81.92260992124719,80.54510891133373,81.55398507947265,2295200.0,,,,,
2024-06-28,81.56369018554688,81.58308837732018,80.59361777344779,80.95253982924275,5214900.0,,,,,
2024-07-01,80.2637939453125,81.87411779501076,80.19588916858218,81.72860544456992,1715300.0,,,,,
2024-07-02,80.2637939453125,80.31230052914798,78.6922812835351,80.2055919655624,2222300.0,,,,,
2024-07-03,80.2055892944336,80.85068835242029,79.78845785096345,80.71002370462139,857900.0,,,,,
2024-07-05,79.93397521972656,80.15708774940262,79.02210470435708,79.74965907698613,2048300.0,,,,,
2024-07-08,78.0714340209961,80.22014094491892,77.61549878539262,80.06978089936149,2323700.0,,,,,
2024-07-09,74.55977630615234,77.76586635935075,74.55007350841613,77.5378987194798,3471300.0,,,,,
2024-07-10,75.63655090332031,76.12158713340335,74.37545374467818,74.74408601622324,3115900.0,,,,,
2024-07-11,76.56781768798828,77.07710719722417,75.5395432739212,75.90816813530658,2469100.0,,,,,
2024-07-12,76.58721160888672,77.55728399101861,76.32529532217967,77.51848760867047,2127600.0,,,,,
2024-07-15,74.59857177734375,77.32447295302023,74.54036239848372,76.71332998297993,2546800.0,,,,,
2024-07-16,75.57835388183594,76.38836355108172,74.31725664046843,74.74409091928193,2407000.0,,,,,
2024-07-17,76.6357192993164,77.65429827574599,75.19031350128573,75.2582182729767,2418200.0,,,,,
2024-07-18,76.70362091064453,77.731895239902,75.80145332331297,75.88876368392685,3315900.0,,,,,
2024-07-19,75.16122436523438,77.50879815794096,75.13308551153642,77.50879815794096,1607000.0,,,,,
2024-07-22,76.97523498535156,77.39527498572065,74.64706000145435,75.27760847224837,2194400.0,,,,,
2024-07-23,76.26709747314453,77.30507468213084,75.91787080460097,76.98494900245502,2473300.0,,,,,
2024-07-24,54.73149108886719,62.239857898954426,54.54717863792592,57.34680953588624,22845200.0,,,,,
2024-07-25,51.42354202270508,54.84304909374191,51.40414382901337,53.47039560674437,14857200.0,,,,,
2024-07-26,55.0128059387207,55.100112604365286,52.28690481237907,52.28690481237907,9809100.0,,,,,
2024-07-29,54.54717254638672,55.1486164196112,53.732311553407584,55.090414441883695,5299800.0,,,,,
2024-07-30,57.738712310791016,57.93272753969704,55.3426321899469,55.39113507204023,6622300.0,,,,,
2024-07-31,58.22374725341797,59.18411687957456,57.51850344756222,57.71930914955959,4638200.0,,,,,
2024-08-01,57.53499984741211,59.21322478576819,57.24397514436967,58.26255420395258,5089200.0,,,,,
2024-08-02,55.5732421875,57.61307512485446,54.685085476391485,56.98843792888338,4766800.0,,,,,
2024-08-05,55.02668762207031,55.13404784039914,53.81645023790638,54.16780959857112,4672900.0,,,,,
2024-08-06,56.00268173217773,56.50043832250724,54.753403646547845,55.37804455092843,3820100.0,,,,,
2024-08-07,56.70539474487305,58.28651174393166,56.07099925840438,56.52971507831098,4061300.0,,,,,
2024-08-08,57.79851531982422,58.24747282713516,56.715158582911656,56.724916909970034,2447000.0,,,,,
2024-08-09,58.69643020629883,58.81354874640006,57.21291504686861,57.73995406202104,2816600.0,,,,,
2024-08-12,56.91036224365234,58.74523314382858,56.8908418651656,58.56955346057936,2798500.0,,,,,
2024-08-13,57.71067810058594,57.847317024386605,56.75420191084984,57.33004003481796,2708000.0,,,,,
2024-08-14,57.71067810058594,58.08155411572162,57.173880732884136,57.85707535188747,1420500.0,,,,,
