Date,Close,High,Low,Open,Volume,"('Close', 'SHOP')","('High', 'SHOP')","('Low', 'SHOP')","('Open', 'SHOP')","('Volume', 'SHOP')"
2024-06-03,59.70000076293945,59.93999862670898,58.380001068115234,59.40999984741211,8640300.0,,,,,
2024-06-04,60.68000030517578,60.685001373291016,59.209999084472656,59.459999084472656,11589700.0,,,,,
2024-06-05,61.25,61.70000076293945,60.27999877929688,61.18000030517578,11092500.0,,,,,
2024-06-06,61.459999084472656,61.47999954223633,60.150001525878906,60.150001525878906,7391300.0,,,,,
2024-06-07,61.59000015258789,61.93999862670898,60.65999984741211,61.275001525878906,7099200.0,,,,,
2024-06-10,63.0099983215332,63.7400016784668,61.27000045776367,61.380001068115234,10619900.0,,,,,
2024-06-11,63.81999969482422,64.69000244140625,63.22999954223633,63.869998931884766,11760200.0,,,,,
2024-06-12,65.47000122070312,66.51000213623047,64.22000122070312,64.62000274658203,13945200.0,,,,,
2024-06-13,64.69000244140625,65.79000091552734,64.12999725341797,65.5999984741211,9163400.0,,,,,
2024-06-14,67.66000366210938,68.20999908447266,65.43000030517578,65.86000061035156,17915800.0,,,,,
2024-06-17,66.5199966430664,67.33000183105469,64.75,67.25,12112100.0,,,,,
2024-06-18,64.25,66.11000061035156,63.970001220703125,65.9000015258789,11280600.0,,,,,
2024-06-20,63.880001068115234,64.87000274658203,63.150001525878906,64.37999725341797,7405100.0,,,,,
2024-06-21,65.02999877929688,65.19000244140625,63.40999984741211,63.810001373291016,7893400.0,,,,,
2024-06-24,64.30999755859375,65.81999969482422,63.40999984741211,65.62000274658203,10464500.0,,,,,
2024-06-25,64.77999877929688,65.48999786376953,64.05999755859375,64.4800033569336,5887100.0,,,,,
2024-06-26,65.44999694824219,65.52999877929688,64.44000244140625,65.19999694824219,6978900.0,,,,,
2024-06-27,66.37000274658203,66.83999633789062,65.16000366210938,65.29000091552734,7716300.0,,,,,
2024-06-28,66.05000305175781,67.18000030517578,65.45999908447266,66.5999984741211,6650600.0,,,,,
2024-07-01,64.62999725341797,65.97000122070312,63.04999923706055,65.95999908447266,8395400.0,,,,,
2024-07-02,66.05999755859375,66.12999725341797,64.33999633789062,64.87999725341797,6762900.0,,,,,
2024-07-03,66.7300033569336,67.22000122070312,66.26000213623047,66.26000213623047,3931000.0,,,,,
2024-07-05,67.62999725341797,68.04299926757812,66.36000061035156,66.94499969482422,6441500.0,,,,,
2024-07-08,67.33999633789062,67.79299926757812,66.94000244140625,67.52999877929688,4606000.0,,,,,
2024-07-09,66.12999725341797,67.5199966430664,65.72200012207031,67.04000091552734,6523000.0,,,,,
2024-07-10,65.61000061035156,66.33000183105469,64.61000061035156,66.30000305175781,7121000.0,,,,,
2024-07-11,65.30999755859375,66.16999816894531,64.79000091552734,65.6500015258789,7238500.0,,,,,
2024-07-12,64.88999938964844,65.98500061035156,64.62999725341797,65.8499984741211,7778500.0,,,,,
2024-07-15,64.20999908447266,65.2300033569336,63.93000030517578,65.02999877929688,7073300.0,,,,,
2024-07-16,69.72000122070312,70.04000091552734,66.83000183105469,67.26000213623047,21416800.0,,,,,
2024-07-17,64.80999755859375,68.4000015258789,63.70000076293945,68.16999816894531,14176000.0,,,,,
2024-07-18,63.11000061035156,66.08999633789062,62.720001220703125,65.9000015258789,7904800.0,,,,,
2024-07-19,63.15999984741211,64.18000030517578,62.45000076293945,62.5099983215332,6686100.0,,,,,
2024-07-22,62.68999862670898,63.77999877929688,61.43999862670898,63.459999084472656,9143800.0,,,,,
2024-07-23,62.65999984741211,63.63999938964844,62.650001525878906,63.0,5392700.0,,,,,
2024-07-24,59.27000045776367,62.52000045776367,59.15999984741211,62.09999847412109,8255600.0,,,,,
2024-07-25,59.43999862670898,60.97499847412109,58.040000915527344,59.27000045776367,6873300.0,,,,,
2024-07-26,59.93999862670898,61.52000045776367,59.810001373291016,61.41999816894531,5256400.0,,,,,
2024-07-29,59.869998931884766,60.56999969482422,59.52000045776367,60.150001525878906,5046000.0,,,,,
2024-07-30,59.20000076293945,61.02000045776367,58.93000030517578,59.83000183105469,6669800.0,,,,,
2024-07-31,61.20000076293945,61.880001068115234,60.130001068115234,60.31999969482422,8649400.0,,,,,
2024-08-01,58.16999816894531,62.0,57.25,61.59999847412109,9598300.0,,,,,
2024-08-02,54.43000030517578,55.18000030517578,52.54499816894531,54.61000061035156,18357900.0,,,,,
2024-08-05,52.2599983215332,53.36000061035156,48.560001373291016,48.58599853515625,16525200.0,,,,,
2024-08-06,54.220001220703125,54.88999938964844,52.34000015258789,53.13999938964844,18567200.0,,,,,
2024-08-07,63.88999938964844,67.77999877929688,63.54999923706055,64.5,49976600.0,,,,,
2024-08-08,68.55000305175781,68.77999877929688,63.90999984741211,64.23999786376953,19891500.0,,,,,
2024-08-09,69.30000305175781,69.32499694824219,67.41500091552734,68.16000366210938,10931200.0,,,,,
2024-08-12,68.30999755859375,70.73300170898438,68.05000305175781,69.08999633789062,11134000.0,,,,,
2024-08-13,69.9000015258789,70.06999969482422,68.68000030517578,68.83999633789062,10545500.0,,,,,
2024-08-14,71.58999633789062,71.76000213623047,69.94000244140625,70.33999633789062,9032300.0,,,,,
2024-08-15,74.8499984741211,74.91000366210938,73.01000213623047,73.0199966430664,10849700.0,,,,,
2024-08-16,74.55000305175781,75.3550033569336,74.1050033569336,74.33000183105469,5403600.0,,,,,
2024-08-19,75.16000366210938,75.16999816894531,73.91999816894531,74.55000305175781,6246700.0,,,,,
2024-08-20,74.87000274658203,75.68000030517578,74.16000366210938,75.0,8513000.0,,,,,
2024-08-21,76.13999938964844,76.19999694824219,74.87000274658203,75.0,5760500.0,,,,,
2024-08-22,74.30000305175781,76.30000305175781,74.2300033569336,76.04000091552734,4772900.0,,,,,
2024-08-23,76.13999938964844,76.44000244140625,74.69000244140625,75.0,5405600.0,,,,,
2024-08-26,74.94999694824219,76.83000183105469,74.91999816894531,76.11000061035156,4047000.0,,,,,
2024-08-27,74.52999877929688,74.87000274658203,72.86000061035156,74.47000122070312,4389800.0,,,,,
2024-08-28,72.52999877929688,74.37000274658203,71.76000213623047,74.2300033569336,5551700.0,,,,,
2024-08-29,73.2699966430664,74.33999633789062,72.87000274658203,72.9000015258789,3620100.0,,,,,
2024-08-30,74.06999969482422,74.33000183105469,73.12000274658203,73.55000305175781,3019300.0,,,,,
2024-09-03,71.26000213623047,73.22000122070312,70.81999969482422,73.1500015258789,5773600.0,,,,,
2024-09-04,70.22000122070312,71.75,69.62000274658203,70.86000061035156,4612800.0,,,,,
