Date,Close,High,Low,Open,Volume,"('Close', 'AKAN')","('High', 'AKAN')","('Low', 'AKAN')","('Open', 'AKAN')","('Volume', 'AKAN')"
2024-08-06,8.5625,9.25,8.3125,8.9375,43584.0,,,,,
2024-08-07,8.25,8.875,7.8125,8.3125,29232.0,,,,,
2024-08-08,7.75,8.8125,7.5,8.25,57264.0,,,,,
2024-08-09,8.1875,8.675000190734863,7.5625,7.75,25504.0,,,,,
2024-08-12,8.5,8.893750190734863,7.9375,8.125,13456.0,,,,,
2024-08-13,9.125,9.987500190734863,7.824999809265137,8.6875,34288.0,,,,,
2024-08-14,9.3125,9.625,8.8125,8.8125,10592.0,,,,,
2024-08-15,9.0625,9.4375,8.8125,8.8125,12320.0,,,,,
2024-08-16,8.5625,9.106249809265137,8.4375,8.75,11760.0,,,,,
2024-08-19,8.9375,9.0625,8.5,8.5,13728.0,,,,,
2024-08-20,8.75,9.0625,8.6875,9.0625,5808.0,,,,,
2024-08-21,8.9375,9.0,8.5625,8.774999618530273,8832.0,,,,,
2024-08-22,8.1875,8.8125,8.1875,8.625,9504.0,,,,,
2024-08-23,8.4375,8.8125,8.375,8.375,8496.0,,,,,
2024-08-26,8.125,8.65625,8.0,8.375,6832.0,,,,,
2024-08-27,8.0625,8.3125,7.875,8.3125,4432.0,,,,,
2024-08-28,7.25,8.0625,7.1875,7.9375,17024.0,,,,,
2024-08-29,7.3125,7.4375,7.1875,7.375,3328.0,,,,,
2024-08-30,7.625,7.800000190734863,7.3125,7.3125,6960.0,,,,,
2024-09-03,7.25,7.8125,7.1875,7.6875,8560.0,,,,,
2024-09-04,7.3125,7.3125,7.0625,7.3125,4432.0,,,,,
2024-09-05,7.25,7.5,7.1875,7.1875,3712.0,,,,,
2024-09-06,6.881249904632568,7.1875,6.46875,7.0625,7168.0,,,,,
2024-09-09,6.875,7.4375,6.75,6.8125,13664.0,,,,,
2024-09-10,7.0625,7.125,6.75,6.9375,3008.0,,,,,
2024-09-11,7.15625,7.1875,6.8125,7.0,2880.0,,,,,
2024-09-12,7.25,7.375,7.0625,7.0625,6496.0,,,,,
2024-09-13,7.4375,7.625,7.0625,7.125,15008.0,,,,,
2024-09-16,7.75,8.75,7.25,7.5625,76800.0,,,,,
2024-09-17,7.25,7.9375,7.25,7.9375,5728.0,,,,,
2024-09-18,7.375,7.625,7.125,7.3125,8496.0,,,,,
2024-09-19,7.193749904632568,7.5625,7.1875,7.3125,9504.0,,,,,
2024-09-20,7.3125,7.5,6.9375,7.125,6080.0,,,,,
2024-09-23,7.0,7.3125,6.818749904632568,7.3125,6704.0,,,,,
2024-09-24,6.9375,7.125,6.5625,6.875,5984.0,,,,,
2024-09-25,7.125,7.3125,6.75,6.9375,3456.0,,,,,
2024-09-26,6.9375,7.25,6.875,7.25,3792.0,,,,,
2024-09-27,7.3125,7.4375,7.0,7.0,3104.0,,,,,
2024-09-30,7.1875,7.375,6.875,7.375,5568.0,,,,,
2024-10-01,6.875,7.25,6.8125,7.224999904632568,7024.0,,,,,
2024-10-02,6.625,7.0,6.375,6.8125,6944.0,,,,,
2024-10-03,6.75,7.0,6.5625,6.625,4080.0,,,,,
2024-10-04,6.6875,7.0,6.625,6.881249904632568,3744.0,,,,,
2024-10-07,6.6875,6.84375,6.5625,6.84375,3440.0,,,,,
2024-10-08,6.9375,7.3125,6.5625,6.5625,16304.0,,,,,
2024-10-09,6.8125,6.9375,6.625,6.875,4944.0,,,,,
2024-10-10,6.75,7.5,6.4375,6.6875,52528.0,,,,,
2024-10-11,6.5,7.8125,6.018750190734863,7.8125,521520.0,,,,,
2024-10-14,6.375,6.625,6.106249809265137,6.3125,45136.0,,,,,
2024-10-15,6.006249904632568,6.3125,5.693749904632568,6.3125,29184.0,,,,,
2024-10-16,5.918749809265137,6.068749904632568,5.75,6.0,14432.0,,,,,
2024-10-17,6.0625,6.25,5.943749904632568,6.118750095367432,894992.0,,,,,
2024-10-18,6.875,8.6875,6.125,8.5,4214336.0,,,,,
2024-10-21,6.6875,6.6875,5.9375,6.137499809265137,217232.0,,,,,
2024-10-22,6.25,6.8125,6.25,6.4375,126832.0,,,,,
2024-10-23,6.0625,6.375,6.006249904632568,6.375,49600.0,,,,,
2024-10-24,5.631249904632568,6.125,5.512499809265137,6.074999809265137,64208.0,,,,,
2024-10-25,5.262499809265137,5.625,5.15625,5.625,38480.0,,,,,
2024-10-28,5.306250095367432,5.5,5.125,5.337500095367432,34864.0,,,,,
2024-10-29,5.212500095367432,5.362500190734863,5.125,5.131249904632568,24336.0,,,,,
2024-10-30,4.775000095367432,5.25,4.775000095367432,5.25,30224.0,,,,,
2024-10-31,4.512499809265137,4.96875,4.4375,4.856249809265137,25856.0,,,,,
2024-11-01,4.681250095367432,4.693749904632568,4.506249904632568,4.506249904632568,9824.0,,,,,
2024-11-04,4.8125,5.0625,4.625,4.681250095367432,40448.0,,,,,
2024-11-05,5.03125,5.125,4.699999809265137,4.762499809265137,14944.0,,,,,
2024-11-06,5.0,5.143750190734863,4.806250095367432,4.918749809265137,11840.0,,,,,
2024-11-07,4.956250190734863,5.125,4.75,4.800000190734863,11040.0,,,,,
2024-11-08,5.0625,5.206250190734863,4.925000190734863,5.206250190734863,18896.0,,,,,
2024-11-11,4.78125,5.0625,4.0,4.912499904632568,41040.0,,,,,
2024-11-12,4.34375,4.59375,4.275000095367432,4.362500190734863,49184.0,,,,,
2024-11-13,4.193749904632568,4.4375,3.818749904632568,4.4375,123568.0,,,,,
2024-11-14,4.625,4.90625,3.8125,4.21875,149600.0,,,,,
2024-11-15,4.34375,4.34375,3.84375,4.28125,43232.0,,,,,
2024-11-18,4.46875,4.625,4.0625,4.0625,38624.0,,,,,
2024-11-19,4.375,4.506249904632568,4.125,4.40625,19136.0,,,,,
2024-11-20,4.28125,4.4375,4.21875,4.4375,9568.0,,,,,
2024-11-21,4.1875,4.34375,4.0625,4.34375,12928.0,,,,,
2024-11-22,4.25,4.28125,4.006249904632568,4.1875,43360.0,,,,,
2024-11-25,4.6875,5.0,4.3125,4.4375,72448.0,,,,,
2024-11-26,5.0625,5.525000095367432,4.40625,4.75,82976.0,,,,,
2024-11-27,5.3125,6.1875,5.0625,5.0625,110880.0,,,,,
2024-11-29,5.46875,5.59375,5.21875,5.40625,31200.0,,,,,
2024-12-02,5.9375,6.1875,5.46875,5.5625,62336.0,,,,,
2024-12-03,5.3125,6.03125,5.3125,5.78125,48576.0,,,,,
2024-12-04,5.212500095367432,5.6875,4.78125,5.28125,68512.0,,,,,
2024-12-05,4.75,5.15625,4.59375,5.15625,37952.0,,,,,
2024-12-06,4.8125,5.5,4.5625,4.96875,72480.0,,,,,
2024-12-09,5.15625,5.15625,4.6875,4.84375,12032.0,,,,,
2024-12-10,4.9375,5.15625,4.875,5.15625,5888.0,,,,,
2024-12-11,4.84375,5.0,4.75,5.0,6528.0,,,,,
2024-12-12,4.875,4.96875,4.71875,4.90625,10112.0,,,,,
2024-12-13,4.65625,4.9375,4.53125,4.84375,12160.0,,,,,
2024-12-16,4.21875,4.96875,4.1875,4.59375,42368.0,,,,,
2024-12-17,4.28125,4.4375,4.1875,4.4375,19456.0,,,,,
2024-12-18,4.125,4.5,4.0,4.375,20896.0,,,,,
2024-12-19,4.25,4.65625,4.15625,4.21875,42976.0,,,,,
2024-12-20,4.40625,4.559374809265137,4.25,4.25,16576.0,,,,,
2024-12-23,5.125,5.15625,4.4375,4.5,74144.0,,,,,
2024-12-24,4.8125,5.34375,4.75,5.125,62464.0,,,,,
2024-12-26,4.8125,5.0,4.53125,4.78125,48960.0,,,,,
2024-12-27,4.8125,4.875,4.65625,4.71875,18976.0,,,,,
2024-12-30,4.5625,4.6875,4.25,4.6875,32256.0,,,,,
2024-12-31,5.0,5.0,4.5625,4.5625,39648.0,,,,,
2025-01-02,5.28125,5.375,4.78125,5.0,42720.0,,,,,
2025-01-03,5.21875,5.550000190734863,5.0625,5.15625,33600.0,,,,,
2025-01-06,5.125,5.53125,5.0,5.46875,23488.0,,,,,
2025-01-07,5.09375,5.328125,5.0,5.3125,16032.0,,,,,
2025-01-08,5.0,5.09375,4.75,5.0625,35104.0,,,,,
2025-01-10,4.875,5.15625,4.65625,4.9375,19712.0,,,,,
2025-01-13,5.09375,5.09375,4.625,4.875,26432.0,,,,,
2025-01-14,4.78125,5.21875,4.75,5.21875,24768.0,,,,,
2025-01-15,5.03125,5.15625,4.828125,4.875,38304.0,,,,,
2025-01-16,5.21875,5.21875,5.0625,5.125,36800.0,,,,,
2025-01-17,4.9375,5.21875,4.9375,5.21875,19584.0,,,,,
2025-01-21,5.09375,5.1875,4.9375,5.03125,13152.0,,,,,
2025-01-22,4.96875,5.09375,4.78125,5.09375,12032.0,,,,,
2025-01-23,5.15625,5.15625,4.828125,5.0,14592.0,,,,,
2025-01-24,5.15625,5.28125,5.0,5.15625,13952.0,,,,,
2025-01-27,5.146874904632568,5.28125,5.03125,5.15625,8064.0,,,,,
2025-01-28,5.59375,5.90625,5.0625,5.15625,54400.0,,,,,
2025-01-29,5.0625,5.5625,5.034375190734863,5.375,29664.0,,,,,
2025-01-30,4.90625,5.28125,4.875,5.0625,20192.0,,,,,
2025-01-31,5.03125,5.3125,4.59375,4.90625,49088.0,,,,,
2025-02-03,4.625,4.96875,4.5625,4.96875,30656.0,,,,,
2025-02-04,4.90625,4.96875,4.6875,4.6875,12192.0,,,,,
2025-02-05,5.3125,5.9375,4.9375,4.9375,349696.0,,,,,
2025-02-06,5.21875,5.75,5.03125,5.21875,89184.0,,,,,
2025-02-07,5.3125,5.46875,5.0625,5.0625,18304.0,,,,,
2025-02-10,5.28125,5.46875,5.15625,5.375,22912.0,,,,,
2025-02-11,5.40625,5.546875,5.3125,5.3125,10496.0,,,,,
2025-02-12,5.375,5.5,5.3125,5.40625,8096.0,,,,,
2025-02-13,5.5,5.5625,5.375,5.375,10368.0,,,,,
2025-02-14,5.440625190734863,5.5625,5.40625,5.40625,5664.0,,,,,
2025-02-18,5.46875,5.5,5.28125,5.4375,11552.0,,,,,
2025-02-19,5.375,5.4375,5.28125,5.4375,10560.0,,,,,
2025-02-20,5.375,5.46875,5.3125,5.375,10080.0,,,,,
2025-02-21,5.46875,5.46875,5.349999904632568,5.390625,5920.0,,,,,
2025-02-24,5.1875,5.4375,5.15625,5.4375,10208.0,,,,,
2025-02-25,5.25,5.3125,5.15625,5.25,18272.0,,,,,
2025-02-26,5.28125,5.375,5.21875,5.25,8608.0,,,,,
2025-02-27,5.21875,5.328125,5.21875,5.25,3296.0,,,,,
2025-02-28,5.28125,5.34375,5.09375,5.25,6784.0,,,,,
2025-03-03,5.0625,5.4375,4.96875,5.21875,17024.0,,,,,
2025-03-04,4.90625,5.15625,4.84375,5.0,4512.0,,,,,
2025-03-05,5.0,5.15625,4.9375,4.9375,16768.0,,,,,
2025-03-06,5.15625,5.3125,4.96875,5.03125,6432.0,,,,,
2025-03-07,5.0,5.15625,4.9375,5.15625,3712.0,,,,,
2025-03-10,4.71875,5.03125,4.71875,5.03125,28672.0,,,,,
2025-03-11,4.5,4.8125,4.46875,4.75,14336.0,,,,,
2025-03-12,4.53125,4.9375,4.53125,4.9375,5088.0,,,,,
2025-03-13,4.565625190734863,4.78125,4.559374809265137,4.6875,2656.0,,,,,
2025-03-14,4.53125,4.625,4.40625,4.59375,4032.0,,,,,
2025-03-17,4.78125,4.84375,4.5625,4.5625,5664.0,,,,,
2025-03-18,4.6875,4.8125,4.625,4.8125,3424.0,,,,,
2025-03-19,4.8125,4.84375,4.625,4.71875,2400.0,,,,,
2025-03-20,4.78125,4.84375,4.6875,4.6875,4000.0,,,,,
2025-03-21,4.78125,4.84375,4.625,4.625,3008.0,,,,,
2025-03-24,4.90625,4.90625,4.78125,4.78125,2336.0,,,,,
2025-03-25,4.84375,4.90625,4.578125,4.90625,4288.0,,,,,
2025-03-26,4.59375,4.84375,4.5,4.84375,7744.0,,,,,
2025-03-27,4.46875,4.71875,4.4375,4.59375,29664.0,,,,,
2025-03-28,4.46875,4.5,4.375,4.46875,4896.0,,,,,
2025-03-31,4.3125,4.4375,4.125,4.4375,5216.0,,,,,
2025-04-01,4.34375,4.34375,4.21875,4.28125,5120.0,,,,,
2025-04-02,4.28125,4.375,4.09375,4.34375,9952.0,,,,,
2025-04-03,4.15625,4.28125,4.125,4.28125,4512.0,,,,,
2025-04-04,3.8125,4.15625,3.8125,4.15625,8096.0,,,,,
2025-04-07,3.65625,3.8125,3.5,3.8125,13984.0,,,,,
2025-04-08,3.4375,3.65625,3.28125,3.65625,6112.0,,,,,
2025-04-09,3.4375,3.46875,2.90625,3.46875,29600.0,,,,,
2025-04-10,3.34375,3.34375,3.125,3.3125,8160.0,,,,,
2025-04-11,3.4375,3.4375,3.296875,3.34375,5024.0,,,,,
2025-04-14,3.625,3.6875,3.4375,3.46875,15232.0,,,,,
2025-04-15,3.5,3.65625,3.40625,3.59375,2880.0,,,,,
2025-04-16,3.5,3.75,3.4375,3.53125,24512.0,,,,,
2025-04-17,3.4375,3.540625095367432,3.4375,3.5,8320.0,,,,,
2025-04-21,3.65625,3.6875,3.4375,3.46875,11072.0,,,,,
2025-04-22,3.625,3.875,3.4375,3.59375,14656.0,,,,,
2025-04-23,3.5,3.65625,3.359375,3.65625,8416.0,,,,,
2025-04-24,3.6875,3.8125,3.5,3.5,23360.0,,,,,
2025-04-25,3.59375,3.831249952316284,3.375,3.6875,11680.0,,,,,
2025-04-28,3.59375,3.875,3.59375,3.59375,3936.0,,,,,
2025-04-29,3.78125,3.84375,3.46875,3.6875,17920.0,,,,,
2025-04-30,4.15625,4.381249904632568,3.625,3.75,77280.0,,,,,
2025-05-01,3.9375,4.0625,3.875,4.0625,6464.0,,,,,
2025-05-02,4.03125,4.190625190734863,3.9375,3.9375,4864.0,,,,,
2025-05-05,3.96875,4.03125,3.90625,4.03125,7360.0,,,,,
2025-05-06,3.75,3.875,3.75,3.78125,6496.0,,,,,
2025-05-07,3.606250047683716,3.75,3.59375,3.75,2240.0,,,,,
2025-05-08,3.759375095367432,3.78125,3.46875,3.59375,7072.0,,,,,
2025-05-09,3.625,3.78125,3.59375,3.75,6496.0,,,,,
2025-05-12,3.75,3.78125,3.625,3.65625,6592.0,,,,,
2025-05-13,3.8125,3.90625,3.75,3.90625,8480.0,,,,,
2025-05-14,3.625,3.8125,3.625,3.8125,2848.0,,,,,
2025-05-15,3.65625,3.671875,3.59375,3.59375,4416.0,,,,,
2025-05-16,3.75,3.853125095367432,3.65625,3.65625,4416.0,,,,,
2025-05-19,3.828125,3.90625,3.615624904632568,3.65625,5248.0,,,,,
2025-05-20,3.84375,3.96875,3.790625095367432,3.856250047683716,5856.0,,,,,
2025-05-21,3.90625,3.909374952316284,3.875,3.875,2880.0,,,,,
2025-05-22,3.78125,4.03125,3.75,3.9375,5760.0,,,,,
2025-05-23,3.9375,3.953125,3.703125,3.78125,2720.0,,,,,
2025-05-27,3.78125,4.0625,3.78125,4.0625,1600.0,,,,,
2025-05-28,3.90625,3.90625,3.734375,3.78125,1376.0,,,,,
2025-05-29,3.84375,4.03125,3.8125,4.03125,2368.0,,,,,
2025-05-30,3.71875,3.875,3.71875,3.8125,2336.0,,,,,
2025-06-02,3.6875,3.75,3.625,3.75,4480.0,,,,,
2025-06-03,3.924999952316284,3.924999952316284,3.637500047683716,3.8125,8064.0,,,,,
2025-06-04,4.5,4.571875095367432,3.84375,3.84375,31584.0,,,,,
2025-06-05,3.96875,4.59375,3.96875,4.59375,17632.0,,,,,
2025-06-06,4.25,4.265625,4.0,4.0,7552.0,,,,,
2025-06-09,4.578125,4.625,4.109375,4.15625,20352.0,,,,,
2025-06-10,4.4375,4.59375,4.40625,4.59375,5088.0,,,,,
2025-06-11,4.25,4.571875095367432,4.059374809265137,4.375,6912.0,,,,,
2025-06-12,4.199999809265137,4.34375,4.09375,4.3125,11680.0,,,,,
2025-06-13,3.96875,4.15625,3.9375,4.0625,7552.0,,,,,
2025-06-16,4.0,4.390625,3.90625,3.90625,46176.0,,,,,
2025-06-17,4.09375,4.125,4.0,4.0,3040.0,,,,,
2025-06-18,4.0625,4.15625,3.9375,4.0625,6464.0,,,,,
2025-06-20,4.0,4.09375,4.0,4.09375,4928.0,,,,,
2025-06-23,3.859375,4.0,3.846874952316284,3.96875,5152.0,,,,,
2025-06-24,3.765625,3.90625,3.765625,3.90625,4128.0,,,,,
2025-06-25,4.456250190734863,4.5,3.818749904632568,3.831249952316284,146944.0,,,,,
2025-06-26,4.53125,4.53125,4.3125,4.4375,30816.0,,,,,
2025-06-27,4.53125,4.625,4.40625,4.625,19744.0,,,,,
2025-06-30,4.375,4.65625,4.0,4.53125,40032.0,,,,,
2025-07-01,4.15625,4.328125,4.09375,4.28125,10368.0,,,,,
2025-07-02,4.0625,4.34375,4.0,4.15625,10432.0,,,,,
2025-07-03,4.28125,4.40625,4.125,4.1875,7552.0,,,,,
2025-07-07,4.0,4.28125,3.96875,4.28125,9600.0,,,,,
2025-07-08,4.4375,4.65625,3.90625,4.0,28800.0,,,,,
2025-07-09,4.21875,4.53125,4.21875,4.4375,17568.0,,,,,
2025-07-10,4.40625,4.5,4.21875,4.25,22784.0,,,,,
2025-07-11,4.28125,4.418749809265137,4.21875,4.40625,14528.0,,,,,
2025-07-14,4.15625,4.28125,4.140625,4.1875,8320.0,,,,,
2025-07-15,4.03125,4.28125,3.90625,4.28125,21248.0,,,,,
2025-07-16,4.040625095367432,4.115624904632568,3.9375,4.0625,6176.0,,,,,
2025-07-17,3.90625,4.1875,3.5,4.125,15360.0,,,,,
2025-07-18,3.78125,4.0,3.65625,3.9375,8704.0,,,,,
2025-07-21,3.84375,3.875,3.78125,3.78125,9984.0,,,,,
2025-07-22,4.1875,4.21875,3.9375,4.0625,21376.0,,,,,
2025-07-23,4.03125,4.125,3.909374952316284,4.125,8672.0,,,,,
2025-07-24,3.9375,4.0625,3.90625,4.03125,5632.0,,,,,
2025-07-25,3.96875,3.96875,3.8125,3.96875,6176.0,,,,,
2025-07-28,3.921875,3.996875047683716,3.90625,3.96875,1600.0,,,,,
2025-07-29,4.34375,4.5625,3.75,3.8125,81024.0,,,,,
2025-07-30,3.671875,4.4375,3.4375,4.375,78688.0,,,,,
2025-07-31,3.5625,3.71875,3.5625,3.6875,7488.0,,,,,
2025-08-01,3.4375,5.375,3.21875,3.59375,2652256.0,,,,,
2025-08-04,3.34375,3.4375,3.125,3.21875,76480.0,,,,,
2025-08-05,3.28125,3.4375,3.2406249046325684,3.4375,41536.0,,,,,
2025-08-06,3.34375,3.46875,3.21875,3.34375,22368.0,,,,,
2025-08-07,4.03125,4.21875,3.21875,3.40625,315808.0,,,,,
2025-08-08,3.6875,3.8125,3.34375,3.75,31200.0,,,,,
2025-08-11,4.28125,4.5625,3.875,3.875,157152.0,,,,,
2025-08-12,4.15625,4.375,4.0,4.28125,44800.0,,,,,
2025-08-13,4.28125,4.34375,4.0625,4.21875,17856.0,,,,,
2025-08-14,4.25,4.337500095367432,4.09375,4.3125,11552.0,,,,,
2025-08-15,4.25,4.46875,4.15625,4.34375,15680.0,,,,,
2025-08-18,4.1875,4.293749809265137,4.125,4.28125,3456.0,,,,,
2025-08-19,4.125,4.3125,4.071875095367432,4.15625,6336.0,,,,,
2025-08-20,4.09375,4.09375,4.0,4.0625,512.0,,,,,
2025-08-21,4.09375,4.21875,4.0625,4.09375,5472.0,,,,,
2025-08-22,3.9375,4.171875,3.90625,4.0625,1470688.0,,,,,
2025-08-25,3.78125,4.209374904632568,3.53125,3.78125,181280.0,,,,,
2025-08-26,4.360000133514404,4.389999866485596,3.220000028610229,3.5999999046325684,755900.0,,,,,
2025-08-27,3.920000076293945,4.360000133514404,3.757999897003174,4.059999942779541,155100.0,,,,,
2025-08-28,4.03000020980835,4.090000152587891,3.559999942779541,3.809999942779541,161100.0,,,,,
2025-08-29,3.660000085830689,3.990000009536743,3.650000095367432,3.930000066757202,43500.0,,,,,
2025-09-02,3.5199999809265137,3.7100000381469727,3.450000047683716,3.7100000381469727,37400.0,,,,,
2025-09-03,3.630000114440918,3.859999895095825,3.3499999046325684,3.5199999809265137,156800.0,,,,,
2025-09-04,3.539999961853028,3.674999952316284,3.359999895095825,3.650000095367432,58300.0,,,,,
2025-09-05,3.450000047683716,3.5799999237060547,3.380000114440918,3.5199999809265137,21400.0,,,,,
2025-09-08,3.3499999046325684,3.430000066757202,3.25,3.430000066757202,22500.0,,,,,
2025-09-09,3.289999961853028,3.359999895095825,3.140000104904175,3.3499999046325684,51300.0,,,,,
2025-09-10,3.2699999809265137,3.2799999713897705,3.1600000858306885,3.259999990463257,14600.0,,,,,
2025-09-11,3.390000104904175,3.4200000762939453,3.2699999809265137,3.2699999809265137,14800.0,,,,,
2025-09-12,3.5799999237060547,3.680000066757202,3.400000095367432,3.4200000762939453,14200.0,,,,,
2025-09-15,3.299999952316284,3.619999885559082,3.299999952316284,3.5899999141693115,15800.0,,,,,
2025-09-16,3.3949999809265137,3.630000114440918,3.299999952316284,3.380000114440918,14900.0,,,,,
2025-09-17,3.450000047683716,3.700000047683716,3.305999994277954,3.4200000762939453,260200.0,,,,,
2025-09-18,3.619999885559082,3.660000085830689,3.371999979019165,3.450000047683716,42000.0,,,,,
2025-09-19,3.5199999809265137,3.5899999141693115,3.5,3.569999933242798,16100.0,,,,,
2025-09-22,3.5999999046325684,3.678999900817871,3.4800000190734863,3.5199999809265137,13600.0,,,,,
2025-09-23,3.630000114440918,3.650000095367432,3.5,3.562999963760376,26600.0,,,,,
2025-09-24,4.304999828338623,4.480000019073486,3.5999999046325684,3.5999999046325684,274700.0,,,,,
2025-09-25,3.7899999618530273,4.111999988555908,3.691999912261963,4.019999980926514,51500.0,,,,,
2025-09-26,3.880000114440918,4.189000129699707,3.75,3.75,66900.0,,,,,
2025-09-29,4.769999980926514,5.258999824523926,3.82699990272522,4.0,771100.0,,,,,
2025-09-30,4.355000019073486,4.570000171661377,3.890000104904175,4.320000171661377,491400.0,,,,,
2025-10-01,3.369999885559082,9.289999961853027,3.259999990463257,4.639999866485596,31075800.0,,,,,
2025-10-02,3.180000066757202,3.319000005722046,2.8410000801086426,3.0,857800.0,,,,,
2025-10-03,3.049999952316284,3.200000047683716,3.0,3.180000066757202,455400.0,,,,,
2025-10-06,2.7799999713897705,2.98799991607666,2.6600000858306885,2.9100000858306885,409800.0,,,,,
2025-10-07,2.3499999046325684,2.740000009536743,2.2100000381469727,2.7100000381469727,497500.0,,,,,
2025-10-08,2.450000047683716,2.680000066757202,2.2799999713897705,2.359999895095825,469300.0,,,,,
2025-10-09,2.319999933242798,2.5,2.289999961853028,2.4600000381469727,217600.0,,,,,
2025-10-10,2.180000066757202,2.450000047683716,2.164999961853028,2.299999952316284,357000.0,,,,,
2025-10-13,2.2100000381469727,2.2699999809265137,2.109999895095825,2.150000095367432,261100.0,,,,,
2025-10-14,2.369999885559082,2.4100000858306885,2.220000028610229,2.220000028610229,164700.0,,,,,
2025-10-15,2.3499999046325684,2.559999942779541,2.25,2.400000095367432,454900.0,,,,,
2025-10-16,2.2300000190734863,2.5,2.220000028610229,2.3499999046325684,9606400.0,,,,,
2025-10-17,2.289999961853028,2.8399999141693115,2.240000009536743,2.75,16164900.0,,,,,
2025-10-20,,,,,,2.2100000381469727,2.5,2.1500000953674316,2.2200000286102295,1098500.0
2025-10-21,,,,,,2.200000047683716,2.4000000953674316,2.134999990463257,2.180000066757202,601300.0
2025-10-22,,,,,,2.1700000762939453,2.259999990463257,2.140000104904175,2.1500000953674316,289900.0
2025-10-23,,,,,,2.2899999618530273,2.299999952316284,2.0999999046325684,2.140000104904175,355700.0
2025-10-24,,,,,,2.2100000381469727,2.380000114440918,2.180000066757202,2.2899999618530273,204900.0
2025-10-27,,,,,,2.0999999046325684,2.2290000915527344,2.059999942779541,2.190000057220459,221700.0
2025-10-28,,,,,,1.940000057220459,2.0799999237060547,1.9299999475479126,2.069999933242798,200100.0
2025-10-29,,,,,,1.6799999475479126,1.9700000286102295,1.6349999904632568,1.9299999475479126,361300.0
2025-10-30,,,,,,1.6100000143051147,1.6699999570846558,1.5399999618530273,1.600000023841858,124300.0
2025-10-31,,,,,,1.6100000143051147,1.6799999475479126,1.5399999618530273,1.6100000143051147,139700.0
2025-11-03,,,,,,1.5700000524520874,1.774999976158142,1.559999942779541,1.6299999952316284,200500.0
